,dates,mex0562-0000,mex0562-0001,mex0562-0002,mex0562-0003,mex0562-0004,mex0562-0005,mex0562-0006,mex0562-0007,mex0562-0008,mex0562-0009,mex0562-0010,mex0562-0011,mex0562-0012,mex0562-0013,mex0562-0014,mex0562-0015,mex0562-0016,mex0562-0017,mex0562-0018,mex0562-0019,mex0562-0020,mex0562-0021,mex0562-0022,mex0562-0023,mex0562-0024,mex0562-0025,mex0562-0026,mex0562-0027,mex0562-0028,mex0562-0029,mex0562-0030,mex0562-0031,mex0562-0032,mex0562-0033,mex0562-0034,mex0562-0035,mex0562-0036,mex0562-0037,mex0562-0038,mex0562-0039,mex0562-0040,mex0562-0041,mex0562-0042,mex0562-0043,mex0562-0044,mex0562-0045,mex0562-0046,mex0562-0047,mex0562-0048,mex0562-0049,mex0562-0050,mex0562-0051,mex0562-0052,mex0562-0053,mex0562-0054,mex0562-0055,mex0562-0056,mex0562-0057,mex0562-0058,mex0562-0059,mex0562-0060,mex0562-0061,mex0562-0062,mex0562-0063,mex0562-0064,mex0562-0065,mex0562-0066,mex0562-0067,mex0562-0068,mex0562-0069,mex0562-0070,mex0562-0071,mex0562-0072,mex0562-0073,mex0562-0074,mex0562-0075
0,1984-05-08 17:38:22+00:00,204.0285570547514,190.17361204854708,200.10632342177126,193.05282532206098,193.71217792505666,202.0693253118271,205.75264453764913,203.4473557224332,199.99366270547384,197.82685169123963,199.75852277320416,182.2656713411142,186.65217854650342,194.43068399159677,199.67520769222068,199.18467718144308,205.06561569362776,197.06901167865342,195.31851259102007,198.75242253670743,201.8313853314343,194.8250207531322,189.07148749579886,191.9140439496991,190.3681534683925,194.64376041197616,210.8570227656191,202.51133612703433,199.95984939729402,224.854051512225,207.34607992874513,168.07409923039205,191.77871098613855,198.76283762953395,200.00602365026847,205.74529391438406,227.46069089135784,,227.77800106934018,228.10193198251937,204.994201143431,189.16485776581104,184.18897388693478,182.7165397687883,189.64462910665296,191.96738826012614,187.1672366143367,187.7759039446593,186.2342029093307,191.51665668691484,198.26529894061167,201.4600279525596,176.9341075557903,179.05327935769608,,,,,,,,,,,,,,,,,,,,,,
1,1984-10-22 17:47:12+00:00,200.53262060262472,203.33740769425367,198.45415241780688,198.90261908889994,199.99432919323738,198.51163021134676,192.43760348381164,194.15054091089627,187.51659643627022,186.11013601295167,192.77526315909387,194.3499476182515,199.76962481080068,206.6037322683627,208.53661547741396,208.56220425058976,203.11451432672496,199.15915718097244,199.0887985759892,203.23028016901495,210.22840509525074,211.36776411344277,209.30612688626235,201.7963223032081,203.10481941276026,200.45367548463003,199.35680363679944,194.56939469679253,196.45426830567106,207.52564749879113,210.86461191538305,202.86856066571306,202.7465095838403,205.53576172291693,204.6144451329523,200.58318386631095,207.10477102854105,204.64043157623485,205.1238032374974,210.16053396802212,210.60046873125134,203.5050604049194,198.04805528301023,195.73258674289778,197.44299693494045,203.8191183985882,195.3118781843556,189.88324233666475,196.36337725327687,195.63081047275355,200.11621648290915,206.72007643920657,200.1982531834753,198.2033521691342,197.79199744761027,207.46257331231243,201.68150633780544,196.77658257752142,,202.6438003089781,202.6443065804597,202.2226394759666,205.84020294884795,198.7383592387764,191.658015031288,198.74448717212675,,207.7505513834747,,200.2288668849596,201.82535917835324,196.4746866371833,201.3469402440178,219.6447623506946,233.08856260537314,222.2807713988805
2,1984-11-23 17:47:03+00:00,187.57263531518703,188.29999120168867,185.83804313210788,177.71947823291262,183.09442124458505,185.22874238615418,178.44972647995036,180.91546430888422,187.12569248942518,188.17319222773804,186.92579300833137,189.9743449541796,194.51128986404382,194.21851381709672,196.98929501835212,198.38876779675283,191.53449197615504,193.4684121261517,192.62876275686898,200.54278935900186,198.0676376609336,203.13651051138652,201.81622097029626,191.28947299986066,192.73133991410452,195.4986943032973,190.8899434734252,184.54426898354524,189.4391940874948,201.11792919639655,200.22398493961157,189.04140566998848,192.5919071438142,199.44607084622237,195.19144361761118,199.56629326837012,208.078690553814,205.51658957054235,202.98673970199704,214.76259755834096,206.76776282703582,197.58800738479425,197.86350801681064,191.75606864754928,192.91489443950135,195.99356860928256,194.080461823319,191.94458015115623,198.84163110732973,194.2491998624149,199.23337537511497,,,,,,195.5640211278476,173.62003853512184,,192.88321244621017,198.89375441806894,189.95591667233327,186.11446344981968,180.9380330296792,167.22486170643955,174.77112244217437,183.71028655423984,185.11490848883443,,186.7135325846522,199.74728526969918,196.06347757463058,204.8615632558972,215.89380146691377,226.59204848765714,216.3902976859456
3,1984-12-18 17:41:06+00:00,156.1969994119681,160.0539689153655,163.9145902153841,,,144.10161094803067,160.12080304302492,174.79175273914825,179.57421602374095,182.34959434509332,184.62821447377985,185.43570192087006,185.55077409951036,190.39621350760626,194.19308855075508,189.65625975641098,186.13023084770384,188.14920724196023,187.44103158305322,191.36162870022588,190.89626621221728,199.98680751458772,187.8971120519834,191.7274405725856,188.56914164295003,183.7496260384269,185.68836005617894,185.84586230158388,188.44087389843244,195.04970246926572,190.36537382973464,172.97077720851345,164.9370173102092,180.9634182592805,168.330563990147,171.63477400018604,180.14399579967454,212.86996829485204,207.17948881572204,214.10388935252954,203.6197065723794,194.13516973582605,181.66989897282866,180.97333112413727,179.60213464734593,189.90336808752724,178.89066097684037,190.02340706578426,190.54872945345667,192.09180239071253,193.36028616147266,186.95065440095942,192.04627706391253,180.91275146784102,180.96488718265502,185.66307820588904,181.15757372598702,173.50469023603532,176.2828654519042,174.64281573509015,184.68396813633672,182.2987218586321,178.33572279672254,158.25058487788993,147.76997549033226,158.04843577122227,180.96390492525487,183.2089001686575,191.52898650060925,197.60235247741937,198.0562103584338,196.44144146468304,,,,
4,1985-01-03 17:41:15+00:00,190.21577021205084,186.94765115179646,193.40929985795404,190.5547880818099,192.32752590692684,198.52185480296473,186.48454705828064,182.38061545884463,172.13268273112436,175.86373208498887,171.5028072011264,177.9436086926884,189.97796740703802,200.46220016709785,205.63170842574027,207.70811240432678,203.94051284215413,183.19425186203938,178.7259191540648,187.64364865001636,183.30870838994306,187.1030549341502,190.38173344602282,191.0325017693794,190.29350227856145,188.35389412792608,192.41119956607824,183.04239163742784,185.50373203581188,198.42638811313978,192.85496805067874,177.0459681421675,187.28705832162066,198.05548710483333,195.36688273646564,200.10523981169197,209.1749725706632,201.55664377730682,199.63630113955017,201.68307761015313,199.21359050215426,181.2182105045331,186.7458117986032,190.4797914519687,194.13326725878116,191.55165185918048,185.72279123228307,187.8135919598782,180.5677548240591,185.21658389186086,188.39438949831901,184.07365734202727,181.9409771682196,191.73067435989256,194.76916853226393,198.48629752778612,194.00312272160969,194.71134969165232,182.01202107296015,181.7674418950065,191.85306007457208,183.352948558647,184.08602068858238,176.26008941327441,173.59605916827394,180.72566434080468,197.78545532602578,207.61052911048333,204.17792160709448,198.43686824927693,197.6130258364459,197.83619549272754,209.4148463083772,212.60139265888,214.4660458050439,214.908128686356
5,1985-01-19 17:41:20+00:00,173.19194619072388,169.69324385970322,175.44970927256315,168.3829671132138,185.0138857445333,191.75765477953826,184.53214084103956,184.17860994657266,183.70883608287932,177.4373743712909,177.9747177038,180.59341570436933,184.8638915310946,193.1252305492826,201.56995293677687,197.6724714242963,192.50506849480234,186.70468761903328,185.79730552051586,183.14015417474033,183.35405495398516,185.24067096530948,179.1077797607232,182.98323448027924,186.4002854873712,186.92271318925427,185.40936807185915,183.06119839461826,187.09635017955873,187.9570249741875,185.5407263017519,165.0841276323615,173.03931960136063,185.2249121466139,191.2129438634216,195.3660592582299,201.40405415114074,202.22479948436956,203.4854284550861,210.38493741038562,188.70716314363528,180.71352689794887,184.61887238336402,177.81011248870308,179.11839176002556,198.82801240820092,194.49174131095825,187.83529449554177,187.2653837743629,190.10126116933128,186.85303805147848,184.01828158039757,179.97938709049595,177.79579033113185,184.43635954342668,191.61581720123937,196.66414879470042,182.62783539139033,182.794463506412,186.42771617312826,179.51300395224675,176.7208245893098,170.32431628761384,167.25096353807933,152.99729853208243,166.52078532944282,191.2199958819288,195.05058703597967,197.96704260144583,194.24723502930976,196.5885792612359,189.7788077116409,191.44982171334854,203.92900337038552,204.75052690802733,196.96179980205642
6,1985-07-30 17:40:47+00:00,,,,195.80381702605217,195.96773444096877,203.22070801017395,210.33555667159789,206.33340724071593,202.29903524686316,202.83470014093575,195.26538933159557,190.60241105149808,193.72756859832285,201.60242319745694,199.87629900802972,211.7235423707743,213.696270853631,208.4799484337152,206.10396355789493,214.29935892014058,210.3684694871797,206.64531771169638,204.72432626578797,203.15917103727,197.30716150355585,202.1040580245498,207.06923868233898,199.69321616467596,201.5717428293138,213.5763680012078,213.19851360467786,187.5362142106193,203.81255754308455,207.92790427986526,211.8794469773841,212.51799310904426,217.59712881240324,213.85134029773212,208.26923775195394,216.91359038552565,219.52844740765104,212.254107248072,207.9384911756424,201.59348424691262,199.90606512470447,200.40789598465872,207.12834325994055,206.67082518548645,207.90349835061792,211.77393408791272,212.9956756843203,204.49254284711049,195.85894397343043,196.9075978830244,200.26320570938267,200.2590073053462,205.59501928801888,206.21945584724037,208.34982619514875,214.59020796904286,218.2704369619653,214.31788123484478,205.43896951394845,204.05286674338737,204.14055675482564,205.56410074159922,204.50555498747133,201.22955308536584,204.778716289026,198.14857472740934,203.64961906708905,203.64385350701875,212.6417670042048,217.01786041997747,223.07106438555275,215.73888805809102
7,1985-08-15 17:40:38+00:00,208.85589184556403,199.34696052138398,197.56718989578684,208.04134297002634,211.4709950969212,212.96108167811872,205.50332153302455,206.92478888445348,197.33939098268382,197.30953554883652,190.87052908807553,192.36806014822682,202.91851420618852,218.07633399985258,219.1559014127101,217.8549738311995,215.24406941422293,203.8187069506128,197.5628782159714,198.92733388045346,202.7446502484875,202.2308546857948,210.54878583751426,211.21485699616585,204.0021628289575,209.06484569028538,214.19839954647873,204.64058390562658,202.81835424037385,211.14616097163707,213.0920425753952,201.67888510806563,209.23401546668322,218.17815484468676,211.3598190577555,217.71991119916524,218.96333051116252,216.09190623116274,202.46766921873044,212.06772189468043,217.2026054736605,218.5374561082173,215.09503925593702,218.53528256282502,220.3064101937242,215.3346128360131,212.90632678017948,215.8499403707714,202.9842736284446,210.1412017765685,204.47559967924258,200.86111873476653,198.688704984602,201.92634706542518,209.01651703625865,216.63308592049765,213.66860387716713,206.74953126712722,215.55336202149277,212.3084147613069,214.7301469784241,213.50901496303402,206.65240152674602,206.3422616927225,217.91281898896858,222.9691396240177,215.2472867230675,206.72937316465715,203.57904941788192,202.50086095406027,199.51454064959097,200.9004433144345,206.2666521244051,227.70428156020813,224.71302167934437,220.8446689612228
8,1985-10-02 17:40:05+00:00,204.36483967781655,200.50222929429438,202.4502426882479,200.8101162375388,197.915060107737,196.08785418442721,196.97507496988004,191.48499460238605,199.4910256151239,199.5990561061688,193.43280618627796,200.79685707755274,206.4740797031864,207.85136641716315,204.13223554355105,203.38827337362804,203.44046674058905,196.08046893747,208.20576393994784,217.38678716574353,213.3812737447716,213.69076173580314,216.24636767468533,206.73192999134906,204.8971838931442,205.69207160168273,213.2843544739579,209.9501673467657,220.46185495437757,222.9076934032133,219.63125464233968,215.06724851890723,227.5831554457011,227.67474257654573,217.73872450630887,214.14400411234965,218.14664550385717,213.12243920080374,208.31789254305355,224.38736954580617,223.25665214791024,219.38887080879968,210.11168831162377,209.80245097371582,202.25218323041537,202.84468727784565,198.90063185972727,199.01924325880074,201.48844393194443,218.86539332308135,219.60942860622288,210.92130681630366,203.97734788125123,208.5300469878431,206.02451549878447,202.5041587171448,207.5559941597794,201.90357200596307,202.31876794579077,214.02103253835205,231.77615528843657,224.69826101069017,224.3075747091196,226.5696557991357,224.44464483816992,216.66830379810105,209.00750603192174,200.81323142499863,203.24773357035068,196.35035667046537,203.6157154276493,216.25344468650837,218.62916834128805,224.65018871245258,238.9653713144313,225.46381593152685
9,1985-10-18 17:39:54+00:00,204.8845108589329,206.31992121939876,194.52254723584014,199.7221804077132,202.16180830817152,204.14098400014507,201.52092482992143,198.9145121918814,202.00966564680346,198.2405609167703,198.25572492710413,204.986661053629,197.05538856079087,198.61960819880787,204.75918052165824,203.88620648009885,203.485294940908,206.63470237054233,213.92217651276738,213.835250094689,215.56272651764596,213.95610249160364,206.41981763531365,202.67640804253918,200.33556546548954,203.33011990807188,219.2464054808733,215.77101065817607,215.9645473920678,215.9392861295653,224.58276276956806,209.2554039165877,203.9032010600822,205.91040866947054,209.65756221473075,210.29582839349595,213.78882660109102,218.10760132324398,212.17341961425262,223.2452889256389,216.75421231168474,209.02542848057143,197.43643683334972,195.1230188623839,197.7979777111851,200.70400863816823,198.449377654259,208.28556520024736,210.57187568227343,212.47381776368465,210.71978668956328,205.3870156126821,199.24213518977504,197.06702725874408,198.36598422311587,198.7620648714181,201.41639014854968,194.25323589579497,207.7749355457437,216.757864118772,228.28047371947872,221.82182454246427,224.36755758548114,214.82654522006644,212.25043283126,211.38042040606177,206.85327190856367,199.36026625743713,205.93970166318823,208.95680565503775,212.1801643605692,214.82160327191625,215.56758073345569,224.02378177415272,243.20535325886382,224.58062258044922
