,dates,chi0522-0000,chi0522-0001,chi0522-0002,chi0522-0003,chi0522-0004,chi0522-0005,chi0522-0006,chi0522-0007,chi0522-0008,chi0522-0009,chi0522-0010,chi0522-0011,chi0522-0012,chi0522-0013,chi0522-0014,chi0522-0015,chi0522-0016,chi0522-0017,chi0522-0018,chi0522-0019,chi0522-0020,chi0522-0021,chi0522-0022,chi0522-0023
0,1986-09-25 13:56:42+00:00,241.20775969386634,201.67574474251762,205.05349488990794,209.12103699249388,,,268.14912374508754,256.53801263130583,265.475224539409,271.1109684501894,267.54123605458824,308.2154190588025,319.4554131102348,313.30773975219154,315.5939517939712,315.22691754920913,323.81238835205016,321.7562012771834,331.25313694853827,329.9218850041489,336.23668761658746,345.3149003969761,336.36234525850716,347.43025831399325
1,1987-01-15 13:56:10+00:00,,,,,,,,,245.1177684788716,286.22678071666047,291.03363001238495,305.0709577822075,335.33815621781605,340.48266492233364,327.55734810488156,330.88200416937696,339.0021160663349,330.329091759841,314.9515768025742,334.51883999799924,339.0201347884293,340.7498358275928,349.3806462854364,339.25055758072
2,1998-02-21 14:18:53+00:00,253.1448697671369,224.28564272164763,215.377927809908,225.30309431152364,,,267.53434195911893,273.8372544149194,277.0503424053037,284.9228891395482,298.8113048932917,294.96103877009625,293.7119177801463,300.35761759463605,325.759774641072,355.20317911245735,344.647242915288,322.7416730814383,303.85985525410047,314.84057882630066,330.1572177650245,337.2020987745436,328.5068638400264,338.81592569390835
3,1999-06-16 14:20:35+00:00,,165.10823564496621,149.78565030789835,,,,,196.99952735788904,186.63111744883074,251.5443558181606,247.5321961621145,253.12084444128473,267.6071093841778,291.32403713983604,306.588295557616,,295.51074581838435,294.4138467299178,307.2915156339563,,,268.16401873916067,293.65805580026904,
4,1999-08-12 14:14:06+00:00,,142.77408199192985,159.56777628686365,,,,,208.60744360183372,202.26694764482616,,221.19504481885664,243.34556280341192,245.1559312893149,,,,275.7497765785894,280.4965337087676,288.3177655871457,,,,,
5,1999-10-23 14:29:19+00:00,,182.2449506700817,186.5303337109221,,,242.19449836747205,241.9692721910036,230.55990380162913,234.58191090330564,246.98317109699218,262.08989760139394,268.8005337760541,267.77003430005783,280.5866379650451,290.4723435102833,,314.77331751366313,319.6733405978368,278.13925196248323,,,,293.82074602843807,
6,1999-10-30 14:35:32+00:00,235.07372183992615,173.17848196011897,198.45101741975327,211.75009045493607,228.60136181166285,252.58220355278598,239.15817541941615,237.71871756461402,260.1738365144999,279.4555474950962,277.7524977505007,278.6815900857328,283.9438790084355,298.78349537581056,312.40595963868043,330.31084419293535,336.6051395612232,335.9857369446569,344.8755386879002,322.6581857043372,302.2133668712477,284.6964674546012,289.50843433157416,325.69538236867123
7,1999-11-16 14:12:06+00:00,216.90850094772318,184.29799843635564,188.8673432029767,205.94380339482785,227.35187412896,243.1389913078904,225.34740626523285,225.1288541508135,255.04861661715947,275.35606507318147,281.5027299901831,279.5056661623193,281.3210558795572,287.9087489473237,306.95972085071037,329.47371694284413,340.71040636421236,335.10269956160363,335.2969813716015,315.07243471498833,292.58796760045146,277.99547629598715,290.45756675749476,309.8938647584889
8,1999-12-09 14:17:46+00:00,246.29581088042335,219.509998879121,217.03870529103378,245.01670978828386,242.31835856172341,239.40132947702017,232.30825018109599,252.48048059630668,299.30488706803663,311.0963286622502,302.0385886226459,300.7259775065012,295.851233303289,301.00486327097684,326.0269304660306,360.40131897334805,368.3972624800013,357.378775691926,365.21341200194365,346.0984641105618,308.1840592634107,303.10841309685884,319.33736320578333,338.22744403146453
9,1999-12-10 14:29:24+00:00,231.06523505436718,212.90785770229078,209.7292922754948,243.74166605598407,241.31011245961676,238.4746574051425,233.5825757121247,243.49810336427714,287.42989720591163,300.0384321316702,297.795331704361,295.51645835361177,295.5140801078497,293.36392507234723,324.67635588494045,358.7940926864423,364.9972092685684,353.15310132925583,361.2245172940593,343.6732636139336,304.2021925063297,298.8697886193769,311.95136301538196,338.8470987461128
10,1999-12-26 14:29:17+00:00,208.19229099804164,192.93675244805536,193.64569272802328,231.03641130616387,233.0188998566163,233.52271142392613,219.27510738807115,233.7345770082494,263.83594083033347,282.69064267034685,299.44493793382253,313.1832435863336,297.8270591215627,283.1525270663038,298.30782491608284,339.69729696729047,348.50545721264825,319.2423965241488,,350.86689737854493,296.9920881706109,296.7358823079221,303.6545595971523,
11,2000-02-19 14:35:18+00:00,229.21884777893086,207.54264090567509,221.21285988542755,232.8521147589216,254.21400105131872,266.42952901048125,240.65880696754812,218.76735043929665,228.70924886573744,261.09963530556706,286.3339588666689,312.8213473222444,333.63392286085826,333.70018595523544,324.61278456045164,341.453605731122,343.9775174722741,,367.99179865152814,360.1423652641719,352.20202504819486,324.101850867753,302.47444630013166,312.68516152285173
12,2000-03-15 14:29:01+00:00,183.11945782078345,,,,,,,,,,,,,,302.6470760145211,316.6203178118904,,,,,,,,
13,2000-03-31 14:28:59+00:00,224.18407791437733,206.49119886714115,201.16891205799146,203.7377230795308,249.79065387152693,258.86666724914716,246.35285342326233,242.17198507055647,225.8033459868165,219.20587134827232,232.80617827062616,280.12997019345676,297.6732177959915,313.00775486460276,336.7422829906014,316.0987669189485,339.96112598166894,341.7533347013739,316.58308340272555,334.61593353118275,333.7668834801132,331.190532986292,319.50093205450753,304.58094639171975
