,dates,chi0437-0000,chi0437-0001,chi0437-0002,chi0437-0003,chi0437-0004,chi0437-0005,chi0437-0006,chi0437-0007,chi0437-0008,chi0437-0009,chi0437-0010,chi0437-0011,chi0437-0012,chi0437-0013,chi0437-0014,chi0437-0015,chi0437-0016,chi0437-0017,chi0437-0018,chi0437-0019,chi0437-0020,chi0437-0021,chi0437-0022,chi0437-0023,chi0437-0024,chi0437-0025,chi0437-0026,chi0437-0027,chi0437-0028,chi0437-0029,chi0437-0030,chi0437-0031
0,1986-02-04 14:07:59+00:00,206.14335986882702,200.07803555394173,192.47755070689826,205.62215568945044,204.86474768418344,189.63741198562707,199.4092136756564,204.1277759785855,207.66129165359692,198.6299905018706,203.35722058650157,199.2575325356723,193.26355131622023,192.48861473330308,193.5208930749573,205.51744533232164,185.10860659937856,159.6069559724075,185.02030835734524,180.3661906356563,192.00767888546125,187.19199620986845,185.5986290990473,181.33456239800043,188.02014681184738,201.7658589223388,204.46072360828123,208.58999573855633,211.95127729922194,,201.5672424526804,201.17737785982763
1,1986-08-15 14:02:41+00:00,217.05341470682174,210.89467644965322,211.22847399453892,218.7654095359068,207.245354845536,186.63843499631938,186.88849279379795,203.9546095518878,213.24527120703098,212.44975009635775,217.00339600357205,205.09506205931555,204.90626211636314,195.28521875693403,189.06983027921885,196.9338400824772,179.56188004740213,158.69606331716847,186.0042936107024,184.13291068661965,192.0832820378334,189.00676799105128,190.65910646812787,180.4168729945792,190.27435699319227,197.30218604558746,201.43917138909225,196.224283033098,185.24355674990719,163.8024168998889,181.6110446070288,184.88400082820388
2,1986-12-21 14:00:01+00:00,209.61919422546126,203.14292705044022,202.48380456390825,217.500877640374,221.2274483483483,203.0988255408184,206.50832886174848,214.26788314838095,209.36293311929558,205.00933277997618,210.42529536607776,207.03449998247316,200.5639672667123,204.003261818102,201.5076371182589,200.35066323122246,191.4670834463607,167.72099125298172,183.34799926238873,181.11694874734548,186.7561430647358,182.02366745400073,183.56436087158957,179.78264840021072,181.6290941896375,190.51915295304278,198.79056544434383,196.74057121693116,184.50104996018916,185.8901228732259,188.66280818186965,198.99175402212208
3,1987-01-06 14:00:30+00:00,194.94305655754138,197.67861042927544,193.56282796552068,210.6189994772445,210.08044804141804,188.0223866856905,190.1327370481643,209.2136419281844,207.7202147880221,199.7439905546879,206.01903164052285,196.676074159874,197.66311657547917,194.03983840793808,188.89622485198612,195.89269669446608,191.90435766031064,169.91845522229107,184.61738208378068,175.60594493946294,185.22127885132488,181.44955036950103,176.14707773321825,179.57231657489365,179.0417165696677,184.02469872421796,191.65738051406365,189.43114485989176,174.7419703967226,173.47229045846905,179.92075325978345,192.6314813914316
4,1987-01-22 14:00:58+00:00,200.94070240144936,201.51895578877497,200.03748916468192,212.04591179965425,213.87547688378203,199.73437320574772,204.03361338890977,212.64995141331607,204.95669140021326,205.7034231889174,210.86744767979638,202.37616367348065,199.81460131563543,194.12504204200772,188.72591745185122,200.00334764845368,196.65300347051306,171.78671053310666,187.69556124538926,183.74830051739812,187.78284585233536,184.0326975365255,182.59889262828577,177.3101329320051,184.12868272689704,185.86970627911424,193.10984293760959,194.8048662222779,182.70167496625854,174.8103109553836,179.13561858877858,195.3092633930555
5,1987-02-07 14:01:33+00:00,211.6788153052745,204.40694446344028,210.42058745961998,220.61564910208332,219.00799680567675,203.13178013591897,203.89108919110888,214.3809784330456,214.2502758432227,207.7697850955787,211.12034571380954,208.21672511520785,202.16106253419503,199.95873300648736,197.3886078781111,206.5214894558259,193.08776445473455,181.26596010087636,197.19118143788288,189.15645904430113,186.7901669763527,182.2659614655955,182.9903964857169,182.50486780252044,194.81916241170669,193.354710298322,197.886595488963,198.74266204774224,190.6707965641898,185.75511219189968,188.08954398192623,199.78520016776568
6,1998-03-09 14:17:33+00:00,212.74454545279505,200.00230115110867,211.97303637686483,220.8106162778961,219.50996645677515,192.6052350959198,188.0151417901827,201.67155599111277,212.68380819214195,211.75757714529914,218.36377152485684,214.74373930249303,211.9643562852065,198.44549655983164,192.49339348067807,200.58506049814517,174.17369205398091,159.7212423272522,185.31648676748318,196.12375941925475,198.39134386483485,190.83872373869616,193.4598717267802,186.78059760610918,187.18409194639932,192.99380484990945,197.70459798143995,189.74947169627646,185.67086188442804,177.52720321222077,185.59893138931247,206.43245957439137
7,1998-03-25 14:17:47+00:00,214.24180576840675,203.64307465338217,211.32350847002277,222.3676244775879,226.92092595094385,196.20815529597186,187.11369020787814,204.36142645993075,209.9147008210592,208.299121243265,215.46503884768103,212.0692898462539,211.67389438616397,198.07097586317786,194.86768201807408,201.57046627908187,182.20944984042026,163.1382048182553,192.8729708909341,198.1046165816722,198.3139133649841,188.86982692283553,193.5605714652645,192.73680101668307,189.6636036351864,198.94148626894997,199.75980474467883,190.58709278144158,185.78727610722615,180.55248062704047,177.99944726548398,205.5010279358625
8,1998-07-31 14:19:24+00:00,199.00914810416168,,,,,,169.155068044856,,,,163.00847393181976,,191.40425853023007,,,195.0413610290052,,,,,,,,,155.40256685674976,213.978646967513,222.6987027119556,187.1407917808513,159.75048623054215,148.2874871417145,149.86930189664562,
9,1998-09-17 14:19:50+00:00,223.3356337655943,210.82036657905695,218.6427727550052,215.54188399637638,209.0411531480902,195.50588850494117,198.6666849194344,208.8602069639719,216.68924600430333,209.65329348765604,209.6906735994546,208.71784267826462,207.4453965840414,210.27843094763057,201.4489154035406,209.1428643064669,184.17758826596744,171.18687300062612,185.19815206647039,195.27605824175546,199.09112903610324,183.53127721670302,185.92540007112302,181.76752178723189,184.14983225524406,187.80292194619938,194.7970598063867,199.89494355825485,200.9212173588184,,199.7303396399613,204.67406026307566
