dates,nzd0445-0000,nzd0445-0001,nzd0445-0002,nzd0445-0003,nzd0445-0004,nzd0445-0005,nzd0445-0006,nzd0445-0007,nzd0445-0008,nzd0445-0009,nzd0445-0010,nzd0445-0011,nzd0445-0012,nzd0445-0013,nzd0445-0014,nzd0445-0015,nzd0445-0016,nzd0445-0017,nzd0445-0018,nzd0445-0019,nzd0445-0020,nzd0445-0021,nzd0445-0022,nzd0445-0023,nzd0445-0024,nzd0445-0025,nzd0445-0026,satname
1999-10-27 22:19:03+00:00,397.46,393.14,389.51,382.15,375.60,370.07,363.17,354.98,349.98,343.49,336.33,331.25,336.25,333.64,327.80,319.14,316.87,316.56,,334.13,330.71,314.96,313.13,317.61,319.95,327.11,341.06,L7
1999-11-05 22:12:52+00:00,,392.88,391.05,382.71,371.43,368.17,358.02,342.27,338.99,330.48,326.58,320.76,306.36,311.62,304.60,285.87,282.53,280.47,,300.17,302.34,288.91,291.57,297.02,310.70,320.55,328.43,L7
1999-11-21 22:13:11+00:00,432.45,431.63,422.24,418.99,,403.10,397.53,381.81,367.04,362.44,359.33,357.84,351.40,342.88,336.95,322.35,323.46,310.11,332.05,341.08,341.60,319.97,323.48,329.83,335.92,344.28,354.99,L7
1999-11-28 22:18:56+00:00,389.84,396.35,388.18,377.85,373.12,369.08,359.52,357.19,352.12,341.37,325.63,327.54,324.20,320.65,306.03,306.86,300.31,294.94,294.82,311.74,310.39,296.41,300.28,309.65,318.13,318.93,329.23,L7
1999-12-07 22:12:53+00:00,401.56,405.16,405.52,399.73,393.49,382.60,376.94,367.60,359.91,355.03,344.50,340.67,338.01,331.14,329.38,318.82,316.77,316.34,324.50,335.68,340.66,315.88,322.42,330.40,331.80,335.94,353.15,L7
1999-12-14 22:19:07+00:00,393.85,405.45,389.97,386.06,377.91,368.83,361.76,353.89,346.48,347.57,325.63,323.84,324.91,322.45,309.33,318.08,314.63,313.01,306.58,321.50,316.05,299.53,313.16,321.48,329.41,332.77,338.14,L7
2000-04-13 22:12:42+00:00,384.30,379.37,383.67,384.12,374.06,371.57,355.69,352.12,343.68,349.68,341.76,344.69,345.14,342.73,352.35,353.61,354.02,,356.10,358.03,345.42,330.56,330.94,336.53,345.38,350.55,359.12,L7
2000-05-15 22:12:30+00:00,380.94,370.36,370.42,363.25,362.89,363.21,351.94,344.06,334.93,329.01,338.60,335.53,336.89,331.48,344.01,348.84,346.93,348.47,354.42,334.00,344.86,320.20,320.23,333.21,330.23,342.10,351.03,L7
2000-08-03 22:11:31+00:00,,381.18,,,,340.30,356.89,,342.13,322.94,339.89,,,341.55,,331.26,339.30,,,,,,,,,,,L7
2000-08-19 22:11:01+00:00,400.83,396.97,395.26,393.28,390.37,378.93,373.75,369.74,367.62,362.08,359.77,350.29,352.93,349.42,344.28,352.08,353.59,348.99,348.22,347.43,347.97,336.78,333.51,343.22,349.38,353.91,364.86,L7
2000-09-04 22:10:46+00:00,406.44,405.38,388.37,382.04,371.65,362.72,355.24,359.35,359.16,360.52,355.85,344.19,337.35,330.93,325.68,315.71,300.73,,,303.29,325.61,310.42,305.12,309.30,317.27,328.70,333.33,L7
2000-09-20 22:10:27+00:00,390.32,391.57,373.94,376.34,370.54,367.32,365.85,368.84,361.92,357.15,345.37,339.71,340.10,333.45,325.30,326.59,315.34,311.99,308.87,323.65,318.53,302.20,302.37,308.04,315.00,323.33,326.70,L7
2000-09-27 22:16:36+00:00,398.70,390.23,391.97,392.07,387.23,384.95,383.15,375.11,367.83,364.66,356.30,354.35,352.51,351.05,355.43,346.66,348.87,352.65,355.00,353.61,347.74,325.67,325.81,329.32,332.37,340.40,356.68,L7
2000-10-06 22:10:47+00:00,394.58,387.71,377.70,369.28,357.02,351.26,352.26,353.61,350.34,344.31,346.45,342.21,341.44,326.58,324.00,322.38,311.00,325.79,325.71,321.06,324.87,306.46,305.84,315.38,325.45,326.93,336.85,L7
2000-11-07 22:10:17+00:00,398.80,394.54,400.23,390.29,382.88,375.74,374.67,366.72,372.07,371.89,363.58,358.38,360.63,352.36,346.85,339.25,334.23,332.18,337.57,334.68,335.02,317.54,316.19,323.47,337.73,342.65,353.54,L7
2000-11-14 22:16:30+00:00,377.57,376.54,377.47,371.67,362.30,357.15,347.86,350.67,356.39,351.27,340.48,342.98,345.69,336.75,334.85,327.00,323.79,317.72,319.45,320.29,317.13,303.13,296.66,307.87,319.98,325.79,339.38,L7
2000-12-16 22:16:35+00:00,376.16,382.13,379.35,368.76,361.59,357.62,350.10,352.92,347.85,351.07,348.93,347.12,351.16,348.75,344.60,339.46,334.04,348.46,344.13,343.33,331.40,329.14,327.41,337.48,340.35,341.83,348.14,L7
2001-01-26 22:10:54+00:00,382.03,372.27,377.09,374.23,373.66,367.45,364.87,365.63,363.50,363.40,362.32,362.18,360.45,359.72,363.55,358.27,356.18,361.04,359.16,353.15,339.08,333.81,330.76,340.61,352.33,355.11,363.57,L7
2001-02-18 22:16:35+00:00,354.03,355.88,358.01,357.40,357.06,356.66,351.05,347.49,348.57,351.86,345.53,353.55,359.52,358.25,363.53,357.41,350.94,357.09,358.87,355.62,348.33,333.53,338.38,356.22,362.91,359.24,370.17,L7
2001-02-27 22:10:18+00:00,370.97,367.73,369.04,368.56,370.50,368.67,363.63,358.35,360.76,356.95,357.84,361.94,367.06,368.99,372.14,375.59,374.35,371.47,370.29,370.15,365.40,351.38,357.54,370.87,379.41,384.06,389.38,L7
2001-03-15 22:10:39+00:00,364.13,362.94,355.81,358.50,360.72,354.95,352.88,348.98,350.73,349.41,349.04,354.35,355.43,355.54,353.83,360.05,362.76,357.30,355.29,357.45,357.03,346.26,347.60,349.86,354.54,356.23,365.25,L7
2001-03-31 22:10:31+00:00,372.82,366.14,371.57,371.30,372.23,368.33,363.04,361.40,358.56,368.00,364.89,367.06,372.28,376.89,371.27,376.76,372.98,370.90,372.00,367.92,367.81,356.37,355.32,366.45,372.46,374.14,383.82,L7
2001-04-07 22:16:13+00:00,356.88,356.92,363.19,360.87,361.46,361.60,360.12,343.74,339.06,341.82,343.00,344.27,342.69,341.30,353.79,347.60,342.51,343.96,350.82,351.62,344.67,330.85,337.67,342.13,347.89,358.64,371.57,L7
2001-05-02 22:10:27+00:00,367.69,370.12,366.12,353.86,357.68,359.09,361.37,352.27,347.44,346.61,345.17,346.25,350.99,352.42,355.57,353.56,350.04,349.60,345.00,348.73,350.46,338.35,332.05,338.72,349.15,361.52,373.56,L7
2001-06-03 22:10:04+00:00,366.75,362.35,360.77,358.40,361.68,363.33,361.29,357.89,355.66,356.75,356.00,,355.91,358.20,373.47,370.33,363.89,360.81,356.32,363.04,364.13,359.78,363.76,364.25,366.12,369.41,393.20,L7
2001-06-10 22:15:47+00:00,373.32,362.20,357.61,351.02,354.47,361.58,355.51,354.27,357.25,355.64,358.09,,368.22,372.77,371.00,376.87,372.02,368.73,367.74,373.78,373.06,365.96,377.55,377.05,378.86,377.08,389.43,L7
2001-07-12 22:15:31+00:00,373.75,366.69,356.66,354.67,358.62,356.38,356.88,361.60,364.00,364.14,364.81,,367.09,377.42,366.27,372.83,372.99,375.70,372.80,374.65,373.47,358.82,360.78,366.45,377.22,376.86,391.48,L7
