dates,nzd0445-0000,nzd0445-0001,nzd0445-0002,nzd0445-0003,nzd0445-0004,nzd0445-0005,nzd0445-0006,nzd0445-0007,nzd0445-0008,nzd0445-0009,nzd0445-0010,nzd0445-0011,nzd0445-0012,nzd0445-0013,nzd0445-0014,nzd0445-0015,nzd0445-0016,nzd0445-0017,nzd0445-0018,nzd0445-0019,nzd0445-0020,nzd0445-0021,nzd0445-0022,nzd0445-0023,nzd0445-0024,nzd0445-0025,nzd0445-0026,satname
1999-10-27 22:19:03+00:00,397.46,393.14,389.51,382.15,375.60,370.07,363.17,354.98,349.98,343.49,336.33,331.25,336.25,333.64,327.80,319.14,316.87,316.56,,334.13,330.71,314.96,313.13,317.61,319.95,327.11,341.06,L7
1999-11-05 22:12:52+00:00,397.46,393.01,390.28,382.43,373.51,369.12,360.60,348.62,344.49,336.99,331.45,326.00,321.31,322.63,316.20,302.50,299.70,298.51,,317.15,316.52,301.94,302.35,307.31,315.32,323.83,334.75,L7
1999-11-21 22:13:11+00:00,414.95,405.88,400.93,394.62,373.51,380.45,372.91,359.69,352.00,345.47,340.75,336.62,331.34,329.38,323.12,309.12,307.62,302.38,332.05,325.13,324.88,307.95,309.39,314.82,322.19,330.65,341.49,L7
1999-11-28 22:18:56+00:00,406.58,403.50,397.75,390.43,373.38,377.61,369.56,359.06,352.03,344.44,336.97,334.35,329.55,327.20,318.85,308.56,305.79,300.52,313.44,321.78,321.26,305.06,307.12,313.53,321.18,327.72,338.43,L7
1999-12-07 22:12:53+00:00,405.33,403.83,399.30,392.29,378.41,378.60,371.04,360.77,353.61,346.56,338.47,335.61,331.24,327.99,320.95,310.61,307.99,303.68,317.12,324.56,325.14,307.23,310.18,316.90,323.30,329.36,341.37,L7
1999-12-14 22:19:07+00:00,403.03,404.10,397.75,391.25,378.31,376.97,369.49,359.62,352.42,346.73,336.33,333.65,330.19,327.06,319.01,311.85,309.09,305.24,314.49,324.05,323.62,305.94,310.67,317.67,324.32,329.93,340.83,L7
2000-04-13 22:12:42+00:00,399.91,400.57,395.73,390.23,377.60,376.20,367.52,358.55,351.17,347.15,337.11,335.23,332.32,329.30,323.78,317.82,315.51,305.24,322.81,328.90,326.74,309.46,313.57,320.36,327.33,332.88,343.45,L7
2000-05-15 22:12:30+00:00,397.16,398.05,393.33,388.33,376.29,376.40,367.23,359.44,350.69,347.52,339.24,338.35,336.76,331.89,329.68,328.09,326.02,316.57,328.08,333.67,333.16,313.76,318.42,326.85,331.81,337.43,347.61,L7
2000-08-03 22:11:31+00:00,382.62,376.97,377.04,373.68,368.47,358.36,354.84,348.09,340.25,333.88,340.08,340.11,341.01,338.59,348.18,344.57,346.75,348.47,355.26,346.01,345.14,325.38,325.59,334.87,337.80,346.33,355.07,L7
2000-08-19 22:11:01+00:00,388.69,381.97,383.12,380.22,375.77,363.50,359.57,355.31,347.09,340.93,345.00,343.50,344.99,341.30,346.88,346.45,348.46,348.73,352.91,346.49,346.08,329.18,328.23,337.65,341.66,348.85,358.34,L7
2000-09-04 22:10:46+00:00,393.13,386.65,384.43,380.67,374.74,363.35,358.70,356.32,349.50,344.85,347.17,343.68,343.08,339.22,341.58,340.30,338.91,348.73,352.91,335.69,340.97,324.49,322.45,330.56,335.56,343.82,352.08,L7
2000-09-20 22:10:27+00:00,392.57,387.47,382.33,379.81,373.90,364.01,359.89,358.82,351.57,346.90,346.87,342.88,342.48,338.26,338.32,338.01,334.98,336.48,341.90,333.28,336.48,320.03,318.43,326.06,331.45,339.72,347.01,L7
2000-09-27 22:16:36+00:00,393.59,387.87,383.94,381.85,376.12,367.00,363.22,361.54,353.90,349.43,348.22,344.79,344.15,340.09,341.18,339.25,336.97,340.52,344.52,336.67,338.36,320.97,319.66,326.60,331.60,339.83,348.62,L7
2000-10-06 22:10:47+00:00,393.73,387.85,383.05,380.05,373.39,365.03,361.85,360.40,353.45,348.79,348.00,344.42,343.77,338.40,338.72,337.14,333.72,337.58,341.39,334.44,336.43,318.90,317.69,325.00,330.73,337.99,346.94,L7
2000-11-07 22:10:17+00:00,395.80,389.74,385.41,380.94,374.65,365.55,364.22,362.49,357.00,351.57,350.73,346.38,345.98,339.60,337.94,335.35,331.25,336.68,338.30,331.10,334.94,317.04,315.58,323.13,329.63,336.86,346.14,L7
2000-11-14 22:16:30+00:00,395.32,390.51,386.42,382.14,374.57,364.80,363.71,363.43,359.68,354.35,350.96,347.44,347.24,340.26,336.63,332.62,328.36,331.55,332.47,329.14,330.98,314.60,312.21,319.51,328.17,334.53,344.48,L7
2000-12-16 22:16:35+00:00,392.93,389.58,385.54,380.47,372.95,364.00,362.20,362.12,358.37,353.99,350.74,347.40,347.73,341.20,337.62,333.38,328.99,333.97,334.14,330.92,331.03,316.42,314.11,321.76,329.69,335.44,344.94,L7
2001-01-26 22:10:54+00:00,391.71,387.85,384.60,379.77,373.03,364.34,362.46,362.51,358.88,354.93,351.89,349.05,349.14,343.06,340.50,335.87,331.71,337.35,337.26,333.39,331.93,318.35,315.96,323.85,332.21,337.63,347.01,L7
2001-02-18 22:16:35+00:00,386.51,384.03,380.46,375.79,369.33,364.54,360.56,360.04,358.63,357.35,351.65,349.41,349.87,344.20,342.64,336.97,330.57,338.36,338.60,334.30,331.97,317.99,316.50,325.30,333.71,338.22,347.60,L7
2001-02-27 22:10:18+00:00,384.96,382.40,379.32,375.06,369.44,364.95,360.87,359.87,358.84,357.31,352.26,350.66,351.59,346.68,345.59,340.83,334.95,342.04,342.12,337.88,335.31,321.33,320.61,329.86,338.28,342.80,351.77,L7
2001-03-15 22:10:39+00:00,380.73,378.15,376.06,372.71,368.35,364.18,360.63,358.83,358.00,356.20,351.58,351.68,353.40,349.14,348.41,345.27,341.15,343.57,343.43,343.30,338.45,324.91,324.86,333.91,342.01,345.56,354.97,L7
2001-03-31 22:10:31+00:00,376.79,373.99,374.03,370.00,366.44,361.98,357.82,356.20,356.53,356.46,353.23,354.42,357.07,353.76,352.74,350.69,346.70,349.11,349.16,347.07,342.90,330.85,330.63,340.91,349.46,351.78,361.12,L7
2001-04-07 22:16:13+00:00,372.60,370.57,372.42,369.06,366.93,363.13,358.69,355.10,355.28,356.19,352.85,354.65,357.21,355.39,356.05,353.49,350.20,351.12,351.95,350.47,345.10,333.56,334.17,343.88,351.96,355.30,364.98,L7
2001-05-02 22:10:27+00:00,372.11,370.52,371.79,367.54,366.01,362.73,358.96,354.82,354.49,355.23,352.08,353.81,356.59,355.10,356.00,353.50,350.18,350.97,351.26,350.29,345.63,334.04,333.96,343.37,351.68,355.92,365.84,L7
2001-06-03 22:10:04+00:00,367.94,366.28,366.77,363.54,364.06,361.97,358.71,354.30,352.46,353.99,352.52,354.59,357.28,357.78,361.31,359.89,356.41,357.85,356.88,356.78,352.03,342.16,343.39,351.84,358.35,362.24,373.18,L7
2001-06-10 22:15:47+00:00,368.48,365.87,365.86,362.29,363.11,361.93,358.39,354.29,352.94,354.15,353.08,354.59,358.37,359.28,362.27,361.59,357.97,358.94,357.96,358.48,354.14,344.54,346.80,354.36,360.40,363.73,374.81,L7
2001-07-12 22:15:31+00:00,368.24,364.32,363.59,360.88,362.81,361.80,359.06,355.16,354.55,355.46,354.67,355.66,359.96,362.15,364.44,364.93,361.87,361.66,360.83,361.61,358.34,347.51,350.14,357.26,364.09,367.23,379.14,L7
2001-08-29 22:14:52+00:00,367.21,362.41,360.28,357.61,359.37,359.33,357.11,353.55,353.25,354.54,353.53,353.53,358.85,361.40,363.32,363.78,361.87,359.80,359.01,361.82,359.37,349.36,351.76,356.23,362.27,366.47,379.64,L7
2001-09-07 22:08:58+00:00,367.91,362.66,359.74,356.99,358.36,358.22,356.05,353.59,353.61,355.02,353.69,354.44,359.56,361.80,362.80,363.13,361.04,359.03,359.29,361.60,358.65,348.08,350.21,355.52,362.09,366.05,379.27,L7
2001-09-23 22:08:26+00:00,368.05,362.28,360.18,356.23,357.68,357.79,355.94,354.05,353.64,355.70,354.12,353.93,359.48,361.82,362.60,363.07,360.27,358.03,358.56,361.11,357.34,346.97,349.66,355.49,362.38,366.21,379.10,L7
2002-01-20 22:15:01+00:00,374.12,366.12,362.20,358.38,356.30,355.57,353.25,355.18,356.29,358.12,354.39,357.38,359.79,358.87,356.51,355.80,355.06,350.29,351.40,355.01,346.28,336.07,339.12,347.68,355.61,358.89,368.10,L7
2002-01-29 22:08:45+00:00,377.22,369.33,365.73,360.48,358.88,356.99,354.79,353.62,355.50,356.83,354.20,357.06,357.84,357.03,357.50,352.31,350.26,347.32,348.01,352.68,345.60,334.12,337.02,344.94,352.60,356.45,366.35,L7
2002-02-05 22:15:01+00:00,378.29,370.78,365.91,360.74,359.48,357.03,354.24,352.78,353.22,355.71,352.80,355.23,355.34,354.34,354.01,348.75,345.97,343.80,343.93,349.25,343.46,331.82,334.54,342.74,351.11,354.46,363.19,L7
2002-02-14 22:09:17+00:00,384.02,376.20,371.00,364.82,363.55,360.79,357.34,355.91,356.48,357.96,355.35,357.22,357.26,355.73,355.71,350.06,346.13,343.71,344.84,350.50,345.06,333.94,336.74,345.15,352.88,356.04,365.67,L7
2002-03-09 22:15:05+00:00,389.53,383.08,378.89,371.52,369.83,365.74,361.50,357.62,355.80,357.99,355.97,356.71,355.25,353.56,352.85,347.44,342.00,340.13,340.16,347.37,343.56,332.49,336.17,345.11,351.92,355.67,363.80,L7
2002-04-03 22:09:08+00:00,394.36,387.78,382.71,375.51,372.87,368.67,363.43,358.52,356.76,357.32,355.60,357.96,355.09,353.46,352.88,348.85,341.53,339.12,338.44,346.22,343.22,331.73,334.14,345.01,350.74,352.92,363.67,L7
2002-05-28 22:14:46+00:00,391.94,386.02,381.50,374.31,370.93,367.72,362.10,357.67,355.57,356.46,355.12,356.77,354.13,352.81,352.61,348.44,341.92,339.94,339.57,347.74,344.46,332.59,335.55,347.16,353.49,356.12,366.28,L7
2002-06-06 22:08:58+00:00,387.92,382.06,378.17,370.80,367.11,365.41,359.55,354.97,352.01,353.87,353.03,354.64,352.23,351.12,351.65,346.37,342.61,341.25,341.09,349.10,344.68,333.22,337.11,349.10,356.08,359.07,369.38,L7
2002-06-29 22:14:36+00:00,387.92,382.06,378.17,366.77,362.80,361.87,356.13,351.55,348.35,351.22,350.62,352.34,350.79,350.59,349.96,346.63,342.82,341.25,341.09,349.10,344.68,333.22,337.11,349.10,356.08,359.07,369.38,L7
2002-07-08 22:08:24+00:00,381.36,375.81,374.19,363.98,360.49,361.87,356.13,351.55,348.35,351.22,350.62,352.34,350.79,350.59,349.96,346.63,342.82,341.25,341.09,349.10,344.68,333.22,337.11,349.10,356.08,359.07,366.45,L7
2002-07-24 22:08:38+00:00,375.54,369.80,369.91,361.01,358.57,359.14,353.52,348.21,344.37,348.11,348.20,350.25,349.29,349.70,350.11,345.05,341.86,340.73,341.38,348.57,345.35,333.52,337.85,349.42,356.20,359.17,367.32,L7
2002-08-16 22:14:20+00:00,362.52,357.90,362.22,354.81,351.25,353.97,347.95,343.01,336.95,343.30,343.98,346.87,346.98,348.78,347.85,346.38,345.68,344.82,345.86,350.76,346.40,335.38,340.11,352.07,357.35,360.00,368.26,L7
2002-08-25 22:08:00+00:00,362.11,357.97,359.90,352.55,350.18,353.34,348.25,344.09,337.18,343.05,343.16,347.39,347.44,349.06,348.65,348.78,347.75,345.59,347.82,352.28,347.30,335.37,340.18,352.17,356.57,359.03,367.82,L7
2002-10-12 22:07:38+00:00,355.97,351.93,354.85,349.00,347.04,349.98,346.10,342.93,337.49,341.96,341.94,345.95,348.00,350.81,351.60,350.43,351.25,350.22,351.09,354.01,348.78,336.83,343.78,353.58,358.19,360.30,368.12,L7
2003-01-07 22:14:28+00:00,350.01,347.01,348.89,349.14,350.97,351.06,349.56,346.51,342.80,346.21,345.05,351.53,354.31,357.62,358.40,359.39,360.67,354.54,355.09,356.68,352.30,341.13,347.44,354.54,354.74,353.23,367.41,L7
2003-01-16 22:08:50+00:00,347.58,345.76,348.09,348.60,351.42,351.47,350.28,345.92,343.26,347.49,346.41,352.47,354.11,356.56,357.89,355.65,359.72,355.53,357.39,359.39,354.07,343.88,349.99,355.65,355.54,354.15,367.82,L7
2003-02-01 22:08:33+00:00,344.09,341.45,344.15,344.41,347.52,348.26,348.24,344.49,342.29,346.25,345.33,351.43,352.70,354.63,355.88,355.93,359.51,355.96,358.82,360.11,354.67,345.62,351.10,355.29,353.76,352.88,365.17,L7
2003-02-24 22:14:49+00:00,341.44,337.75,343.07,346.44,348.22,347.45,347.57,343.49,343.75,349.14,349.25,354.07,355.68,358.73,359.54,357.26,361.75,361.86,363.93,365.84,360.58,354.45,361.22,363.92,361.44,357.75,370.29,L7
