dates,satname,nzd0445-0000,nzd0445-0001,nzd0445-0002,nzd0445-0003,nzd0445-0004,nzd0445-0005,nzd0445-0006,nzd0445-0007,nzd0445-0008,nzd0445-0009,nzd0445-0010,nzd0445-0011,nzd0445-0012,nzd0445-0013,nzd0445-0014,nzd0445-0015,nzd0445-0016,nzd0445-0017,nzd0445-0018,nzd0445-0019,nzd0445-0020,nzd0445-0021,nzd0445-0022,nzd0445-0023,nzd0445-0024,nzd0445-0025,nzd0445-0026
1999-10-27 22:19:03+00:00,L7,397.25,392.94,389.24,381.91,375.36,369.85,362.93,354.81,349.78,343.28,336.17,331.08,336.13,333.54,327.56,319.04,316.77,316.42,314.17,333.84,330.56,314.83,312.99,317.48,319.85,326.96,340.86
1999-11-05 22:12:52+00:00,L7,,383.38,378.38,371.53,360.25,357.61,346.84,334.01,329.49,320.48,318.98,312.84,300.60,306.87,293.42,281.12,277.66,273.68,261.35,286.60,295.03,282.58,284.78,290.89,305.95,313.24,318.93
1999-11-21 22:13:11+00:00,L7,419.71,419.53,406.11,404.75,402.40,389.66,383.29,371.29,354.94,349.70,349.65,347.76,344.07,336.83,322.71,316.30,317.25,301.47,318.61,323.79,332.29,311.90,314.84,322.02,329.87,334.97,342.89
1999-11-28 22:18:56+00:00,L7,399.00,405.05,399.78,388.09,383.36,378.75,369.76,364.76,360.82,350.53,332.59,334.79,329.47,325.00,316.27,311.21,304.77,301.15,304.49,324.17,317.08,302.21,306.49,315.26,322.48,325.62,337.93
1999-12-07 22:12:53+00:00,L7,393.03,397.06,394.72,390.20,383.96,373.60,367.41,360.56,351.81,346.50,338.02,333.92,333.10,327.09,319.85,314.77,312.62,310.55,315.50,324.11,334.43,310.48,316.63,325.17,327.75,329.71,345.05
1999-12-14 22:19:07+00:00,L7,400.80,412.05,398.77,393.82,385.67,376.16,369.52,359.63,353.08,354.52,330.91,329.34,328.91,325.75,317.09,321.38,318.01,317.72,313.91,330.93,321.13,303.93,317.87,325.74,332.71,337.85,344.74
2000-04-13 22:12:42+00:00,L7,382.09,377.27,380.87,381.65,371.59,369.24,353.22,350.29,341.58,347.47,340.08,342.94,343.87,341.68,349.88,352.56,352.94,355.44,353.77,355.03,343.80,329.16,329.44,335.18,344.33,348.93,357.02
2000-05-15 22:12:30+00:00,L7,370.73,360.66,357.49,351.84,351.48,352.43,340.53,335.63,325.23,318.80,330.84,327.45,331.01,326.63,332.60,343.99,341.96,341.54,343.64,320.14,337.40,313.73,313.30,326.95,325.38,334.64,341.33
2000-08-03 22:11:31+00:00,L7,,386.98,,,,346.74,363.71,,347.93,329.05,344.53,,551.39,344.45,,334.16,342.27,309.65,,,,,201.34,,,,495.66
2000-08-19 22:11:01+00:00,L7,405.67,401.57,401.39,398.69,395.78,384.04,379.16,373.74,372.22,366.92,363.45,354.12,355.72,351.72,349.69,354.38,355.95,352.28,353.33,354.00,351.51,339.85,336.80,346.19,351.68,357.45,369.46
2000-09-04 22:10:46+00:00,L7,413.91,412.48,397.84,390.39,380.00,370.61,363.59,365.52,366.26,367.99,361.53,350.11,341.65,334.48,334.03,319.26,304.37,286.58,313.96,313.43,331.07,315.15,310.19,313.88,320.82,334.16,340.43
2000-09-20 22:10:27+00:00,L7,398.32,399.17,384.07,385.28,379.48,375.76,374.79,375.45,369.52,365.15,351.45,346.04,344.71,337.25,334.24,330.39,319.24,317.42,317.31,334.51,324.38,307.27,307.80,312.94,318.80,329.18,334.30
2000-09-27 22:16:36+00:00,L7,386.49,378.63,376.50,378.42,373.58,372.06,369.50,365.02,356.23,352.45,347.02,344.68,345.48,345.25,341.78,340.86,342.92,344.36,342.11,337.04,338.82,317.94,317.52,321.84,326.57,331.48,345.08
2000-10-06 22:10:47+00:00,L7,396.47,389.51,380.10,371.40,359.14,353.26,354.38,355.18,352.14,346.20,347.89,343.71,342.53,327.48,326.12,323.28,311.92,327.08,327.71,323.63,326.25,307.66,307.13,316.54,326.35,328.31,338.65
2000-11-07 22:10:17+00:00,L7,394.59,390.54,394.90,385.58,378.17,371.30,369.96,363.24,368.07,367.68,360.38,355.05,358.21,350.36,342.14,337.25,332.18,329.32,333.13,328.97,331.94,314.87,313.33,320.89,335.73,339.57,349.54
2000-11-14 22:16:30+00:00,L7,377.04,376.04,376.80,371.08,361.71,356.59,347.27,350.24,355.89,350.74,340.08,342.56,345.39,336.50,334.26,326.75,323.53,317.36,318.89,319.58,316.75,302.80,296.30,307.55,319.73,325.41,338.88
2000-12-16 22:16:35+00:00,L7,385.84,391.33,391.62,379.58,372.41,367.84,360.92,360.92,357.05,360.75,356.29,354.79,356.74,353.35,355.42,344.06,338.76,355.03,354.35,356.47,338.48,335.27,333.98,343.42,344.95,348.91,357.34
2001-01-26 22:10:54+00:00,L7,380.56,370.87,375.22,372.58,372.01,365.89,363.22,364.41,362.10,361.93,361.20,361.01,359.60,359.02,361.90,357.57,355.46,360.04,357.60,351.15,338.00,332.88,329.76,339.71,351.63,354.03,362.17
2001-02-18 22:16:35+00:00,L7,349.71,351.78,352.54,352.58,352.24,352.10,346.23,343.92,344.47,347.54,342.25,350.13,357.04,356.20,358.71,355.36,348.84,354.16,354.31,349.76,345.18,330.80,335.45,353.57,360.86,356.09,366.07
2001-02-27 22:10:18+00:00,L7,375.39,371.93,374.64,373.50,375.44,373.34,368.57,362.00,364.96,361.37,361.20,365.44,369.61,371.09,377.08,377.69,376.50,374.47,374.96,376.15,368.63,354.18,360.54,373.58,381.51,387.29,393.58
2001-03-15 22:10:39+00:00,L7,371.81,370.24,365.54,367.09,369.31,363.06,361.47,355.33,358.03,357.09,354.88,360.43,359.85,359.19,362.42,363.70,366.50,362.51,363.40,367.88,362.65,351.13,352.81,354.57,358.19,361.85,372.55
2001-03-31 22:10:31+00:00,L7,380.93,373.84,381.84,380.36,381.29,376.89,372.10,368.10,366.26,376.11,371.05,373.48,376.95,380.74,380.33,380.61,376.93,376.40,380.56,378.92,373.73,361.50,360.82,371.42,376.31,380.06,391.52
2001-04-07 22:16:13+00:00,L7,344.14,344.82,347.06,346.63,347.22,348.16,345.88,333.22,326.96,329.08,333.32,334.19,335.36,335.25,339.55,341.55,336.30,335.32,337.38,334.33,335.36,322.78,329.03,334.32,341.84,349.33,359.47
2001-05-02 22:10:27+00:00,L7,366.01,368.52,363.99,351.98,355.80,357.31,359.49,350.88,345.84,344.93,343.89,344.92,350.02,351.62,353.69,352.76,349.22,348.46,343.22,346.44,349.23,337.28,330.91,337.69,348.35,360.29,371.96
2001-06-03 22:10:04+00:00,L7,356.12,352.25,347.30,346.52,349.80,352.11,349.41,349.11,345.56,346.12,347.92,,349.79,353.15,361.59,365.28,358.71,353.60,345.10,348.61,356.36,353.05,356.55,357.73,361.07,361.64,383.10
2001-06-10 22:15:47+00:00,L7,378.06,366.70,363.61,356.31,359.76,366.58,360.80,358.18,361.75,360.38,361.69,,370.95,375.02,376.29,379.12,374.33,371.94,372.74,380.21,376.52,368.96,380.76,379.95,381.11,380.54,393.93
2001-07-12 22:15:31+00:00,L7,380.59,373.19,365.33,362.32,366.27,363.60,364.53,367.25,370.50,370.98,370.01,,371.03,380.67,373.92,376.08,376.32,380.34,380.02,383.94,378.47,363.15,365.42,370.64,380.47,381.86,397.98
2001-08-29 22:14:52+00:00,L7,356.69,346.49,343.27,345.92,341.75,343.35,339.43,343.54,347.90,348.26,342.90,351.21,354.92,353.96,355.01,349.53,355.00,347.52,346.12,349.66,340.18,334.90,335.50,341.42,349.19,353.73,363.45
2001-09-07 22:08:58+00:00,L7,377.77,368.78,360.95,356.86,355.10,353.89,352.40,357.49,360.60,363.17,358.30,362.43,367.70,367.09,363.46,359.99,356.53,355.81,366.06,365.67,356.03,340.55,340.76,352.52,362.70,365.86,380.38
2001-09-23 22:08:26+00:00,L7,372.66,366.45,368.98,359.72,362.75,358.77,359.97,359.11,357.91,362.85,358.36,357.02,358.92,359.12,360.19,362.97,359.37,353.28,356.43,362.94,350.55,340.91,347.51,354.00,360.63,362.98,370.62
2002-01-20 22:15:01+00:00,L7,401.78,394.58,391.32,384.89,379.50,379.40,375.06,370.83,370.54,370.61,367.43,368.68,364.75,361.20,361.25,356.60,355.38,352.99,350.10,358.65,347.45,335.77,341.12,350.40,355.81,362.08,369.76
2002-01-29 22:08:45+00:00,L7,381.83,374.77,370.00,360.17,360.48,354.44,352.24,340.94,344.97,343.88,347.54,349.62,345.57,345.99,352.76,334.65,327.30,330.14,326.24,332.78,337.19,321.41,323.36,329.22,336.89,340.97,351.93
2002-02-05 22:15:01+00:00,L7,387.96,382.11,372.28,366.85,367.30,361.80,356.35,352.16,345.93,354.43,349.07,349.54,345.30,342.93,341.39,332.98,326.58,329.10,328.08,337.96,335.90,323.05,325.04,334.41,345.66,347.68,351.47
2002-02-14 22:09:17+00:00,L7,417.68,408.02,400.58,388.47,387.17,382.59,375.12,374.09,375.30,370.71,370.10,368.54,368.39,363.72,365.05,357.58,346.74,342.71,349.52,357.02,354.15,346.15,349.43,359.16,363.15,364.98,379.90
2002-03-09 22:15:05+00:00,L7,379.48,376.53,375.52,373.74,366.50,361.90,354.98,352.09,344.15,349.66,346.52,350.20,351.03,350.40,341.13,341.89,338.71,335.41,335.05,340.56,339.18,330.31,333.41,346.08,351.40,358.42,363.11
2002-04-03 22:09:08+00:00,L7,,,,,,,,,,359.27,356.45,364.87,358.18,358.70,360.90,371.62,356.72,347.53,,,,,335.64,353.61,353.75,346.80,370.24
2002-05-21 22:09:05+00:00,L7,,,,,,,,,,,,,647.50,468.13,,543.50,497.66,387.20,,,,,551.59,407.63,429.74,,211.08
2002-05-28 22:14:46+00:00,L7,378.71,376.13,373.96,367.00,359.89,361.74,354.14,352.42,348.53,350.15,351.39,348.72,347.71,348.37,349.67,345.44,343.67,344.05,343.97,353.78,349.83,336.19,343.23,359.35,369.41,374.48,380.88
2002-06-06 22:08:58+00:00,L7,358.86,353.59,351.93,344.21,338.70,346.37,338.73,334.73,325.98,330.79,334.61,335.77,336.03,336.97,339.42,329.46,345.06,347.08,345.04,350.52,342.33,333.83,344.66,359.69,371.86,376.07,386.35
2002-06-29 22:14:36+00:00,L7,,,,345.80,339.82,343.84,339.33,332.86,328.79,336.40,336.20,339.01,343.00,349.39,343.61,351.80,347.61,591.03,,,,,622.80,638.10,624.70,,624.89
2002-07-08 22:08:24+00:00,L7,325.50,322.66,333.84,330.58,330.93,,,,,,,,528.30,447.81,,385.30,626.97,433.43,,,,,622.61,584.33,586.79,,333.60
2002-07-24 22:08:38+00:00,L7,341.02,333.00,339.07,342.27,346.38,342.55,338.36,332.42,325.22,328.47,334.87,338.63,343.04,346.44,346.72,335.65,339.84,339.17,337.10,335.66,341.75,328.89,337.41,344.20,350.02,352.47,364.10
2002-08-16 22:14:20+00:00,L7,,,,,,,,,,,,,,,,,,350.18,351.50,351.86,347.38,337.66,340.80,344.52,343.81,345.83,362.43
2002-08-25 22:08:00+00:00,L7,359.43,357.69,347.48,338.28,343.02,349.56,349.00,348.97,337.73,340.94,337.75,350.05,349.80,350.48,352.73,362.92,359.89,349.76,356.91,359.02,351.32,334.95,340.18,352.40,351.56,352.74,364.17
2002-10-12 22:07:38+00:00,L7,355.18,352.19,361.08,362.88,358.56,354.95,356.10,355.44,357.88,364.17,356.16,362.85,367.92,372.83,376.48,376.88,371.01,368.43,367.90,367.92,357.23,347.02,353.78,358.95,360.64,357.34,372.22
2003-01-07 22:14:28+00:00,L7,350.20,350.65,355.28,359.61,362.39,363.28,361.24,354.01,355.88,357.05,355.80,359.18,359.82,363.48,364.13,364.86,374.76,371.40,371.70,381.38,370.50,362.94,371.23,378.22,372.04,364.48,382.85
2003-01-16 22:08:50+00:00,L7,328.91,332.29,333.57,336.40,343.21,343.66,343.16,336.13,336.58,343.66,345.07,349.17,348.14,348.05,345.87,336.42,351.56,354.39,359.49,360.76,356.41,351.92,356.68,355.73,355.29,352.17,361.34
2003-02-01 22:08:33+00:00,L7,323.59,311.43,319.33,321.33,326.90,326.53,328.18,325.31,320.39,322.27,329.45,333.40,336.00,336.79,336.66,337.08,338.78,341.73,345.64,339.99,345.34,339.36,344.09,342.02,339.31,344.85,348.19
2003-02-24 22:14:49+00:00,L7,350.80,343.57,347.99,353.60,351.66,350.37,350.80,347.78,349.41,360.03,360.88,366.92,367.35,373.20,376.19,371.76,373.35,374.35,376.46,381.17,374.50,371.95,381.30,385.57,380.61,370.99,388.27
2003-03-05 22:09:07+00:00,L7,344.63,340.03,336.92,338.64,342.50,349.98,,,,,,,351.38,362.70,361.67,606.42,584.89,644.07,366.13,367.37,367.71,354.89,363.97,371.36,370.88,366.62,378.86
2003-03-12 22:14:54+00:00,L7,350.51,344.05,345.46,347.16,351.35,347.32,348.87,347.32,349.84,354.66,353.61,355.37,361.71,363.85,361.00,363.70,363.14,363.25,361.82,370.03,368.56,363.54,363.79,371.30,374.30,365.79,381.75
2003-04-13 22:14:55+00:00,L7,348.76,345.60,345.77,347.27,351.82,352.21,346.85,344.51,352.03,353.02,354.79,357.70,358.28,355.02,360.06,349.78,357.84,358.56,357.40,359.35,359.20,350.07,356.40,363.18,361.55,361.71,377.88
2003-08-03 22:14:34+00:00,L7,371.35,366.79,,,,,347.55,346.54,349.61,355.64,352.10,360.02,363.19,360.18,361.05,364.19,358.38,366.85,366.30,,,,,,,357.50,376.19
2003-08-11 22:03:03+00:00,L5,355.93,349.74,354.72,351.69,347.15,348.11,344.85,345.13,350.69,351.58,348.07,351.07,353.70,351.98,359.58,366.82,365.80,366.90,364.99,363.98,358.72,349.65,346.80,352.59,347.88,349.79,363.52
2003-08-12 22:08:47+00:00,L7,365.13,357.85,358.63,354.11,351.92,352.98,355.29,352.46,,,,,,,,372.64,372.19,369.27,370.62,374.58,371.18,358.61,360.10,355.76,354.63,356.76,
2003-08-20 21:57:03+00:00,L5,370.90,359.27,363.73,345.72,356.19,355.16,347.72,350.03,351.32,358.57,359.49,359.59,368.69,368.94,367.72,367.89,367.44,365.12,373.44,370.91,366.45,350.59,357.18,361.18,363.22,358.02,371.63
2003-08-27 22:03:21+00:00,L5,342.14,336.47,332.36,332.42,328.48,327.59,324.57,316.27,320.54,324.79,326.12,327.78,333.70,334.44,338.05,337.76,331.87,336.32,328.34,314.59,331.00,320.92,322.26,319.13,322.84,334.07,331.29
2003-09-20 22:14:22+00:00,L7,356.37,344.56,337.32,331.19,335.20,340.88,341.43,342.27,338.45,334.70,338.70,343.92,,,,,333.47,328.33,318.39,309.97,326.29,322.79,318.88,325.93,329.19,328.65,341.44
2003-10-14 22:04:03+00:00,L5,358.87,357.97,372.05,364.31,361.27,351.06,349.05,352.14,362.74,365.72,363.18,374.81,374.06,364.35,359.68,365.26,364.11,367.80,363.94,363.25,356.96,340.97,341.71,339.91,346.50,346.72,364.94
2003-11-16 22:08:59+00:00,L7,,,,,,,346.61,350.36,353.14,351.90,349.35,347.00,345.42,343.87,347.76,349.28,347.72,,,,,,,,337.87,336.78,341.86
2003-11-23 22:14:50+00:00,L7,,347.76,348.39,345.58,342.35,340.79,342.81,335.86,340.87,344.22,342.91,343.75,342.80,344.64,,,,,326.97,324.65,334.00,328.85,327.74,326.63,329.16,330.57,334.82
2003-11-24 21:58:27+00:00,L5,362.88,359.05,363.72,361.50,357.16,353.70,354.43,352.05,361.03,359.21,357.48,358.29,359.79,357.23,360.19,354.20,354.09,349.61,346.62,347.01,349.99,343.86,347.23,349.40,349.87,353.08,356.94
2003-12-02 22:08:38+00:00,L7,336.70,337.33,345.86,341.47,331.35,,,,,,,327.43,325.74,323.27,327.26,328.72,328.00,318.64,321.78,328.25,327.20,325.06,,,,,
2003-12-09 22:14:54+00:00,L7,,,355.30,350.35,351.35,341.99,343.44,343.63,345.50,339.12,347.80,346.84,347.50,349.98,347.67,,,,,349.12,351.25,341.02,333.88,335.79,339.06,345.10,355.37
2003-12-10 21:58:29+00:00,L5,362.70,361.27,367.33,362.12,362.86,357.09,349.77,352.10,355.83,360.16,360.28,360.40,356.67,358.70,360.30,360.66,361.16,355.59,356.68,360.37,354.74,349.45,353.30,354.48,351.48,346.41,359.65
2004-01-18 22:04:57+00:00,L5,315.54,316.00,308.53,312.76,311.31,313.16,316.34,310.17,307.98,308.27,320.07,317.49,326.15,328.96,325.65,327.83,315.83,272.64,309.17,308.94,313.25,293.96,301.34,299.35,305.93,308.43,317.24
