dates,nzd0604-0000,nzd0604-0001,nzd0604-0002,nzd0604-0003,nzd0604-0004,nzd0604-0005,nzd0604-0006,nzd0604-0007,nzd0604-0008,nzd0604-0009,nzd0604-0010,satname
2000-01-10 21:58:52+00:00,280.18,257.28,233.65,235.74,228.77,248.57,289.69,,,,306.20,L7
2000-02-11 21:58:45+00:00,300.20,257.28,240.11,247.93,234.10,259.40,328.93,,,,297.28,L7
2000-03-30 21:58:33+00:00,332.89,,228.46,,,,,,,,,L7
2000-05-17 21:58:07+00:00,294.56,249.76,250.99,,245.13,267.88,363.08,369.19,368.51,,291.51,L7
2000-08-05 21:57:08+00:00,296.71,248.05,240.47,237.79,226.34,242.73,310.82,372.04,334.86,300.38,314.22,L7
2001-03-01 21:56:21+00:00,300.59,247.45,239.61,236.15,222.01,243.09,309.21,368.32,329.92,303.89,312.01,L7
2001-03-17 21:56:16+00:00,263.40,213.82,212.39,214.83,199.03,202.11,297.30,332.42,335.49,,264.35,L7
2001-06-21 21:55:29+00:00,269.87,245.02,243.74,238.94,232.69,231.19,288.96,331.97,319.25,,281.42,L7
2001-08-08 21:55:01+00:00,265.09,249.20,227.74,220.61,213.93,231.27,291.77,306.79,,304.42,296.64,L7
2001-09-09 21:54:36+00:00,304.31,255.49,253.50,262.36,249.01,263.92,,,,,319.36,L7
2001-12-30 21:54:37+00:00,292.66,255.38,234.64,237.81,222.08,223.99,249.59,294.33,244.57,,,L7
2002-01-15 21:54:47+00:00,283.53,259.48,231.47,219.48,213.94,235.75,281.31,329.81,278.99,336.78,307.26,L7
2002-02-16 21:54:54+00:00,,,,,,,294.87,321.71,284.03,334.06,309.42,L7
2002-06-24 21:54:28+00:00,318.56,254.17,249.49,268.39,,,,372.07,319.44,,295.95,L7
2002-08-27 21:54:00+00:00,295.17,255.06,228.68,233.21,217.27,236.10,291.67,335.15,,311.66,306.83,L7
2002-10-14 21:53:43+00:00,310.60,,207.29,213.62,196.21,,,313.28,322.26,,,L7
2003-01-02 21:54:22+00:00,304.72,254.23,251.53,250.14,242.07,253.58,,364.34,337.48,,315.87,L7
2003-01-18 21:54:30+00:00,295.80,247.40,230.90,234.72,220.36,236.61,289.66,342.78,,300.18,303.95,L7
2003-03-23 21:54:40+00:00,285.92,244.92,231.87,220.06,,237.80,300.00,364.63,310.46,309.50,323.34,L7
2003-04-08 21:54:47+00:00,296.24,248.65,244.61,255.56,242.77,249.62,333.66,365.56,348.48,,303.56,L7
2003-04-24 21:54:46+00:00,,,,,,,,,,,224.31,L7
2003-05-26 21:54:43+00:00,262.84,209.21,,,,,,,,,213.70,L7
2003-07-21 21:42:33+00:00,,,261.22,,,,,,,,,L5
2003-07-29 21:54:29+00:00,278.11,235.67,220.23,222.89,207.41,218.19,,,,,,L7
2003-08-06 21:42:51+00:00,242.92,204.07,200.16,202.48,184.20,,,,,,225.85,L5
2003-08-22 21:43:08+00:00,312.81,215.95,208.68,217.22,204.46,,,314.95,334.18,,241.06,L5
2003-08-30 21:54:22+00:00,290.29,,239.19,240.56,230.36,255.64,309.94,347.34,296.21,349.19,,L7
2003-09-07 21:43:24+00:00,285.91,196.39,203.72,207.80,192.61,,,,,,,L5
2003-10-25 21:44:04+00:00,294.54,,237.07,237.83,226.57,233.48,301.88,343.97,320.66,,,L5
2003-12-04 21:54:43+00:00,,203.92,199.59,206.30,189.61,,,,,,221.44,L7
2004-03-09 21:55:15+00:00,288.96,264.13,231.45,230.84,222.14,256.03,310.57,347.77,300.70,355.16,322.22,L7
2004-03-25 21:55:18+00:00,298.87,254.95,227.65,231.47,224.72,245.16,295.13,,,322.42,312.82,L7
2004-04-18 21:45:49+00:00,289.78,244.12,243.55,251.38,237.56,234.15,332.46,327.64,315.97,334.42,281.39,L5
2004-05-20 21:46:44+00:00,266.97,252.40,228.30,232.14,223.95,241.66,,291.89,,,282.65,L5
2004-05-28 21:55:11+00:00,,219.16,217.01,215.16,197.09,,,,,,,L7
2004-06-05 21:47:12+00:00,276.81,255.78,223.60,215.96,,,299.51,327.11,277.79,326.26,304.93,L5
2004-07-07 21:48:09+00:00,301.60,259.11,237.56,230.65,216.01,218.33,,,,290.81,307.11,L5
2004-07-23 21:48:33+00:00,296.40,256.26,253.01,259.26,248.46,,,,,,316.82,L5
2004-08-16 21:54:50+00:00,284.77,236.04,224.12,228.44,214.45,225.06,272.08,307.60,238.83,264.38,277.84,L7
2004-08-24 21:49:18+00:00,320.84,,204.06,217.73,200.92,,,,,,,L5
2004-09-09 21:49:43+00:00,245.78,,193.57,204.63,186.55,,255.85,,240.04,,,L5
2004-09-25 21:50:07+00:00,264.86,,187.99,189.93,172.88,,221.70,,,,,L5
2004-10-19 21:54:43+00:00,303.19,251.15,,,,248.86,,,,,,L7
2004-11-04 21:54:55+00:00,337.45,290.67,,,,,,422.95,,,,L7
2005-01-15 21:52:09+00:00,299.44,258.60,236.41,233.97,228.48,253.38,,384.90,,,316.54,L5
2005-01-23 21:55:25+00:00,322.33,251.91,254.83,262.29,245.04,,,353.06,,,297.77,L7
2005-02-08 21:55:35+00:00,,247.40,239.09,,,,,330.44,,263.54,292.80,L7
2005-02-16 21:52:37+00:00,347.35,215.96,219.62,225.36,216.88,221.83,,,213.93,,,L5
2005-02-24 21:55:41+00:00,,,,,,,,,,246.93,,L7
2005-03-28 21:55:42+00:00,,255.15,230.72,221.11,219.77,245.37,,325.55,,,,L7
2005-04-13 21:55:36+00:00,280.07,248.57,227.29,225.30,219.42,239.69,,329.37,271.92,,,L7
2005-04-21 21:53:10+00:00,290.97,226.97,221.41,219.05,197.37,,,,232.12,,,L5
2005-04-29 21:55:36+00:00,,,,,220.38,237.11,,,,,301.36,L7
2005-05-23 21:53:24+00:00,314.69,256.51,258.54,,240.18,,,335.97,,,286.24,L5
2005-06-08 21:53:33+00:00,,247.16,231.43,228.85,224.80,242.82,,318.83,265.09,,296.32,L5
