dates,satname,nzd0604-0000,nzd0604-0001,nzd0604-0002,nzd0604-0003,nzd0604-0004,nzd0604-0005,nzd0604-0006,nzd0604-0007,nzd0604-0008,nzd0604-0009,nzd0604-0010
2000-01-10 21:58:52+00:00,L7,218.68,216.28,211.29,218.17,206.41,199.37,207.69,204.20,197.82,218.05,224.20
2000-02-11 21:58:45+00:00,L7,262.70,232.28,226.47,237.22,220.46,229.40,278.93,299.73,289.80,219.45,247.28
2000-03-30 21:58:33+00:00,L7,368.89,377.87,241.55,,,441.47,462.75,522.74,512.12,529.07,504.49
2000-05-17 21:58:07+00:00,L7,297.56,251.76,252.08,,246.22,270.28,367.08,375.19,372.51,407.50,295.51
2000-08-05 21:57:08+00:00,L7,264.21,226.38,228.65,228.50,214.52,216.73,267.49,307.04,291.53,235.38,270.89
2001-03-01 21:56:21+00:00,L7,266.59,224.78,227.25,226.44,209.65,215.89,263.88,300.32,284.59,235.89,266.68
2001-03-17 21:56:16+00:00,L7,279.90,224.82,218.39,219.54,205.03,215.31,319.30,365.42,357.49,392.71,286.35
2001-06-21 21:55:29+00:00,L7,263.87,241.02,241.56,237.23,230.51,226.39,280.96,319.97,311.25,338.67,273.42
2001-08-08 21:55:01+00:00,L7,219.09,218.53,211.01,207.47,197.20,194.47,230.44,214.79,195.90,212.42,235.31
2001-09-09 21:54:36+00:00,L7,281.31,240.16,245.14,255.79,240.65,245.52,319.98,338.91,330.59,356.62,288.69
2001-09-25 21:54:28+00:00,L7,380.88,394.94,354.19,,408.18,447.50,,535.59,522.26,532.49,
2001-10-11 21:54:09+00:00,L7,389.90,394.34,375.24,,421.08,458.44,,,,541.44,
2001-12-30 21:54:37+00:00,L7,263.16,235.71,223.91,229.38,211.35,200.39,210.26,235.33,205.24,,
2002-01-15 21:54:47+00:00,L7,222.03,218.48,209.11,201.91,191.58,186.55,199.31,206.81,196.99,213.78,225.26
2002-02-16 21:54:54+00:00,L7,,,,,,,221.54,211.71,210.70,224.06,236.09
2002-06-24 21:54:28+00:00,L7,317.56,253.50,249.13,268.10,,322.62,441.16,370.07,318.11,502.59,294.62
2002-08-27 21:54:00+00:00,L7,249.17,224.39,211.95,220.07,200.54,199.30,230.34,243.15,207.16,219.66,245.50
2002-10-14 21:53:43+00:00,L7,341.60,231.18,218.56,222.48,207.48,356.93,404.29,375.28,363.59,447.82,289.15
2003-01-02 21:54:22+00:00,L7,284.72,240.90,244.26,244.43,234.80,237.58,319.07,324.34,310.81,338.43,289.20
2003-01-18 21:54:30+00:00,L7,263.30,225.73,219.08,225.43,208.54,210.61,246.33,277.78,220.09,235.18,260.62
2003-03-23 21:54:40+00:00,L7,248.92,220.25,218.42,209.49,,208.20,250.67,290.63,261.13,235.50,274.01
2003-04-08 21:54:47+00:00,L7,280.24,237.98,238.79,250.99,236.95,236.82,312.33,333.56,327.15,347.03,282.23
2003-04-24 21:54:46+00:00,L7,216.40,199.27,,,,219.72,245.68,245.12,191.17,198.17,268.31
2003-05-26 21:54:43+00:00,L7,309.84,240.54,216.46,,,219.22,327.31,334.58,307.34,323.14,276.37
2003-07-21 21:42:33+00:00,L5,374.33,385.58,269.22,,,419.26,477.54,,,518.37,
