,dates,chi0186-0000,chi0186-0001,chi0186-0002,chi0186-0003,chi0186-0004,chi0186-0005,chi0186-0006,chi0186-0007,chi0186-0008,chi0186-0009,chi0186-0010,chi0186-0011,chi0186-0012,chi0186-0013,chi0186-0014
0,1985-07-27 14:07:41+00:00,216.85293131063102,206.92401333053715,201.5259663521859,202.20179751336852,200.05960728321526,196.74857014422196,189.98252882792522,200.9442857733355,207.3438654497742,214.24435503133685,225.0910894083638,208.8538549207937,217.34538182602438,215.86391024653534,207.5720527831592
1,1986-02-04 14:04:48+00:00,,,,,,,,,,,,,,,
2,1986-07-30 14:00:05+00:00,231.4853150229434,224.6925801319603,218.5554913569738,213.0921959268256,204.56051448473053,199.79246754373608,187.50852976896263,214.5071723788825,214.5264050692299,231.431635375392,230.99026342047387,222.77126739667128,217.48141233167266,208.72816422251097,203.13151812896274
3,1986-08-15 13:59:29+00:00,225.38304355185312,225.8370152256848,219.38796108093268,216.22869526497416,212.32917957952552,209.81083502237038,198.57109863653304,216.66783354394713,217.921427061646,227.00177665779043,228.8401758949684,207.01343790790546,206.8649420664004,205.6018395061968,211.07821660588692
4,1986-08-31 13:58:53+00:00,216.22354916754713,211.60330447763852,213.84612613849572,211.16849288199052,203.73414186052852,200.94105473368154,194.6887584999618,214.8342396236092,208.70007721378414,225.29781293343808,232.1124211813682,212.21354392853647,206.94211189397944,203.42986911076218,200.81001291001317
5,1986-09-16 13:58:22+00:00,223.73974409244343,226.328394689959,225.20269484637228,215.79512208775392,214.6429407350272,206.39372641983064,202.66710314446343,216.69489303411856,213.9640430300777,230.26779705295314,234.77167547475958,213.89055548736727,211.61248530355422,212.37298432697278,209.05921798905092
6,1986-12-21 13:56:50+00:00,238.61269518902,228.57421915708795,212.86120067410914,195.92031590319277,191.27312050008405,195.45205727108714,188.42319281956208,210.1275446335045,207.64950683376395,223.95423405238006,230.35532966640972,223.74842336242332,210.05648989333295,198.7390301680355,196.71049081816528
7,1987-11-22 14:06:04+00:00,208.906132115213,201.0158894889263,209.85511579836572,203.85340108987413,199.53959618777495,198.13859874115784,192.81325265308715,210.9649185167814,204.0304788835544,212.71376327493147,222.94670046915138,207.86540364032015,207.08482734203488,206.0515463981646,207.19975047959923
8,1988-02-26 14:07:36+00:00,239.71228119635646,230.13544547503295,221.0529542068555,211.641805357511,201.82973920432468,203.39789261958285,190.90389225119503,,,,,,,,
9,1988-04-14 14:07:57+00:00,234.45757904077647,223.9593134963542,216.8644626780724,210.7595675605855,204.61114699742367,,,,,,,,,,
10,1988-06-01 14:08:21+00:00,206.8959580200797,203.09442281006787,201.32756825152072,192.73265007248048,192.51200187604982,190.68985619466105,191.25445240930648,204.8546106460692,202.56322142324714,217.0174672898972,229.1940019313019,212.85468633807784,212.55952987849884,208.45941379510185,199.8970705105694
11,1988-06-17 14:08:27+00:00,216.98348087304834,205.2304355344824,203.15396920519277,201.16747153218938,196.26470893393065,199.34348598580434,190.7856093830092,211.8598052191036,206.522355112122,215.73217628649684,226.50613219117744,214.80155977221034,216.0437209570525,212.4557224392032,208.22674065252139
12,1988-09-21 14:08:34+00:00,214.90610082665293,203.95619398583725,206.72761456549847,202.4446867777923,199.69939874605126,201.24560027891636,189.67389095002966,206.65291548283804,210.43992727459633,217.46178484908114,226.0701917689311,208.13605484774297,215.6923618610094,211.65211557387903,214.01227151090072
13,1989-01-27 14:07:50+00:00,216.5810091201101,207.54505939249742,210.4529019055867,210.18556320721422,206.4522552673971,211.33850083518257,201.73019212514703,211.5946388178687,218.72004253864012,223.54344188612515,227.6153381826552,210.30777004583808,218.49175256224953,224.37274066848596,227.7242879180865
14,1989-05-03 14:06:38+00:00,211.46737733907884,211.559686003786,210.02759249167008,207.28391002107514,211.47322224878846,207.55826451091514,199.95440288233215,206.62642772863094,215.9795324091601,226.75699648298328,228.12238023019995,216.55545880468344,218.27277793169577,218.4012485725268,224.3612568961418
15,1989-08-07 14:04:45+00:00,210.50952227385505,197.22643921764993,197.6210942211373,200.19949468986692,196.72376028632647,198.51429085715796,194.09479002329937,197.23307153642997,205.54815144563167,218.0023315085943,219.9711738862298,206.0917858738243,209.15225701222622,206.56009200315077,202.1676160726715
16,1989-08-23 14:04:24+00:00,216.20331343097732,207.20397774319107,,,,,,,,,,,,,
17,1989-09-24 14:03:35+00:00,,209.8156077851858,202.52649539441083,202.33296816958887,202.60384391814182,202.5285010017422,190.29070000492814,196.8342467333272,,,,,,,
18,1989-12-13 14:01:23+00:00,217.77098729507733,200.44167875177388,199.89919960194422,200.15324863834567,196.868702532145,200.65536480529775,199.06061021631518,202.06318207363637,210.42893481588024,219.20650630662104,223.75378317279237,207.1121931794187,207.4710040203307,206.97923339615534,212.47287364297543
19,1991-01-01 13:57:43+00:00,210.50876373286195,202.67844935947954,,,,,,,,,,,,,
20,1991-02-02 13:58:24+00:00,210.2546146221766,206.5091182607731,,,,,,,,,,,,,
21,1991-06-10 14:00:39+00:00,217.13211339805613,203.3039330083741,,,,,,,,,,,,,
22,1991-08-29 14:01:31+00:00,,,,,,,,,,,,,,,
