dates,nzd0218-0000,nzd0218-0001,nzd0218-0002,nzd0218-0003,nzd0218-0004,nzd0218-0005,nzd0218-0006,nzd0218-0007,nzd0218-0008,nzd0218-0009,nzd0218-0010,nzd0218-0011,nzd0218-0012,nzd0218-0013,nzd0218-0014,nzd0218-0015,nzd0218-0016,nzd0218-0017,nzd0218-0018,nzd0218-0019,nzd0218-0020,nzd0218-0021,nzd0218-0022,nzd0218-0023,nzd0218-0024,satname
1999-08-05 21:46:35+00:00,339.76,336.55,335.86,330.73,336.94,341.04,333.13,339.06,330.21,336.47,330.75,327.67,325.29,325.88,324.61,317.62,301.09,303.11,305.57,316.88,326.31,346.01,340.83,339.31,340.78,L7
1999-08-21 21:46:33+00:00,343.86,359.58,357.07,344.26,356.00,361.17,349.54,337.67,334.32,343.32,340.69,344.30,353.46,354.09,349.73,333.52,321.63,313.41,317.82,329.96,349.55,359.48,365.26,353.29,347.06,L7
1999-09-22 21:46:36+00:00,365.91,368.78,365.04,350.68,352.53,353.81,341.30,354.94,349.16,339.43,331.92,328.65,331.98,342.48,345.88,342.36,322.67,311.93,319.53,317.67,325.13,338.96,344.00,345.60,345.58,L7
1999-10-24 21:46:32+00:00,380.21,384.68,381.47,370.96,374.52,378.57,375.48,376.82,373.48,360.30,351.39,346.97,363.37,362.35,353.95,337.58,330.30,321.88,321.90,331.01,338.63,343.50,343.00,334.27,344.18,L7
2000-04-01 21:46:10+00:00,363.13,357.17,351.36,352.10,354.33,361.70,368.86,362.48,365.06,357.07,341.46,334.21,336.68,328.92,332.47,315.38,316.00,311.75,315.62,323.98,336.16,335.65,343.79,344.00,341.43,L7
2000-05-19 21:45:43+00:00,358.98,360.62,356.99,347.06,348.62,348.83,343.78,354.57,352.01,345.36,337.05,332.02,327.15,325.94,327.68,323.00,316.51,321.15,319.54,328.81,331.35,343.85,343.45,344.80,334.65,L7
2000-06-04 21:45:32+00:00,342.66,339.96,332.88,324.95,324.04,324.34,325.26,334.99,332.04,333.34,327.69,322.37,312.08,311.54,314.12,312.81,307.32,310.37,309.92,,,,328.04,333.37,321.04,L7
2000-07-06 21:45:15+00:00,357.30,,,,,,,,,,,,,,,,,,,,357.88,,,364.92,338.12,L7
2000-08-07 21:44:45+00:00,339.81,334.24,336.62,327.28,329.51,323.20,319.51,333.04,328.69,330.39,323.45,321.63,319.55,317.69,315.72,309.91,310.65,315.79,320.61,327.33,329.21,330.70,334.26,327.96,324.72,L7
2001-01-14 21:44:09+00:00,361.72,363.81,359.47,362.17,356.02,356.95,342.79,359.29,357.80,354.53,358.81,353.95,344.71,356.11,350.11,348.36,342.44,332.09,331.31,345.34,368.78,,369.10,361.60,355.26,L7
2001-04-04 21:43:43+00:00,345.50,346.54,347.84,328.05,333.02,335.47,336.46,344.84,349.18,346.16,329.26,322.56,335.93,349.13,344.83,351.24,343.37,333.42,355.09,323.94,325.42,333.50,343.61,351.95,343.64,L7
2001-04-20 21:43:46+00:00,342.07,345.89,345.83,332.58,338.50,338.95,345.24,359.63,355.23,343.08,343.84,345.43,347.85,333.59,335.79,329.04,325.00,322.11,332.18,347.27,353.21,351.39,360.37,353.50,343.31,L7
2001-05-22 21:43:30+00:00,341.14,329.42,333.17,330.13,337.16,341.10,336.33,341.67,342.69,335.13,329.68,335.02,341.39,327.16,323.99,320.71,322.79,328.72,324.37,331.01,344.14,353.41,359.49,351.08,341.61,L7
2001-07-25 21:42:54+00:00,343.27,335.35,333.06,333.67,332.82,335.74,331.34,341.52,337.46,338.75,331.21,321.36,315.71,315.19,315.60,313.98,307.67,311.92,315.64,321.96,,,345.97,351.44,347.99,L7
2001-08-10 21:42:36+00:00,347.65,345.59,349.19,339.01,340.67,342.86,337.44,346.24,345.37,341.01,332.58,325.42,318.83,317.71,322.09,309.33,308.80,315.07,317.02,326.75,333.55,338.65,351.31,350.89,343.57,L7
2001-08-26 21:42:25+00:00,348.28,344.14,336.59,330.61,332.08,335.19,335.25,344.97,339.72,333.02,326.41,320.69,314.30,311.12,304.99,308.40,304.68,305.52,302.63,305.61,316.90,324.73,322.46,327.86,328.18,L7
