dates,nzd0218-0000,nzd0218-0001,nzd0218-0002,nzd0218-0003,nzd0218-0004,nzd0218-0005,nzd0218-0006,nzd0218-0007,nzd0218-0008,nzd0218-0009,nzd0218-0010,nzd0218-0011,nzd0218-0012,nzd0218-0013,nzd0218-0014,nzd0218-0015,nzd0218-0016,nzd0218-0017,nzd0218-0018,nzd0218-0019,nzd0218-0020,nzd0218-0021,nzd0218-0022,nzd0218-0023,nzd0218-0024,satname
1999-08-05 21:46:35+00:00,339.76,336.55,335.86,330.73,336.94,341.04,333.13,339.06,330.21,336.47,330.75,327.67,325.29,325.88,324.61,317.62,301.09,303.11,305.57,316.88,326.31,346.01,340.83,339.31,340.78,L7
1999-08-21 21:46:33+00:00,341.81,348.06,346.47,337.50,346.47,351.11,341.34,338.37,332.26,339.89,335.72,335.99,339.38,339.99,337.17,325.57,311.36,308.26,311.69,323.42,337.93,352.75,353.04,346.30,343.92,L7
1999-09-22 21:46:36+00:00,349.84,354.97,352.66,341.89,348.49,352.01,341.32,343.89,337.90,339.74,334.45,333.54,336.91,340.82,340.07,331.17,315.13,309.48,314.31,321.50,333.66,348.15,350.03,346.07,344.47,L7
1999-10-24 21:46:32+00:00,357.44,362.40,359.86,349.16,355.00,358.65,349.86,352.12,346.79,344.88,338.69,336.90,343.52,346.20,343.54,332.77,318.92,312.58,316.20,323.88,334.90,346.99,348.27,343.12,344.40,L7
2000-04-01 21:46:10+00:00,371.67,370.93,366.42,361.53,364.42,370.13,372.17,369.65,369.27,358.69,346.42,340.59,350.02,345.63,343.21,326.48,323.15,316.81,318.76,327.50,337.39,339.57,343.39,339.13,342.81,L7
2000-05-19 21:45:43+00:00,361.06,358.89,354.18,349.58,351.48,355.26,356.32,358.52,358.53,351.22,339.25,333.12,331.91,327.43,330.08,319.19,316.25,316.45,317.58,326.39,333.75,339.75,343.62,344.40,338.04,L7
2000-06-04 21:45:32+00:00,354.92,352.58,347.08,341.37,342.33,344.96,345.97,350.68,349.70,345.26,335.40,329.53,325.30,322.13,324.76,317.06,313.28,314.42,315.03,326.39,333.75,339.75,338.43,340.72,332.37,L7
2000-07-06 21:45:15+00:00,355.52,352.58,347.08,341.37,342.33,344.96,345.97,350.68,349.70,345.26,335.40,329.53,325.30,322.13,324.76,317.06,313.28,314.42,315.03,326.39,341.80,339.75,338.43,346.77,333.81,L7
2000-08-07 21:44:45+00:00,352.38,348.00,344.46,337.85,339.12,339.52,339.35,346.27,344.45,341.54,332.41,327.56,323.87,321.02,322.50,315.27,312.62,314.76,316.42,326.71,338.65,336.73,337.38,343.01,331.99,L7
2001-01-14 21:44:09+00:00,350.76,349.02,348.05,344.73,342.76,340.07,331.15,346.17,343.25,342.46,341.13,337.79,332.13,336.90,332.92,329.13,326.54,323.94,325.96,336.33,349.00,330.70,351.68,344.78,339.99,L7
2001-04-04 21:43:43+00:00,353.61,355.18,353.65,345.11,344.52,346.21,339.62,352.06,353.49,350.35,344.03,338.25,340.32,352.62,347.47,349.80,342.90,332.75,343.20,334.64,347.10,333.50,356.36,356.77,349.45,L7
2001-04-20 21:43:46+00:00,349.76,352.08,351.05,340.93,342.51,343.79,341.50,354.59,354.07,347.92,343.97,340.65,342.83,346.28,343.58,342.88,336.94,329.21,339.53,338.85,349.14,342.44,357.69,355.68,347.40,L7
2001-05-22 21:43:30+00:00,347.61,346.42,346.58,338.23,341.18,343.12,340.20,351.36,351.23,344.73,340.40,339.24,342.47,341.50,338.68,337.34,333.40,329.09,335.74,336.89,347.89,346.10,358.14,354.53,345.95,L7
2001-07-25 21:42:54+00:00,343.00,339.30,339.98,331.11,335.38,337.81,337.34,346.92,346.14,340.78,333.50,331.09,335.22,331.27,330.05,328.74,324.71,324.04,331.82,331.05,340.92,346.10,352.36,351.99,344.14,L7
2001-08-10 21:42:36+00:00,343.93,340.56,341.82,332.69,336.43,338.82,337.36,346.78,345.99,340.83,333.31,329.96,331.94,328.56,328.46,324.86,321.53,322.25,328.86,330.19,339.08,344.24,352.15,351.77,344.02,L7
2001-08-26 21:42:25+00:00,344.65,341.16,340.95,332.34,335.71,338.22,337.01,346.48,344.94,339.53,332.16,328.41,329.00,325.65,324.55,322.12,318.72,319.46,324.49,326.09,334.64,340.34,347.20,347.79,341.38,L7
2001-09-11 21:42:14+00:00,347.07,343.09,342.05,333.25,336.81,340.22,339.14,348.79,346.70,341.20,334.16,329.31,329.84,325.12,323.05,320.38,317.63,318.18,323.38,325.67,333.65,339.57,345.85,347.79,341.38,L7
2001-09-27 21:42:05+00:00,347.07,349.54,346.45,339.62,342.10,344.94,343.50,351.61,351.52,346.85,339.41,333.10,334.16,329.57,326.75,322.62,320.35,320.02,325.84,329.45,338.61,343.86,347.85,347.92,341.79,L7
2001-10-13 21:41:51+00:00,347.33,349.97,346.26,341.27,343.40,346.29,344.50,352.58,351.85,346.95,340.99,334.60,333.91,326.77,324.17,318.54,316.58,317.15,321.69,330.90,340.54,344.55,347.71,345.24,339.33,L7
2001-10-29 21:41:57+00:00,350.94,353.64,348.31,344.27,346.67,351.28,346.45,353.03,351.68,348.28,341.59,334.18,332.75,327.71,323.69,316.48,314.68,315.02,318.93,327.63,338.54,343.34,347.00,344.53,339.67,L7
2002-02-18 21:42:30+00:00,357.31,363.69,353.84,350.12,352.52,356.77,352.01,356.64,356.03,352.71,346.39,338.34,336.17,330.94,324.31,315.88,314.06,312.36,317.87,326.83,337.14,342.61,344.13,340.65,339.28,L7
2002-04-07 21:42:28+00:00,362.66,363.10,353.54,347.81,352.01,354.76,347.45,347.84,345.47,342.59,338.50,332.81,328.25,323.66,317.08,307.05,305.42,303.97,310.36,319.98,331.80,339.35,347.30,344.11,343.56,L7
2002-09-14 21:41:31+00:00,368.72,362.69,355.54,344.31,348.94,347.80,347.09,348.05,348.15,338.19,326.92,323.85,318.66,311.39,304.44,297.50,295.60,291.29,296.87,307.01,317.21,326.68,332.84,336.87,337.38,L7
2002-11-01 21:41:30+00:00,394.29,389.09,372.86,372.02,377.92,374.87,358.61,360.89,368.85,349.86,334.57,330.09,329.48,319.87,321.97,316.77,303.28,294.96,300.44,302.55,304.01,322.41,317.88,329.28,334.64,L7
2003-01-20 21:42:09+00:00,392.23,386.69,375.71,374.41,376.82,374.13,366.37,367.83,372.25,356.89,343.84,338.47,335.03,328.36,328.38,321.06,307.77,300.32,302.65,305.10,312.84,330.15,330.20,335.13,336.85,L7
2003-02-05 21:42:17+00:00,389.84,383.37,375.13,375.03,376.10,373.45,369.12,370.06,373.76,359.81,347.64,341.70,337.75,331.71,329.84,322.44,310.37,303.39,303.38,305.64,315.99,332.50,336.09,336.99,337.00,L7
2003-02-21 21:42:20+00:00,385.16,379.40,372.71,372.74,372.83,371.14,368.37,369.77,372.23,359.08,348.60,341.98,338.45,333.42,330.56,323.03,311.59,305.83,305.08,307.01,317.82,332.74,339.85,338.43,337.96,L7
2003-04-26 21:42:25+00:00,376.51,371.57,364.72,365.38,364.55,363.59,361.28,364.83,367.76,354.69,343.75,337.53,335.00,331.25,329.69,323.76,312.48,307.97,306.12,307.43,319.62,334.65,339.32,338.75,338.16,L7
2003-05-28 21:42:22+00:00,365.71,360.17,358.76,356.30,354.19,354.50,359.97,364.80,364.74,353.79,344.79,338.36,333.97,332.32,328.00,320.44,311.25,308.92,308.20,310.60,326.54,337.50,340.84,336.27,334.99,L7
2003-07-15 21:42:14+00:00,359.54,353.47,353.21,352.12,354.19,354.50,354.49,359.67,360.24,350.46,342.10,335.69,331.78,330.75,328.09,321.60,313.51,308.92,308.20,312.57,326.54,337.50,342.44,336.68,335.02,L7
