dates,satname,nzd0313-0000,nzd0313-0001,nzd0313-0002,nzd0313-0003,nzd0313-0004,nzd0313-0005,nzd0313-0006,nzd0313-0007,nzd0313-0008,nzd0313-0009,nzd0313-0010,nzd0313-0011,nzd0313-0012,nzd0313-0013,nzd0313-0014,nzd0313-0015,nzd0313-0016,nzd0313-0017,nzd0313-0018,nzd0313-0019,nzd0313-0020,nzd0313-0021,nzd0313-0022,nzd0313-0023,nzd0313-0024,nzd0313-0025,nzd0313-0026,nzd0313-0027,nzd0313-0028,nzd0313-0029,nzd0313-0030,nzd0313-0031,nzd0313-0032,nzd0313-0033,nzd0313-0034,nzd0313-0035,nzd0313-0036,nzd0313-0037,nzd0313-0038,nzd0313-0039,nzd0313-0040,nzd0313-0041,nzd0313-0042,nzd0313-0043,nzd0313-0044,nzd0313-0045,nzd0313-0046,nzd0313-0047,nzd0313-0048,nzd0313-0049,nzd0313-0050,nzd0313-0051,nzd0313-0052,nzd0313-0053,nzd0313-0054,nzd0313-0055,nzd0313-0056,nzd0313-0057,nzd0313-0058,nzd0313-0059,nzd0313-0060,nzd0313-0061,nzd0313-0062,nzd0313-0063,nzd0313-0064,nzd0313-0065,nzd0313-0066,nzd0313-0067,nzd0313-0068,nzd0313-0069,nzd0313-0070,nzd0313-0071,nzd0313-0072,nzd0313-0073,nzd0313-0074,nzd0313-0075,nzd0313-0076,nzd0313-0077,nzd0313-0078,nzd0313-0079,nzd0313-0080,nzd0313-0081,nzd0313-0082,nzd0313-0083,nzd0313-0084,nzd0313-0085,nzd0313-0086,nzd0313-0087,nzd0313-0088,nzd0313-0089,nzd0313-0090,nzd0313-0091,nzd0313-0092,nzd0313-0093,nzd0313-0094,nzd0313-0095,nzd0313-0096,nzd0313-0097,nzd0313-0098,nzd0313-0099,nzd0313-0100,nzd0313-0101,nzd0313-0102,nzd0313-0103,nzd0313-0104,nzd0313-0105,nzd0313-0106,nzd0313-0107,nzd0313-0108,nzd0313-0109,nzd0313-0110,nzd0313-0111,nzd0313-0112,nzd0313-0113,nzd0313-0114,nzd0313-0115,nzd0313-0116,nzd0313-0117,nzd0313-0118,nzd0313-0119,nzd0313-0120,nzd0313-0121,nzd0313-0122,nzd0313-0123,nzd0313-0124,nzd0313-0125,nzd0313-0126,nzd0313-0127,nzd0313-0128,nzd0313-0129,nzd0313-0130,nzd0313-0131,nzd0313-0132,nzd0313-0133,nzd0313-0134,nzd0313-0135,nzd0313-0136,nzd0313-0137,nzd0313-0138,nzd0313-0139,nzd0313-0140,nzd0313-0141,nzd0313-0142,nzd0313-0143,nzd0313-0144,nzd0313-0145,nzd0313-0146,nzd0313-0147,nzd0313-0148,nzd0313-0149,nzd0313-0150,nzd0313-0151,nzd0313-0152,nzd0313-0153,nzd0313-0154,nzd0313-0155,nzd0313-0156,nzd0313-0157,nzd0313-0158,nzd0313-0159,nzd0313-0160,nzd0313-0161,nzd0313-0162,nzd0313-0163,nzd0313-0164,nzd0313-0165,nzd0313-0166,nzd0313-0167,nzd0313-0168,nzd0313-0169,nzd0313-0170,nzd0313-0171,nzd0313-0172,nzd0313-0173
2008-03-11 22:03:08+00:00,L7,363.08,355.67,340.62,326.64,316.97,308.74,301.71,301.83,302.94,303.35,305.12,308.59,306.69,313.60,320.42,315.99,310.17,305.37,301.28,310.07,314.05,333.74,347.07,359.51,359.30,352.47,352.16,366.25,376.19,388.53,403.56,423.91,431.69,441.01,443.07,442.45,447.35,457.14,465.71,470.08,478.79,489.02,495.82,505.57,514.59,520.01,518.55,521.50,522.00,524.73,521.07,529.67,534.66,529.93,529.17,522.86,521.11,506.50,507.31,517.38,516.61,516.56,511.34,507.71,496.64,489.71,474.58,481.48,494.35,501.29,511.79,516.36,527.75,531.38,541.24,546.32,558.92,565.64,575.69,579.55,586.13,580.43,580.56,588.65,597.11,602.38,603.80,600.46,598.94,602.08,608.62,609.52,602.45,599.91,590.30,590.39,586.91,585.63,583.64,576.06,568.86,560.68,545.15,532.64,523.72,515.11,513.57,505.36,498.42,483.63,468.19,453.21,440.06,429.64,422.60,417.22,410.87,406.12,401.48,394.03,385.72,387.11,378.96,376.03,373.10,368.43,362.33,358.06,351.35,348.86,343.16,339.55,333.91,338.07,334.87,337.08,340.15,340.73,340.31,340.90,340.69,347.23,359.42,363.72,374.85,372.81,368.99,373.44,382.10,391.75,396.58,400.61,408.08,412.94,416.74,420.12,421.95,434.86,435.88,447.85,449.61,454.52,455.88,453.07,453.98,454.29,452.33,459.89,455.31,452.16,449.90,444.41,444.52,437.45
2008-05-14 22:03:00+00:00,L7,390.53,390.05,371.97,367.49,349.36,332.45,316.70,317.36,324.23,328.12,318.84,332.00,337.12,331.01,328.43,329.31,333.57,343.02,358.25,370.19,368.57,394.89,392.70,384.37,393.80,412.89,424.05,428.26,407.28,409.09,443.81,447.01,450.83,461.38,462.99,476.13,480.42,498.59,503.34,512.39,507.36,520.08,524.58,533.27,543.86,551.59,549.91,548.40,551.01,562.98,561.20,563.14,563.62,560.98,559.92,549.93,543.85,537.71,553.86,536.95,531.90,529.03,521.49,540.74,537.56,521.40,509.85,519.90,522.65,529.94,538.34,541.34,553.53,562.54,566.38,576.77,583.41,595.58,605.68,611.29,616.05,620.27,617.49,616.35,618.02,618.10,627.40,625.27,632.99,629.95,631.66,622.53,626.58,625.94,621.00,618.03,621.47,612.08,610.11,603.72,598.35,594.65,581.82,562.12,552.17,545.64,540.22,534.72,525.72,522.15,510.52,504.95,491.51,487.34,474.42,462.59,447.66,449.86,441.46,429.77,421.28,412.64,410.61,398.83,405.29,406.21,411.48,399.50,384.63,379.82,374.98,373.99,383.63,379.98,362.57,359.73,363.78,366.22,382.43,399.73,397.87,395.42,393.08,400.86,409.35,414.53,411.49,412.95,404.70,413.04,423.24,429.33,428.85,447.87,467.02,,,,,,,,,,,,,,,,,487.01,,
2008-05-30 22:02:53+00:00,L7,377.66,374.64,361.31,356.01,345.13,330.86,316.99,314.78,315.59,318.74,313.10,331.30,339.08,338.28,344.48,337.25,333.75,344.88,360.19,364.91,377.96,394.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,529.71,531.02,534.06,529.85,512.05,517.03,516.02,533.19,536.77,550.05,559.50,562.57,566.15,576.50,584.25,600.54,603.26,605.92,614.03,613.29,625.21,606.93,614.56,617.93,624.23,624.48,624.93,625.25,621.52,611.95,619.65,613.74,600.62,608.41,604.02,594.16,596.24,591.52,590.71,585.58,575.81,566.82,548.84,545.64,538.43,528.50,525.63,518.24,501.67,498.05,487.91,473.33,464.92,450.74,443.02,434.67,436.95,430.69,405.91,413.68,409.84,411.40,403.03,409.67,403.34,400.83,399.92,393.97,388.23,387.42,380.63,377.97,376.23,371.83,382.76,378.68,375.86,382.66,384.23,393.36,397.92,391.83,399.25,409.22,407.74,409.22,434.62,436.39,443.23,446.08,444.94,444.63,451.57,446.80,,,,,,,,,,,,,,471.59,470.12,475.10,478.74,465.78
2008-06-15 22:02:44+00:00,L7,335.59,326.22,320.72,314.67,303.97,291.24,281.60,275.73,272.55,279.89,275.63,273.91,275.59,272.24,270.98,267.93,279.61,282.39,287.31,288.86,297.77,306.85,319.98,328.82,332.31,338.11,351.21,354.14,356.36,359.01,373.88,380.13,392.82,397.92,402.93,412.52,418.41,423.34,439.00,441.64,450.08,456.67,464.05,469.95,482.28,486.95,495.96,498.84,495.61,500.84,503.61,499.70,498.65,495.94,496.83,493.46,490.68,486.73,487.11,485.40,482.37,476.53,472.33,468.99,467.40,459.79,449.45,,,,,,,,,,,,,,,550.54,553.78,555.15,560.67,559.07,564.77,571.09,577.46,572.98,577.53,572.22,570.70,572.30,569.65,566.71,562.35,556.36,547.95,545.31,536.96,532.30,523.53,517.45,506.26,497.51,486.09,474.41,464.37,459.35,444.21,434.04,425.51,413.77,403.21,393.92,386.62,376.13,372.86,364.97,362.98,353.67,351.59,341.09,341.72,333.28,335.68,329.90,324.42,321.25,318.01,311.99,308.12,312.62,308.52,310.20,308.89,310.63,314.68,323.36,327.50,337.40,328.05,336.84,343.10,346.03,355.32,353.69,356.88,364.02,372.99,,,,,,,,,,,,,,,,,,,,,,,
2008-07-01 22:02:34+00:00,L7,,,,,,,,,,,,,,,,,,,613.34,,,,,,,,,,,,,,,,,,,,,418.26,403.13,,,,,,,220.21,,,,,,,,,,,,,,,,,,,,,,,,426.58,,,,,,,,,,,,,,,,,,341.36,,,,,,,,,,,,,,,464.60,431.00,412.62,412.58,374.47,349.06,246.90,555.15,644.16,,,,,,481.00,438.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.12,,,,,,,,,,,,632.53,595.80,584.75,512.92,616.77,,,,,,
2008-10-29 21:56:36+00:00,L5,296.76,282.77,277.85,271.82,266.09,258.64,249.60,246.07,237.57,229.20,223.15,214.23,216.80,215.80,215.93,219.02,212.66,223.64,226.61,228.47,232.66,246.72,254.77,267.71,269.80,277.44,281.47,297.80,304.80,315.09,318.33,333.95,340.23,349.98,355.89,370.05,379.20,387.05,396.34,404.31,413.19,426.04,431.63,433.36,440.59,448.44,449.36,456.89,457.93,456.58,454.39,459.33,459.58,456.31,446.80,447.83,446.82,438.04,439.32,433.38,429.69,422.75,421.91,414.00,408.72,400.84,397.39,403.54,421.02,429.26,438.61,448.87,455.59,466.70,468.32,476.41,485.29,491.08,502.67,501.54,506.99,512.79,510.81,513.68,514.59,519.14,518.55,525.60,520.83,517.97,515.11,523.60,522.47,519.35,515.87,513.69,512.80,503.97,499.76,489.07,484.30,475.23,463.98,450.85,438.84,427.38,421.37,409.12,398.50,389.21,376.05,366.49,357.29,352.59,346.34,339.65,330.83,330.13,317.96,315.26,307.02,302.91,295.03,294.74,290.57,289.50,279.93,276.85,274.32,272.07,267.69,267.59,264.56,261.58,259.50,252.76,257.39,257.85,263.05,261.59,264.08,268.28,274.05,273.90,278.36,286.30,288.91,286.20,294.95,306.53,317.23,322.17,325.67,335.59,339.16,344.75,351.83,357.51,359.06,361.51,359.77,366.70,372.65,381.27,378.15,381.85,383.59,388.96,383.52,384.92,378.83,381.75,375.25,375.23
2008-12-16 21:57:17+00:00,L5,369.58,353.82,336.57,327.40,315.42,317.74,337.40,358.49,355.21,314.96,297.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,517.53,515.11,509.74,501.93,504.50,503.71,496.78,475.39,477.50,492.31,506.99,521.23,531.26,536.70,546.46,557.69,564.38,568.70,572.08,576.13,585.61,590.78,594.74,595.38,596.36,599.98,607.89,609.97,611.47,607.99,616.73,619.82,610.27,603.84,603.21,611.15,604.59,604.23,597.48,594.25,586.52,582.62,574.95,560.89,548.79,555.07,521.67,519.26,513.72,504.63,484.09,466.57,455.20,445.71,437.02,427.77,423.60,420.34,423.50,420.74,407.74,396.63,394.15,394.59,386.58,388.96,378.59,371.22,373.57,368.98,363.01,362.10,362.72,364.81,366.82,369.68,363.95,357.19,353.98,356.08,364.80,369.01,368.54,374.81,378.74,383.86,386.83,392.12,388.65,389.90,393.19,399.47,407.25,419.40,421.55,427.33,434.07,439.89,448.92,453.17,454.19,455.04,451.37,450.49,461.19,469.94,468.32,474.00,466.45,,,480.84,469.42,461.55,464.84
2009-01-25 22:02:45+00:00,L7,308.94,290.15,271.61,260.98,250.44,248.10,255.31,257.51,254.61,240.99,225.03,217.45,211.85,209.15,216.18,222.39,221.84,226.43,229.35,237.71,239.80,248.24,249.65,267.30,272.71,288.66,291.63,295.53,302.62,315.67,322.98,338.28,342.21,352.08,365.01,363.23,367.30,377.78,383.66,396.21,410.03,412.36,422.96,429.68,437.27,443.46,448.21,445.13,,,,,,,,,,,,,,423.04,427.10,419.20,415.69,407.20,399.66,404.52,413.90,427.14,437.87,445.54,455.84,463.92,466.16,478.62,479.64,485.00,489.75,496.91,,,,,,,,,,,,,,513.82,510.16,510.34,509.18,498.51,495.43,485.82,479.60,470.72,457.49,444.16,441.58,426.55,418.18,410.86,401.92,388.64,385.49,370.73,361.17,354.55,353.70,347.08,346.65,335.87,323.32,322.36,307.22,302.42,296.58,294.92,289.19,294.34,284.39,286.29,284.92,281.11,276.91,270.71,272.46,266.73,265.10,256.83,255.62,251.70,254.52,262.82,268.30,262.75,266.01,274.17,280.99,283.95,290.36,287.64,294.10,304.75,307.56,315.23,324.82,326.56,338.31,340.61,353.75,357.79,350.64,349.34,344.28,363.89,370.63,379.20,376.89,380.01,372.73,375.47,380.49,383.41,378.64,382.83,373.02,372.41
2009-02-02 21:58:34+00:00,L5,421.87,412.90,393.36,376.65,360.13,351.29,349.36,360.33,365.33,373.50,367.27,361.70,359.17,363.80,369.82,378.12,379.30,361.72,351.19,347.33,357.80,361.86,370.02,381.98,393.32,400.57,415.22,431.33,436.71,454.34,465.42,481.06,494.38,509.47,516.74,522.06,533.11,556.19,565.78,,575.51,588.73,584.22,506.30,540.13,561.36,564.40,573.41,585.51,601.59,588.63,573.29,574.24,566.13,566.61,570.48,567.74,572.99,571.19,567.77,566.46,565.98,570.39,567.73,559.57,563.65,564.98,569.04,564.79,570.06,559.95,568.52,578.40,598.69,599.50,608.17,611.90,620.10,635.44,635.08,641.20,,,,,,,,,,,,,,,,,,,,638.07,635.79,628.82,619.94,608.95,602.95,589.79,580.98,573.79,561.04,555.00,545.58,533.67,523.87,508.06,492.67,489.40,438.07,449.12,447.09,435.55,426.13,439.62,444.40,438.73,405.53,393.35,389.41,386.44,386.86,382.21,384.25,382.92,391.78,387.45,387.09,385.27,395.88,402.43,403.50,408.11,403.30,406.30,403.95,415.22,419.24,432.42,437.04,449.98,455.95,465.80,471.09,482.57,485.41,481.54,486.36,493.69,505.88,507.06,515.04,519.96,510.81,503.87,484.54,487.26,506.93,524.67,503.95,512.20,525.71,535.66,531.13,535.58,512.33
2009-03-14 22:03:09+00:00,L7,377.26,359.70,332.53,321.21,310.17,297.84,288.40,283.20,293.68,308.56,306.95,302.02,297.45,305.77,311.24,311.21,314.60,307.86,298.51,288.92,282.70,283.12,297.71,310.77,327.49,332.52,336.53,351.08,359.54,372.46,376.73,396.78,404.57,415.71,421.08,421.44,436.62,452.69,472.60,468.08,463.85,490.78,499.13,497.54,488.08,509.57,511.40,506.61,502.71,514.24,518.47,525.34,497.41,486.72,482.68,491.06,483.38,494.45,498.87,503.81,500.67,495.45,488.06,475.02,476.52,482.74,466.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.69,542.91,526.01,514.62,503.21,502.87,487.31,,,424.34,427.85,394.44,270.22,,,,,,,,,,,,,,342.08,340.95,344.78,341.58,339.37,343.12,331.62,334.45,338.99,341.14,337.83,333.29,343.67,352.14,359.66,,,,,,,,,,,,,,386.85,391.43,395.12,408.31,415.86,428.52,435.87,447.21,436.31,423.35,421.28,428.70,435.82,442.50,433.88,429.94,427.76,431.16,433.36,431.64,429.08
2009-06-02 22:03:27+00:00,L7,434.69,416.31,389.91,372.86,351.63,335.83,318.73,316.70,321.20,331.94,335.07,334.06,332.22,336.17,339.28,341.94,348.97,357.69,352.44,354.20,367.00,364.63,372.70,383.58,387.04,392.52,392.44,419.51,420.71,414.17,418.23,431.97,440.32,452.61,462.00,479.13,491.58,497.20,511.80,511.52,524.61,537.27,552.55,567.70,556.68,550.95,546.86,554.61,545.17,543.68,544.53,556.18,567.67,567.83,563.87,580.41,542.24,539.75,529.66,521.42,524.61,537.51,539.72,535.07,519.06,511.42,503.56,520.18,540.35,560.04,567.06,577.49,,605.09,625.73,631.83,,580.59,581.40,598.29,604.62,600.04,608.12,607.53,607.29,611.03,606.64,607.28,613.52,609.39,614.99,618.32,610.23,612.01,605.58,600.49,600.68,598.24,593.01,583.68,578.54,569.89,560.28,550.67,534.76,526.45,519.78,508.45,496.24,497.69,483.84,470.71,464.21,452.85,442.77,431.81,423.49,423.71,412.81,414.22,412.47,410.95,403.89,404.98,404.60,402.43,397.42,382.72,387.77,379.04,378.51,375.06,372.15,372.40,365.36,365.88,357.13,361.10,353.15,366.54,366.40,368.81,361.82,368.61,379.60,387.31,395.60,404.12,413.03,416.54,414.91,427.11,433.23,441.87,439.04,,,,,,,,,,,,,,,,,,,
2009-06-18 22:03:25+00:00,L7,435.83,416.09,397.29,383.11,346.60,318.86,296.21,312.56,338.43,337.92,337.53,342.87,360.21,356.12,346.32,351.25,361.93,381.24,391.53,383.56,381.39,380.04,,403.67,415.82,414.07,402.95,408.34,411.98,432.99,433.03,438.71,455.26,456.53,464.04,479.15,492.23,502.98,507.85,512.82,530.47,535.59,554.91,569.84,557.42,564.68,579.49,552.48,548.58,557.84,561.58,558.70,567.92,568.28,564.54,565.59,579.74,581.39,556.64,537.56,533.21,540.01,549.62,557.06,566.67,531.31,520.85,527.53,545.95,,,,,,,,,,,,629.47,639.50,,,631.12,632.68,624.89,629.27,614.76,619.30,638.00,636.03,637.49,622.62,595.35,589.02,579.84,591.29,586.58,576.98,566.33,593.96,569.25,560.44,546.61,540.59,539.50,513.17,510.00,521.99,507.96,507.85,488.76,480.17,460.68,468.05,441.67,452.33,438.02,430.63,427.39,429.71,418.43,422.61,414.66,414.20,411.37,410.14,405.75,406.79,,,,,,,,,,,380.87,394.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,534.40,549.63,543.64,,
2009-10-24 22:03:18+00:00,L7,449.60,437.95,416.70,414.07,416.29,381.47,377.93,376.40,356.53,363.17,381.98,375.27,358.43,356.76,363.19,340.74,351.83,360.54,349.41,349.61,367.01,364.12,374.25,393.75,403.91,413.33,420.76,433.47,431.27,460.09,466.50,482.79,491.41,499.06,509.81,527.59,534.30,534.09,544.36,531.22,554.51,555.05,565.45,560.29,582.02,572.51,550.51,562.68,567.56,579.30,565.32,562.02,564.50,571.49,570.47,573.91,561.29,557.16,565.02,566.43,544.77,542.35,553.65,546.41,506.12,504.70,518.46,534.52,544.30,553.19,580.52,584.53,580.61,590.23,597.14,592.20,603.45,602.01,601.12,608.13,611.19,619.20,628.02,632.49,636.17,,,,,645.75,635.07,619.09,617.92,612.73,604.03,611.74,607.35,609.94,594.36,589.46,584.79,580.70,568.95,561.07,557.35,549.35,536.83,533.34,517.39,506.73,504.08,495.67,492.27,483.33,482.09,471.78,470.11,451.60,445.85,441.87,447.30,436.60,438.09,429.56,425.57,417.49,421.07,410.76,414.17,397.99,404.20,408.24,399.89,406.33,398.47,400.96,407.35,400.66,400.88,399.70,414.87,412.52,413.16,420.46,430.89,414.15,423.57,425.80,433.59,444.37,424.94,441.97,435.93,448.03,449.96,470.15,478.45,494.17,505.50,509.92,510.67,509.87,496.49,479.75,493.80,504.66,502.34,515.94,482.41,482.19,482.92,488.55,495.13,515.51
2009-11-25 22:03:45+00:00,L7,401.46,394.02,400.13,390.46,351.48,357.76,362.01,361.92,,321.99,319.03,336.86,354.92,,291.71,310.13,338.01,,312.89,318.03,301.64,319.78,337.82,328.99,337.55,354.78,362.17,377.03,375.93,383.95,401.52,397.52,417.28,421.23,438.47,448.42,461.90,457.09,474.55,485.78,494.84,512.34,521.32,531.92,535.34,538.05,535.95,542.87,536.68,539.99,552.55,538.73,536.56,529.14,529.56,537.12,539.67,527.77,540.26,541.01,535.54,528.78,530.87,,491.82,476.88,454.14,487.70,523.59,539.61,553.14,541.23,557.58,557.43,556.55,570.53,563.29,563.78,576.05,575.41,561.25,597.65,598.39,617.32,603.18,605.61,614.38,620.97,606.33,641.11,633.55,,587.37,589.96,576.17,556.84,556.32,573.38,566.41,544.69,540.88,552.37,556.44,549.28,544.56,536.11,,472.86,469.62,459.02,445.66,459.58,450.26,459.16,467.57,443.21,431.09,439.35,426.44,378.87,406.86,391.21,378.81,386.58,391.88,380.27,,334.36,357.42,348.67,337.74,349.65,374.16,,,334.35,331.39,337.00,342.62,332.94,328.28,323.02,325.40,331.66,340.39,343.35,345.75,362.80,373.10,376.20,386.71,402.84,404.78,409.68,416.95,423.34,429.65,434.14,423.97,,469.86,469.37,433.32,439.64,451.22,461.55,474.94,482.70,489.31,,436.66,454.25,452.13,472.04
2010-02-21 22:03:56+00:00,L5,445.03,432.08,423.62,420.01,423.46,431.73,432.60,419.17,406.69,405.18,383.85,390.92,,363.88,358.32,365.05,369.15,370.16,379.92,382.87,390.57,381.72,394.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.75,619.15,601.71,619.11,641.22,,,,,,,,,,,,,,,631.27,643.94,630.48,623.07,622.05,625.97,620.68,587.98,574.75,571.43,592.84,584.04,575.95,566.40,539.84,518.37,518.93,507.04,511.07,501.69,501.93,489.80,460.36,458.49,449.84,439.59,436.25,430.69,427.23,428.84,426.38,426.04,429.67,434.20,424.85,422.39,419.62,413.42,409.54,410.42,415.22,412.28,415.78,417.83,416.02,411.98,416.24,410.72,407.03,413.67,408.98,409.12,425.99,434.33,440.67,444.17,455.21,452.44,459.90,459.69,472.83,490.24,494.66,500.55,508.05,519.92,514.09,519.00,529.28,531.54,532.53,541.94,546.17,545.26,542.10,553.09,557.71,558.37,563.98,556.36
2010-10-11 22:05:21+00:00,L7,371.21,363.94,352.79,340.15,337.11,330.41,332.24,329.58,327.34,315.84,308.88,302.47,295.67,292.89,292.43,289.23,286.83,285.66,290.63,293.70,306.64,313.07,320.61,327.43,326.65,326.37,330.10,338.47,351.12,359.36,368.69,375.21,389.67,400.61,414.99,424.41,432.48,440.22,449.30,458.36,468.52,474.29,479.82,489.99,496.73,504.80,508.20,505.91,506.24,507.13,506.42,505.81,506.67,508.78,501.06,498.63,502.58,500.67,497.17,,,,473.17,464.64,458.98,462.49,455.27,456.98,472.65,481.48,492.99,504.82,515.05,523.42,529.84,536.78,542.26,546.33,553.19,556.21,552.57,549.85,554.51,561.23,562.33,572.24,569.57,570.18,567.61,574.34,573.31,566.93,565.89,563.23,561.82,561.67,550.85,542.53,534.33,527.57,519.98,507.70,495.04,491.78,479.74,461.92,456.29,446.03,435.06,430.93,422.18,417.48,404.31,394.35,385.40,379.54,374.26,365.52,365.57,353.88,353.15,354.73,348.16,342.32,340.12,337.31,334.23,330.04,331.21,326.26,324.38,324.43,322.80,322.94,322.10,320.96,317.24,309.86,311.05,313.96,313.06,309.16,311.79,318.68,321.92,325.89,334.14,338.49,,,,355.65,,373.45,377.68,375.80,380.35,388.21,396.46,405.64,413.45,411.21,407.88,418.43,424.89,421.91,426.66,434.13,433.48,434.03,433.50,435.99,426.92,423.18
2010-11-04 22:02:50+00:00,L5,335.92,324.04,314.67,311.53,299.97,293.51,285.42,277.15,271.24,266.18,260.43,254.64,254.92,250.81,246.54,246.03,253.04,255.80,256.71,259.64,269.53,271.48,276.62,277.15,289.01,293.02,298.43,304.37,312.40,317.43,324.34,329.05,338.56,345.20,353.74,364.30,377.31,382.14,396.23,406.81,416.10,426.90,431.85,440.95,448.53,457.31,458.63,456.85,456.41,455.12,453.72,456.46,454.51,452.06,448.81,442.96,441.26,442.15,433.34,430.75,425.56,421.82,418.54,418.60,411.57,404.34,397.98,408.47,421.49,435.66,444.64,455.64,466.28,472.80,478.42,483.53,492.39,492.95,498.94,500.60,503.30,508.68,511.85,509.95,512.52,516.08,519.53,522.26,522.90,521.85,518.35,523.90,525.35,520.16,514.09,508.20,506.71,501.94,491.74,484.40,469.45,464.00,455.56,438.75,437.96,428.41,423.20,409.40,400.16,392.79,383.30,376.81,366.42,352.88,349.45,339.88,333.78,324.44,313.47,302.22,297.81,297.56,291.10,287.74,280.32,283.22,277.61,274.81,268.07,267.62,259.58,264.98,263.63,262.95,261.69,258.55,256.64,260.38,262.43,263.29,264.00,261.11,266.03,270.77,274.65,274.81,286.26,284.80,287.29,298.68,305.28,311.26,315.30,321.24,327.16,336.74,342.38,352.25,354.40,350.91,345.15,365.44,374.01,383.08,382.35,390.52,391.37,396.09,392.53,395.28,397.64,391.85,390.52,381.96
2010-12-22 22:02:53+00:00,L5,332.42,322.21,316.80,305.61,305.76,294.17,287.26,278.07,273.22,265.81,263.14,259.77,261.74,251.06,249.96,254.43,251.04,254.84,256.85,259.56,265.22,272.21,276.07,282.06,284.36,294.41,304.38,311.53,310.62,319.95,329.41,337.79,344.33,354.99,364.70,379.49,386.68,390.48,400.39,411.18,413.74,425.17,430.88,439.46,444.73,452.63,455.83,459.81,458.34,461.23,456.47,462.49,460.24,456.45,453.61,450.48,449.21,445.57,439.94,432.34,430.02,424.09,422.27,417.01,411.27,406.24,401.09,412.38,429.03,433.76,446.65,452.44,468.17,471.32,481.96,485.56,495.92,500.73,499.89,503.83,508.38,509.79,505.85,511.05,510.27,516.73,518.24,526.70,526.36,527.81,523.15,527.69,529.19,521.57,523.75,512.85,510.02,499.65,494.25,485.25,481.81,465.49,455.39,435.36,442.66,426.48,423.02,412.46,401.84,395.43,384.65,379.02,361.49,350.21,344.89,342.22,333.38,327.76,317.06,309.42,297.48,300.84,288.48,283.90,278.91,281.72,276.61,273.31,275.72,266.79,266.43,268.98,264.97,262.13,262.36,258.85,254.07,261.75,268.78,262.29,262.29,272.78,267.71,268.59,270.85,281.14,284.44,290.62,283.75,295.97,295.57,309.11,310.05,320.53,324.24,332.07,343.10,347.52,349.53,,345.45,363.57,375.05,377.09,385.08,387.08,389.78,394.96,399.08,393.51,392.79,387.99,387.33,384.19
2011-01-15 22:06:18+00:00,L7,382.76,368.31,361.80,359.98,353.52,349.71,342.31,331.53,324.09,316.87,321.40,317.13,316.41,319.61,311.23,304.76,300.64,301.42,309.92,311.15,313.32,321.75,336.23,338.24,339.33,359.56,366.44,378.45,391.19,385.44,399.27,417.95,419.03,422.91,424.49,432.35,449.33,456.33,462.23,467.46,470.64,479.16,488.53,498.08,507.14,511.75,512.25,514.72,512.30,511.20,512.14,516.37,517.57,508.83,500.31,496.35,499.80,497.90,497.35,500.82,496.68,495.33,494.14,476.39,465.59,464.82,456.37,463.75,476.84,488.56,496.42,504.52,512.73,524.80,528.71,528.36,540.82,544.98,558.55,559.38,566.70,566.24,561.51,554.58,555.11,553.94,569.24,574.48,578.94,584.05,586.36,582.78,572.11,572.91,576.51,576.03,573.44,565.71,548.48,549.27,547.24,535.91,514.78,504.24,501.40,482.30,473.34,453.16,449.97,438.01,437.88,427.58,417.69,408.60,401.40,400.41,391.94,390.30,387.39,381.50,374.26,356.67,334.79,335.41,339.69,337.55,334.18,328.63,327.22,329.06,332.01,330.55,319.55,320.31,324.88,335.68,332.83,328.72,325.42,321.48,321.67,325.12,322.02,326.64,329.88,333.02,334.95,344.84,353.79,350.53,355.97,367.66,369.51,377.14,381.51,386.49,392.60,397.72,404.48,411.84,419.14,422.59,427.37,429.82,437.08,443.71,445.94,448.69,444.50,440.17,439.79,442.74,447.43,441.06
