dates,nzd0313-0000,nzd0313-0001,nzd0313-0002,nzd0313-0003,nzd0313-0004,nzd0313-0005,nzd0313-0006,nzd0313-0007,nzd0313-0008,nzd0313-0009,nzd0313-0010,nzd0313-0011,nzd0313-0012,nzd0313-0013,nzd0313-0014,nzd0313-0015,nzd0313-0016,nzd0313-0017,nzd0313-0018,nzd0313-0019,nzd0313-0020,nzd0313-0021,nzd0313-0022,nzd0313-0023,nzd0313-0024,nzd0313-0025,nzd0313-0026,nzd0313-0027,nzd0313-0028,nzd0313-0029,nzd0313-0030,nzd0313-0031,nzd0313-0032,nzd0313-0033,nzd0313-0034,nzd0313-0035,nzd0313-0036,nzd0313-0037,nzd0313-0038,nzd0313-0039,nzd0313-0040,nzd0313-0041,nzd0313-0042,nzd0313-0043,nzd0313-0044,nzd0313-0045,nzd0313-0046,nzd0313-0047,nzd0313-0048,nzd0313-0049,nzd0313-0050,nzd0313-0051,nzd0313-0052,nzd0313-0053,nzd0313-0054,nzd0313-0055,nzd0313-0056,nzd0313-0057,nzd0313-0058,nzd0313-0059,nzd0313-0060,nzd0313-0061,nzd0313-0062,nzd0313-0063,nzd0313-0064,nzd0313-0065,nzd0313-0066,nzd0313-0067,nzd0313-0068,nzd0313-0069,nzd0313-0070,nzd0313-0071,nzd0313-0072,nzd0313-0073,nzd0313-0074,nzd0313-0075,nzd0313-0076,nzd0313-0077,nzd0313-0078,nzd0313-0079,nzd0313-0080,nzd0313-0081,nzd0313-0082,nzd0313-0083,nzd0313-0084,nzd0313-0085,nzd0313-0086,nzd0313-0087,nzd0313-0088,nzd0313-0089,nzd0313-0090,nzd0313-0091,nzd0313-0092,nzd0313-0093,nzd0313-0094,nzd0313-0095,nzd0313-0096,nzd0313-0097,nzd0313-0098,nzd0313-0099,nzd0313-0100,nzd0313-0101,nzd0313-0102,nzd0313-0103,nzd0313-0104,nzd0313-0105,nzd0313-0106,nzd0313-0107,nzd0313-0108,nzd0313-0109,nzd0313-0110,nzd0313-0111,nzd0313-0112,nzd0313-0113,nzd0313-0114,nzd0313-0115,nzd0313-0116,nzd0313-0117,nzd0313-0118,nzd0313-0119,nzd0313-0120,nzd0313-0121,nzd0313-0122,nzd0313-0123,nzd0313-0124,nzd0313-0125,nzd0313-0126,nzd0313-0127,nzd0313-0128,nzd0313-0129,nzd0313-0130,nzd0313-0131,nzd0313-0132,nzd0313-0133,nzd0313-0134,nzd0313-0135,nzd0313-0136,nzd0313-0137,nzd0313-0138,nzd0313-0139,nzd0313-0140,nzd0313-0141,nzd0313-0142,nzd0313-0143,nzd0313-0144,nzd0313-0145,nzd0313-0146,nzd0313-0147,nzd0313-0148,nzd0313-0149,nzd0313-0150,nzd0313-0151,nzd0313-0152,nzd0313-0153,nzd0313-0154,nzd0313-0155,nzd0313-0156,nzd0313-0157,nzd0313-0158,nzd0313-0159,nzd0313-0160,nzd0313-0161,nzd0313-0162,nzd0313-0163,nzd0313-0164,nzd0313-0165,nzd0313-0166,nzd0313-0167,nzd0313-0168,nzd0313-0169,nzd0313-0170,nzd0313-0171,nzd0313-0172,nzd0313-0173,satname
2006-05-17 22:05:09+00:00,376.61,365.53,358.08,346.04,337.12,328.98,315.07,308.96,302.57,300.76,297.15,292.46,291.95,297.17,290.69,289.85,292.45,295.71,301.00,303.60,309.46,320.06,321.31,330.56,335.24,344.88,358.64,370.07,379.12,391.06,389.18,402.33,411.73,427.42,428.45,439.42,453.33,466.12,480.44,479.19,488.42,500.12,507.71,510.33,518.34,524.61,529.51,534.97,535.14,533.30,532.47,535.45,538.33,538.96,540.48,540.15,536.65,531.61,532.00,532.47,527.03,524.57,521.52,510.41,500.31,492.15,486.22,492.86,500.87,518.26,527.36,535.96,538.64,548.08,560.34,569.71,575.25,583.19,586.98,593.14,593.81,592.18,602.32,598.18,604.47,606.89,608.53,609.41,606.77,612.25,612.51,615.07,614.04,607.91,603.25,597.96,587.67,586.08,578.05,569.92,571.13,560.43,550.68,540.82,533.11,524.49,515.64,502.43,493.66,483.36,475.81,464.97,456.00,451.08,441.34,436.37,428.63,418.24,412.54,406.77,405.92,396.76,383.72,379.08,377.09,381.00,373.64,375.99,369.44,374.55,371.89,365.97,355.71,349.48,349.07,360.66,369.88,375.00,372.04,374.77,372.83,373.49,376.77,378.73,379.46,375.53,394.88,396.01,396.47,394.89,396.24,404.54,411.46,423.12,439.13,453.02,456.12,461.10,445.87,447.52,444.90,477.84,457.30,459.11,456.11,455.48,452.27,456.37,465.52,462.75,459.99,457.69,454.26,446.04,L5
2006-08-29 22:02:38+00:00,369.64,358.87,351.83,344.31,337.02,330.26,324.43,323.20,320.56,317.58,310.31,303.72,303.08,304.13,304.47,304.86,307.68,307.66,310.96,310.40,313.77,317.31,318.36,327.18,333.38,336.71,350.35,369.80,377.87,375.48,386.83,397.75,407.42,421.48,434.75,446.24,455.31,466.40,473.39,482.40,487.79,496.63,505.65,517.81,518.99,531.84,536.58,537.16,536.31,538.12,546.16,545.03,547.90,545.68,546.73,545.66,543.04,537.47,536.46,532.33,529.22,526.94,526.09,522.84,508.56,502.21,498.91,505.51,510.66,528.56,536.73,542.26,546.57,553.28,563.17,562.47,574.83,586.74,594.73,598.98,604.44,600.28,601.66,604.30,606.55,614.25,618.01,616.70,614.31,618.64,624.12,630.88,627.49,625.15,618.32,613.50,607.03,598.73,587.51,578.51,578.22,569.36,558.97,552.99,544.22,534.84,519.68,506.49,498.20,490.52,486.33,474.29,466.08,457.56,454.86,444.75,438.01,420.78,418.09,406.36,405.99,402.96,386.29,384.10,379.22,378.34,377.22,380.72,369.46,374.94,359.85,358.70,367.56,368.48,367.01,366.12,367.18,367.48,369.38,367.49,368.36,369.83,373.53,377.22,383.49,386.70,389.18,382.33,390.61,395.20,400.09,417.75,423.79,422.61,433.01,433.39,440.56,451.03,439.99,444.74,456.96,459.61,473.38,473.13,468.73,471.26,468.09,468.41,481.12,475.26,468.69,460.74,453.19,449.27,L7
2006-09-14 22:02:33+00:00,366.79,356.62,353.43,351.24,344.56,335.00,328.01,324.79,321.40,318.66,313.47,309.77,310.86,312.12,314.93,313.14,314.40,317.01,320.03,317.93,321.29,323.79,327.37,336.88,342.72,345.94,355.46,371.35,381.19,381.56,392.80,398.77,407.81,422.66,434.11,447.44,455.57,463.54,471.52,483.84,489.75,499.87,508.80,520.18,524.19,535.51,540.59,543.33,542.45,542.50,548.88,550.04,553.46,550.88,552.22,549.65,551.96,545.67,541.62,539.20,535.27,535.78,531.59,523.78,510.72,505.18,505.38,508.32,516.51,530.73,539.98,543.90,546.57,553.28,563.17,562.47,574.83,586.74,594.73,598.98,604.44,600.28,601.66,604.30,606.55,614.25,618.01,616.70,614.31,618.64,624.12,630.88,627.49,625.15,618.32,613.50,607.03,598.73,587.51,578.51,581.56,571.63,561.28,555.81,547.25,538.87,524.01,514.64,505.79,500.71,494.17,481.82,474.79,465.46,463.38,450.53,442.21,430.62,429.25,409.82,416.54,402.96,387.15,382.88,375.47,378.40,367.66,372.83,367.10,371.62,360.73,359.13,364.35,366.40,362.08,360.89,361.61,364.78,365.58,366.82,368.36,369.07,373.53,377.22,383.49,386.70,389.18,382.33,390.61,395.20,400.09,417.75,423.79,422.61,433.01,433.39,440.56,451.03,439.99,444.74,456.96,459.61,473.38,473.13,468.73,471.26,468.09,468.41,481.12,475.26,468.69,460.74,453.19,449.27,L7
2006-09-22 22:06:54+00:00,364.69,353.45,348.86,345.74,339.28,330.65,323.53,322.72,318.29,314.87,309.04,305.38,305.30,305.10,305.70,304.34,305.50,308.22,311.00,317.93,314.65,318.56,321.62,330.34,335.65,339.58,349.16,363.48,373.39,377.84,388.73,395.15,402.99,417.91,428.65,442.19,450.20,458.11,465.82,477.81,484.76,495.26,504.99,516.46,520.52,531.35,536.45,538.24,537.96,537.75,542.54,543.81,547.61,545.00,545.58,542.75,545.73,540.12,536.19,533.86,529.15,527.84,524.60,516.45,504.49,498.38,497.52,501.97,511.14,524.06,533.36,538.50,541.15,548.11,557.34,559.20,565.98,577.66,584.19,589.82,594.04,591.93,592.65,596.32,597.78,604.35,608.19,605.71,600.55,609.51,614.71,618.67,616.52,615.68,608.95,605.18,598.85,589.72,581.47,572.57,577.52,567.10,557.69,551.74,542.87,534.27,520.23,509.92,500.83,494.59,486.36,473.03,465.06,458.34,454.02,442.81,434.36,425.05,421.90,404.96,408.85,394.52,383.31,378.76,371.12,372.56,363.62,368.53,363.90,365.10,356.36,354.33,359.15,360.75,357.19,354.69,356.12,358.86,361.23,363.64,363.19,365.73,368.77,372.24,375.70,380.21,381.72,376.42,380.85,391.35,392.62,408.60,416.73,417.44,428.88,428.38,435.28,444.18,437.60,438.62,448.63,455.24,466.71,468.22,465.60,465.93,462.35,464.26,473.91,470.44,464.83,457.65,450.57,447.30,L5
2006-10-08 22:07:05+00:00,361.15,349.89,345.43,340.70,335.33,327.00,321.11,321.12,316.87,313.09,307.76,303.93,302.84,301.94,301.73,300.30,301.67,303.96,311.00,317.93,314.65,318.56,321.62,330.34,335.65,339.58,349.16,363.48,373.39,377.84,386.10,393.42,401.56,416.06,426.37,439.17,447.27,455.29,463.85,477.81,484.76,495.26,504.99,516.46,520.52,531.35,536.45,535.37,535.24,535.53,539.12,540.37,543.76,542.47,542.77,540.24,542.03,537.59,533.63,530.30,525.23,523.64,520.12,512.08,500.48,494.62,492.12,497.89,507.27,519.17,529.07,535.10,538.33,544.94,554.60,557.39,561.60,572.22,578.15,584.07,588.55,587.91,588.97,591.62,593.70,598.96,602.56,599.58,593.26,605.50,610.58,612.26,611.81,611.00,604.67,602.74,595.97,586.94,578.37,569.12,575.06,565.18,555.37,549.39,539.99,532.18,517.82,506.64,496.71,489.23,481.33,467.39,458.73,453.21,448.08,437.77,429.87,420.89,417.38,401.48,403.80,389.02,381.31,375.53,367.65,369.38,362.63,365.95,361.44,361.49,354.44,352.62,355.29,356.74,354.19,352.78,353.11,356.15,357.85,361.05,360.74,363.72,365.01,367.93,372.06,377.31,378.40,374.64,379.93,390.35,392.29,404.56,412.88,413.71,424.50,426.13,432.44,440.00,435.43,438.62,443.52,453.00,462.06,463.23,462.96,463.22,458.19,461.92,469.18,468.57,462.51,456.25,448.77,446.35,L5
2006-10-16 22:02:31+00:00,355.10,346.30,339.55,335.98,330.51,324.56,320.50,319.35,315.26,311.34,304.72,301.05,299.12,298.82,299.93,298.06,298.90,300.72,305.88,324.57,309.33,313.18,314.73,323.17,329.55,333.53,342.22,355.19,364.87,370.24,380.82,387.59,395.64,406.83,418.14,431.22,440.33,447.48,456.76,469.55,475.61,486.49,496.55,508.35,512.21,523.01,528.73,528.49,528.58,529.07,530.25,533.55,538.02,537.41,538.15,535.45,538.93,534.85,531.66,527.29,521.59,517.68,515.09,507.64,497.68,490.97,487.67,494.23,502.88,515.75,524.92,530.55,531.86,539.17,547.83,551.19,557.18,569.20,573.39,580.39,584.18,584.60,585.43,589.63,591.15,595.83,598.24,593.18,591.33,601.14,604.85,604.83,605.37,606.61,601.58,598.27,594.23,584.86,576.24,565.39,568.94,557.63,547.80,542.82,534.18,527.71,513.69,502.64,492.27,485.95,478.51,465.72,455.78,450.00,442.32,432.96,425.09,415.56,411.83,396.56,399.38,383.37,376.58,370.00,361.06,361.66,355.49,358.60,356.00,355.00,348.14,346.17,349.68,352.00,349.81,349.08,349.91,350.12,350.68,352.28,353.08,356.21,358.16,361.84,366.79,372.64,372.47,367.03,369.93,380.30,382.96,398.14,406.28,407.95,417.27,418.48,422.64,432.05,426.15,424.07,436.05,446.46,455.78,456.65,457.62,457.11,454.03,456.69,462.22,460.96,454.99,448.18,440.07,437.42,L7
2007-01-04 22:03:13+00:00,350.52,340.25,332.44,330.18,325.63,322.03,319.31,320.51,315.31,310.01,305.54,301.65,301.05,298.94,300.20,297.09,297.31,299.31,304.77,325.21,309.33,312.15,315.34,324.48,330.18,334.91,342.80,355.22,363.60,369.80,379.90,386.56,392.81,404.38,415.34,429.44,438.55,445.50,453.89,467.83,472.38,483.38,493.00,503.80,509.09,520.79,527.37,526.35,525.94,525.95,527.31,529.90,532.93,533.28,534.67,532.81,537.68,534.91,531.20,525.05,519.68,512.62,509.67,500.56,494.04,488.45,483.58,489.55,501.53,512.26,521.26,528.21,531.10,540.35,549.40,553.70,553.14,559.99,566.20,575.54,579.32,578.76,580.85,584.70,587.87,591.33,593.57,585.67,580.79,593.74,597.21,596.11,595.06,599.26,595.83,593.18,589.30,580.57,574.05,564.70,566.93,557.88,546.98,540.56,530.24,522.58,510.22,501.27,491.64,484.16,474.94,461.31,451.25,444.69,435.24,424.84,418.59,413.61,411.33,394.55,397.55,379.15,373.45,366.81,362.71,361.30,355.84,357.33,355.67,353.70,348.71,347.43,349.36,351.68,349.04,348.22,349.65,350.53,350.46,352.46,352.82,356.65,355.95,362.09,366.40,372.96,372.40,371.24,374.50,383.88,385.95,399.28,405.50,408.59,417.55,419.60,424.03,432.33,428.37,431.40,439.04,447.65,456.89,457.71,459.05,459.57,455.99,458.58,463.84,460.72,456.43,449.00,443.30,439.29,L7
2007-02-05 22:03:23+00:00,352.91,342.03,332.01,328.03,323.60,320.33,317.36,319.12,316.70,310.62,305.92,303.08,303.12,302.41,303.82,300.33,302.07,302.50,304.47,320.27,307.26,312.07,317.29,325.35,327.62,332.17,339.59,352.20,359.68,366.24,377.45,384.43,391.87,402.38,413.55,427.03,435.37,443.73,452.68,463.69,469.54,480.29,490.67,499.80,505.63,518.46,524.40,524.33,524.22,524.52,526.43,528.73,531.09,530.71,532.02,530.63,535.55,533.00,529.37,523.70,519.65,513.96,510.10,496.81,490.94,487.40,481.46,487.72,499.28,509.45,517.95,526.28,530.05,537.53,546.13,551.50,553.06,559.39,566.63,575.72,579.08,579.30,580.12,584.03,586.59,590.28,592.25,586.31,582.41,593.06,595.92,595.67,595.64,598.34,595.01,592.65,588.57,579.90,573.95,564.97,567.39,557.31,546.36,539.38,527.61,519.73,506.62,497.23,488.58,480.65,472.51,458.78,449.71,443.18,434.07,424.70,416.76,408.83,405.62,390.76,393.77,376.32,370.58,364.70,360.60,358.00,353.16,353.37,351.81,350.49,346.66,345.67,346.22,348.79,345.70,345.68,347.33,348.25,348.32,350.69,349.88,353.86,353.62,360.03,364.52,369.47,369.97,370.84,374.83,384.29,387.52,400.35,406.42,408.66,415.11,417.92,422.77,429.82,428.55,432.46,439.05,448.13,457.29,459.21,460.96,460.63,458.17,458.47,463.16,461.19,457.39,447.15,442.20,437.13,L7
2007-02-21 22:03:28+00:00,353.62,342.77,332.49,326.32,321.71,318.89,315.37,316.57,314.94,309.11,304.78,302.30,302.44,302.43,305.15,302.24,304.71,305.92,309.24,320.27,307.26,312.07,317.29,325.35,327.62,332.17,339.59,352.20,359.68,366.24,377.45,384.43,391.87,402.38,413.55,427.03,432.14,440.45,452.68,463.69,471.38,480.29,493.57,499.80,505.63,518.46,524.40,524.33,524.22,524.52,526.43,528.73,532.56,533.07,529.17,528.56,534.76,531.99,528.81,521.75,517.56,512.13,509.63,498.02,489.72,487.28,481.62,489.06,502.04,511.22,518.34,528.26,531.97,541.08,547.56,551.12,556.22,561.42,570.65,578.26,582.12,583.55,585.35,589.06,592.07,590.28,592.25,586.31,582.41,593.06,595.92,595.67,595.64,598.34,595.01,592.65,585.79,580.02,572.22,564.99,570.97,558.95,546.36,537.97,526.56,517.92,505.04,495.97,487.49,480.70,473.21,456.69,449.86,442.94,435.06,427.49,420.33,412.94,406.28,391.81,394.81,378.41,371.90,365.88,362.67,360.20,354.68,354.96,352.87,351.97,349.24,348.72,348.11,350.88,347.15,347.77,350.03,350.95,352.05,354.62,349.88,353.86,353.62,360.03,364.52,369.47,369.97,370.84,374.83,384.29,387.52,397.59,405.20,408.66,415.11,417.92,422.77,429.82,428.55,432.46,439.05,451.04,457.29,459.21,458.57,458.47,457.07,457.40,462.05,461.84,459.33,448.77,443.34,437.57,L7
2007-03-25 22:03:32+00:00,351.69,340.15,324.53,313.24,309.69,310.08,308.79,315.61,314.86,304.30,301.79,297.57,296.66,297.20,302.06,300.38,304.41,307.22,311.34,321.67,312.24,317.94,323.32,329.74,333.62,338.07,345.57,354.39,342.03,372.27,365.61,375.64,385.90,392.42,402.35,413.12,419.96,429.91,443.72,448.40,472.03,464.46,490.08,481.28,491.38,503.98,510.17,513.37,513.26,515.45,517.51,517.92,523.17,525.44,518.78,519.68,524.49,524.10,521.48,513.44,508.99,502.83,500.86,489.41,481.41,480.27,471.46,484.64,494.74,504.84,512.62,525.09,531.63,540.12,547.11,552.87,560.58,564.55,574.99,573.65,577.72,582.82,585.64,588.78,592.40,584.95,585.30,586.95,584.75,593.51,595.93,596.02,595.91,594.65,592.94,591.04,583.15,579.07,568.78,562.33,567.01,554.41,538.09,530.17,517.28,507.67,494.41,484.35,476.33,468.57,463.70,445.52,439.44,432.81,431.06,424.94,415.41,405.92,398.30,391.22,389.69,381.36,373.81,369.09,365.46,358.19,357.35,352.95,347.44,343.59,345.55,346.18,342.05,343.36,342.67,345.60,346.65,347.51,350.40,353.10,339.01,345.04,346.41,353.15,358.74,362.98,363.81,370.92,375.77,383.49,388.12,392.79,399.38,403.86,406.70,412.41,416.94,421.53,426.89,432.44,434.21,449.38,451.09,454.01,454.49,454.79,453.89,454.60,455.81,457.92,457.32,446.16,441.83,434.73,L7
2007-05-12 22:03:23+00:00,360.57,348.32,329.56,318.11,312.95,314.39,308.65,314.81,311.87,300.72,300.63,297.97,297.92,300.03,307.78,307.75,312.26,317.41,318.38,318.00,322.19,328.44,333.97,341.47,344.79,350.89,360.22,368.46,361.26,387.09,379.58,386.14,394.28,401.26,409.98,416.82,422.75,430.48,441.79,451.27,475.95,470.04,493.62,485.67,496.86,505.27,512.51,516.06,517.23,517.96,521.57,517.75,522.23,525.05,516.78,518.90,525.58,524.37,522.30,512.93,510.23,505.25,501.08,488.17,480.21,482.59,475.88,488.98,501.26,509.92,518.52,531.53,533.59,541.64,548.46,555.06,566.99,569.82,581.77,580.53,585.78,591.85,596.43,597.59,598.31,587.13,588.83,590.93,586.91,593.22,594.32,596.49,595.69,594.97,593.48,591.16,580.75,577.90,566.99,563.43,569.63,558.73,544.32,535.25,521.01,507.55,492.68,482.12,477.69,471.30,467.96,449.69,444.51,436.16,437.77,432.13,421.15,412.41,403.12,395.35,395.14,389.91,380.57,374.67,374.00,365.13,364.63,358.15,352.30,345.65,350.03,349.45,343.08,342.57,341.66,345.37,347.69,349.44,352.69,357.62,341.60,346.49,347.68,356.40,359.97,363.13,364.98,376.54,382.18,390.29,394.36,396.84,403.76,410.07,410.80,416.78,423.02,425.35,432.16,440.84,445.05,457.15,460.30,464.34,459.85,460.30,461.13,458.36,461.83,458.03,458.31,445.91,447.70,437.77,L7
2007-05-28 22:03:16+00:00,359.25,347.75,329.51,318.03,312.80,313.62,308.16,313.47,309.11,299.25,296.95,294.95,294.19,297.22,304.52,305.04,309.85,315.46,316.06,316.31,320.59,328.44,333.97,341.47,344.79,350.89,360.22,368.46,361.26,387.09,378.55,386.20,393.02,400.28,409.34,417.33,424.35,432.28,441.46,451.20,473.67,469.42,490.77,485.32,496.28,503.87,510.73,513.75,515.59,516.10,520.14,516.90,520.15,521.40,516.67,520.08,523.25,523.14,520.06,511.93,507.61,502.56,497.81,487.14,478.95,482.59,475.88,488.98,501.26,509.92,518.52,531.53,533.59,541.64,548.46,555.06,566.99,569.82,581.77,580.53,585.78,589.57,595.32,597.59,598.31,588.73,589.89,591.38,588.51,594.09,595.31,597.41,597.03,596.19,594.52,590.50,580.90,577.78,567.27,562.73,567.86,557.98,546.30,536.11,522.97,507.18,493.96,482.47,479.10,472.15,468.32,452.96,447.82,438.28,436.67,430.81,421.53,412.78,403.70,396.42,395.12,389.24,380.65,374.70,373.44,364.58,364.04,357.74,352.69,344.79,348.78,347.32,342.59,341.06,340.75,344.11,346.23,347.48,351.10,356.17,344.54,348.64,350.00,357.46,361.01,365.56,368.96,377.31,382.72,390.44,394.83,398.20,404.39,409.45,410.80,416.78,423.02,425.35,432.16,440.84,445.05,457.15,460.30,464.34,459.85,460.30,461.13,458.36,461.83,459.10,457.74,445.90,447.70,437.77,L7
2007-09-09 22:06:09+00:00,355.43,344.93,332.01,323.95,315.93,310.14,301.09,310.17,300.68,292.13,289.77,287.04,285.38,288.98,295.79,300.43,302.81,311.60,315.34,320.84,330.22,339.20,341.28,348.27,359.56,365.61,377.79,384.20,380.96,404.86,388.93,395.73,402.59,411.43,419.05,423.19,433.68,439.24,444.13,454.76,478.74,474.08,490.43,491.22,499.18,503.36,509.17,512.50,517.72,518.90,519.95,515.75,514.40,513.53,516.38,521.08,519.09,519.02,515.95,510.00,501.38,496.18,488.63,483.04,478.99,475.54,471.13,486.91,493.27,508.45,519.67,530.24,528.26,537.11,545.73,557.83,566.90,574.39,582.03,571.53,579.60,585.51,592.08,596.02,592.17,590.08,593.11,592.59,591.82,598.07,598.60,598.02,599.74,597.98,596.08,589.02,583.67,578.76,570.60,563.85,562.67,555.21,550.00,542.03,531.37,515.01,503.80,490.00,485.41,476.68,469.41,462.30,450.96,441.44,439.00,431.54,420.59,416.08,410.78,405.20,399.80,398.27,389.55,384.12,380.26,370.90,372.52,364.05,357.61,346.08,348.72,343.81,341.33,335.34,339.27,343.66,343.49,343.83,347.82,353.75,350.13,353.01,353.87,361.78,365.51,371.40,378.31,381.62,383.95,391.23,395.58,403.12,408.15,410.51,413.23,425.96,430.75,438.56,445.14,443.79,449.40,457.81,463.51,465.44,467.90,470.12,472.96,475.00,475.56,459.48,452.61,448.20,462.10,456.40,L5
2007-11-04 22:03:02+00:00,351.05,338.74,324.78,315.93,309.80,304.33,296.93,295.80,288.09,284.38,278.81,277.82,275.82,281.22,285.70,292.39,295.15,302.88,305.33,310.47,318.21,324.68,326.27,333.63,340.28,349.85,356.99,365.10,375.23,385.92,386.91,393.36,400.92,410.81,419.66,422.05,433.40,439.43,445.85,454.81,466.27,473.67,482.13,490.42,498.88,502.54,509.07,512.01,517.02,520.12,519.07,513.47,512.13,512.38,518.02,519.09,516.11,513.31,511.17,505.01,498.39,493.88,487.38,482.37,481.90,479.87,469.29,479.25,488.21,499.68,509.37,518.24,518.45,533.92,534.60,545.44,551.52,558.93,566.29,572.29,579.50,584.04,589.46,593.11,592.08,591.83,594.98,594.35,594.24,598.25,599.77,598.21,599.02,596.26,596.96,590.46,582.85,576.98,571.40,564.30,562.81,555.09,549.49,539.90,529.08,514.48,505.71,491.67,481.56,473.51,464.25,456.89,446.63,437.44,425.76,420.02,413.41,405.23,398.19,391.29,388.09,382.54,380.20,370.35,368.47,363.13,361.63,354.06,353.53,344.64,344.56,340.01,336.06,331.24,332.44,336.32,337.34,337.78,337.70,342.91,346.72,351.15,351.28,358.11,362.63,363.67,368.53,376.50,383.03,388.99,390.97,400.23,400.31,402.82,407.51,423.33,434.46,434.68,437.65,435.76,442.00,451.90,461.00,465.47,457.04,461.85,463.89,462.36,458.44,454.57,452.10,449.75,452.34,444.30,L7
2007-12-06 22:03:16+00:00,342.98,326.02,313.74,306.21,301.82,295.24,290.30,290.92,289.17,284.11,279.55,277.01,276.99,281.31,282.59,289.93,292.94,298.59,299.31,306.41,312.68,318.64,320.00,324.87,331.57,339.67,344.80,356.84,364.79,376.03,383.45,390.67,399.69,410.58,421.14,425.15,431.48,440.14,450.90,455.92,463.77,474.54,481.36,490.72,499.52,503.79,508.89,512.15,515.82,519.84,519.00,513.33,513.55,512.83,517.64,512.89,511.31,504.57,503.44,498.03,493.74,490.48,486.98,482.52,483.80,477.20,466.79,472.42,481.70,491.84,498.27,508.61,516.46,534.58,532.41,540.67,541.79,550.47,557.36,564.18,569.16,572.82,574.59,581.76,584.86,590.29,595.57,594.44,592.29,594.63,595.53,592.74,591.85,588.85,590.00,585.68,577.30,568.61,566.86,558.17,559.70,548.23,540.93,531.60,524.24,513.52,506.30,493.40,478.96,471.99,459.60,448.82,438.09,430.45,416.93,410.72,399.74,391.36,385.98,381.40,378.40,372.59,370.75,365.80,360.39,358.68,355.26,350.83,348.59,347.60,344.70,342.29,336.15,333.93,332.33,338.03,337.48,337.61,332.66,336.18,342.65,348.22,348.37,351.67,356.77,353.64,359.05,367.41,374.72,381.12,383.10,390.95,392.12,394.10,401.36,415.89,427.52,430.42,433.30,428.64,434.71,443.50,452.96,459.40,452.14,454.32,456.06,456.33,452.42,449.49,450.00,452.16,446.50,440.09,L7
2008-01-23 22:03:21+00:00,347.85,330.65,317.29,310.22,306.07,300.11,295.63,299.82,297.95,284.11,279.55,282.80,280.34,284.16,286.35,292.94,295.58,300.77,304.26,309.99,315.38,323.21,325.29,328.80,335.25,342.25,349.47,360.26,369.95,379.15,386.79,394.88,402.79,413.92,424.11,428.36,437.37,445.11,455.69,460.70,467.45,477.63,485.60,493.57,502.35,508.40,512.09,515.57,519.67,523.94,523.68,519.48,518.64,519.36,522.72,517.92,517.56,510.59,508.82,504.06,498.82,495.89,491.02,486.14,486.07,479.39,470.67,476.87,485.00,495.52,501.83,512.78,520.19,537.76,537.08,545.60,544.58,553.31,560.53,565.90,571.06,573.83,576.33,583.02,585.15,589.43,594.61,594.61,591.16,596.63,598.12,597.00,597.47,593.80,594.45,590.94,582.94,574.76,572.23,563.35,559.70,548.23,540.93,531.60,524.24,513.52,506.30,498.99,485.61,475.07,464.98,453.38,441.52,434.05,420.94,413.10,403.78,394.88,391.42,385.23,382.52,375.98,373.13,367.91,362.88,361.14,357.60,352.72,351.63,348.33,347.12,345.05,338.38,337.00,335.19,341.02,340.67,341.40,337.28,342.11,347.89,348.22,356.43,357.98,360.56,357.89,361.57,370.70,379.52,381.12,383.10,393.97,395.91,399.75,407.53,419.78,431.24,434.08,437.40,434.40,434.78,444.80,453.72,460.93,457.17,459.24,460.00,460.49,457.28,453.76,455.08,454.03,449.68,442.63,L7
2008-02-24 22:03:14+00:00,345.15,328.49,315.78,306.41,302.64,296.40,292.65,296.14,295.23,281.82,278.60,281.64,280.41,283.87,282.55,289.17,291.94,296.44,299.99,305.37,311.87,320.25,324.48,327.90,332.67,339.84,347.40,357.86,366.42,376.33,383.56,391.97,400.02,410.34,421.47,425.66,433.88,440.86,451.21,456.36,462.60,472.23,485.60,488.63,497.07,503.70,508.90,511.32,514.97,519.19,519.05,517.72,516.85,517.57,521.07,516.71,516.02,510.12,509.05,504.20,500.21,495.30,489.38,483.39,482.41,476.42,467.59,474.15,482.14,492.13,499.22,509.63,517.09,532.84,534.40,543.39,542.95,551.87,558.94,563.07,568.81,571.44,574.23,578.78,582.85,586.07,591.13,591.20,587.41,593.47,593.24,592.65,593.21,590.02,590.94,587.29,579.53,572.97,569.37,560.56,556.12,544.59,537.59,526.98,519.92,510.99,502.22,498.99,485.61,470.41,460.33,450.24,438.66,430.11,417.59,409.47,400.03,394.88,387.02,382.13,378.34,375.98,369.93,365.15,359.87,357.89,354.03,349.52,347.23,344.90,342.03,339.49,333.92,333.80,331.70,337.14,336.32,336.26,332.44,342.11,347.89,344.46,353.94,356.71,358.84,355.50,359.31,370.70,376.61,381.12,383.10,389.71,391.53,395.48,403.54,415.05,425.57,428.70,433.05,430.71,428.52,440.33,448.03,454.76,457.17,454.35,455.55,455.67,452.21,449.05,449.55,449.16,443.97,438.09,L7
