,dates,mex0007-0000,mex0007-0001,mex0007-0002,mex0007-0003,mex0007-0004,mex0007-0005,mex0007-0006,mex0007-0007,mex0007-0008,mex0007-0009,mex0007-0010,mex0007-0011,mex0007-0012,mex0007-0013,mex0007-0014,mex0007-0015,mex0007-0016,mex0007-0017,mex0007-0018,mex0007-0019,mex0007-0020,mex0007-0021,mex0007-0022,mex0007-0023,mex0007-0024,mex0007-0025,mex0007-0026,mex0007-0027,mex0007-0028,mex0007-0029,mex0007-0030,mex0007-0031,mex0007-0032,mex0007-0033,mex0007-0034,mex0007-0035,mex0007-0036,mex0007-0037,mex0007-0038,mex0007-0039,mex0007-0040,mex0007-0041,mex0007-0042,mex0007-0043,mex0007-0044,mex0007-0045,mex0007-0046,mex0007-0047,mex0007-0048,mex0007-0049,mex0007-0050,mex0007-0051,mex0007-0052,mex0007-0053,mex0007-0054,mex0007-0055,mex0007-0056,mex0007-0057,mex0007-0058,mex0007-0059,mex0007-0060,mex0007-0061,mex0007-0062,mex0007-0063,mex0007-0064,mex0007-0065,mex0007-0066,mex0007-0067,mex0007-0068,mex0007-0069,mex0007-0070,mex0007-0071,mex0007-0072,mex0007-0073,mex0007-0074,mex0007-0075,mex0007-0076,mex0007-0077,mex0007-0078,mex0007-0079,mex0007-0080,mex0007-0081,mex0007-0082,mex0007-0083,mex0007-0084,mex0007-0085,mex0007-0086,mex0007-0087,mex0007-0088,mex0007-0089,mex0007-0090,mex0007-0091,mex0007-0092,mex0007-0093,mex0007-0094,mex0007-0095,mex0007-0096,mex0007-0097,mex0007-0098,mex0007-0099,mex0007-0100,mex0007-0101,mex0007-0102,mex0007-0103,mex0007-0104,mex0007-0105,mex0007-0106,mex0007-0107,mex0007-0108,mex0007-0109,mex0007-0110,mex0007-0111,mex0007-0112,mex0007-0113,mex0007-0114,mex0007-0115,mex0007-0116,mex0007-0117,mex0007-0118,mex0007-0119,mex0007-0120,mex0007-0121,mex0007-0122,mex0007-0123,mex0007-0124,mex0007-0125,mex0007-0126,mex0007-0127,mex0007-0128,mex0007-0129,mex0007-0130,mex0007-0131,mex0007-0132,mex0007-0133,mex0007-0134,mex0007-0135,mex0007-0136,mex0007-0137,mex0007-0138,mex0007-0139,mex0007-0140,mex0007-0141,mex0007-0142,mex0007-0143,mex0007-0144,mex0007-0145,mex0007-0146,mex0007-0147,mex0007-0148
0,1984-11-25 16:00:11+00:00,,,,,,,,,,,,,,,,,,,,,,,146.0500105851959,136.8684903947813,131.79236210018925,124.99877747036771,119.69110833422147,116.8004303790533,122.04558453416331,119.21326044372807,119.26002465428616,104.23227053743521,107.31039970411886,109.87579847170349,107.05647000941492,102.44048554774491,97.78048033599012,111.07664967774552,106.37454039707316,113.48381690951203,118.81118481060415,117.99250796981642,109.67577869252534,106.76753708503323,118.81661532221179,116.85558482278552,116.64787220602727,123.8404228290284,128.7598925827791,114.63218664707638,136.18236318586577,140.383969530253,124.2391442380715,136.48664799663885,173.169143862197,,164.30417690723746,162.83320105431437,171.8368555250262,160.75147834321942,149.08031116555355,144.49854377849405,129.2993789015652,126.1923918994446,160.62423552337924,,158.2784731205464,163.85338010396006,154.5793312912648,161.32381579091154,166.08787164157863,154.48157189840265,154.76583127990102,158.90193928949572,158.73049839525495,153.2451934083957,148.5637845792735,148.92087378106027,148.5816444883032,149.5255141731538,147.54073336549354,150.59179163102817,,,,,,,,160.67562076014994,,,,,,,152.99483925755197,120.17821635323025,118.64221920086666,130.03029515031986,,135.0858288781143,120.00286749555781,145.86909514657074,153.11998732565948,147.7364978707931,155.66959618759657,150.2053478637036,161.32143035644538,155.30468284769208,149.32117450765986,157.44924292873918,164.50035446553866,162.15017456813982,154.45609367872635,158.01357986097585,151.4250774184595,152.75497071685479,154.20524675667406,,,121.80789704759738,,,,,,,,,,,,,,,,,103.3873354065479,111.6525434049833,95.40904081235524,,,,,,,,
1,1985-02-04 16:06:30+00:00,,,,,,,,,,,,,,,,,,,201.88169068230175,196.05285524711408,193.09739939358815,177.68571555930654,173.28062293857104,159.94144065633978,145.74965119183454,135.78042512057115,136.8937407944514,134.7395530252646,133.0587237850534,128.54849331793352,129.31127176825973,127.21216788213209,123.10039161110093,120.90104783117762,117.70722642261839,123.92094084060054,128.60373385453335,129.88615574514492,123.02366431338139,123.38708726000398,128.7069392987511,124.75544856385739,127.82504718344995,132.53236203871748,130.64988609795816,134.32842235011339,130.77745308630656,137.72753240314077,139.56984686125222,136.62370060222892,150.1475618160133,149.1454617473352,163.34410300130534,165.9296360099656,164.02634300905115,160.4431967570003,169.17231946839874,171.24067173377628,169.38975212714521,174.54221273817723,172.64125013471303,167.69996252694838,170.45692264562453,169.7005125740064,172.28301102893371,165.58823690993975,171.08363687324592,168.81357045487098,171.79401739594354,175.77979829909344,177.9163087826516,175.32265654521447,171.21636002838184,172.44822810836905,166.1461166671762,162.71979660711915,166.59181523590763,162.78038356505007,168.05372761387076,157.90878898069425,161.06219083861487,160.85363989251002,155.9772662027874,155.4492813882887,151.94595068097235,150.76689431396122,158.12776925358546,156.82148434831163,157.79457782993953,157.22014398510404,155.6836408619049,156.8949117293936,160.4022081459533,157.905487804528,159.87671960378995,158.2831725727224,157.22350884304018,160.0247322507509,158.90997762531055,161.0536458773866,164.6996455447667,162.07545405775403,159.60349440250252,161.08449454375716,168.2881251689112,167.12076284460917,167.38329697593312,173.85119267483944,169.52745986953397,171.02870011423133,174.49843865066802,170.98410445228674,172.35964023976845,169.99972543028716,174.12247648058883,168.70051044127922,171.0184441591325,167.150018610631,165.82411322342216,169.2174275908325,173.97174733023616,167.6370403864257,168.81907094006195,161.86554195377622,158.33395157543137,161.0790389518204,157.31169298086363,156.56781262483264,159.52014388767702,155.2425396151503,154.40391396659868,157.9159642318147,154.22880873856636,152.694502580446,150.83057467430362,144.91719033523697,144.65978792120757,148.9161580546833,143.1440270521445,140.67053974191074,138.71692534198928,137.33231338382663,138.12714928462117,138.55305127557153,129.01483289023645,126.59074674444307,166.1254410534315,198.76923061145368,203.20148091758327
2,1986-01-06 16:03:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.53784472740242,159.85797549642768,162.27093641841557,164.57541253855317,169.1248238856045,169.5230330262214,169.48278917518854,169.13894198679824,166.089286962748,175.14940309116136,179.4541845664538,163.14138826532897,171.01654397898992,165.2773118593018,155.1708335742587,156.92442655234998,149.50703707151322,153.08358765594954,153.4330676732426,143.59925944944953,147.63608309334938,142.9632260178517,140.08004975139914,142.98347719384668,141.5075085366508,146.3362873340304,151.45459486069805,146.67749949410873,146.59885721354985,142.81573151367144,153.65857639997094,150.85417662459955,153.31126180900796,150.32218468878037,156.14798002477713,154.10806659204798,152.1775003584751,147.9196944334598,152.6731744993643,157.34863348095934,154.98871382494463,163.25926468707846,160.9640479522144,165.29815952274916,163.59577223574917,162.62156532009834,163.8189392349917,166.93922197045893,159.95955230513616,164.40289912937126,167.14726864557056,166.57709586046332,161.9587682981752,160.23243959199266,167.15822285418722,165.00959124456404,155.70981364842416,161.86163695425648,158.96437700176452,159.26716055323013,152.36546864182196,158.61345698668586,165.2065528459984,157.02430326167817,160.2323958442346,157.14355806635635,158.63254134009605,158.61384395476637,148.58476918001253,154.74330352528764,148.0703943243848,143.04884446955205,144.83608544145994,143.75027988923583,137.59160626773485,139.0550212812317,140.40093936128852,138.33087154403944,131.86053453758686,135.9137149439407,138.4295525429179,131.30865964273218,123.2797586251878,124.79103407877454,173.38997870227217,197.4262068237221,195.55734086633504
3,1986-01-15 15:57:40+00:00,,,,,,,,,,,214.8319213448548,236.2795973771409,240.8443025068837,238.0612654124783,242.30160595047838,230.08237483532707,215.93325600360677,197.67573486387613,177.0853980775579,171.77609958984348,164.11341618071205,153.8334466162209,146.9341337997791,126.90413660996957,119.23915061286803,123.25628520144524,116.29875006680207,115.75411162598358,123.19646900218684,129.05917748411508,130.50303132314963,123.68122304909015,121.39673811923082,113.49808994926425,124.96730706619535,124.31117636182499,118.25918936798398,115.65179145258318,110.60683284541439,111.7817117555057,125.41117275829312,114.85722785662726,111.38091682910486,112.90034396524985,130.7579651203285,124.62284040910949,125.38364598035854,132.91214578448378,127.95692031791579,135.56937914221717,145.77175740283926,142.16414345909027,151.28338617943888,153.03343552800527,146.87864108322196,147.40598675643156,160.53209513255655,157.78739663821,149.01874010954967,159.35690445800302,151.07271211267906,153.43352618913386,161.63355225644744,160.52273583987315,163.48469649897223,153.9707036074931,167.8036796538111,174.34259505891734,169.69800604980998,163.16968163191552,154.4695153360103,180.59879289105655,160.78376638505986,155.51917717522284,163.62444178776516,158.2197401996331,152.14481678126324,145.98025445706705,140.14036245486994,160.20164814774054,157.20376238181464,145.04164754109846,156.21243504916742,144.81298363657612,145.87402664550802,148.06602239838682,137.2002226794975,146.45263894546693,148.46408888163555,139.13856513387532,131.43994592663182,149.13918248854523,142.87297595478634,142.56198609203074,142.4246583711733,148.53737912742142,157.0375310880045,161.24385913090813,154.66776757251873,148.13685937697178,149.5452602356086,146.76542106753652,160.15975854654096,161.13958111409718,159.02474139108088,152.654020886694,157.59332565006605,147.35205919319134,157.9381722046457,153.66842917421826,156.43046274624635,156.15378627638074,158.90672728010523,164.15175339746241,160.05584374319824,155.06146235144558,161.9555515797862,151.9161851799557,159.29054220535343,163.27431186215665,159.02258708768227,149.03570111505908,139.38555632728685,145.12093976286548,146.95161537158796,155.5849950664078,152.25994372950157,146.17266609496323,143.6697853083677,149.3379389851245,145.6642704284155,148.83567009327086,147.20802816923472,135.99117207348303,146.00631796534898,141.44511039681066,135.01393581796287,135.28147394406648,132.17601164020155,129.117157376627,123.23366386734153,125.0241427532127,124.9839407265391,120.10681000148737,110.58808791346422,116.65507825256334,170.0924569703385,200.02424285204276,196.5273902300694
4,1986-03-11 16:02:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.9613978408644,169.07654338028053,171.28502014026486,178.26412930877584,176.30070962233225,176.51045946176137,179.61437047118338,175.46879906319234,176.832235501999,180.34611387968795,179.26486462837053,174.62224828810847,176.0929811620759,178.11088812911575,177.42052351915518,173.54681915662792,169.24499071004934,,163.65556638046408,163.10307298058433,168.48463914707872,159.7465776797492,159.69374172020895,159.53958759243545,158.34562513143933,155.93071711663103,157.40104528509053,150.7388700526947,149.0737434743891,,,,,,164.01240035796033,160.21017756803738,159.8500819279134,161.29428532710457,164.44839290324364,163.79176292022697,164.85881810218797,168.0429637848108,165.37210528807552,170.01446515918866,164.9557377139214,166.4653740801305,168.1956924609341,175.04710316960725,176.9395932371563,172.0219217243254,175.76549407928374,174.60626842953806,168.1579847916715,173.34084427845684,175.5484417386425,172.76905358371368,170.1784605929455,172.73075830163995,167.36655272180468,167.07200527359828,165.82463590070287,163.66039700921098,161.74778512036548,163.22902270924027,161.41981406496885,156.4906280495137,160.69715100478956,156.90573987306465,154.4429663205361,155.953694684577,149.54522930428217,156.25692539573896,153.35593818358967,157.17348916789697,154.11195748769887,144.4249004613782,151.66656347475862,138.84033253947945,143.53208975148368,141.30245654515858,137.41255744869878,145.27928295892065,140.48820444274946,138.17276744436523,133.8695409419666,128.47691799996844,171.28538464068183,201.4070417210344,208.46392382370104
5,1986-03-20 15:56:16+00:00,,,,,,,,,,,204.9051605095474,237.50910374143945,255.85153017319553,247.03819558806117,242.01737355858413,229.67650193855923,213.64788515674792,197.30731708362907,184.0473415933875,167.03274660942054,156.89866745592678,153.8990601765401,136.7048304385907,133.23151956023514,118.84706483609047,129.19418878255016,127.11024006734634,123.32211112803027,121.0517043170474,123.513094454411,122.39046081241784,121.72768895851958,115.01019685892527,119.78603883812262,117.54745218500808,116.2071028000504,117.53861341364187,115.8437242282237,111.39389224857776,113.84087848638869,113.52439040509678,123.1623379508517,122.07181982802886,125.76167228526695,127.31185805703903,121.28530670736592,128.270189110224,128.19702306114107,131.2641847206595,136.56638300047112,139.76404577060808,146.4840229092595,,151.91594735285787,155.84313950953947,150.25624747604417,158.93514135025976,161.10534749499186,162.5049860369994,166.46580117808566,163.90993560012268,161.04320509197385,163.4357460785788,163.80159131411287,167.57742666504373,165.78267486968014,166.22605048088826,163.90072655417657,166.84563795084674,167.41216344174524,166.53833364765617,162.17286983762898,160.36286141304404,157.8547892674204,167.21526840850555,163.10329367141313,164.2659430277106,,152.73970079816257,151.93071029102327,153.57463622754227,149.02508619680017,147.07360251570532,143.98867727396367,144.51982000819814,143.260390152428,140.2571546286876,135.0550314914133,137.2627325986237,138.44685521116747,143.9030319949359,149.08057461501,150.42220826914075,146.23458446944494,151.11250693583133,152.86689998898004,149.94040994335475,151.24880349105433,151.67501592697545,148.62626624327368,150.28061669143392,153.41261484513564,155.60138989992663,151.3664152396138,157.33741523713255,153.9184864265272,153.10609828107172,154.93574065047642,160.89982215696608,164.24117987902682,165.92660805105908,165.21625088897645,163.81444184856548,164.00780797954906,161.62419155120085,163.54313473371826,161.3742043442918,158.88893844835326,155.63985054020898,154.3888187973796,156.77503136535668,153.47009120658464,149.52903366208824,150.43116230608405,151.34423249132897,151.9335202704725,151.45676588121867,151.3694698086668,149.64185929542842,147.57636623796947,147.25782357922122,145.28979845184568,142.83065660565902,138.1950563808583,135.12581902319747,135.65168870497763,132.3050841506201,128.15210803537596,129.06969779745148,122.08020491433582,120.78960538891633,129.13435238360015,131.084393466861,129.47851430644567,122.37398931346048,117.85061323680088,158.37259873581814,190.1899507681087,192.13522963655464
6,1986-03-27 16:01:55+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.20843458986974,146.09671921531722,146.8848091187362,146.846538385018,147.3943372638558,149.0717930874598,151.9575073913607,154.10216274255595,156.1271742234268,160.66968106726816,161.37450526657514,158.4029762073015,160.12809065417142,161.8801029559553,164.54125201866233,163.28908463472345,162.58395716304557,162.7865551091356,162.92930378454102,162.7914367946886,166.18370718766084,163.28031260553726,159.00732686164017,157.62406481883687,158.55275254112198,162.92462595087449,165.42168408018082,164.7268672074624,162.92329985088588,161.7925623236919,158.92659681411666,158.84495915110318,156.15942204769573,155.0766320663148,155.14684695726788,155.0601583415226,154.0276615205203,150.99294533899263,150.20413241865322,145.55643586217582,145.58338858116443,147.20830815876394,148.84247754455808,148.13789210915007,146.18246866509668,147.27244270894838,146.88972851875707,140.2619274016589,139.8565174249153,139.48071695235345,135.5625570558715,134.0008870990267,131.76471713307077,129.49300530115985,131.16179648526304,122.87444545039116,120.31347598751162,163.4233201826861,193.91524927960336,196.18292436860852
7,1986-04-21 15:55:35+00:00,,,,,,,,,,135.3357832678789,176.14345150729758,201.81532276905654,222.78225906706032,229.65149236252458,232.07085511846782,209.46139869405667,192.10681976024412,179.67728211346827,166.82771874141505,155.12227499272362,132.64740201639333,127.42183348211765,117.50948934628337,111.92128693036605,107.41496937666946,109.45973614699435,106.52778382950632,94.0341928733167,97.90835355115837,106.35538822284083,104.03273665174741,94.22620027596052,97.43244898777331,96.77225667347638,99.45568435856828,96.07293206590167,94.00699234426476,91.98304611571601,,,,,,,,,109.38057004350584,103.37825226765,119.19429696999919,125.07855089470974,96.78385845487641,123.70494023345367,,,130.92908843304517,134.95817335170207,142.4979534623251,142.45922364454685,143.11357034792323,141.97278723562053,141.80578926217822,140.8077517931018,144.80307896931365,145.7572479434612,149.42007550043311,145.7615947507139,149.12488466955412,,151.6828579357619,150.925119168654,144.37011963772028,141.02623183943953,153.17314574993682,136.6440863171001,138.67214164307703,140.4310413735661,147.59287193192105,,,,135.47477756985188,,,,126.72508402451598,126.70665635323968,125.45104623109901,120.82274817532004,123.29920289100845,,,,,,,,,131.66946648963065,136.0167833445598,136.17542072178728,132.26760582924658,131.40046601506685,137.97223154968853,132.44018056222097,135.661356346444,133.73647854619688,143.85313192296476,146.68055198134448,145.52624396000627,143.3882767742983,143.31205826410593,147.21209334200313,144.6936613885243,145.71445816359633,143.5795979053434,139.6101744182637,142.4161407960587,139.50297761036836,134.76498064894315,130.82345320331453,137.9564233333093,133.98623312774848,139.13423314555487,143.88922377894994,142.85706224147265,138.45671866153407,132.75337035600458,138.00625720220043,137.817696612087,137.46371504431576,132.92342416757788,125.49270136378651,125.52154231991481,121.45666613787,118.8542821437493,117.96286883441155,115.2371708503684,115.92784529560387,,,,,,114.61418716935476,106.45921685766743,102.26796975357135,145.78770191669994,175.06586147099608,173.78444904843997
8,1986-07-26 15:52:40+00:00,,,,,,,,,,136.05268313929233,192.19241641282812,222.091786206484,232.87506284860925,232.2810040994705,226.27632953485028,222.96394036529418,217.1287453505147,222.87967003521072,190.8936186412489,158.42443618723962,136.63257076980548,127.45758801534377,120.51504414098807,110.21944354010003,106.14953098439584,101.71423735951409,108.70384904643416,105.02043271689232,107.26674362270302,104.47230227839654,98.86603945376449,91.39743176750854,98.02239204543172,94.60921070054013,92.60360016660293,94.53422375189943,90.99256766258148,89.0582583743633,88.5157401424375,87.98779601354431,86.78232141948648,86.59208123478432,92.00948370974119,97.97284650249159,97.5311715702508,93.02813242575839,97.0026093897374,101.60613589084507,115.11689954564858,114.54929193496547,112.65928532736996,115.63711860150777,122.5011170453594,124.41417376114663,123.34656986237196,124.43696107231479,125.04367712167436,125.74198537158938,132.92206485176823,135.1548432838556,138.34498086093328,140.37485182411947,140.91183521040165,139.36039429583028,142.39628997278163,139.7304618866064,141.02408595612405,136.118502622496,135.4842214385028,135.12784599880746,134.230166435549,132.17408473345088,135.00826230150878,127.9195163913968,131.1932105946484,133.0341560059878,138.0983532246781,123.30455635279264,133.94342221186145,133.89807601704882,130.92865711063845,130.0011794851012,130.0066055144992,130.95882909046608,120.47281391767518,124.60947589419922,122.69322627391946,115.93967065851062,123.94562068721127,120.93538777706658,118.79578260276955,121.46372048473245,122.41333132805323,128.92052436562346,129.62998220927753,137.3567797580024,135.38862289069104,130.09936667956364,135.90324618034987,130.6311133950358,134.8482104405456,132.29702486253095,134.84903033999962,134.22966005590476,135.00417375419832,131.07536730875051,130.85570191037874,130.64232799152737,128.9696132191709,139.682970148018,141.3511671776458,142.5510577543316,140.68187118287545,143.30030718951872,147.3123595918079,142.43325222740535,143.04537318602937,139.86691612800038,139.1127831882025,133.10191058615428,130.9615051153716,129.90196621962863,132.9887299258763,131.21260075729887,128.02854255239112,125.67401389863335,128.90236914867847,132.992251035777,131.592024867015,133.1926228223817,124.94465243049264,127.47500051857082,122.41808728435589,124.3735509090766,123.13780074410907,120.1373559121823,120.16844802623118,112.13292308342554,113.38405208164046,109.12415424592663,102.02980265591529,111.37192003024262,112.60107588043553,117.00807559707155,106.70220215708038,102.69793259496531,141.47289028739422,172.90363838431128,176.97491732921466
9,1986-08-11 15:52:05+00:00,,,,,,,,,,116.0875989596199,,196.11644060863327,221.61195303487324,228.45482689639294,218.24689396036987,214.7602593583583,199.8271991326761,196.38215932839123,179.4918419571403,163.90886020616318,143.46687977353076,131.25773390915748,121.17572582880129,106.49262771374998,102.57175144990258,97.39498262574752,104.01481362879287,98.26514733825282,102.93679750573814,107.02840442405837,109.05332993193936,99.97171947983317,96.3291172085019,96.06761676658047,99.2074995532443,99.54169998141944,90.8430338576148,91.54551867339057,95.34474436719483,95.6511795360436,96.91296498692634,90.20750207498456,86.14968632388023,96.32612378225764,102.45137232903669,103.02333409335716,104.4729574070321,104.21245297165838,114.23037734106487,128.21604908826583,113.42569370303612,126.97284767037324,131.8024052208637,138.35981509808929,133.71744768122443,131.46652285349734,136.94088407415262,136.36548393334746,135.32444519925062,138.3516807159248,136.8001856247903,146.43892457295385,143.09554030438275,145.6688761132952,149.32828110449114,146.02542080663824,150.5396274501128,148.4495534145848,146.29133467144803,146.73941214123968,141.82442844991382,139.44949404210385,137.62477040768883,130.61350799893623,133.81933040393884,134.49317525672726,133.80707568776924,,135.18217233429763,138.4031046797691,137.4845213797378,132.86335757311159,130.32157207549156,132.02389945407313,127.1934530594109,132.53930641754565,129.16683109503916,123.88371442258332,122.23508722422751,126.96642274687875,125.86264831122153,126.1502322670775,123.90265359271227,121.3962753175285,130.3738417989347,138.47659246918434,136.11251989356444,132.53669145380573,137.1366764709469,138.0093080034283,135.34762503333846,138.6715298213066,138.2138484285576,134.73043942352206,137.93588317197455,135.96795530028473,136.10344125793037,138.136565822755,136.38307739933623,136.67368935605177,135.52585154011584,142.69468466067937,142.91287190868067,142.23236847144392,147.64634363396388,147.75230994215795,141.2814424365725,140.52388080287088,143.19645934365585,139.02690429707084,135.4636873388453,131.39414572523114,134.74276864944295,132.36373762440317,124.22783699878438,123.15609819222212,118.9791267108059,129.54588272211305,132.69813744745363,131.93155637526397,133.56434891839442,126.26283549594133,125.37938096839511,121.72775378901905,121.17151214607985,121.37942994494021,118.35409452481444,112.9419985645221,100.83045724054288,104.39902569103768,112.51131853748439,113.36623261241776,106.63240877822409,106.25689586171913,99.52813213478765,102.87624926250048,147.13311538552654,169.93873573479408,179.47121339351295
