dates,satname,nzd0481-0000,nzd0481-0001,nzd0481-0002,nzd0481-0003,nzd0481-0004,nzd0481-0005,nzd0481-0006,nzd0481-0007,nzd0481-0008
1999-08-26 22:07:08+00:00,L7,,353.57,354.07,353.82,355.65,372.14,374.51,369.50,383.45
1999-10-13 22:07:36+00:00,L7,343.52,349.61,353.00,349.05,348.57,355.69,361.11,362.94,367.52
1999-11-30 22:07:23+00:00,L7,332.01,334.54,339.91,327.75,328.84,347.85,358.63,358.65,361.69
1999-12-16 22:07:33+00:00,L7,334.08,338.52,341.94,336.84,342.08,348.34,356.71,361.38,366.13
2000-05-08 22:06:44+00:00,L7,,347.53,353.44,346.75,345.75,348.57,361.97,365.89,375.05
2000-05-24 22:06:10+00:00,L7,325.36,337.97,351.60,341.96,346.94,356.56,361.72,362.98,373.72
2000-05-31 22:12:18+00:00,L7,295.69,338.55,344.48,331.10,337.78,342.49,352.07,357.68,357.79
2000-06-25 22:06:19+00:00,L7,,332.56,352.08,344.84,352.60,358.31,357.78,363.03,370.99
2000-07-27 22:05:48+00:00,L7,,340.17,349.16,347.54,350.17,349.29,361.17,369.14,378.41
2000-08-03 22:11:31+00:00,L7,327.15,356.66,360.51,358.01,355.25,362.93,365.10,366.67,380.50
2000-08-12 22:05:41+00:00,L7,,349.18,354.10,348.35,351.48,366.59,365.64,369.00,379.51
2000-08-19 22:11:25+00:00,L7,,51.98,,,,,,,
2000-09-20 22:10:50+00:00,L7,334.90,337.98,346.82,343.66,348.12,354.50,361.83,362.29,362.59
2000-12-02 22:04:57+00:00,L7,344.55,346.22,354.34,348.70,348.39,357.44,361.83,364.26,372.16
2000-12-18 22:05:01+00:00,L7,339.93,344.12,353.19,344.79,349.63,349.13,358.72,366.89,368.09
2001-01-03 22:05:00+00:00,L7,334.45,344.84,349.09,344.08,342.39,350.59,358.70,363.33,368.12
2001-02-20 22:04:36+00:00,L7,348.10,359.75,358.00,350.78,351.86,362.83,364.54,367.20,385.29
2001-02-27 22:10:42+00:00,L7,,,,,,,,,
2001-03-31 22:10:31+00:00,L7,284.12,270.67,288.11,283.65,287.85,297.07,,,326.11
2001-04-09 22:04:41+00:00,L7,345.15,359.68,362.58,363.90,362.95,373.77,367.75,363.91,376.94
2001-07-14 22:03:57+00:00,L7,296.00,320.60,325.30,318.32,322.53,337.29,345.54,351.47,367.98
2001-08-15 22:03:02+00:00,L7,323.13,348.17,355.28,354.56,357.61,357.21,365.99,367.00,374.43
2002-03-11 22:03:07+00:00,L7,353.32,360.29,359.41,354.41,355.29,367.82,370.72,371.12,383.25
2002-04-12 22:03:25+00:00,L7,345.28,358.96,361.85,364.12,367.45,375.44,370.18,366.00,381.52
2002-05-14 22:02:55+00:00,L7,325.59,361.16,367.23,361.90,357.09,368.20,365.84,362.99,376.30
2002-05-30 22:02:49+00:00,L7,356.09,330.54,340.74,355.35,,358.43,359.78,351.74,365.93
2002-06-15 22:02:43+00:00,L7,299.14,,352.80,350.11,352.87,360.21,360.70,363.02,371.55
2002-08-18 22:02:45+00:00,L7,330.07,339.62,340.12,336.57,342.60,347.46,352.96,359.76,361.77
2002-11-22 22:02:21+00:00,L7,358.71,366.94,362.39,358.58,356.07,369.90,372.23,365.65,378.69
2002-12-08 22:02:51+00:00,L7,339.69,342.93,339.82,330.38,340.80,344.21,352.86,356.20,361.72
2002-12-24 22:02:33+00:00,L7,349.88,353.18,354.44,346.84,350.19,353.42,361.94,365.94,371.49
2003-08-05 22:02:35+00:00,L7,315.39,341.75,347.91,334.80,337.56,,,358.97,367.13
2003-08-13 21:51:08+00:00,L5,346.09,367.16,368.51,365.20,370.35,375.26,378.74,375.46,390.71
2003-09-14 21:51:42+00:00,L5,343.32,354.91,356.46,354.26,354.75,364.08,362.51,367.01,369.38
2003-10-07 21:58:11+00:00,L5,,,,,,,,,
2003-10-16 21:52:08+00:00,L5,346.77,348.19,352.46,348.51,352.10,355.49,357.82,360.24,364.35
2003-11-17 21:52:57+00:00,L5,343.23,340.01,345.59,338.09,344.28,355.39,360.41,362.60,361.57
2003-12-10 21:58:53+00:00,L5,,,335.86,330.61,329.50,350.93,348.40,349.38,
2004-01-12 22:03:07+00:00,L7,,351.79,352.42,344.81,350.47,345.88,351.60,357.29,367.66
2004-01-20 21:53:24+00:00,L5,344.55,352.42,355.90,347.11,358.04,362.95,367.61,385.82,395.85
2004-04-09 21:54:07+00:00,L5,329.83,338.86,356.74,341.64,345.48,347.69,355.32,357.79,370.77
