dates,sar1221-0000,sar1221-0001,sar1221-0002,sar1221-0003,sar1221-0004,satname
1984-05-06 09:33:51+00:00,167.18,159.77,171.09,178.25,153.76,L5
1984-08-19 09:30:15+00:00,163.7,152.85,166.4,170.1,152.95,L5
1984-08-26 09:36:33+00:00,159.11,153.76,166.57,171.71,146.89,L5
1984-09-04 09:30:25+00:00,171.9,164.38,176.19,178.71,150.64,L5
1984-09-11 09:36:38+00:00,159.39,155.11,160.86,172.27,149.64,L5
1984-09-27 09:36:39+00:00,173.86,163.66,163.0,178.36,171.35,L5
1984-10-29 09:36:32+00:00,158.7,147.77,147.41,167.17,150.93,L5
1985-06-26 09:36:35+00:00,173.61,166.33,183.24,187.75,179.62,L5
1985-07-12 09:36:29+00:00,166.08,162.32,175.4,179.54,163.2,L5
1985-07-28 09:36:22+00:00,173.46,169.05,182.93,182.91,179.1,L5
1985-08-13 09:36:12+00:00,163.88,162.17,173.57,180.83,166.97,L5
1985-08-29 09:36:02+00:00,173.97,163.73,174.55,180.86,175.61,L5
1985-09-14 09:35:49+00:00,165.64,156.07,162.12,178.82,159.95,L5
1985-12-03 09:34:43+00:00,,132.46,148.07,154.82,156.44,L5
1986-01-04 09:34:08+00:00,155.09,,145.24,152.0,132.99,L5
1986-03-25 09:32:25+00:00,,,,,155.76,L5
1986-04-19 09:25:41+00:00,155.24,,,,,L5
1986-05-05 09:25:17+00:00,161.55,161.16,176.55,180.09,165.81,L5
1986-05-12 09:31:17+00:00,174.62,171.71,186.11,183.85,174.97,L5
1986-05-21 09:24:51+00:00,175.1,166.43,183.52,182.41,155.98,L5
1986-05-28 09:30:50+00:00,161.36,154.52,169.86,171.24,149.4,L5
1986-06-29 09:29:50+00:00,165.23,156.65,170.45,173.35,163.87,L5
1986-07-08 09:23:21+00:00,162.63,153.66,173.88,174.88,160.07,L5
1986-07-15 09:29:17+00:00,164.83,158.69,170.07,173.37,164.12,L5
1986-07-24 09:22:47+00:00,171.94,156.3,166.5,168.79,154.15,L5
1986-07-31 09:28:43+00:00,167.17,161.2,171.99,177.53,167.72,L5
1986-09-01 09:27:32+00:00,165.14,155.71,166.72,176.92,167.67,L5
1986-09-17 09:27:01+00:00,170.95,160.25,159.65,178.28,157.53,L5
