dates,nzd0310-0000,nzd0310-0001,nzd0310-0002,nzd0310-0003,nzd0310-0004,nzd0310-0005,nzd0310-0006,nzd0310-0007,nzd0310-0008,nzd0310-0009,nzd0310-0010,nzd0310-0011,nzd0310-0012,nzd0310-0013,nzd0310-0014,nzd0310-0015,nzd0310-0016,nzd0310-0017,nzd0310-0018,nzd0310-0019,nzd0310-0020,nzd0310-0021,nzd0310-0022,nzd0310-0023,nzd0310-0024,nzd0310-0025,nzd0310-0026,nzd0310-0027,nzd0310-0028,nzd0310-0029,nzd0310-0030,nzd0310-0031,nzd0310-0032,nzd0310-0033,nzd0310-0034,nzd0310-0035,nzd0310-0036,nzd0310-0037,nzd0310-0038,nzd0310-0039,nzd0310-0040,nzd0310-0041,nzd0310-0042,nzd0310-0043,nzd0310-0044,nzd0310-0045,nzd0310-0046,nzd0310-0047,nzd0310-0048,nzd0310-0049,nzd0310-0050,nzd0310-0051,nzd0310-0052,nzd0310-0053,nzd0310-0054,nzd0310-0055,nzd0310-0056,nzd0310-0057,nzd0310-0058,nzd0310-0059,nzd0310-0060,nzd0310-0061,nzd0310-0062,nzd0310-0063,nzd0310-0064,nzd0310-0065,nzd0310-0066,nzd0310-0067,nzd0310-0068,nzd0310-0069,nzd0310-0070,nzd0310-0071,nzd0310-0072,nzd0310-0073,nzd0310-0074,nzd0310-0075,nzd0310-0076,nzd0310-0077,nzd0310-0078,nzd0310-0079,nzd0310-0080,nzd0310-0081,nzd0310-0082,nzd0310-0083,nzd0310-0084,nzd0310-0085,nzd0310-0086,nzd0310-0087,nzd0310-0088,nzd0310-0089,nzd0310-0090,nzd0310-0091,nzd0310-0092,nzd0310-0093,nzd0310-0094,nzd0310-0095,nzd0310-0096,nzd0310-0097,nzd0310-0098,nzd0310-0099,nzd0310-0100,nzd0310-0101,nzd0310-0102,nzd0310-0103,nzd0310-0104,nzd0310-0105,nzd0310-0106,nzd0310-0107,nzd0310-0108,nzd0310-0109,nzd0310-0110,nzd0310-0111,nzd0310-0112,nzd0310-0113,nzd0310-0114,nzd0310-0115,nzd0310-0116,nzd0310-0117,nzd0310-0118,nzd0310-0119,nzd0310-0120,nzd0310-0121,nzd0310-0122,nzd0310-0123,nzd0310-0124,nzd0310-0125,nzd0310-0126,nzd0310-0127,nzd0310-0128,nzd0310-0129,nzd0310-0130,nzd0310-0131,nzd0310-0132,nzd0310-0133,nzd0310-0134,nzd0310-0135,nzd0310-0136,nzd0310-0137,nzd0310-0138,nzd0310-0139,nzd0310-0140,nzd0310-0141,nzd0310-0142,nzd0310-0143,nzd0310-0144,nzd0310-0145,nzd0310-0146,nzd0310-0147,nzd0310-0148,nzd0310-0149,nzd0310-0150,nzd0310-0151,nzd0310-0152,nzd0310-0153,nzd0310-0154,nzd0310-0155,nzd0310-0156,nzd0310-0157,nzd0310-0158,nzd0310-0159,nzd0310-0160,nzd0310-0161,nzd0310-0162,nzd0310-0163,nzd0310-0164,nzd0310-0165,nzd0310-0166,nzd0310-0167,nzd0310-0168,nzd0310-0169,nzd0310-0170,nzd0310-0171,nzd0310-0172,nzd0310-0173,nzd0310-0174,nzd0310-0175,nzd0310-0176,nzd0310-0177,nzd0310-0178,nzd0310-0179,nzd0310-0180,nzd0310-0181,nzd0310-0182,nzd0310-0183,nzd0310-0184,nzd0310-0185,nzd0310-0186,nzd0310-0187,nzd0310-0188,nzd0310-0189,nzd0310-0190,satname
2006-01-20 21:44:25+00:00,378.47,371.44,363.87,363.16,363.18,348.34,340.32,336.17,337.96,329.58,324.58,320.39,314.59,314.20,333.86,337.48,344.14,350.29,355.21,361.76,364.99,371.29,370.86,376.72,386.53,395.06,399.78,395.32,392.92,389.44,384.88,372.90,366.64,364.34,362.71,365.19,363.59,363.14,355.12,353.90,350.02,350.70,346.87,352.16,352.42,356.53,358.91,369.94,373.04,379.14,383.86,389.40,394.72,397.03,408.86,417.30,429.58,437.72,441.98,439.46,445.93,454.20,465.85,470.53,449.14,443.55,412.99,377.47,344.04,384.54,406.61,438.61,456.84,462.80,461.21,454.55,446.12,446.78,447.29,443.67,432.38,432.70,425.29,425.37,422.09,412.57,410.88,407.19,403.82,402.42,404.09,398.84,395.18,390.08,392.90,393.98,386.17,388.34,391.74,394.04,398.01,398.61,403.22,407.89,413.50,417.09,418.28,420.09,420.36,430.80,431.07,434.04,440.65,448.82,444.24,452.72,474.23,486.48,486.21,473.39,462.22,431.64,420.16,421.72,397.85,379.01,359.81,350.54,347.12,342.77,332.49,320.42,299.45,275.32,,162.29,276.28,344.16,351.53,351.08,362.35,375.69,376.54,375.37,382.93,389.24,395.98,399.78,391.67,388.46,371.62,365.17,360.28,359.35,355.91,350.05,346.82,346.79,342.70,344.35,342.90,337.45,338.26,330.50,325.25,341.50,329.60,333.45,337.42,339.31,348.49,347.75,357.98,363.76,382.23,384.41,403.10,409.17,403.32,387.47,383.00,365.56,359.14,345.16,337.69,336.57,332.72,325.24,317.52,317.99,310.93,L5
2006-01-27 21:50:46+00:00,381.22,373.72,368.17,356.11,351.35,346.64,339.58,327.91,334.15,330.64,320.87,301.93,304.64,312.93,314.46,330.26,337.99,337.72,344.76,344.52,352.32,359.45,366.40,371.70,376.26,385.07,386.33,383.88,378.23,375.41,373.05,374.82,362.51,356.25,361.13,360.44,357.39,348.69,350.00,345.48,342.49,344.14,343.36,338.44,344.63,345.35,349.94,352.89,361.84,368.26,370.13,374.45,381.76,379.55,383.74,389.29,400.65,412.21,427.45,431.95,441.50,440.55,454.58,455.79,441.66,417.25,449.83,,,420.95,426.08,442.77,445.45,441.85,446.32,446.35,445.44,440.20,429.81,429.62,430.78,418.25,420.75,421.51,417.12,410.87,403.44,391.88,385.47,384.89,378.33,376.58,381.43,382.33,378.68,372.41,377.30,381.63,,,,,,388.46,397.96,409.11,413.48,413.13,417.27,418.21,425.36,433.23,439.87,448.88,459.49,462.92,463.60,477.68,469.29,458.60,438.53,426.14,411.94,379.29,371.07,365.20,358.53,346.32,337.54,336.97,332.95,321.85,319.13,289.67,,,340.41,328.30,344.94,342.81,345.45,352.20,358.09,362.40,359.69,360.50,369.00,368.49,363.15,356.20,352.54,346.27,336.89,332.11,330.28,329.96,322.69,316.28,308.75,311.14,304.78,299.48,295.99,296.72,300.83,301.78,306.89,310.62,314.28,313.64,310.91,313.93,320.83,329.53,338.25,359.08,372.22,386.68,367.83,366.33,350.97,350.79,332.13,328.22,323.96,314.54,304.30,298.57,296.55,286.01,295.92,L5
2006-02-12 21:51:08+00:00,371.10,360.85,351.19,337.64,332.02,326.55,320.79,318.02,317.08,314.03,311.81,310.91,312.70,313.88,315.70,315.91,327.08,337.33,342.85,345.50,348.41,355.09,365.99,376.37,382.71,385.16,383.41,378.28,371.97,369.19,363.67,362.88,355.76,353.33,351.69,352.54,348.97,346.45,344.39,338.77,336.44,336.54,336.61,340.67,344.60,344.92,340.64,345.09,352.01,358.69,364.17,367.43,374.73,379.29,388.04,399.52,407.39,416.21,428.29,436.54,443.67,453.68,462.34,463.03,443.30,425.07,409.95,397.32,,376.55,413.37,431.21,436.38,438.99,436.46,436.73,429.79,428.07,427.83,425.79,424.23,416.93,417.11,410.58,407.19,401.14,394.80,384.54,379.61,378.08,373.95,372.85,373.22,375.51,376.08,373.45,369.82,367.92,369.61,369.54,371.90,376.05,379.33,382.73,392.51,399.44,408.62,408.86,411.11,412.91,411.73,418.09,426.37,438.26,447.57,455.23,459.48,469.08,462.90,455.45,436.14,417.66,402.49,388.94,373.67,359.71,355.05,342.18,328.76,328.60,328.42,321.22,306.66,270.37,,,313.36,328.42,340.53,343.26,345.53,345.55,350.45,352.65,355.49,359.34,366.76,372.97,374.31,361.98,356.41,352.28,342.78,333.56,324.72,321.34,317.22,316.02,313.13,313.58,311.00,309.96,305.67,303.07,308.82,311.39,307.77,309.92,312.50,319.21,318.55,323.64,334.93,341.45,353.83,367.25,376.09,386.80,372.62,362.62,352.92,344.00,337.34,332.14,324.92,323.12,313.08,307.71,298.89,289.43,297.74,L5
2006-02-13 21:44:31+00:00,,,,,,,,,,306.29,307.80,,,304.18,308.16,314.47,322.98,328.94,334.91,341.04,346.50,353.49,360.64,367.39,,,,,,,,,349.99,348.63,343.20,343.04,343.32,341.81,336.86,328.52,329.48,329.42,330.43,330.80,333.00,,,,,,,365.86,371.01,376.70,381.77,390.96,397.38,408.25,421.53,430.06,435.68,443.21,447.99,,,,,,,352.15,403.72,424.13,434.07,435.14,434.43,431.61,426.41,427.01,426.82,418.45,,,,,,393.98,384.32,383.00,376.81,373.39,372.23,371.06,374.44,373.13,372.91,371.52,,,,,366.36,369.03,371.49,379.14,385.05,394.45,401.55,403.45,408.38,409.82,405.15,,,,,441.68,450.09,462.28,460.04,440.38,433.43,416.77,405.36,388.86,375.56,,,,,,318.63,315.18,294.71,260.91,,,297.34,325.60,333.10,,,,,344.78,345.42,350.41,359.22,366.20,361.80,355.09,344.96,342.12,,,,,,311.66,310.22,304.32,299.64,303.08,302.97,299.93,300.69,305.00,,,,,314.87,318.66,324.63,333.68,346.74,356.57,370.17,383.42,367.43,,,,,319.98,313.20,307.12,300.38,296.73,291.75,289.87,293.52,L7
2006-02-20 21:50:43+00:00,371.71,368.50,353.34,346.44,338.04,,,,,,,,,,,310.86,322.59,330.19,337.14,349.41,358.15,356.77,371.46,375.80,381.24,381.55,391.83,384.38,377.86,,,,,,,,,339.54,332.09,328.39,322.94,323.29,327.08,330.69,328.69,333.60,340.78,341.12,354.09,358.99,,,,,,,402.61,412.89,422.26,430.06,437.02,445.73,454.29,458.61,446.13,433.61,407.93,,296.30,,,,,441.20,433.07,428.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.45,395.06,398.98,400.19,405.95,403.12,408.64,411.38,420.83,432.15,,,,,,415.72,404.93,396.30,383.03,370.54,356.38,339.15,329.19,321.25,315.74,,,,,,,288.10,316.95,316.92,322.40,323.57,330.14,329.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.05,341.92,360.65,373.24,362.11,355.32,336.60,333.16,319.23,,,,,286.47,284.71,291.05,294.07,L7
2006-02-21 21:45:08+00:00,368.90,370.17,356.32,345.93,338.13,329.92,322.33,316.96,317.98,315.12,310.49,313.34,306.95,307.35,316.91,321.60,329.89,341.86,348.99,354.19,361.18,365.62,373.50,381.44,389.42,391.85,397.30,389.92,379.18,373.14,367.70,361.94,354.46,354.23,346.13,340.57,341.87,345.53,336.76,332.38,326.83,325.12,329.81,333.62,334.24,335.68,346.62,346.11,355.49,361.92,368.33,373.62,379.59,383.61,385.93,397.14,404.99,415.29,423.68,432.14,440.91,446.84,453.83,460.16,449.64,440.73,413.33,354.80,285.98,361.27,397.42,421.41,428.73,437.05,431.73,429.49,425.24,420.10,414.80,407.68,403.21,412.23,414.32,414.00,404.01,395.38,388.47,378.24,373.15,372.66,373.07,370.99,373.14,369.10,367.83,363.81,365.82,366.99,367.90,362.14,365.63,368.40,370.72,374.30,381.75,388.10,389.85,397.08,401.26,406.96,403.08,406.37,406.41,412.81,414.61,427.70,436.49,446.43,443.57,432.02,426.36,414.23,399.60,385.58,376.74,366.72,351.65,333.41,327.36,328.11,320.55,313.85,289.91,252.44,,,291.62,321.94,331.39,334.90,333.84,329.92,325.41,336.61,,340.84,345.24,358.47,,,,,335.72,323.36,316.49,309.31,306.50,301.10,305.85,300.55,297.16,295.07,291.85,290.38,293.75,293.33,296.20,301.19,302.79,306.78,310.43,319.39,312.92,327.97,335.16,334.64,360.46,371.75,353.42,331.38,298.72,,291.41,285.15,285.36,292.60,294.98,279.43,280.71,285.06,294.24,L5
2006-02-28 21:51:28+00:00,369.84,360.10,343.58,327.81,319.51,312.07,307.75,302.38,294.19,294.37,292.91,291.51,296.35,302.32,307.72,315.75,318.50,320.70,328.99,335.15,345.38,354.33,360.69,366.98,370.98,378.62,380.87,369.44,362.48,361.95,354.30,353.24,344.30,340.31,340.43,338.01,337.52,325.19,324.45,318.69,318.21,317.63,317.55,318.70,329.16,331.15,336.13,340.28,343.29,353.30,360.49,365.04,373.27,381.46,384.51,391.08,397.44,409.92,417.56,426.13,438.15,441.97,450.95,453.49,445.51,427.51,401.15,358.97,267.59,378.53,403.85,422.33,433.13,435.35,426.48,424.43,418.85,418.26,411.81,411.29,413.11,408.82,407.02,402.18,401.31,396.00,390.48,383.75,377.72,370.04,366.70,364.50,363.87,362.05,363.75,365.22,366.61,364.57,368.12,368.06,369.12,370.20,374.55,380.14,384.68,388.29,392.65,403.03,405.64,409.19,412.04,417.31,420.67,428.75,434.50,447.48,453.09,465.92,459.55,443.53,428.93,412.85,401.30,386.39,371.33,365.50,352.36,339.84,328.02,321.39,323.64,315.00,300.57,267.80,205.62,,296.51,313.01,313.99,322.96,327.54,332.93,336.65,339.44,340.50,341.39,345.40,356.34,357.36,355.10,345.42,340.86,334.52,326.50,322.04,317.45,309.66,307.45,305.91,309.25,300.69,301.78,295.11,295.32,293.91,298.00,301.33,304.69,312.62,311.94,321.96,329.40,333.07,336.12,344.93,364.30,376.56,385.29,373.78,357.88,,342.25,334.27,329.08,,319.44,312.50,309.95,301.71,296.93,302.21,L5
2006-04-18 21:44:27+00:00,379.38,362.80,359.61,350.35,339.87,329.73,321.65,319.35,318.22,311.57,304.55,306.10,303.51,301.96,314.71,,,,,,,,377.84,384.68,390.93,396.28,402.76,392.08,385.81,377.01,372.68,368.27,364.77,361.85,354.45,346.54,,,,,,,,331.55,333.91,336.55,339.78,347.10,353.61,360.94,369.90,379.08,389.50,395.84,398.93,,,,,,,,456.01,459.05,443.08,435.63,412.77,345.30,,406.58,423.34,435.24,447.16,,,,,,425.01,424.97,420.84,423.80,420.22,417.25,412.94,411.08,404.01,397.82,392.83,,,,,,362.30,375.00,374.22,371.86,371.48,373.13,369.41,375.53,381.24,386.56,,,,,,413.91,417.86,422.53,420.98,422.40,429.28,443.27,455.49,464.13,464.24,,,,,,372.86,362.43,337.33,327.93,325.91,330.87,328.00,318.16,293.95,,,,,,302.14,313.50,325.73,333.69,335.22,331.16,340.08,356.40,358.72,,,,,355.40,346.96,337.81,334.30,333.89,331.47,325.12,324.83,324.57,,,,,,318.64,317.76,323.62,320.15,328.54,339.02,343.69,351.24,,,,,,395.17,377.96,,349.08,353.97,341.22,,338.80,,,,,,L7
2006-04-25 21:50:40+00:00,347.02,336.88,336.89,321.72,310.91,308.05,299.13,300.80,296.85,286.91,283.82,284.07,286.89,286.28,287.40,294.57,307.93,315.84,,,,,,,,,376.33,373.75,372.16,362.72,363.57,361.26,352.03,346.82,343.29,341.40,334.92,330.45,328.42,327.82,,,,,,,320.04,323.92,327.33,333.66,340.03,358.51,367.27,377.28,384.65,382.94,,391.67,391.43,,,,,,,415.90,423.13,,,,386.05,409.03,426.48,431.39,429.93,422.35,,,,,,,397.89,390.80,391.53,387.38,385.54,376.43,371.99,364.77,361.60,354.63,353.09,,,,,345.80,351.26,354.33,356.37,357.11,360.46,363.20,372.78,376.68,385.54,392.18,,,,,413.21,419.65,433.35,443.61,440.79,458.16,446.96,435.21,412.28,388.78,372.94,,,,,318.68,308.13,303.10,306.51,299.19,286.10,259.56,213.84,,252.60,,,,,310.04,318.69,321.04,,329.73,338.20,345.24,,,,,,,,,,,,,,,,,,,,,294.90,297.32,291.60,301.93,313.40,325.84,326.46,348.13,358.71,,,,,345.30,325.73,312.61,300.92,288.19,289.97,271.08,278.98,269.37,,L7
2006-06-04 21:53:04+00:00,323.87,302.73,294.33,291.30,282.66,283.87,276.77,278.78,275.49,273.99,,,256.14,276.43,285.25,290.10,297.48,302.28,306.97,312.62,319.99,332.75,330.89,334.49,340.05,348.78,352.47,339.59,337.83,337.62,341.59,332.46,321.71,311.19,311.34,311.36,307.60,306.95,297.05,298.67,300.25,300.64,302.84,,,,,,,,,,,,369.86,371.64,371.43,382.44,390.18,397.65,407.36,416.42,425.17,430.90,422.54,414.48,389.89,335.75,294.08,,379.86,399.63,407.27,413.61,,,,,,,,,,,,,379.06,375.27,372.14,363.22,356.94,350.52,348.98,348.69,348.93,349.99,348.83,345.50,346.52,345.16,345.88,345.19,353.37,353.66,359.20,362.74,365.64,369.92,376.04,381.53,393.41,399.09,401.22,408.37,412.87,418.98,435.34,442.98,431.07,416.51,399.26,378.22,359.61,350.86,342.19,330.10,322.23,308.30,298.34,298.01,295.13,288.51,268.14,,,208.17,248.22,285.14,299.72,304.59,302.46,302.62,304.54,313.05,,323.08,327.01,331.01,,,,,314.87,299.35,294.44,288.53,285.13,290.25,290.80,285.13,275.99,272.01,265.61,273.07,275.86,281.96,282.98,292.50,293.01,295.92,304.42,310.47,305.78,311.86,316.71,325.63,342.18,345.71,342.79,334.43,331.28,317.27,299.74,306.81,296.40,294.91,285.96,268.66,286.56,285.12,288.32,L5
2006-06-05 21:44:30+00:00,325.10,307.30,303.03,293.47,292.88,292.10,,,,,,,,,279.33,297.50,,,,314.70,323.37,327.76,331.94,337.52,339.50,345.32,355.84,347.28,342.83,,,,,,,,281.55,299.81,304.88,305.00,301.79,306.38,311.17,314.77,320.23,,,,,,,,,,,,,,,,,,,,,,394.61,371.83,256.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.07,406.31,383.64,370.65,351.97,345.11,336.15,325.92,308.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.35,,,,286.68,292.47,293.62,299.96,302.68,,,,,320.45,338.13,342.08,356.47,361.26,361.27,347.63,348.93,344.51,,,,,310.60,295.99,293.76,285.91,286.16,L7
2006-06-13 21:47:01+00:00,325.01,306.23,300.20,,,,,,,,,,,,,,,,,,,,,,343.38,342.35,342.69,341.47,334.96,341.49,335.23,327.58,326.54,317.11,314.67,310.30,312.94,306.12,301.87,302.90,307.62,307.01,309.78,312.04,320.45,321.46,,,,,,,,,,,,,,,,,,,,,366.66,333.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.69,297.67,302.12,305.18,311.14,319.39,322.27,326.76,323.76,326.15,332.42,340.61,336.03,333.47,321.19,311.78,304.67,297.48,297.05,294.65,293.21,287.68,292.77,290.13,290.79,285.15,285.31,285.87,286.68,288.57,294.41,295.12,303.73,308.87,310.34,324.85,329.12,339.63,340.42,359.45,365.31,359.48,346.49,343.85,335.33,326.70,320.15,312.53,311.21,302.39,292.91,288.27,290.38,292.55,L5
2006-07-23 21:44:10+00:00,,,,,282.10,271.02,259.85,242.87,249.18,253.79,250.41,,,,283.18,300.70,309.75,313.42,324.24,318.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.93,,,,278.59,280.90,,,,,302.74,307.11,308.36,317.14,322.66,333.64,340.02,351.47,359.79,,,,,348.40,336.84,330.14,318.46,318.84,317.78,310.58,303.10,292.03,,L7
2006-07-30 21:50:20+00:00,,,303.95,300.44,291.02,276.87,268.57,231.16,255.53,264.43,266.76,,,271.75,287.29,300.32,312.17,318.20,306.39,,,,,,,,,359.08,345.21,343.40,327.98,328.44,322.49,323.10,306.07,313.91,303.99,,,307.78,309.67,,,,,,,322.44,337.27,343.91,,,,,377.60,388.97,,408.53,411.45,418.50,,,,,,,,,322.37,387.02,400.62,410.67,410.85,402.06,392.18,394.45,396.24,,,,,,390.82,389.55,388.05,380.11,381.61,377.86,374.97,373.01,370.36,365.79,363.15,,,,,,350.08,353.80,355.04,355.14,354.79,359.10,362.63,363.88,369.71,371.35,376.63,,,,,403.34,406.40,416.66,430.79,436.39,435.15,414.52,400.47,387.55,367.27,,,,,,295.00,276.52,248.77,,,,,224.99,263.63,,,,,310.48,313.81,317.91,321.72,325.89,334.44,335.62,338.08,327.74,326.09,,,,,303.22,303.00,299.36,294.19,293.40,292.89,,,,,,,,312.23,310.71,319.66,324.79,330.62,343.54,341.50,348.21,363.15,,,,,,332.92,329.88,325.42,322.20,323.05,307.23,304.65,308.30,,L7
2006-08-23 21:54:11+00:00,321.43,317.45,311.79,302.94,285.49,273.64,262.92,257.35,252.70,253.69,244.96,257.80,262.33,274.27,282.93,291.70,302.11,304.51,316.61,320.98,323.60,330.19,334.21,337.82,346.69,357.32,358.89,354.40,352.92,348.32,338.10,332.36,322.89,315.00,307.05,309.04,313.28,307.36,308.68,309.49,315.04,310.94,310.78,313.71,318.54,326.67,335.39,336.84,342.33,341.08,340.61,344.95,352.33,360.73,371.12,377.94,383.46,391.40,400.54,398.73,401.65,406.81,419.28,422.21,411.81,396.63,374.24,335.18,373.73,376.65,383.44,391.20,396.49,400.77,399.00,,,,,,,,,,,,,,,,,,,,,,,,,,,357.29,356.89,357.16,361.74,366.40,372.24,379.64,388.01,391.21,405.24,410.84,413.97,420.98,423.37,431.84,432.92,442.45,432.42,423.05,404.96,389.13,379.26,355.13,341.82,330.00,318.01,304.48,277.13,251.65,234.85,,,,241.80,284.35,303.44,300.90,303.04,305.01,322.85,330.84,329.19,327.43,330.70,334.31,338.19,347.98,350.31,338.15,328.07,324.28,320.11,314.41,311.01,300.98,298.21,295.13,291.47,289.02,288.82,292.34,292.36,290.91,292.38,298.07,306.27,313.70,307.14,309.81,317.17,320.59,325.55,330.87,335.92,353.14,364.73,380.33,369.78,364.31,348.26,332.82,322.79,320.39,319.66,321.72,332.03,340.36,330.47,316.51,310.63,L5
2006-08-31 21:50:16+00:00,323.50,315.73,302.64,296.01,288.29,276.70,,,,,,,,,,287.03,299.80,293.09,305.11,318.33,323.21,321.44,335.91,335.50,343.69,347.89,349.90,343.31,332.53,336.23,,,,,,,,290.51,288.82,284.77,289.30,293.99,,,,318.27,,,,,,,,,,382.48,390.10,395.68,400.55,405.37,408.48,414.18,421.05,425.89,413.35,401.87,,327.92,355.62,,,,,384.11,395.43,394.07,393.36,394.86,392.97,389.74,387.24,392.90,392.10,389.61,,,,,,,363.98,365.19,364.45,360.96,361.86,363.72,358.28,355.87,355.41,355.00,,,,,,363.34,373.09,379.64,384.21,388.56,394.03,401.32,405.86,410.53,416.75,,,,,,400.87,391.06,379.08,,,,,,,,,,,,212.70,261.56,297.02,306.17,304.90,311.70,326.66,328.07,327.38,,,,,,348.73,339.69,333.12,327.04,318.83,310.34,309.95,306.88,311.47,,,,,290.37,294.56,293.65,293.89,296.69,301.67,313.20,314.15,319.51,,,,,,,,,,,,,,,,,,,,,,L7
2006-09-01 21:48:07+00:00,331.90,323.02,314.67,305.03,295.78,288.76,281.60,269.53,269.36,268.70,258.80,268.99,281.48,287.78,300.92,307.82,316.80,309.43,325.01,330.65,341.46,339.06,344.84,350.01,357.36,371.08,375.96,370.07,362.00,358.15,346.46,339.60,330.71,332.38,321.50,327.60,325.17,324.20,320.99,315.80,316.19,318.76,322.92,327.52,330.46,335.29,340.81,346.66,345.64,345.26,353.63,358.62,370.58,373.85,379.33,390.58,400.33,409.82,415.19,415.86,417.21,425.94,433.54,438.61,430.68,416.49,376.61,359.70,384.39,399.62,402.94,412.23,419.19,418.81,421.78,414.95,418.00,414.44,410.10,408.37,404.74,409.09,408.67,407.46,398.57,398.31,392.96,388.29,388.13,386.77,390.91,382.47,378.65,374.47,379.03,377.51,378.22,371.70,372.77,369.50,371.04,366.93,368.57,373.96,379.60,386.40,389.21,392.46,397.10,,,,,,,,,,,,,,,,,,329.87,311.37,287.59,271.24,250.75,,,,264.58,293.29,320.03,317.25,312.21,318.95,338.31,338.58,339.72,338.98,347.34,354.58,363.95,365.76,359.97,349.98,347.84,341.73,336.99,329.39,320.44,324.08,322.53,316.24,312.51,311.08,310.07,307.17,305.09,308.34,313.25,314.25,318.62,323.16,325.37,330.60,338.80,339.93,349.61,352.00,357.15,365.85,376.55,391.23,384.53,373.50,368.84,355.98,349.20,342.99,341.62,348.33,357.09,345.42,329.58,327.15,322.00,L5
2006-09-16 21:50:10+00:00,,,275.00,284.29,279.13,276.47,269.57,264.01,259.40,258.53,238.29,,,271.26,281.46,295.01,303.49,297.28,,,,,,,,,,343.70,333.58,328.25,322.22,324.03,319.84,316.08,303.58,308.00,301.01,300.86,302.71,301.42,,,,,,,,318.29,321.66,327.56,332.62,341.18,344.05,359.57,363.30,372.29,379.29,390.31,391.44,,,,,,,,,319.23,348.22,363.95,388.23,406.75,413.87,415.49,408.97,404.96,,,,,,,371.48,373.25,374.60,374.49,372.34,373.34,367.62,363.37,360.56,357.59,360.05,,,,,,350.41,347.89,352.38,352.08,353.29,352.61,360.65,364.12,369.96,375.32,,,,,,413.30,422.18,426.42,433.75,441.01,430.45,416.44,401.16,386.98,366.76,,,,,280.38,274.77,254.02,228.84,,,,260.58,279.47,302.64,,,,,317.75,323.87,328.03,341.49,344.38,343.33,343.31,337.18,328.90,,,,,,302.50,298.47,288.10,283.03,283.23,283.15,287.31,284.84,286.42,,,,,306.53,309.56,308.29,313.65,321.27,327.67,330.54,339.96,351.04,,,,,320.54,318.61,318.31,320.44,320.16,320.16,309.93,305.53,304.19,,L7
2006-10-10 21:54:44+00:00,334.17,323.10,315.23,309.90,304.90,294.37,286.41,278.39,267.19,265.49,254.80,264.02,276.20,278.11,290.13,294.33,306.52,308.88,309.96,328.30,332.53,333.41,343.20,349.03,354.66,363.54,367.22,359.00,352.52,353.59,349.18,333.80,332.42,330.39,315.84,320.61,312.58,316.88,312.27,312.47,314.32,323.22,324.53,329.50,330.11,337.59,336.05,342.10,343.77,348.50,345.44,348.67,354.12,369.31,372.89,380.57,389.74,396.51,404.69,419.46,424.30,433.29,437.97,442.41,424.04,397.91,,335.62,358.63,386.78,409.94,412.84,417.12,420.83,415.82,412.73,416.68,414.25,420.32,415.78,414.51,411.11,407.62,403.55,386.56,382.48,381.13,382.10,376.93,375.91,372.51,373.32,379.68,378.37,374.20,367.41,367.19,367.30,371.21,363.59,361.39,366.15,365.91,366.73,371.61,375.43,381.92,387.95,392.76,397.62,405.71,411.17,414.23,420.92,416.78,419.86,435.88,440.38,438.57,419.04,411.90,397.85,382.98,375.11,332.41,317.09,299.94,274.44,277.39,271.09,236.34,,,,242.72,294.78,303.04,310.48,328.18,334.44,338.14,338.42,336.85,338.40,343.97,348.09,346.63,354.71,353.86,349.06,343.27,335.40,333.72,328.91,327.55,311.11,307.79,306.31,302.25,299.25,295.35,301.04,310.21,308.23,304.93,313.90,316.20,320.07,314.35,319.00,324.19,331.35,335.91,343.23,354.74,362.67,373.95,378.85,375.88,361.63,359.07,334.54,336.48,337.97,331.00,334.15,328.50,321.56,314.42,319.84,319.91,L5
