dates,nzd0310-0000,nzd0310-0001,nzd0310-0002,nzd0310-0003,nzd0310-0004,nzd0310-0005,nzd0310-0006,nzd0310-0007,nzd0310-0008,nzd0310-0009,nzd0310-0010,nzd0310-0011,nzd0310-0012,nzd0310-0013,nzd0310-0014,nzd0310-0015,nzd0310-0016,nzd0310-0017,nzd0310-0018,nzd0310-0019,nzd0310-0020,nzd0310-0021,nzd0310-0022,nzd0310-0023,nzd0310-0024,nzd0310-0025,nzd0310-0026,nzd0310-0027,nzd0310-0028,nzd0310-0029,nzd0310-0030,nzd0310-0031,nzd0310-0032,nzd0310-0033,nzd0310-0034,nzd0310-0035,nzd0310-0036,nzd0310-0037,nzd0310-0038,nzd0310-0039,nzd0310-0040,nzd0310-0041,nzd0310-0042,nzd0310-0043,nzd0310-0044,nzd0310-0045,nzd0310-0046,nzd0310-0047,nzd0310-0048,nzd0310-0049,nzd0310-0050,nzd0310-0051,nzd0310-0052,nzd0310-0053,nzd0310-0054,nzd0310-0055,nzd0310-0056,nzd0310-0057,nzd0310-0058,nzd0310-0059,nzd0310-0060,nzd0310-0061,nzd0310-0062,nzd0310-0063,nzd0310-0064,nzd0310-0065,nzd0310-0066,nzd0310-0067,nzd0310-0068,nzd0310-0069,nzd0310-0070,nzd0310-0071,nzd0310-0072,nzd0310-0073,nzd0310-0074,nzd0310-0075,nzd0310-0076,nzd0310-0077,nzd0310-0078,nzd0310-0079,nzd0310-0080,nzd0310-0081,nzd0310-0082,nzd0310-0083,nzd0310-0084,nzd0310-0085,nzd0310-0086,nzd0310-0087,nzd0310-0088,nzd0310-0089,nzd0310-0090,nzd0310-0091,nzd0310-0092,nzd0310-0093,nzd0310-0094,nzd0310-0095,nzd0310-0096,nzd0310-0097,nzd0310-0098,nzd0310-0099,nzd0310-0100,nzd0310-0101,nzd0310-0102,nzd0310-0103,nzd0310-0104,nzd0310-0105,nzd0310-0106,nzd0310-0107,nzd0310-0108,nzd0310-0109,nzd0310-0110,nzd0310-0111,nzd0310-0112,nzd0310-0113,nzd0310-0114,nzd0310-0115,nzd0310-0116,nzd0310-0117,nzd0310-0118,nzd0310-0119,nzd0310-0120,nzd0310-0121,nzd0310-0122,nzd0310-0123,nzd0310-0124,nzd0310-0125,nzd0310-0126,nzd0310-0127,nzd0310-0128,nzd0310-0129,nzd0310-0130,nzd0310-0131,nzd0310-0132,nzd0310-0133,nzd0310-0134,nzd0310-0135,nzd0310-0136,nzd0310-0137,nzd0310-0138,nzd0310-0139,nzd0310-0140,nzd0310-0141,nzd0310-0142,nzd0310-0143,nzd0310-0144,nzd0310-0145,nzd0310-0146,nzd0310-0147,nzd0310-0148,nzd0310-0149,nzd0310-0150,nzd0310-0151,nzd0310-0152,nzd0310-0153,nzd0310-0154,nzd0310-0155,nzd0310-0156,nzd0310-0157,nzd0310-0158,nzd0310-0159,nzd0310-0160,nzd0310-0161,nzd0310-0162,nzd0310-0163,nzd0310-0164,nzd0310-0165,nzd0310-0166,nzd0310-0167,nzd0310-0168,nzd0310-0169,nzd0310-0170,nzd0310-0171,nzd0310-0172,nzd0310-0173,nzd0310-0174,nzd0310-0175,nzd0310-0176,nzd0310-0177,nzd0310-0178,nzd0310-0179,nzd0310-0180,nzd0310-0181,nzd0310-0182,nzd0310-0183,nzd0310-0184,nzd0310-0185,nzd0310-0186,nzd0310-0187,nzd0310-0188,nzd0310-0189,nzd0310-0190,satname
1999-08-21 21:47:20+00:00,330.17,328.98,333.12,331.01,323.77,314.25,304.46,304.08,316.33,321.96,320.82,315.15,316.96,308.08,307.73,319.76,332.28,335.12,331.81,334.22,337.98,343.57,344.75,347.82,357.65,368.73,371.03,357.23,358.11,359.70,356.70,343.80,336.38,331.25,322.24,313.95,314.93,313.01,316.08,319.46,322.35,322.39,,,,,,,,,,,,,378.83,386.26,,411.84,416.34,428.64,437.48,447.24,458.42,465.02,459.05,461.07,454.18,449.16,442.18,428.05,426.11,420.79,409.52,405.87,409.45,409.57,408.25,397.33,382.44,377.10,374.94,379.39,388.07,385.28,378.06,353.04,342.91,338.65,,,,297.13,314.73,337.86,346.68,357.87,361.05,369.41,377.13,379.68,378.85,379.47,383.67,388.97,389.73,394.14,396.98,403.79,410.58,414.65,423.08,427.77,436.66,446.53,454.89,457.42,464.76,469.99,465.59,459.31,449.88,432.43,412.53,404.60,392.31,382.76,369.84,359.45,349.85,350.71,349.83,354.47,354.98,351.98,354.66,352.03,360.91,360.23,367.78,369.65,378.39,378.90,386.61,387.67,394.60,,,,,,,389.46,382.08,369.30,369.53,357.57,361.45,353.54,,,,,,,340.44,342.90,342.01,349.17,353.53,354.95,365.46,368.84,376.35,381.33,382.54,387.04,396.03,,,,,,,,,,,,,,329.28,L7
1999-09-22 21:47:24+00:00,334.64,333.90,332.57,326.06,315.38,319.85,319.01,316.61,323.01,322.72,318.84,311.94,310.55,306.13,311.88,321.38,330.30,329.64,332.84,336.76,342.37,347.19,345.10,346.80,357.14,366.12,370.02,360.99,359.44,357.20,357.13,347.88,340.50,334.53,324.40,318.30,317.40,315.30,315.58,318.50,318.54,318.91,325.94,331.26,326.48,331.36,334.36,,,,356.46,,,,378.90,389.50,,414.25,419.62,431.38,446.64,452.28,464.69,468.78,459.26,455.66,451.32,448.31,435.88,422.40,422.41,419.27,411.52,405.81,404.44,410.11,409.26,400.72,388.39,378.74,367.12,372.62,380.28,379.98,373.38,351.38,343.68,337.35,,,,308.44,321.58,342.56,354.10,365.50,361.20,368.52,377.02,380.90,383.08,391.23,391.58,392.61,395.99,399.38,401.27,404.24,410.48,416.52,429.29,430.47,443.67,455.09,454.28,462.94,476.34,482.09,479.54,470.43,454.39,435.22,414.69,407.58,400.03,392.01,379.79,362.92,355.29,355.43,357.38,357.97,357.21,356.11,362.57,360.96,367.57,367.98,370.73,373.15,383.40,385.74,390.18,393.84,396.86,405.67,408.56,415.57,415.71,410.05,406.33,391.88,382.00,374.44,372.03,365.23,365.47,357.55,357.37,352.48,349.64,344.98,341.97,341.34,339.93,349.89,352.00,355.70,357.40,356.00,363.88,368.53,372.06,374.29,378.25,386.26,397.53,421.21,420.46,402.86,387.55,377.17,357.65,344.29,341.29,358.77,355.74,363.99,359.56,359.55,335.40,L7
1999-09-29 21:53:40+00:00,332.49,331.18,327.34,322.64,313.85,316.96,318.27,316.24,320.39,320.52,316.89,309.46,306.54,304.88,309.82,316.91,322.74,323.22,332.84,326.61,335.29,339.01,340.64,341.26,351.46,361.44,364.72,356.60,357.11,354.55,351.18,344.77,337.61,331.08,323.59,317.76,315.32,312.94,314.16,315.60,314.97,316.26,319.16,323.69,323.27,329.59,330.12,331.34,337.16,342.11,351.55,348.94,353.52,361.84,373.72,383.97,386.26,408.44,417.45,428.48,442.63,450.57,461.40,467.11,459.61,454.52,450.18,448.22,439.39,428.48,422.21,417.88,409.98,405.92,405.38,406.79,405.84,400.47,389.70,379.62,368.77,368.93,374.67,374.65,369.44,350.61,341.71,334.07,287.65,,,308.44,319.79,342.05,350.77,362.10,361.74,366.05,371.64,377.99,381.15,388.13,391.52,393.66,394.16,395.99,399.42,403.76,409.63,415.82,425.63,434.12,440.29,447.72,453.24,463.33,474.08,483.66,480.73,469.71,456.89,435.76,415.60,407.48,399.13,389.03,376.87,363.25,356.98,358.30,359.39,359.85,359.61,360.74,362.13,363.90,365.77,367.56,371.18,374.32,381.56,387.57,389.66,392.58,394.29,401.42,404.32,412.57,409.28,403.56,395.44,387.07,380.13,373.52,370.68,365.01,364.29,357.11,354.81,347.64,346.39,342.69,341.68,338.76,341.83,350.86,353.79,357.00,358.87,359.92,364.73,367.85,370.59,372.46,380.67,388.04,399.09,415.36,408.89,401.61,388.74,372.81,365.24,355.79,349.06,355.54,354.18,353.03,347.04,344.89,331.70,L7
1999-10-24 21:47:20+00:00,332.06,329.99,326.62,323.28,318.83,320.46,319.18,315.53,317.18,318.66,317.80,310.14,307.32,305.84,309.20,315.17,321.75,323.00,330.80,328.42,333.37,337.82,340.99,343.82,352.43,361.30,366.89,357.78,357.95,357.09,350.25,344.93,338.85,334.19,326.05,318.23,316.50,314.24,315.25,315.39,313.89,317.29,319.66,323.21,325.82,328.98,331.96,336.89,341.68,343.62,354.45,357.16,361.02,365.50,375.27,387.54,393.77,409.04,420.02,429.92,442.92,450.19,463.99,469.72,459.50,454.22,448.98,445.92,434.51,426.08,422.41,416.97,409.97,404.80,405.39,407.08,404.79,398.42,388.01,378.49,367.02,367.63,373.51,371.04,363.69,354.92,341.71,334.07,291.32,,411.81,308.44,319.79,350.52,356.32,363.06,364.68,371.00,375.13,381.90,385.59,395.23,395.93,394.88,395.21,398.28,401.32,405.25,409.58,417.13,428.15,432.59,444.69,452.40,455.72,467.47,477.82,484.73,481.23,471.44,455.13,437.51,419.52,411.66,401.91,391.60,380.21,366.38,358.84,360.75,361.12,359.74,360.58,362.46,362.70,366.21,367.52,372.38,374.86,376.72,385.53,388.39,391.13,394.80,397.59,403.00,408.78,415.06,411.52,405.19,397.28,388.32,380.82,376.58,374.34,367.95,366.29,358.21,358.98,353.73,347.86,345.24,345.73,346.10,345.83,352.03,358.01,360.20,363.93,362.67,364.54,366.50,368.63,372.10,378.61,385.71,400.39,417.67,408.49,397.06,387.12,374.34,364.81,357.44,352.97,358.59,356.11,353.94,347.27,343.26,332.03,L7
1999-11-25 21:47:14+00:00,329.00,325.29,322.25,319.45,315.05,315.90,314.64,311.07,311.79,314.86,313.64,307.36,307.32,305.84,305.34,309.63,315.76,318.71,321.06,322.94,327.74,331.42,337.14,340.74,347.70,357.99,362.05,352.67,352.92,351.48,344.22,338.53,333.76,329.20,322.19,314.53,313.31,310.53,311.39,311.00,309.24,312.76,314.26,317.86,325.82,328.98,331.96,329.14,333.48,336.70,347.31,357.16,361.02,365.50,375.27,387.54,393.77,409.04,420.02,429.92,442.92,450.19,463.99,469.72,459.50,454.22,448.98,445.92,434.51,426.08,422.41,416.97,409.97,400.94,405.39,407.08,404.79,398.42,388.01,378.49,367.02,367.63,373.51,371.04,354.43,346.84,334.45,321.48,291.32,,411.81,308.44,310.35,350.52,356.32,363.06,359.10,363.02,375.13,381.90,385.59,395.23,385.38,394.88,395.21,398.28,401.32,405.25,409.58,417.13,428.15,432.59,444.69,452.40,455.72,467.47,477.82,484.73,481.23,471.44,455.13,437.51,412.30,411.66,401.91,391.60,380.21,366.38,358.84,360.75,361.12,359.74,360.58,362.46,362.70,366.21,367.52,372.38,374.86,376.72,385.53,388.39,378.80,394.80,397.59,403.00,408.78,400.98,399.01,391.80,397.28,388.32,380.82,376.58,374.34,367.95,366.29,349.77,347.46,341.24,338.89,337.89,337.69,337.56,340.10,345.52,351.83,354.66,358.23,356.99,359.21,360.43,363.66,367.46,376.28,386.49,399.70,416.61,407.09,394.67,385.06,371.95,365.30,357.11,352.20,354.44,351.41,348.73,342.06,339.23,329.55,L7
2000-01-19 21:53:25+00:00,331.55,329.54,321.07,317.17,312.76,313.54,313.82,310.41,311.55,309.53,308.11,302.94,303.38,302.23,300.89,307.94,313.77,315.77,316.50,320.39,324.03,330.55,334.50,335.81,344.77,355.45,359.88,351.78,351.22,350.23,342.12,333.80,331.31,327.75,320.97,313.22,310.59,308.19,310.96,310.73,309.36,310.48,310.92,316.58,322.14,326.01,331.19,328.87,332.22,334.77,343.55,349.73,354.87,361.84,375.70,387.63,394.03,406.81,416.36,426.79,438.09,445.95,457.56,463.59,454.17,449.29,444.38,437.38,426.16,417.93,416.77,410.22,404.18,396.55,397.26,398.86,396.09,389.13,380.87,374.08,363.82,364.53,370.86,372.38,352.24,347.06,333.06,312.54,291.32,,405.24,308.44,325.49,357.39,365.36,364.73,360.56,364.27,375.49,382.51,384.49,392.08,383.51,389.68,395.86,402.93,400.97,401.11,404.75,416.23,427.46,427.11,440.86,452.12,452.20,463.67,475.35,482.28,479.51,467.74,448.02,433.51,413.54,413.94,401.02,387.99,377.58,362.81,355.17,355.75,355.53,354.59,356.66,358.02,359.41,361.35,364.68,368.39,368.94,372.26,382.97,383.88,377.25,390.60,393.99,398.76,404.73,400.08,397.13,389.91,396.61,388.53,382.68,379.17,375.76,366.62,362.19,347.69,344.83,340.64,337.77,338.09,335.11,334.92,337.44,341.80,347.34,351.52,354.62,354.43,358.75,359.24,361.69,364.17,373.27,383.88,397.48,414.01,404.07,392.96,382.57,368.51,359.90,355.24,350.82,351.08,345.75,342.59,335.50,333.36,326.50,L7
2000-02-20 21:53:17+00:00,337.15,333.47,322.00,316.49,311.98,315.14,317.89,314.58,312.60,307.06,306.01,302.14,302.66,303.76,302.88,308.61,312.68,314.82,315.92,320.59,323.66,328.10,333.32,336.08,344.17,354.98,359.60,352.38,350.22,348.57,340.90,334.95,333.43,329.02,322.48,315.67,311.78,309.59,311.94,310.60,308.65,311.49,314.14,319.55,324.39,328.26,333.91,332.06,333.63,335.86,343.08,350.36,358.55,368.06,378.74,390.04,396.95,407.26,416.65,425.55,436.70,444.12,455.16,460.99,451.40,445.47,440.67,433.71,423.16,416.79,414.49,407.79,401.92,393.44,391.74,393.76,391.39,385.51,379.19,372.33,360.00,361.62,368.31,370.91,351.13,342.01,321.64,295.31,291.32,,405.24,326.41,334.10,362.38,370.17,368.09,363.39,366.82,377.26,382.85,385.08,392.98,384.44,391.19,397.87,404.22,402.68,402.50,405.96,417.25,427.70,427.57,440.74,451.65,451.26,464.27,476.25,483.76,480.83,468.78,448.44,435.30,416.64,415.34,401.95,387.60,377.31,362.99,356.12,355.93,357.09,355.52,357.70,359.64,360.46,362.59,364.36,368.55,368.59,372.52,381.27,382.78,375.84,390.41,393.37,398.45,403.48,401.24,398.08,390.86,395.23,388.00,383.24,379.02,374.51,366.32,360.52,348.65,347.83,343.08,338.87,339.04,336.77,336.29,337.64,341.42,348.28,353.41,356.42,355.40,358.18,358.38,360.65,363.84,374.54,386.36,400.23,415.73,405.13,393.55,382.61,370.73,361.82,355.93,350.69,351.18,345.35,340.88,333.42,331.16,324.25,L7
2000-05-03 21:46:43+00:00,348.19,340.73,324.84,318.00,313.83,311.76,311.35,310.61,308.73,299.45,296.89,298.11,304.02,305.26,300.84,306.28,311.03,313.28,310.32,317.57,320.07,325.68,331.80,336.03,343.03,354.20,357.59,353.80,347.57,344.87,337.62,328.19,328.36,325.35,319.69,314.16,310.51,309.54,312.94,311.47,310.60,310.09,312.35,319.68,322.60,326.73,332.83,330.06,330.65,333.33,335.59,349.03,360.36,372.24,387.14,393.16,400.13,405.99,409.75,418.36,424.66,433.54,439.13,445.56,439.03,435.78,430.82,417.02,409.96,404.64,407.41,395.72,386.63,382.60,376.64,377.85,374.16,369.66,369.00,372.11,363.06,362.74,369.74,377.84,343.36,328.47,308.66,271.00,,,398.66,333.08,346.04,370.91,382.54,373.26,363.40,365.09,381.42,382.75,380.95,381.72,368.87,382.72,399.11,411.06,402.54,397.64,401.02,416.20,424.50,417.62,430.80,447.59,444.16,454.44,467.38,473.62,470.80,459.37,438.64,430.19,413.83,414.13,395.22,377.33,369.78,356.01,348.28,344.81,345.17,345.90,348.49,347.65,353.14,351.38,357.99,359.16,356.98,362.83,371.37,369.89,362.18,379.88,387.81,392.66,397.76,391.06,388.49,380.91,390.25,384.59,384.09,376.42,371.74,361.27,351.81,342.49,340.88,336.33,332.66,334.01,329.34,329.25,329.06,330.36,335.76,344.50,347.05,347.24,353.03,354.05,358.78,362.22,372.44,388.16,398.46,412.55,401.33,387.15,375.81,365.53,355.10,350.26,346.67,341.92,333.86,328.66,317.41,314.16,313.06,L7
2000-05-26 21:52:36+00:00,359.23,351.89,335.33,327.16,321.54,319.30,317.17,317.49,315.81,304.38,302.28,298.74,304.02,305.26,304.47,316.32,320.80,318.48,320.02,325.72,328.98,333.82,337.16,342.00,350.25,360.45,366.96,364.81,356.87,352.65,345.06,336.30,335.26,332.00,327.11,323.22,318.98,318.05,321.39,320.92,320.51,319.89,320.51,327.28,325.36,328.98,333.74,337.48,338.53,340.76,344.31,353.27,364.84,377.31,390.20,396.36,403.56,408.89,413.22,421.80,430.48,438.69,445.12,451.03,446.43,440.78,435.19,423.97,417.09,410.88,410.13,398.72,390.59,385.98,380.76,379.77,377.38,374.66,374.19,374.92,368.32,366.27,369.12,372.49,357.33,340.18,293.30,264.65,,309.34,373.20,346.49,366.64,371.66,381.35,376.29,376.30,376.42,381.42,382.75,380.95,381.72,381.71,382.72,399.11,411.06,402.54,397.64,401.02,420.84,428.05,425.12,437.09,448.84,449.45,457.92,470.65,477.51,472.84,461.58,441.68,432.53,422.97,413.52,395.06,377.75,370.02,359.01,351.55,347.62,347.67,346.76,349.43,349.79,354.00,352.86,359.74,360.10,359.53,364.23,372.13,373.49,375.38,382.96,389.83,394.37,399.37,402.17,399.12,393.12,391.34,384.84,382.72,376.57,371.80,361.68,354.69,352.73,350.87,347.77,341.25,341.08,335.57,337.09,336.45,338.08,342.23,349.95,353.36,354.43,358.47,361.90,365.23,369.85,377.38,390.15,400.75,413.44,400.81,387.44,376.22,365.01,352.51,348.01,343.47,340.22,333.28,327.65,313.93,309.07,310.54,L7
2000-07-13 21:52:07+00:00,355.03,347.21,333.46,325.35,320.50,316.79,314.70,313.66,310.34,299.48,296.51,298.74,304.02,305.26,299.19,310.71,315.93,317.96,320.60,327.35,330.69,334.77,338.75,345.02,352.77,362.36,367.97,364.90,355.30,350.18,343.93,336.64,335.04,331.40,325.46,321.26,316.21,315.10,318.43,317.74,316.60,316.33,317.63,323.33,321.97,324.29,327.80,331.36,333.01,335.88,340.71,349.63,359.85,371.16,383.17,388.70,395.79,404.46,409.87,419.80,428.51,435.82,445.13,451.02,444.93,438.69,431.97,422.47,413.72,408.56,409.06,397.70,389.86,384.93,380.00,379.76,377.82,373.47,373.37,374.65,367.75,366.70,369.85,372.49,357.33,340.18,293.30,264.65,,309.34,373.20,346.49,366.64,371.66,381.35,376.29,376.30,376.42,381.42,382.75,380.95,381.72,381.71,382.72,399.11,411.06,398.33,394.65,399.49,417.56,425.04,421.83,434.43,447.24,446.02,453.87,467.07,473.74,469.02,456.85,436.92,426.29,417.55,406.53,389.93,373.16,365.99,354.60,346.04,347.62,347.67,346.76,349.43,349.79,354.00,352.86,359.74,360.10,359.53,364.23,372.13,373.49,375.38,382.96,389.83,394.37,399.37,402.17,399.12,393.12,391.34,384.84,382.72,376.57,371.80,361.68,354.69,350.19,350.87,347.77,341.25,341.08,335.57,337.09,333.55,334.74,338.91,346.16,348.79,350.54,355.47,358.60,362.37,366.64,374.48,386.68,396.36,410.80,397.91,385.40,375.26,364.47,351.76,346.97,340.96,337.07,328.51,322.36,310.36,305.08,307.13,L7
