dates,satname,nzd0310-0000,nzd0310-0001,nzd0310-0002,nzd0310-0003,nzd0310-0004,nzd0310-0005,nzd0310-0006,nzd0310-0007,nzd0310-0008,nzd0310-0009,nzd0310-0010,nzd0310-0011,nzd0310-0012,nzd0310-0013,nzd0310-0014,nzd0310-0015,nzd0310-0016,nzd0310-0017,nzd0310-0018,nzd0310-0019,nzd0310-0020,nzd0310-0021,nzd0310-0022,nzd0310-0023,nzd0310-0024,nzd0310-0025,nzd0310-0026,nzd0310-0027,nzd0310-0028,nzd0310-0029,nzd0310-0030,nzd0310-0031,nzd0310-0032,nzd0310-0033,nzd0310-0034,nzd0310-0035,nzd0310-0036,nzd0310-0037,nzd0310-0038,nzd0310-0039,nzd0310-0040,nzd0310-0041,nzd0310-0042,nzd0310-0043,nzd0310-0044,nzd0310-0045,nzd0310-0046,nzd0310-0047,nzd0310-0048,nzd0310-0049,nzd0310-0050,nzd0310-0051,nzd0310-0052,nzd0310-0053,nzd0310-0054,nzd0310-0055,nzd0310-0056,nzd0310-0057,nzd0310-0058,nzd0310-0059,nzd0310-0060,nzd0310-0061,nzd0310-0062,nzd0310-0063,nzd0310-0064,nzd0310-0065,nzd0310-0066,nzd0310-0067,nzd0310-0068,nzd0310-0069,nzd0310-0070,nzd0310-0071,nzd0310-0072,nzd0310-0073,nzd0310-0074,nzd0310-0075,nzd0310-0076,nzd0310-0077,nzd0310-0078,nzd0310-0079,nzd0310-0080,nzd0310-0081,nzd0310-0082,nzd0310-0083,nzd0310-0084,nzd0310-0085,nzd0310-0086,nzd0310-0087,nzd0310-0088,nzd0310-0089,nzd0310-0090,nzd0310-0091,nzd0310-0092,nzd0310-0093,nzd0310-0094,nzd0310-0095,nzd0310-0096,nzd0310-0097,nzd0310-0098,nzd0310-0099,nzd0310-0100,nzd0310-0101,nzd0310-0102,nzd0310-0103,nzd0310-0104,nzd0310-0105,nzd0310-0106,nzd0310-0107,nzd0310-0108,nzd0310-0109,nzd0310-0110,nzd0310-0111,nzd0310-0112,nzd0310-0113,nzd0310-0114,nzd0310-0115,nzd0310-0116,nzd0310-0117,nzd0310-0118,nzd0310-0119,nzd0310-0120,nzd0310-0121,nzd0310-0122,nzd0310-0123,nzd0310-0124,nzd0310-0125,nzd0310-0126,nzd0310-0127,nzd0310-0128,nzd0310-0129,nzd0310-0130,nzd0310-0131,nzd0310-0132,nzd0310-0133,nzd0310-0134,nzd0310-0135,nzd0310-0136,nzd0310-0137,nzd0310-0138,nzd0310-0139,nzd0310-0140,nzd0310-0141,nzd0310-0142,nzd0310-0143,nzd0310-0144,nzd0310-0145,nzd0310-0146,nzd0310-0147,nzd0310-0148,nzd0310-0149,nzd0310-0150,nzd0310-0151,nzd0310-0152,nzd0310-0153,nzd0310-0154,nzd0310-0155,nzd0310-0156,nzd0310-0157,nzd0310-0158,nzd0310-0159,nzd0310-0160,nzd0310-0161,nzd0310-0162,nzd0310-0163,nzd0310-0164,nzd0310-0165,nzd0310-0166,nzd0310-0167,nzd0310-0168,nzd0310-0169,nzd0310-0170,nzd0310-0171,nzd0310-0172,nzd0310-0173,nzd0310-0174,nzd0310-0175,nzd0310-0176,nzd0310-0177,nzd0310-0178,nzd0310-0179,nzd0310-0180,nzd0310-0181,nzd0310-0182,nzd0310-0183,nzd0310-0184,nzd0310-0185,nzd0310-0186,nzd0310-0187,nzd0310-0188,nzd0310-0189,nzd0310-0190
2006-09-16 21:50:10+00:00,L7,,,277.40,286.69,281.53,278.47,271.57,266.01,261.40,260.93,240.69,,,272.76,283.46,296.72,305.49,299.28,,,,,,,,,,346.10,335.98,330.65,324.62,326.03,322.24,318.48,305.58,310.00,303.01,303.26,304.71,303.42,,,,,,,,320.29,323.66,329.56,334.62,343.18,346.05,361.57,365.30,374.29,381.29,392.31,393.44,,,,,,,,,321.63,350.62,366.95,390.63,408.75,415.87,417.49,410.97,406.96,162.79,153.02,146.42,,,,373.48,375.25,376.31,376.20,374.05,375.34,369.62,365.37,362.56,359.59,362.05,126.09,,,,,352.12,349.39,353.88,353.79,355.00,354.32,362.36,365.83,371.67,377.03,84.31,97.46,,,,414.22,422.64,426.99,434.95,442.01,431.95,417.53,402.87,388.69,368.26,,,,,281.71,276.48,256.02,230.55,,,180.17,262.58,281.47,304.64,,,,,319.25,325.20,329.36,342.99,346.09,345.04,345.02,339.18,330.90,,,,,,304.21,300.47,290.10,285.03,285.23,285.15,289.31,287.24,288.82,,,,,308.53,311.56,310.69,316.05,323.67,330.07,333.54,342.36,353.44,,,,,322.94,321.61,321.31,323.44,323.16,322.56,311.93,307.24,306.59,
2006-10-10 21:54:44+00:00,L5,308.17,297.10,289.23,283.90,278.90,272.70,264.74,256.72,245.52,239.49,228.80,238.02,254.53,261.86,268.46,275.76,284.85,287.21,288.29,302.30,306.53,307.41,317.20,323.03,328.66,337.54,341.22,333.00,326.52,327.59,323.18,312.13,306.42,304.39,294.17,298.94,290.91,290.88,290.60,290.80,292.65,297.22,298.53,303.50,308.44,315.92,314.38,320.43,322.10,326.83,323.77,327.00,332.45,347.64,351.22,358.90,368.07,374.84,383.02,393.46,398.30,407.29,416.30,416.41,402.37,371.91,225.49,309.62,332.63,354.28,383.94,391.17,395.45,399.16,394.15,391.06,390.68,388.25,394.32,389.78,392.84,385.11,385.95,381.88,367.99,363.91,362.56,360.43,355.26,354.24,350.84,351.65,358.01,356.70,352.53,345.74,345.52,348.73,352.64,347.34,345.14,347.58,347.34,348.16,353.04,356.86,363.35,369.38,374.19,379.05,389.46,398.17,402.41,410.92,411.78,413.67,422.88,429.55,422.32,407.22,393.33,379.28,366.73,349.11,306.41,295.42,285.50,260.00,258.82,249.42,217.77,,,145.70,221.05,273.11,281.37,288.81,309.61,315.87,319.57,322.17,322.41,323.96,327.72,329.52,328.06,336.14,332.19,327.39,321.60,316.83,315.15,310.34,308.98,292.54,286.12,284.64,280.58,277.58,273.68,279.37,284.21,282.23,278.93,287.90,294.53,298.40,292.68,297.33,298.19,305.35,309.91,317.23,322.24,336.67,347.95,352.85,343.38,335.63,326.57,308.54,303.98,305.47,298.50,301.65,302.50,299.89,295.85,293.84,293.91
2006-12-06 21:49:05+00:00,L5,346.09,334.04,330.64,322.76,314.69,305.53,305.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.41,372.80,379.59,386.71,393.27,398.49,394.70,400.93,404.31,403.88,413.44,429.27,432.75,418.11,392.51,272.20,364.69,416.54,430.54,437.27,439.17,436.73,437.28,436.79,437.23,418.08,415.88,413.50,408.65,406.65,407.41,403.06,401.61,408.53,395.20,395.75,388.83,385.19,380.15,379.88,375.21,377.07,364.16,358.62,358.39,361.19,357.47,363.41,365.66,373.55,379.21,379.79,384.22,384.82,389.12,387.74,390.12,401.56,403.34,397.48,401.46,414.89,416.55,421.49,427.60,434.18,451.52,443.45,428.76,411.26,387.99,376.31,356.98,341.34,322.93,305.34,290.28,279.43,275.91,268.65,,174.91,244.83,276.10,311.65,323.57,335.20,342.91,353.59,353.11,351.04,353.04,357.42,356.14,350.37,352.56,360.95,356.27,349.30,347.42,343.53,340.47,325.85,323.76,315.52,311.49,305.29,299.62,294.16,293.51,295.66,298.34,300.89,300.62,303.12,304.98,315.70,315.66,316.06,316.76,317.07,325.22,331.70,342.58,355.57,368.29,384.24,373.27,362.44,357.16,350.42,339.23,334.97,322.94,321.51,318.11,301.62,292.15,284.71,290.64
2006-12-13 21:55:19+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.27,282.53,280.02,293.25,302.77,307.05,300.81,294.85,305.53,307.54,306.70,315.16,315.69,316.31,324.81,334.51,345.61,355.01,366.33,376.05,382.65,390.90,395.19,400.59,401.34,404.39,430.94,410.82,405.46,389.95,297.85,324.28,383.06,402.93,409.65,413.91,414.70,415.11,410.73,408.91,406.86,404.75,403.52,,,,,,,,,,,355.71,359.66,358.53,354.41,353.30,349.34,351.94,353.07,351.21,345.45,344.15,344.15,351.01,349.46,352.34,355.01,360.97,364.51,372.00,379.16,382.63,391.38,395.20,400.60,401.56,411.10,399.71,408.88,417.98,414.75,400.92,380.58,363.85,344.55,328.14,314.07,299.83,289.02,277.51,268.26,265.53,262.77,177.20,136.20,213.72,239.67,266.67,286.29,302.24,320.29,332.70,333.74,338.62,341.45,343.74,341.03,328.92,324.33,328.11,325.72,316.71,314.22,310.23,308.77,302.49,297.46,291.68,291.55,289.06,284.13,280.18,260.97,261.82,264.41,263.44,264.46,265.26,274.65,280.75,289.44,294.42,295.47,298.59,304.72,316.18,312.79,322.79,324.70,338.39,330.89,323.37,319.90,317.70,315.42,314.81,307.13,303.33,300.55,289.42,260.44,252.39,257.11
2007-01-30 21:55:36+00:00,L5,392.16,409.70,398.76,357.84,358.40,358.70,364.93,360.83,364.46,357.74,319.03,322.96,336.01,332.87,349.35,343.17,349.44,352.87,353.96,348.76,370.80,359.82,365.55,376.22,408.16,401.98,402.12,397.94,392.78,409.64,418.94,390.97,368.41,366.85,365.47,366.14,370.93,362.04,362.79,359.31,364.63,356.98,357.57,355.21,370.65,364.72,378.18,386.09,376.73,390.93,410.49,399.60,402.87,409.11,412.42,410.39,435.00,442.32,441.74,454.61,464.12,487.95,502.16,505.42,515.05,463.11,511.43,505.40,487.86,494.55,503.30,507.26,500.60,477.03,466.70,459.37,449.36,448.16,447.64,442.50,440.36,441.09,442.51,443.62,435.00,431.07,434.31,432.30,423.16,417.13,420.70,413.62,413.09,395.81,392.44,401.03,401.44,409.54,415.46,416.08,411.21,411.05,418.69,421.78,416.84,424.55,428.02,431.80,434.76,432.68,439.67,442.80,448.65,451.65,461.02,467.79,475.86,484.33,481.33,460.62,452.25,419.76,397.64,380.98,361.87,356.75,348.68,343.30,349.09,352.93,371.16,376.22,380.57,347.48,367.82,364.48,368.82,379.33,380.92,392.77,388.83,396.41,416.74,409.78,414.42,411.93,426.68,420.86,404.00,395.97,382.36,371.69,376.01,353.60,367.45,375.21,369.91,357.08,347.00,348.89,350.52,347.88,349.29,325.66,326.76,328.23,345.71,347.54,363.98,380.18,379.22,383.82,389.94,421.85,426.45,424.58,447.06,451.71,440.44,421.24,400.64,436.34,425.58,407.56,395.97,396.85,387.81,362.01,356.39,345.24,337.89
2007-02-08 21:49:26+00:00,L5,338.99,336.85,330.77,321.64,313.90,308.15,306.37,302.02,296.92,282.79,286.39,283.73,283.88,287.60,292.92,299.68,307.22,315.03,308.30,314.17,327.86,336.66,341.54,347.52,361.21,370.77,374.31,369.02,361.73,361.70,357.71,340.54,332.78,330.64,328.20,327.24,325.18,320.53,319.60,317.99,320.67,322.97,321.66,318.85,321.87,324.05,328.88,334.62,332.18,339.29,338.93,344.67,352.33,359.82,369.06,372.83,379.66,389.91,396.88,414.94,425.06,437.01,441.97,440.67,424.89,392.93,323.56,403.34,420.34,428.06,440.17,442.77,436.89,430.54,427.92,424.20,423.27,419.89,418.38,418.17,414.36,418.06,415.33,414.57,399.84,393.28,388.16,388.45,383.28,380.88,379.21,380.57,377.88,378.07,373.61,368.27,371.35,371.83,375.52,372.29,375.94,380.04,380.27,381.06,383.21,384.90,393.99,396.24,398.48,401.49,408.02,412.29,415.26,416.15,416.72,424.85,432.20,438.24,432.76,121.63,,,,,,,,,,,,,144.44,172.41,280.39,291.32,237.58,315.89,337.80,338.50,336.14,330.04,307.97,,327.61,336.93,338.21,344.57,343.28,337.09,335.11,331.09,327.47,318.86,317.06,298.24,290.41,293.32,291.24,286.89,283.35,292.79,290.92,284.46,282.60,287.92,300.23,300.71,297.19,300.61,316.79,311.91,317.57,327.80,333.44,337.31,351.31,356.76,344.00,327.39,310.02,301.72,287.95,282.96,277.59,274.70,272.00,282.04,279.18,282.78,286.55
2007-03-04 21:44:58+00:00,L7,363.68,359.30,344.96,345.92,337.95,,,,,,,,,,309.68,312.90,328.18,329.65,329.79,343.06,346.70,353.84,361.41,369.12,376.70,386.67,391.26,381.88,373.58,,,,,,,,347.69,343.61,336.82,335.50,336.12,337.32,339.75,346.55,351.53,347.69,346.37,350.79,,,,,,,390.81,396.14,404.30,414.24,421.47,433.17,443.97,454.05,461.11,461.67,435.47,405.20,356.47,146.80,202.59,,,451.30,453.01,446.55,441.22,437.69,437.81,437.00,434.73,434.86,433.14,431.47,424.99,130.29,117.38,,,,404.48,392.45,391.62,392.96,390.64,387.87,386.56,386.48,386.13,386.72,389.29,85.84,80.83,,,399.05,402.37,403.44,408.09,409.16,414.56,420.42,426.83,432.80,436.11,438.10,159.68,,,,450.74,438.73,416.98,401.85,383.52,370.32,356.98,347.89,331.34,324.00,,,,,,244.50,291.68,330.46,361.42,366.11,354.96,365.05,372.81,370.08,,,,,379.09,383.31,379.62,368.50,364.37,355.70,351.43,347.81,339.42,,,,,,314.76,310.52,309.87,313.54,313.98,311.28,314.12,327.91,,,,,,361.08,369.52,384.10,391.61,401.05,391.80,376.59,368.59,360.33,,,,,321.93,305.51,299.11,300.25,307.05
2007-03-20 21:45:00+00:00,L7,356.45,355.26,354.99,345.29,333.24,317.34,309.97,320.74,321.62,311.59,309.80,307.45,303.51,312.80,314.79,319.45,323.77,,,,,,,,362.32,380.63,383.66,377.30,368.84,369.11,368.91,359.93,355.47,346.99,346.10,344.69,337.14,334.51,,,,,,,,333.22,339.22,345.64,348.22,350.79,360.57,369.92,377.70,385.20,393.95,398.50,406.93,,,,,,,454.77,441.67,403.86,384.04,426.64,440.41,443.07,450.46,454.50,454.18,446.67,227.91,208.62,,,,,427.02,424.95,422.35,424.78,422.77,410.41,409.78,409.70,406.38,399.58,398.47,143.80,,,,,382.53,383.83,387.57,390.17,385.19,391.65,392.71,399.96,401.53,402.74,138.77,144.66,,,418.77,421.62,425.90,431.13,438.60,447.21,457.07,464.47,458.53,438.95,421.29,,,,,334.31,326.77,319.48,317.06,311.53,292.26,,141.42,242.84,279.19,,,,,352.60,365.29,364.71,372.87,372.28,373.93,379.46,378.83,382.62,,,,,346.87,347.14,336.18,331.24,323.60,318.75,317.08,317.58,317.16,,,,,,319.72,323.51,329.83,337.69,346.37,347.09,358.53,367.03,376.87,,,,,,368.04,357.48,351.46,343.11,339.00,329.82,317.41,306.76,,,
2007-04-05 21:45:00+00:00,L7,368.18,364.80,367.18,351.15,345.01,325.26,324.18,330.87,334.37,322.89,313.36,312.74,313.14,319.87,321.37,325.96,330.95,331.01,,,,,,,381.25,388.71,393.45,388.81,383.81,385.72,384.50,379.17,361.70,354.26,351.59,347.99,342.56,334.84,,,,,,,,345.17,342.85,352.86,357.40,363.48,368.62,364.54,373.57,380.61,390.30,400.09,406.40,,,,,,455.10,454.80,445.84,422.33,396.60,439.30,443.42,439.55,447.82,454.55,457.17,447.79,195.70,176.41,,,,437.12,437.62,435.20,432.91,429.70,426.09,418.20,412.93,408.60,408.72,403.98,120.78,119.90,,,381.12,384.04,392.19,398.54,401.15,398.08,389.69,390.72,391.84,399.46,406.11,80.75,86.74,,,423.02,426.37,432.56,437.42,438.79,437.91,444.95,451.92,460.64,452.80,436.21,,,,,362.68,345.04,335.24,326.92,322.88,313.62,303.31,,,,,,,357.08,353.65,363.25,366.80,373.00,368.37,370.67,371.78,375.68,,,,,,362.71,355.49,349.58,340.52,334.42,319.84,314.82,314.00,309.40,,,,,311.13,314.59,320.00,326.76,326.62,330.62,341.17,345.91,,,,,,402.90,394.93,386.99,378.61,359.87,350.12,340.94,334.10,,,,,,322.25
2007-05-30 21:50:54+00:00,L7,398.66,392.78,,,,,,,,,,,,,,,360.04,363.59,363.30,371.75,375.43,377.28,389.55,398.22,407.26,414.87,415.57,414.72,409.00,402.82,,,,,,,,372.19,374.29,368.14,369.08,371.70,374.51,374.38,381.91,380.73,379.39,381.87,385.43,387.51,,,,,,,430.75,444.64,457.58,459.42,463.08,470.75,,,,,,,,,,,,474.69,470.97,466.58,465.18,463.61,455.16,462.12,460.51,458.80,458.40,457.38,108.41,107.44,104.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442.02,423.55,,,,,,,,,,,,360.99,,,,,,,,,,,,,,406.22,403.69,393.05,394.37,394.85,392.96,387.20,381.12,369.46,,,,,343.13,349.77,346.09,346.50,350.39,365.83,363.77,368.13,368.51,,,,,399.33,410.45,421.16,430.17,444.99,439.61,427.47,408.56,402.57,,,,,345.67,338.72,336.71,342.59,343.09
2007-06-24 21:44:43+00:00,L7,361.74,354.15,342.60,339.90,,,,,,,,,303.71,308.14,,,317.04,324.88,324.85,336.73,332.52,338.67,344.79,349.09,361.32,373.08,377.38,,,,,,,,,,,,,,,,,,,,,,,171.74,,,,389.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,378.63,378.25,377.56,384.55,390.80,392.91,391.73,394.81,397.75,403.57,120.46,133.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.03,345.45,357.20,370.95,359.36,375.22,378.66,389.19,,,,,,317.22,314.79,304.11,300.77,290.62,287.80,292.76,295.34
2007-09-12 21:44:17+00:00,L7,367.13,358.92,352.86,351.35,349.46,347.44,349.53,342.90,,,,318.55,322.14,324.22,332.34,336.78,,,,,,,,,372.73,390.63,395.32,392.40,383.25,380.62,372.53,370.97,363.76,353.64,350.12,345.55,343.07,344.50,,,,,,,369.76,366.42,367.79,369.72,370.68,372.45,370.91,372.27,382.19,,399.13,407.90,,231.11,237.75,,,,444.89,452.86,450.24,423.51,441.11,449.49,448.23,448.17,453.37,453.30,447.01,214.56,183.55,156.43,,,,432.21,427.64,426.41,426.32,425.01,421.91,412.82,408.63,406.63,405.99,109.28,108.64,,,,391.16,386.43,383.40,387.16,387.85,384.49,387.44,389.83,388.53,396.29,,,,,,412.60,417.12,429.10,439.00,441.12,442.03,444.33,451.48,460.41,455.67,113.20,,,,,359.47,354.03,344.29,335.96,321.32,307.71,260.02,,,,,,,313.27,329.85,362.38,371.74,383.09,387.67,390.27,390.70,389.27,,,,,390.28,385.97,381.67,371.98,368.58,354.49,353.17,348.93,346.51,,,,,,333.59,327.39,331.57,333.74,327.65,335.56,347.69,356.80,,,,,406.24,410.12,395.39,373.94,363.26,351.02,343.40,336.14,334.27,,,,,312.60,306.83
2007-09-28 21:44:13+00:00,L7,,,,,,345.52,344.70,341.03,,,,319.45,325.00,333.07,336.54,339.86,339.08,339.08,346.83,353.35,355.53,358.82,,,,,,,,376.58,369.21,369.24,362.52,359.85,351.82,349.59,340.05,339.31,344.03,346.20,346.79,344.22,,,,,,,367.41,372.01,368.03,376.14,385.22,,395.09,404.95,,428.79,439.44,443.30,249.43,252.05,,,,,439.51,443.79,443.57,442.16,448.17,450.17,444.30,440.02,438.43,435.71,430.41,138.93,133.42,131.73,,,425.58,425.19,415.97,407.10,406.68,405.50,405.41,403.26,392.02,385.88,384.62,112.11,110.41,,,382.88,380.32,376.89,384.10,385.83,387.60,385.96,387.13,394.24,396.36,396.81,86.63,95.83,,,428.63,433.55,437.56,447.86,453.00,461.33,450.33,438.63,417.49,401.45,,,,,,329.56,319.29,308.05,253.74,,,161.22,218.46,257.47,,,,,378.64,382.38,390.17,392.59,395.14,393.28,396.08,396.62,394.50,,,,,369.22,366.93,359.35,356.94,354.46,350.09,338.81,333.28,330.74,,,,,,329.62,333.21,336.52,345.91,353.91,363.43,370.67,384.79,,,,,,363.02,355.21,344.96,338.10,335.63,331.89,327.72,319.68,,,
2007-10-30 21:44:26+00:00,L7,346.94,,,,,,,,,303.85,300.17,298.43,302.85,310.22,317.69,323.62,318.13,319.21,317.04,317.18,320.31,334.87,340.06,355.67,357.68,,,,,,,,339.91,331.79,329.60,323.22,322.97,324.13,319.16,324.01,322.08,328.56,332.81,334.22,344.14,,,,,,,364.10,370.57,375.51,383.91,387.51,395.76,399.65,402.97,413.21,419.86,426.82,437.46,,270.92,130.19,,,430.66,440.63,438.10,440.73,433.61,434.09,431.66,428.01,423.25,423.66,421.27,145.01,146.65,149.61,,,,,,,,,,,,,,,,,,369.46,370.93,376.30,378.58,380.38,384.82,389.46,395.24,399.26,403.45,403.71,120.97,133.15,,,436.94,435.83,444.70,450.62,445.99,434.87,419.74,404.21,386.91,378.82,,,,,,275.94,,,,148.66,178.66,218.31,235.36,,,,,,399.60,398.34,,393.66,397.23,393.47,391.51,384.88,379.01,,,,,344.30,337.49,327.12,320.22,318.43,318.49,319.04,321.57,320.38,,,,,316.62,320.59,322.70,333.62,344.12,353.80,358.59,364.71,375.03,,,,,325.78,317.68,308.37,308.85,303.07,298.87,290.35,285.67,,
2007-11-22 21:50:49+00:00,L7,414.24,421.92,392.43,395.13,398.86,400.58,406.40,385.24,361.47,353.53,338.16,341.61,368.34,355.80,377.72,379.01,368.03,365.88,,,,,,,,,433.54,426.75,417.82,407.24,384.36,393.03,410.04,,388.98,367.97,372.46,368.13,380.04,368.15,,,,,,,414.76,402.68,403.89,421.94,424.38,421.09,431.05,444.45,433.46,432.00,454.30,463.77,,,,,,,523.95,516.29,516.56,502.37,492.72,485.36,494.21,477.53,483.54,482.96,484.82,161.35,146.91,138.70,129.27,,,462.32,461.57,470.25,466.26,456.84,449.75,444.78,448.45,440.86,429.45,113.01,112.37,111.17,,,408.45,404.09,403.73,403.86,406.47,409.21,410.32,414.90,419.02,428.18,427.82,68.33,82.06,,,437.75,451.68,455.32,466.73,464.63,474.21,479.22,475.12,467.04,442.05,,,,,,351.81,337.61,325.47,340.31,347.14,345.22,351.22,394.53,387.98,315.09,,,,419.88,441.18,448.89,427.21,436.75,448.78,452.03,456.15,457.17,,,,,,389.43,389.76,381.80,373.07,371.37,366.47,365.92,359.37,361.07,,,,,372.09,367.28,379.86,364.70,367.45,395.96,411.30,392.48,399.22,,,,,400.09,379.49,388.53,406.54,389.93,361.74,366.12,354.47,349.25,,,
2008-01-02 21:44:49+00:00,L7,,,,,,,335.74,351.44,350.78,346.04,343.40,342.83,346.58,344.03,344.81,354.13,361.07,357.99,357.67,366.04,368.60,370.78,378.77,,,,,,,,390.33,386.43,382.99,375.90,373.01,367.99,362.34,360.06,357.15,358.05,357.92,361.45,370.92,,,,,,,395.66,395.08,393.35,400.16,413.03,425.99,435.33,437.85,441.19,451.93,465.00,480.61,,,,,,,468.17,468.88,465.18,466.22,464.65,463.54,455.09,451.32,448.76,450.64,450.72,120.60,122.27,123.60,,,439.01,436.76,430.93,429.94,425.28,416.39,413.54,411.13,409.99,407.17,407.37,103.48,100.34,,,392.78,391.55,395.16,395.63,397.77,396.93,404.50,409.50,409.47,414.60,,,,,,440.97,445.80,455.31,463.24,471.83,468.55,451.80,440.79,426.45,407.97,,,,,328.50,318.96,313.63,305.12,319.84,308.92,326.30,339.84,244.27,316.98,,,,413.00,415.33,413.51,414.09,419.18,433.64,433.38,433.18,424.38,407.76,,,,,381.10,375.39,363.76,361.04,360.74,354.35,352.65,352.63,353.93,,,,,363.89,363.64,367.74,370.70,367.78,377.35,385.03,391.44,410.20,,,,,388.06,385.19,369.14,365.81,352.05,346.45,335.01,327.91,311.09,,
2008-01-10 21:45:41+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.71,366.33,358.15,349.62,340.82,339.90,327.04,,,,,,,,,,,,,,,,,,,,382.67,362.94,356.52,341.12,326.91,315.87,308.27,307.60,300.65,294.49,286.67,285.56,290.76
2008-01-25 21:50:59+00:00,L7,,,,,,,,,,,,,,309.94,313.42,317.01,322.82,325.18,333.11,,,,,,,,,379.72,378.41,372.11,367.57,364.63,362.16,352.25,345.95,343.10,337.97,338.98,332.31,330.60,,,,,,,,355.23,367.37,370.57,372.85,374.06,376.03,385.40,393.01,399.99,411.41,419.42,425.88,,,,,,,,425.39,440.95,444.12,440.42,439.26,439.81,433.77,433.02,430.81,429.08,181.85,163.80,,,,409.65,417.18,417.64,413.09,407.58,402.78,399.52,392.00,393.20,389.04,388.66,122.39,123.40,,,,370.43,372.84,374.93,375.45,374.91,379.44,379.98,386.55,389.61,392.18,114.69,121.94,,,,411.48,421.99,427.26,437.53,443.45,456.52,451.83,438.25,420.80,410.08,85.38,,,,319.43,308.87,300.82,292.02,255.09,,,134.43,162.04,208.25,,,,,389.64,388.42,395.06,396.67,401.44,403.33,403.45,403.49,396.70,,,,,357.78,354.75,349.30,343.17,336.88,336.16,334.19,334.62,335.80,,,,,323.68,329.81,333.10,334.00,334.59,346.25,351.49,359.16,362.80,,,,,,355.72,342.73,335.70,328.11,318.61,307.53,303.15,293.41,,,
2008-02-03 21:44:47+00:00,L7,,,,,353.40,353.25,346.82,343.50,341.76,342.04,339.21,339.90,341.76,345.54,345.95,349.65,355.02,355.13,359.18,363.18,369.11,,,,,,,,394.56,384.23,377.38,375.33,369.88,363.66,364.34,353.97,347.12,343.08,344.58,339.49,344.83,348.78,,,,,,371.20,378.06,380.50,389.55,389.75,396.09,401.37,404.06,414.08,425.90,432.43,439.85,,,,,,,,432.06,453.97,460.92,461.08,456.61,449.44,443.18,439.51,437.64,435.45,433.30,138.56,130.16,,,,425.67,425.58,424.93,419.01,414.12,403.64,403.59,400.89,396.70,389.65,110.51,111.02,,,,378.51,378.99,382.49,382.91,383.72,385.11,381.72,384.55,386.81,391.04,68.95,77.94,,,,424.52,431.74,442.21,450.52,456.63,460.73,455.58,446.03,431.81,410.15,,,,,332.70,322.11,303.44,296.40,272.14,265.51,286.47,295.31,300.34,299.50,,,,389.78,389.70,397.50,400.20,400.52,399.04,402.23,404.68,408.12,403.51,,,,,370.24,366.21,363.91,354.51,348.54,348.06,347.08,345.67,346.34,,,,,348.04,,,,,,,,,,,,,383.56,362.92,350.10,345.34,343.67,332.06,323.25,312.22,311.60,,,
2008-02-19 21:44:43+00:00,L7,369.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.35,,,,,,,,,155.62,,,,380.39,396.01,,409.64,419.45,431.47,441.49,449.77,456.20,453.37,434.17,405.48,409.72,228.02,154.27,,,413.05,414.36,410.88,406.42,402.07,402.97,400.14,393.62,392.77,389.95,392.20,391.23,139.22,,,,372.35,368.38,365.27,363.78,360.66,359.68,355.45,352.33,352.00,353.49,352.26,100.56,95.46,,,,356.43,363.15,364.98,366.62,368.01,370.81,379.44,382.66,386.69,390.04,161.58,,,,436.32,431.03,413.84,402.18,390.29,375.05,356.73,343.19,329.53,305.26,,,,,237.01,239.34,103.23,85.00,229.38,246.14,307.00,342.65,355.52,162.73,,,,,369.22,367.45,369.33,,,,,,,,,,,314.01,,,,,,314.99,318.84,320.53,,,,,334.13,345.03,350.46,360.00,365.59,379.48,385.97,375.09,,,,,,316.97,310.19,310.33,307.67,306.41,314.90,311.30
