,dates,aus0236-0000,aus0236-0001,aus0236-0002,aus0236-0003,aus0236-0004,aus0236-0005,aus0236-0006,aus0236-0007,aus0236-0008,aus0236-0009,aus0236-0010,aus0236-0011,aus0236-0012,aus0236-0013,aus0236-0014,aus0236-0015,aus0236-0016,aus0236-0017,aus0236-0018,aus0236-0019,aus0236-0020,aus0236-0021,aus0236-0022,aus0236-0023,aus0236-0024,aus0236-0025,aus0236-0026,aus0236-0027,aus0236-0028,aus0236-0029,aus0236-0030,aus0236-0031,aus0236-0032,aus0236-0033,aus0236-0034,aus0236-0035,aus0236-0036
0,1987-05-22 23:08:08+00:00,188.20053891490284,191.61160225277843,,202.11131819395962,191.66220761438836,194.5138353787209,194.1016210901724,200.37136189725203,207.9387018546633,212.83523340963112,230.47859917028944,217.14971288848278,221.4823139740391,223.4417300855309,212.53455737020306,208.30271167833826,211.27820465101925,206.0642998265497,210.41382861567172,208.67075465970908,206.59580701346087,204.00480720574245,206.59624523703417,222.2809384000514,221.3640564302271,218.47184516906242,219.6962634880591,219.66540612869753,200.4193876061838,195.2726713353535,191.56268724524386,195.05761126407455,183.38000277966012,188.54737264362797,192.98176810911878,185.03838936391912,198.86181703887314
1,1987-09-02 23:16:50+00:00,187.04127021847808,198.43417473167622,,210.16058784457627,213.36585632747978,213.75837375129902,212.13427481409946,218.82792077892913,213.3596622036162,227.36802409086016,232.98683093660105,227.69719795266167,228.4533562902239,228.7179423139387,228.1526362983261,221.2505909991359,221.56838561223105,225.9838121386249,,214.0600341118859,205.23576417906082,200.11689524620175,208.43591706565306,221.51292217166994,216.51475360542003,213.62694397501747,218.1246376926049,216.09842629364957,205.58721096521973,189.914544151087,179.13234739900386,190.10354072061085,183.34045938206984,188.54252223512879,188.80015990924184,188.0094834052422,196.68499327369096
2,1987-09-18 23:17:14+00:00,199.14764334220666,234.75179427702818,234.56644190746445,235.15477052220479,220.3101099747434,220.02480250971496,221.41749351689685,222.3604346710149,226.32286689379765,237.09862861538,245.56733352512842,237.75762037602934,239.99876918174442,235.12298508879508,232.28116258090907,228.75856825554104,230.00064149514947,227.31719492579197,228.24924782174946,223.24112094886425,219.105725996037,205.08477378850174,211.65890061270102,221.50550078537648,219.93417041700576,217.5234548839618,218.75001405524375,215.20314299132698,200.9674982930877,196.22226894710286,187.41743438824417,196.25124966964648,191.33956112614467,194.52063246498284,200.7183422869221,190.60048542443909,200.64169960953927
3,1987-10-13 23:11:33+00:00,198.85521321324453,227.9354036886777,228.87281948074127,227.38146508798735,217.39895981046743,212.3953388073416,219.1093987110405,221.43231107562542,224.65297351379428,231.5787826508415,240.84552504702822,234.73772865968164,231.60930669624364,233.82778729811744,229.54183699967942,228.6653675196127,228.94591104310584,227.39008297633114,223.42572604003698,218.46005067225204,212.91716625304244,209.78284561575737,209.3160489196684,214.47340649798156,216.5016380182335,209.5911947278598,212.44789322162254,210.95312328007333,196.1424801848829,188.00290843529558,187.04075939704683,185.53700509048957,191.3599287886618,189.13729138916537,192.08320519615876,193.2702064819499,199.11755313727218
4,1987-11-14 23:12:11+00:00,202.30461200467113,210.7196154065561,225.45252975763344,217.1219411931009,224.21438012282047,194.17806813231184,210.54123054329193,220.6723570683929,215.90300898206095,226.06213302485628,243.47462422752326,232.4126468625651,226.46543945012215,225.80039537194347,218.72203346279508,224.550204005955,217.58130853076844,217.1399844013875,216.73522839812463,208.2343642742625,205.94886268202154,200.40916728190393,195.60959580639576,206.91895705316927,204.86211896800936,207.41691194130257,209.33346992963908,214.73774956536647,203.25345829176985,193.4397934422547,178.58121382585466,192.09941119426307,186.02359096288083,183.03821617607883,182.0607369230718,,
5,1987-12-16 23:12:41+00:00,197.09182310131854,215.02888000851988,217.35984894581287,226.10673624454802,219.04793697109835,218.3263446611739,216.64994757076465,213.4365512942346,214.858564171311,228.36722509338267,227.50699752014495,234.21899106753415,230.09048451178387,230.25068403466838,229.29022871632156,223.50132399099107,220.44680648794258,213.81508561692632,224.74117118412556,202.9594125422051,204.00650574701191,202.46119607472076,202.7336675894827,207.25901120517364,218.00701059497908,211.2210812713443,211.20935137455717,207.6012645912992,200.0547172313449,188.00458385102144,177.41691869595806,197.22420643020212,185.64358311640643,185.37977149698105,189.75429749333225,188.73339558112735,198.44097438456228
6,1988-01-08 23:19:14+00:00,194.2139706254379,213.06700157731922,219.4938216253749,216.47110414401072,219.62278672139382,222.90229705646115,218.01447057074427,217.80232902619724,227.43728381467105,215.47562464411442,230.75131095485915,224.58414571557944,219.7496097163771,224.58947304896589,221.98114687727926,217.97002762639954,217.30380982613678,214.95081744372246,219.22606370892112,205.18592320582758,205.56159541492548,194.82069567298532,197.8086291899262,208.84355979826742,214.64101530818834,206.0415941261436,212.75139390851402,212.5015266076359,198.1499364904475,186.01265281092066,180.58492492180144,183.75976441177116,183.81894814063307,184.17168708864125,186.79548402890325,181.32303096412988,196.4559594175746
7,1988-01-17 23:13:14+00:00,174.1594655328811,187.0356774267512,193.12176798119577,192.74363739126983,184.83021973190546,193.7077635380772,199.9246661833576,201.08854700666353,191.5318474131494,205.65552992771842,209.3424932695857,203.54452011298432,207.54682485680166,204.72192675494324,194.30371372595891,195.25507371061246,198.63315208080593,201.4362666696806,193.23239631469642,182.54674949257907,179.29011359751013,179.46276268435582,183.04697497511054,195.27892062260437,200.58366725707563,200.64348446430546,195.6748943618248,194.8626409981081,184.13880836715998,169.75927009029056,157.82812491188497,157.88262295886878,158.3424879595625,162.57123111992257,166.46066902474232,168.96423997277523,177.18551901655695
8,1988-01-24 23:19:32+00:00,195.6124545572236,206.45028613018164,216.25548897093327,219.06045979554435,212.40163894095565,209.73127978179554,220.7219315627101,220.63279913504488,222.91875460475597,217.6416363602789,225.98644730696117,217.53200170469708,223.2033839329273,224.6201528970369,213.63143826470167,218.13027125137003,226.37174781777546,218.02657223813742,216.21877783261772,208.00910025041244,202.19395767666077,202.0922154207276,210.2705087095448,212.90787701431836,227.8682627285042,225.89177923180387,222.24935105212938,224.25118878656764,206.41559397733354,190.78980388771197,181.13071514717177,187.2897362095228,179.48693287988422,181.06284366579433,183.06950250376178,189.06109103567454,208.969735677056
9,1988-03-12 23:20:12+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
