,dates,aus0186-0000,aus0186-0001,aus0186-0002,aus0186-0003,aus0186-0004,aus0186-0005,aus0186-0006,aus0186-0007,aus0186-0008,aus0186-0009,aus0186-0010
0,1987-05-22 23:07:44+00:00,206.5592453360785,228.69326334806874,224.37177796118604,211.50261762466468,210.75992446650505,205.0914941436078,205.33875132282972,216.68830033478173,216.01276894657252,216.09470164046508,216.04055551161179
1,1987-09-11 23:10:29+00:00,219.83294939152862,236.10095909648476,232.59513898521993,226.00485105870428,225.0947291639973,213.38581829234693,212.57413559409184,209.9201023981649,207.49433261776423,208.7284260359457,218.17895064770983
2,1987-09-27 23:10:51+00:00,249.79484903723642,256.66100624074227,256.66738856994397,248.63636857955308,237.05502312594808,225.14706437476207,224.5309681058108,214.64656625683344,223.33355953611317,221.82645134371097,233.05677080091684
3,1987-11-14 23:11:47+00:00,228.6274407733634,243.19051740816934,233.06703810640494,223.34543639016863,219.90189848184733,220.39513259289745,207.55848647798837,210.38762029635362,209.0471372178188,213.09695723443392,214.84241487611243
4,1988-02-18 23:13:23+00:00,225.8633768988043,232.23054101125365,231.9598574059791,218.2629841599493,220.14275511319275,218.4228135321818,226.85223665349187,224.4907898657447,212.1958675928587,208.37213037154186,214.5821476634695
5,1988-03-21 23:13:41+00:00,228.33142299221447,238.65610865241527,223.8247251607578,225.814401888223,239.05226581991766,216.55590749817955,203.44758216626613,209.72435899638336,211.80755777060367,196.49888682344042,218.44826837901078
6,1988-04-22 23:13:52+00:00,206.85972356133396,213.91150355081461,213.668210656398,214.76731346812494,212.63969987714304,209.60475449512893,208.81882583178478,204.56490431756663,199.58015334804182,205.97727257470018,209.5284218094435
7,1988-06-09 23:14:15+00:00,194.30179978132293,215.5204572537986,214.06980269155153,209.2620701917229,221.61961515281087,202.22597615137525,211.01867208967627,211.8809078262633,210.7392864693336,207.01876512450283,215.857861047807
8,1988-06-25 23:14:20+00:00,203.35231624787383,208.83642979078573,213.74634043524884,222.2083274438076,219.91423590910887,211.9342378647352,212.0232853302486,207.64968657631238,209.0788363340198,209.25032454099872,213.8171574459485
9,1988-07-27 23:14:26+00:00,188.80875576043974,210.70778747640506,211.28669598117472,203.9649484898683,214.09947145721455,203.69164927456987,208.10184406819627,209.7607710181917,206.90882819005316,213.24475654161319,211.30070318316672
