,dates,usa_CA_0092-0000,usa_CA_0092-0001,usa_CA_0092-0002,usa_CA_0092-0003,usa_CA_0092-0004,usa_CA_0092-0005,usa_CA_0092-0006,usa_CA_0092-0007,usa_CA_0092-0008,usa_CA_0092-0009,usa_CA_0092-0010,usa_CA_0092-0011,usa_CA_0092-0012,usa_CA_0092-0013,usa_CA_0092-0014,usa_CA_0092-0015,usa_CA_0092-0016,usa_CA_0092-0017,usa_CA_0092-0018,usa_CA_0092-0019,usa_CA_0092-0020,usa_CA_0092-0021,usa_CA_0092-0022,usa_CA_0092-0023,usa_CA_0092-0024,usa_CA_0092-0025,usa_CA_0092-0026,usa_CA_0092-0027,usa_CA_0092-0028,usa_CA_0092-0029,usa_CA_0092-0030,usa_CA_0092-0031,usa_CA_0092-0032,usa_CA_0092-0033,usa_CA_0092-0034
0,1984-04-18 18:01:41+00:00,235.29913462095783,211.27023489759415,207.2307100295585,207.06855457288447,196.12264197850078,202.75401004374802,202.92935091057768,202.71742354328416,214.61412853421535,214.71906109397332,217.61382211350164,216.7079911788773,207.5750980472646,206.12411630057576,200.45949066012085,205.75366815759884,210.24164786265385,205.4170360468425,196.7381325979844,199.27590879046053,203.59836048825753,201.63019088229038,201.84496634522398,194.91830982938262,194.0445162587119,206.34464649538427,202.85705192639227,213.75091665856678,202.9537790796676,208.98757105553221,204.32077910551737,198.75947396509136,209.2692133409826,183.41777802748803,190.6420747396018
1,1984-04-27 17:55:28+00:00,236.06639790772195,217.52759142426623,209.57299848085043,203.72035523387552,200.67556003892065,203.0079202833124,204.0877772834641,207.092699942699,220.12624965012805,219.84172719944604,217.80074799134673,214.46351302583338,206.44608559087212,208.55057021792402,214.08085534018892,216.1389761196836,219.78057270464205,217.4938760971365,203.81463730743104,209.6337222626667,214.1777105021012,212.04678032367354,209.39274516326782,205.80715855947687,199.62494315868452,212.55338132242616,205.93066739681126,219.00757968831843,206.9938647175934,208.69753645417234,210.08737817137444,204.01131088778993,211.674756615002,186.5237719493386,198.635379793427
2,1984-05-04 18:01:45+00:00,233.86456396452098,220.0172453092161,210.90303512123435,208.6149258968125,200.74770173844507,203.8816270413867,207.63923147204494,213.06491648071423,223.48647341017204,229.897409076811,222.23199925357872,219.88569110543125,207.72103734056031,205.27636628338286,204.16480154681045,204.84758021460982,215.67697308941513,212.87062352170227,204.4906775415173,208.48331620860634,206.3116294128946,204.22953159462799,206.25995342946405,201.09518646813135,197.53820659861773,211.2039316040004,204.16928916892775,215.99703784859548,204.42780883336417,205.09658004866674,203.9004388109591,199.08797520047335,221.9802082920688,195.3228907194927,199.05949841943897
3,1984-05-29 17:56:19+00:00,219.50447832500626,205.7752901711307,205.19308139791303,202.1853671863646,198.9196735127689,201.238583415042,204.31859164759192,204.6129323015707,219.3217560989574,223.09138150607217,215.33064883873942,218.5108301469731,207.44887015061667,200.18559439776436,201.88641370924444,201.42819147281958,208.5908834996239,206.80031011531955,192.94529988499423,203.28794425796247,200.23249322810295,196.06426003302983,199.95889024531095,191.69863635867225,192.67574929412476,207.36899196195264,204.37286866572572,216.98797864390247,205.8719958461284,207.632588996865,204.08628087639488,194.41914125611174,211.3709514717415,199.38234356597474,196.80435130190114
4,1984-06-14 17:56:37+00:00,225.0381646382144,201.79579770443686,199.06933576871032,199.1201432247678,200.56157860236357,203.6263368683288,206.4986138151275,206.30234859685459,219.44543540546505,227.01486596817733,217.64767682957805,219.27277698981553,203.75246957622227,201.07498216565492,203.6726385402365,,,,,,,,,,,,,205.59418937966012,195.19040080263193,208.86206503145434,208.2317538821034,204.02260299076354,226.87332956688027,,
5,1984-10-27 18:04:31+00:00,219.49882575248392,205.0619623306221,197.15095784422454,193.90333688680863,191.85805472172444,195.56514748112835,193.73305552407948,202.3288201597967,216.97179501113152,220.19661945365468,212.87191024801285,217.4918716670577,218.92293064359433,209.58637975196365,202.87568171804185,200.84808715426357,206.1159178978457,207.68062906529147,194.54336131731242,209.75952122206917,203.60875257894037,204.4817855369999,201.90885143185233,198.66541448314197,197.17146591803152,203.37015663984562,199.91633000497268,208.89998388509952,200.3859247787559,205.7987065025639,201.8717322088913,193.92778608750803,199.0577155292723,184.45410529419877,195.57902684869754
6,1984-11-21 17:58:12+00:00,215.82751854615745,198.82392468931283,190.57229999563873,187.98457562812104,186.30436255023005,191.46463718050953,187.3210005282961,189.38712575688828,202.4156699891132,208.40273149798915,203.74838336366193,196.70683322550366,193.9454583398474,194.95066854761518,197.4546840000858,200.8395349770008,203.23273681365407,203.12144220263974,188.751261933203,195.75944695874642,199.10866862661135,195.7618858074294,198.31144999504312,193.574430230811,185.49814697413137,196.42072719100275,190.86913714168804,206.38246122089504,194.86756820923875,195.17645871991022,198.0045826218385,189.2705575711829,196.40061244945457,176.3718463084703,178.5141909443684
7,1984-12-14 18:04:35+00:00,229.42631046235496,209.29262618221873,210.27253359868985,205.12311957626451,205.54074278122192,204.92189831436863,201.81655782541486,204.44920515145668,215.15224624316912,221.81881818583696,218.33372598073885,219.09046664425756,211.46077892142387,204.94433405310866,205.7080375572933,208.07676660662116,214.95080118600208,210.04489012505817,198.11211550745338,204.26611064003168,202.98078708401866,202.6554811412173,204.05177100199225,203.35126149720244,195.76999421398438,202.62424931641266,199.9863577637863,218.79766250442367,205.24317001128063,212.6995360776554,210.88517978809392,206.67296779369553,211.94902099048446,192.86045345330086,200.28348290600678
8,1984-12-30 18:04:44+00:00,246.0803769251836,226.16777717837056,218.15555032338244,217.81177613404913,215.89834061479795,212.91122815890012,212.6305336041258,221.4605162456379,229.4106414702207,238.2920920006335,230.97456157974608,231.9930114366445,218.04435149548556,219.13145859092378,212.24740277659254,221.1772659583003,220.94472240605785,222.39211372086672,218.3875688361407,219.54674492928805,220.97289897356387,221.17690822276037,219.3995500201965,212.78972664395712,211.4170620828369,216.0268165634934,218.35124091270868,227.468821107692,212.4941458841442,219.1220603419104,214.15902854320763,211.8872871125919,220.73942506461404,200.51624583528252,205.53759710898163
9,1985-01-08 17:58:37+00:00,209.10237909546566,189.73303868741482,182.80464259105565,,,176.02712653748475,182.47665127607422,188.759771021552,199.01398085922608,205.96414129451594,203.79251241162973,196.085050695135,199.0508524167201,197.04068570154294,194.20557969652697,191.1606317015028,197.7116537863127,188.71391068565575,177.72916942278306,187.1500430502693,186.93586477753135,189.8344602918305,188.6433766162476,182.5361902066299,183.4621955185913,187.6729402933831,179.5637770833235,197.2363701925811,186.0787805538214,189.4476647943997,191.09706711789988,187.10673597121746,190.80059912546756,175.75377729520272,183.8059682367115
