dates,nzd0363-0000,nzd0363-0001,nzd0363-0002,nzd0363-0003,nzd0363-0004,nzd0363-0005,nzd0363-0006,nzd0363-0007,nzd0363-0008,nzd0363-0009,nzd0363-0010,nzd0363-0011,nzd0363-0012,nzd0363-0013,nzd0363-0014,nzd0363-0015,nzd0363-0016,nzd0363-0017,nzd0363-0018,nzd0363-0019,nzd0363-0020,nzd0363-0021,nzd0363-0022,nzd0363-0023,nzd0363-0024,nzd0363-0025,nzd0363-0026,nzd0363-0027,nzd0363-0028,nzd0363-0029,nzd0363-0030,nzd0363-0031,nzd0363-0032,nzd0363-0033,nzd0363-0034,nzd0363-0035,nzd0363-0036,nzd0363-0037,nzd0363-0038,nzd0363-0039,satname
2000-11-07 22:09:53+00:00,400.48,409.16,403.22,397.51,389.01,388.60,394.99,390.93,391.69,389.89,391.98,391.90,385.81,380.39,376.48,373.36,371.72,373.06,373.35,369.44,369.71,374.78,367.82,369.02,369.52,370.61,366.03,373.10,368.22,366.44,366.79,365.50,370.09,363.05,361.66,367.58,343.06,335.83,291.77,337.69,L7
2001-01-10 22:10:03+00:00,406.82,410.02,403.62,398.86,390.52,387.55,391.59,387.34,386.98,387.36,388.53,388.93,382.21,375.47,369.78,368.60,368.45,372.94,374.33,367.55,365.98,372.93,366.88,368.81,369.10,370.85,364.63,371.09,363.73,364.40,364.27,363.67,364.28,361.78,359.86,365.20,317.30,313.67,287.19,337.69,L7
2001-02-20 22:03:48+00:00,411.50,413.75,406.30,403.60,394.43,388.63,386.76,383.13,386.15,384.31,384.28,386.05,383.40,381.67,381.46,378.19,365.56,377.65,373.58,367.50,363.24,364.39,363.84,368.16,368.74,366.96,369.15,367.65,366.67,369.84,368.25,366.46,364.74,362.27,359.26,347.25,299.23,285.71,286.23,337.69,L7
2001-03-08 22:03:44+00:00,415.23,416.74,408.70,406.18,396.12,390.49,388.42,384.42,387.49,386.29,385.86,387.30,384.83,383.32,382.20,379.18,369.71,379.27,375.60,370.42,365.94,365.96,365.49,369.69,370.37,369.01,371.76,370.38,368.66,371.15,369.11,368.05,365.95,363.43,360.29,344.66,295.74,283.03,285.53,337.69,L7
2001-03-15 22:09:51+00:00,416.31,418.24,410.07,405.92,399.92,397.04,396.26,390.73,388.59,385.29,386.27,389.26,389.40,386.52,385.51,383.04,374.54,383.13,379.09,374.93,372.32,374.95,373.62,374.01,374.18,374.73,377.28,375.50,372.81,371.59,369.12,370.16,369.80,366.14,366.85,345.10,292.27,279.58,280.81,350.76,L7
2001-03-31 22:09:43+00:00,423.22,421.26,415.42,412.23,406.45,404.67,405.06,401.03,398.82,392.89,390.91,393.07,390.71,391.21,387.59,384.61,378.47,387.00,383.27,382.01,380.96,383.13,383.79,385.84,385.43,384.20,385.85,384.25,383.32,382.52,371.95,374.18,374.36,375.66,369.28,335.77,292.27,279.58,280.81,,L7
2001-04-16 22:09:42+00:00,418.62,418.79,414.43,410.83,405.47,403.84,403.75,399.73,398.15,393.60,391.61,392.16,390.14,390.83,386.91,384.62,380.15,387.11,384.07,383.10,382.85,384.61,385.63,386.79,385.88,385.48,387.27,384.07,383.59,383.26,373.94,375.13,375.03,376.06,369.22,341.19,303.79,292.69,294.71,356.28,L7
2001-05-27 22:03:12+00:00,422.54,420.48,414.99,412.31,407.52,408.23,408.71,404.72,402.07,399.21,397.55,398.93,393.62,388.72,385.29,386.66,381.00,388.83,384.48,384.19,387.47,391.23,392.10,391.45,391.58,393.58,393.54,389.69,390.58,388.00,377.14,379.19,379.96,383.19,378.98,358.56,321.85,315.89,325.65,398.77,L7
2001-06-03 22:09:16+00:00,422.54,420.48,414.99,412.31,407.52,408.23,408.71,404.72,402.07,399.21,397.53,398.93,393.62,388.72,385.29,386.66,381.00,388.83,384.48,384.19,387.47,391.23,392.10,391.45,391.98,394.39,393.16,389.08,389.37,387.31,377.97,379.77,380.51,383.36,379.26,363.31,331.12,326.89,337.49,398.77,L7
2001-06-19 22:09:05+00:00,424.89,421.04,415.20,412.96,408.79,408.69,408.52,404.31,403.57,401.53,398.34,399.65,394.74,390.88,386.64,387.52,384.08,390.72,386.80,386.84,389.68,393.23,394.88,394.12,393.40,396.30,395.71,391.22,390.37,388.97,381.07,382.78,382.98,386.31,383.66,363.31,331.12,326.89,345.09,398.77,L7
2001-07-05 22:08:57+00:00,427.63,422.91,416.60,414.55,408.79,408.69,408.52,404.05,403.84,401.91,398.54,399.10,394.82,391.67,387.13,388.07,385.24,391.35,387.17,388.15,390.47,393.21,394.50,393.95,393.30,396.09,396.33,392.01,390.40,389.36,381.07,382.78,382.98,386.31,383.66,363.31,331.12,326.89,345.09,398.77,L7
2001-07-14 22:02:45+00:00,427.99,422.90,416.09,413.23,407.55,408.01,408.06,404.53,403.63,400.72,397.69,397.68,394.20,391.66,388.63,391.14,387.28,391.50,388.03,389.78,392.19,395.30,396.48,395.10,394.32,398.34,399.08,395.16,394.07,393.62,384.85,385.61,386.18,388.75,387.78,365.56,346.92,344.92,362.27,402.34,L7
2001-08-15 22:02:14+00:00,426.06,421.96,415.93,412.80,406.72,405.91,405.82,402.59,401.48,398.36,395.76,395.64,392.79,390.48,387.35,389.13,385.71,390.04,386.90,388.82,390.70,393.33,394.37,393.11,392.61,396.62,397.87,394.42,392.99,392.43,384.19,384.35,384.96,387.39,385.96,367.46,352.33,351.94,367.95,408.87,L7
2001-08-31 22:02:05+00:00,424.95,420.78,415.13,411.37,405.69,405.27,404.94,402.04,400.45,396.86,393.72,393.28,390.70,387.99,382.57,384.86,384.80,385.81,384.62,387.36,390.38,393.20,394.10,392.01,391.90,396.61,398.13,394.76,393.33,392.77,385.51,384.86,384.85,386.55,386.69,374.66,366.26,370.04,383.87,413.60,L7
2001-09-23 22:08:02+00:00,418.27,416.59,413.31,409.79,405.14,403.37,401.57,400.64,400.62,397.16,393.25,392.38,388.76,385.75,381.47,384.21,383.17,383.75,381.97,384.61,388.69,391.70,392.87,391.92,392.00,396.26,397.10,394.15,394.15,394.92,388.16,386.33,386.10,386.84,383.68,381.39,380.34,386.33,398.32,413.60,L7
2001-10-02 22:01:40+00:00,421.61,419.94,414.86,411.06,404.91,401.05,397.32,396.68,397.30,395.45,392.41,390.52,388.81,385.05,381.41,384.11,383.53,382.85,381.57,384.00,386.52,388.05,388.96,386.50,387.41,393.89,395.25,392.03,390.42,390.71,387.35,385.89,386.51,384.08,382.67,381.70,380.74,386.54,399.71,417.69,L7
2001-11-03 22:01:46+00:00,423.69,421.08,414.26,409.85,403.38,399.23,395.94,395.90,395.79,393.47,390.09,388.03,386.00,381.64,378.68,381.25,379.66,379.47,378.03,380.53,382.22,383.95,384.28,382.39,384.48,390.54,391.84,389.83,388.06,388.11,385.26,383.95,384.34,381.67,381.05,381.01,382.01,388.86,402.46,429.98,L7
2001-12-21 22:02:05+00:00,421.93,420.62,421.06,414.07,406.92,397.20,396.60,394.11,391.13,386.04,381.62,383.00,378.36,381.07,381.85,380.38,378.72,380.95,380.83,379.03,381.73,380.92,380.21,378.27,379.46,383.54,387.85,386.16,382.28,380.94,383.89,378.45,378.04,377.61,374.21,376.42,376.07,383.70,399.69,428.41,L7
2002-02-07 22:02:17+00:00,416.68,418.60,421.86,414.01,407.67,397.89,397.07,393.18,388.47,382.40,378.18,381.24,374.11,376.11,376.46,372.47,372.33,378.50,378.38,374.51,377.40,375.76,374.85,373.82,375.54,377.88,380.64,379.42,376.86,373.87,379.40,372.77,373.72,375.90,371.53,376.37,375.64,380.84,394.96,425.13,L7
2002-02-14 22:08:29+00:00,415.49,419.52,425.39,416.49,408.64,399.07,397.95,393.95,389.76,383.43,378.53,382.55,375.20,376.31,376.60,373.44,374.09,379.18,379.69,375.33,377.27,375.01,374.39,373.80,375.54,377.36,379.20,377.70,376.06,373.81,378.47,371.94,375.36,377.53,373.09,376.09,373.99,376.73,388.92,418.81,L7
2002-03-02 22:08:32+00:00,413.87,419.33,427.20,417.00,408.63,396.79,397.15,392.32,387.87,381.84,377.28,380.40,372.75,374.19,374.91,371.07,370.45,376.67,377.57,372.64,373.22,371.49,370.64,370.50,373.77,375.30,375.55,373.39,372.01,369.41,374.79,369.24,373.29,376.67,372.70,374.82,370.26,370.25,378.43,408.10,L7
2002-04-03 22:08:21+00:00,411.31,419.41,434.98,423.11,411.13,393.70,401.34,394.11,388.03,382.52,381.69,381.48,370.18,373.23,374.33,372.22,369.92,379.98,382.85,376.92,372.58,374.83,368.71,368.69,373.03,373.50,373.65,370.76,368.99,366.48,374.66,366.46,373.59,382.19,382.41,373.07,367.69,366.74,370.68,400.58,L7
2002-05-30 22:02:01+00:00,409.57,421.90,445.22,432.34,418.55,396.24,404.35,397.02,390.21,382.99,381.29,382.24,370.67,375.74,376.11,373.59,374.96,388.65,392.22,387.37,376.85,376.52,371.22,372.42,375.22,374.91,374.05,370.84,374.26,370.08,378.09,366.61,375.27,383.12,384.11,377.51,371.50,367.22,374.03,400.70,L7
2002-07-17 22:01:44+00:00,409.57,421.90,416.79,410.46,411.76,396.24,402.42,395.83,394.92,382.99,377.93,372.13,368.75,367.12,369.69,368.23,369.39,378.16,388.25,388.17,359.12,365.93,359.81,362.12,373.19,372.98,368.79,371.49,379.79,377.38,376.10,370.94,380.21,376.55,380.93,368.72,370.78,360.36,375.21,393.83,L7
2002-07-24 22:07:50+00:00,415.78,423.80,416.09,408.91,406.76,395.70,401.03,394.11,393.20,382.96,377.93,371.95,369.17,367.80,368.82,367.52,368.44,376.54,384.84,384.07,358.89,364.43,359.91,361.46,370.72,370.53,368.38,371.65,377.80,376.12,376.02,370.96,378.44,375.91,380.25,370.27,371.65,363.41,378.76,396.07,L7
2002-08-18 22:01:33+00:00,412.21,414.03,396.00,390.74,397.13,386.17,395.86,390.67,390.50,379.91,375.46,366.09,360.23,359.92,361.62,361.36,360.59,370.82,379.06,378.23,348.49,360.44,354.36,354.98,364.85,364.37,363.39,367.10,373.68,371.60,374.87,370.23,373.92,367.82,374.95,364.68,367.67,362.21,378.28,393.90,L7
2002-08-25 22:07:36+00:00,412.21,414.03,396.00,390.74,393.75,384.83,392.17,388.22,388.25,378.80,375.30,367.35,361.60,360.72,361.24,361.26,360.89,369.58,375.29,374.77,349.34,359.63,354.04,354.42,362.95,363.47,362.68,366.06,371.23,369.47,372.25,368.83,372.64,367.69,373.15,365.24,366.48,362.52,379.58,394.79,L7
2002-10-05 22:01:07+00:00,417.45,414.95,398.48,393.33,394.50,382.68,380.50,383.70,388.61,378.90,373.59,367.89,363.27,361.09,360.73,357.05,359.81,366.20,370.60,371.39,351.65,353.98,355.98,356.59,362.98,363.09,364.00,368.45,373.48,372.13,374.05,369.86,371.26,362.68,364.42,366.24,370.91,367.54,387.38,402.05,L7
2002-12-31 22:07:56+00:00,417.45,414.95,398.48,393.33,394.50,382.68,380.50,379.04,388.05,378.03,374.20,367.71,363.16,359.23,359.12,355.29,359.02,360.23,361.94,361.63,354.84,354.39,356.52,356.17,363.66,364.86,367.09,372.37,372.17,372.24,374.19,372.79,373.48,365.58,366.74,367.38,371.71,371.11,389.33,403.87,L7
2003-02-01 22:08:09+00:00,411.49,408.99,401.64,397.36,388.85,381.99,377.79,376.68,378.23,376.72,376.51,371.83,368.03,366.30,361.17,360.56,363.03,362.48,361.66,361.81,359.12,357.84,359.11,359.88,361.23,362.94,367.06,368.47,365.45,366.11,368.86,369.47,368.48,365.70,366.09,372.51,372.38,377.04,391.53,405.68,L7
2003-02-26 22:02:04+00:00,412.44,408.16,402.68,400.54,396.93,391.25,388.56,383.40,384.55,379.73,379.65,375.58,376.25,382.29,377.89,368.05,369.28,371.70,370.82,369.34,369.54,364.62,362.98,369.65,372.77,372.02,377.63,376.71,372.28,373.10,374.89,375.56,377.83,384.46,383.26,386.11,389.10,392.01,402.33,415.57,L7
2003-03-05 22:08:19+00:00,411.48,408.28,405.02,403.42,399.67,395.61,393.18,388.27,387.97,381.90,380.19,376.18,375.86,383.73,384.26,378.70,372.97,372.46,371.99,370.22,370.75,366.22,364.13,367.95,372.69,375.56,380.22,377.63,372.67,373.34,376.24,377.92,380.71,386.92,385.27,386.98,389.21,391.96,403.34,417.80,L7
2003-03-21 22:08:15+00:00,408.02,406.84,407.50,406.37,402.53,399.65,397.66,392.51,389.98,382.87,381.12,376.37,376.71,381.87,383.12,386.41,378.33,373.47,375.88,373.78,372.01,368.04,366.06,369.84,370.98,376.56,383.06,382.72,373.94,373.44,378.44,380.63,384.44,391.15,390.40,391.38,393.92,391.96,403.76,417.44,L7
2003-05-24 22:08:16+00:00,403.04,404.36,409.23,408.26,404.49,403.50,401.45,399.79,391.48,383.55,381.29,378.00,378.76,384.66,386.36,391.22,386.98,380.21,378.63,376.95,373.43,370.68,369.03,373.45,371.91,377.69,384.43,384.72,379.39,379.14,384.93,385.54,388.88,398.50,394.75,393.01,397.97,399.06,408.33,422.05,L7
2003-07-20 22:01:56+00:00,401.51,404.32,407.33,405.35,401.31,403.50,401.45,395.35,387.80,383.55,381.29,378.00,378.76,380.96,382.19,386.22,383.90,378.65,376.52,373.90,370.44,366.47,365.32,370.08,367.77,377.76,384.86,384.71,379.25,378.90,379.95,381.65,386.26,396.23,392.76,389.13,394.82,395.02,405.94,417.74,L7
2003-07-28 21:50:04+00:00,404.43,406.45,407.48,406.41,400.66,401.40,398.45,393.62,387.30,382.61,381.31,378.17,378.22,380.16,380.63,383.40,382.00,377.24,375.68,373.37,369.17,364.99,364.54,369.48,367.53,375.90,382.81,383.21,377.72,377.09,378.59,379.82,383.74,392.16,388.82,386.78,390.69,391.06,404.38,416.47,L5
2003-08-12 22:07:59+00:00,407.35,406.70,408.67,406.94,401.53,403.42,401.91,396.55,389.52,383.62,382.75,376.78,376.93,378.80,379.67,381.59,380.68,377.26,375.09,372.36,368.87,366.38,365.53,370.97,368.38,378.21,385.04,382.20,376.53,376.49,377.76,378.07,381.64,389.98,385.61,383.80,386.82,392.33,405.43,417.30,L7
2003-08-28 22:07:57+00:00,412.21,412.56,410.38,408.54,402.26,405.07,403.03,398.08,390.55,386.61,384.98,376.42,376.18,375.94,376.77,380.97,380.22,375.19,374.51,372.17,366.63,365.15,366.76,369.32,364.88,377.88,384.61,383.49,377.23,376.70,377.76,378.07,380.35,384.08,380.42,380.19,382.01,386.99,404.77,417.53,L7
2003-08-29 21:50:38+00:00,413.84,413.98,411.20,407.28,400.22,401.61,398.12,395.89,389.91,386.71,384.76,376.74,375.23,375.97,376.46,379.83,379.06,373.77,372.91,370.87,365.78,364.05,365.22,367.21,362.41,372.44,378.57,379.02,375.50,375.64,377.04,377.48,379.67,382.72,378.66,377.35,378.41,382.81,400.99,412.97,L5
2003-09-05 21:56:55+00:00,412.63,412.80,409.51,404.71,396.67,395.71,389.51,392.33,387.31,385.22,384.48,376.81,374.64,373.10,371.30,376.07,377.33,372.70,370.31,369.05,362.99,361.24,362.49,365.86,358.39,363.15,369.51,374.26,371.14,372.08,373.84,373.86,375.12,378.15,374.59,373.11,373.52,375.22,393.48,402.61,L5
2003-09-14 21:50:54+00:00,412.94,412.10,407.52,402.45,394.95,393.80,387.44,389.16,385.36,383.28,382.45,376.37,373.63,372.05,369.94,375.04,376.70,372.32,369.20,367.32,361.56,360.18,361.73,364.78,357.72,360.20,364.47,369.97,367.06,369.14,372.21,373.48,375.58,377.58,374.12,372.93,371.25,370.93,388.80,397.76,L5
2003-10-23 21:57:36+00:00,417.85,414.15,405.92,398.56,389.63,386.61,378.65,384.43,382.86,382.05,380.90,375.93,372.71,372.08,369.02,370.54,373.69,371.76,367.08,364.44,359.33,357.06,358.68,361.59,357.69,356.66,359.25,365.63,365.98,369.12,370.54,371.01,371.40,372.33,368.84,367.26,364.53,370.62,385.18,393.75,L5
2003-11-17 21:51:45+00:00,415.07,413.42,405.61,398.69,389.96,386.81,380.76,384.89,382.81,382.60,383.59,378.64,376.37,372.75,369.95,370.14,372.22,372.20,367.07,363.81,361.30,362.43,361.44,361.29,358.52,357.80,361.14,366.06,366.76,367.51,369.09,369.87,372.63,371.92,368.62,367.28,364.83,370.37,386.70,393.75,L5
2003-11-25 22:02:05+00:00,414.46,413.00,404.57,397.77,386.80,382.38,381.29,379.64,380.18,381.06,382.44,377.61,375.80,371.93,369.19,368.24,367.58,368.01,365.41,360.96,360.63,361.93,359.33,356.70,356.30,355.16,358.34,363.20,361.57,362.21,364.55,366.64,369.59,367.75,365.35,364.63,360.56,363.19,380.81,384.36,L7
2003-12-02 22:08:15+00:00,414.46,413.00,404.57,397.77,386.80,381.24,381.92,381.24,380.65,382.76,385.56,380.44,379.24,375.17,372.84,368.24,367.58,368.01,365.41,360.96,360.63,365.39,362.24,356.75,356.40,357.14,360.00,363.12,361.40,362.16,364.62,367.20,369.59,367.75,365.35,364.63,360.56,363.19,381.48,388.78,L7
2003-12-03 21:51:55+00:00,413.47,412.52,405.35,399.19,387.67,381.72,382.80,382.76,382.12,383.64,387.04,381.91,380.84,377.28,374.15,369.35,368.02,368.29,366.72,362.06,362.14,367.16,363.87,357.21,357.24,358.44,360.76,363.60,361.32,362.35,365.00,367.37,369.63,369.25,367.26,366.01,362.23,364.51,383.09,392.78,L5
2003-12-10 21:58:05+00:00,412.68,412.05,406.19,399.66,388.66,382.21,383.08,384.22,383.96,385.65,389.27,384.14,383.56,380.17,375.73,370.74,368.48,368.98,367.90,363.02,362.94,368.65,366.03,358.51,357.85,359.99,363.06,365.23,362.81,364.20,365.73,367.59,369.73,369.86,368.01,367.23,363.28,365.65,384.44,396.28,L5
2003-12-27 22:02:18+00:00,412.68,412.05,403.25,397.25,386.49,380.21,380.98,384.22,383.96,385.65,389.27,382.81,382.28,379.50,375.45,370.53,367.78,367.91,366.37,361.46,361.24,366.33,364.41,358.51,357.85,359.99,363.06,363.53,361.52,361.81,363.64,365.74,367.84,367.64,366.59,365.90,362.27,363.09,384.44,396.28,L7
2004-01-04 21:52:10+00:00,413.47,411.74,403.16,397.75,387.10,381.08,381.71,384.05,384.13,386.60,389.52,383.47,383.45,380.70,376.91,372.05,370.04,369.67,367.98,362.95,362.05,366.49,364.77,359.54,358.57,360.40,363.17,364.25,362.59,362.41,364.42,366.18,368.07,367.40,366.53,366.49,363.34,363.89,384.61,396.92,L5
2004-01-19 22:08:35+00:00,414.95,412.14,403.60,398.33,387.25,381.08,381.71,384.89,384.86,385.92,388.34,383.23,383.09,382.54,378.32,373.19,372.19,371.28,368.87,363.70,362.82,368.38,366.16,360.28,360.03,360.68,363.60,364.63,362.67,362.65,365.26,366.51,367.90,367.34,366.72,367.17,363.37,363.79,384.74,398.10,L7
2004-04-08 22:08:48+00:00,410.47,408.23,399.88,394.66,384.50,378.32,381.58,385.71,385.63,389.75,394.20,388.93,391.06,389.90,384.87,375.12,372.50,373.05,371.74,365.51,366.52,373.65,370.27,361.92,362.77,365.94,369.72,368.09,365.55,363.37,364.98,366.88,367.89,367.73,370.05,370.09,369.07,367.24,391.01,411.38,L7
2004-04-16 21:59:19+00:00,414.34,411.13,400.19,394.08,384.57,379.33,381.90,385.45,384.81,388.51,392.58,388.27,389.81,389.26,384.87,376.09,373.64,374.42,372.46,367.18,368.08,374.25,370.97,363.24,363.87,366.95,371.24,369.31,366.84,365.32,367.51,369.57,370.72,370.39,371.41,372.33,371.39,370.34,393.34,413.42,L5
2004-04-17 22:02:32+00:00,414.34,411.13,401.35,395.50,385.76,380.99,383.20,385.83,385.16,388.20,391.77,387.38,388.91,389.26,384.87,376.09,373.64,374.42,373.60,369.14,370.23,375.14,372.12,364.99,365.39,367.40,371.92,370.38,368.13,365.32,367.51,369.57,370.72,370.39,373.45,374.98,374.49,374.09,397.31,417.07,L7
2004-04-25 21:53:23+00:00,411.96,408.78,401.31,395.43,386.17,382.59,386.08,389.05,388.93,388.11,391.73,388.27,389.61,388.91,386.19,377.24,374.87,374.89,373.54,372.52,375.11,381.86,373.90,367.21,366.62,369.06,372.09,369.12,368.80,365.68,367.70,370.58,373.08,372.70,376.43,379.46,379.67,378.75,402.38,423.12,L5
2004-05-18 22:00:14+00:00,420.01,412.55,403.51,397.84,388.06,384.61,387.39,390.70,391.79,390.42,390.56,386.78,388.19,390.56,387.13,379.98,378.74,377.08,376.73,376.46,377.14,381.03,374.98,370.35,368.65,370.65,373.10,370.44,369.69,368.52,370.67,373.07,373.52,374.78,378.90,382.49,382.42,382.52,405.33,426.07,L5
2004-05-19 22:02:35+00:00,421.85,413.95,404.40,398.87,389.24,385.51,388.02,390.69,392.35,390.38,390.56,386.78,388.19,390.56,387.13,379.25,378.57,377.40,377.27,377.12,377.72,380.36,375.58,371.30,369.27,370.79,373.10,370.44,369.69,368.52,370.67,373.72,374.09,375.23,379.03,383.24,382.94,383.42,406.62,426.78,L7
2004-05-26 22:08:45+00:00,423.20,415.18,403.69,397.76,389.92,387.17,388.35,390.69,392.35,390.38,390.56,387.83,388.06,390.82,388.16,380.65,380.38,379.38,380.02,380.19,380.41,383.11,376.69,373.22,369.27,370.79,373.10,370.44,371.08,368.87,371.52,374.86,376.11,375.89,381.77,387.07,386.79,386.44,408.76,426.78,L7
2004-06-11 22:08:38+00:00,428.75,416.41,401.85,395.54,388.82,388.96,388.75,388.43,390.98,387.23,382.63,380.84,381.02,383.60,384.14,380.08,382.03,380.61,379.82,381.87,382.22,381.45,373.81,377.39,373.36,371.37,371.93,369.74,372.94,368.61,372.50,376.33,377.39,375.13,382.28,388.12,388.69,388.64,413.26,426.75,L7
2004-06-12 21:54:47+00:00,429.42,417.21,403.07,397.02,389.84,389.23,388.21,387.07,389.94,385.90,382.19,380.01,381.31,383.39,383.97,380.35,382.28,380.63,380.15,382.01,381.54,380.50,374.06,377.47,373.72,371.27,371.21,369.35,372.66,369.52,373.16,376.21,377.59,376.17,382.68,387.80,388.18,387.99,411.27,424.88,L5
