dates,nzd0363-0000,nzd0363-0001,nzd0363-0002,nzd0363-0003,nzd0363-0004,nzd0363-0005,nzd0363-0006,nzd0363-0007,nzd0363-0008,nzd0363-0009,nzd0363-0010,nzd0363-0011,nzd0363-0012,nzd0363-0013,nzd0363-0014,nzd0363-0015,nzd0363-0016,nzd0363-0017,nzd0363-0018,nzd0363-0019,nzd0363-0020,nzd0363-0021,nzd0363-0022,nzd0363-0023,nzd0363-0024,nzd0363-0025,nzd0363-0026,nzd0363-0027,nzd0363-0028,nzd0363-0029,nzd0363-0030,nzd0363-0031,nzd0363-0032,nzd0363-0033,nzd0363-0034,nzd0363-0035,nzd0363-0036,nzd0363-0037,nzd0363-0038,nzd0363-0039
1999-08-17 22:12:26+00:00,,,,,,,,203.7515423188801,,181.3758836749041,172.26542763493532,181.49942627304824,164.92721860096978,160.81895760610035,161.0585132446554,159.0474649936605,158.21497461945725,155.1231296340558,140.14394333641687,143.07688640997313,145.76926175459184,150.57569992068125,159.73661538954252,165.18609801123165,173.08783060126277,176.24698355359797,160.36986324758874,158.22597085092278,170.30459560061598,175.34934559938642,189.30249726820063,,,,,,,,,
1999-08-26 22:06:20+00:00,221.68849598479696,240.10170835205847,230.13223162321975,217.99404519466768,209.7407884163718,204.0240234943988,204.13885503872095,208.77338814669162,199.55009875274143,192.0813410938582,195.39451762389072,183.4553740804121,184.81628737553882,183.16310874636702,171.45383372358677,175.18093699518462,171.11663201737252,167.36762802955963,171.61343645244114,160.77266351145641,161.12384651466763,156.77046045460546,166.44443005999736,164.74227751854335,173.6009088005309,179.71662899233849,181.96362056579582,175.76633085836474,177.18230795677297,170.7469573251347,174.10825338578488,180.94695368094327,178.29837673149615,176.32118291530136,175.10902446761136,168.64801374362514,156.48202848353876,151.1734176634285,154.62770189404824,151.5069993762218
1999-10-13 22:06:24+00:00,225.61909017545668,225.89692409389906,218.2918880733313,206.38165314277575,200.389092767896,195.7750392889842,199.40107217800963,197.42685918248267,191.63989117711964,181.54669435130228,189.5550348459108,192.04078401258406,177.96792639135896,174.40258302631557,165.2927665090855,167.65411696079047,167.04230587739684,166.7308515566514,155.68411798176152,155.38789416655652,152.6899189125452,151.90843675638155,151.40525561892258,158.13068283164367,161.8453182522781,162.5238999845117,172.29300217179184,171.15611961857095,169.3652916788938,163.96476013004502,157.35392853993366,162.05376956843926,167.9468500833544,171.06297390972887,173.87079297563804,179.69304781212813,179.06784798780225,153.08328389584523,94.57913442834176,76.33160286060394
1999-11-21 22:12:24+00:00,209.25424231270762,232.66452547704574,233.88423512343007,219.45254410726292,216.09397266487687,206.31109037146086,203.93560219873083,206.38945916540055,197.0919382678674,193.53017014840665,191.27054110419857,179.0685744576147,180.7659793229489,170.67472345522089,168.19535898593406,173.22859519231432,168.5316493471579,166.56949928576603,172.88686809475246,164.80736181473227,164.85963544479768,160.31763086900338,164.13953321448588,162.62285272977792,168.48113057887943,168.28207660482028,169.56248995658405,168.8510603891591,174.13460571792905,174.96467125108074,180.38875612910817,179.32937678945973,179.02889592265706,171.58765882969874,174.75532368526314,164.66384338300293,147.82619781540043,114.0244644098116,,
2000-01-17 22:06:11+00:00,,,,,,,,209.45344518140755,199.8959410720105,193.37377524696865,199.04919280155625,199.39328010273368,192.37068674590327,178.84462185151148,172.5431081760728,172.47317078977076,167.03389425561545,169.98769820873773,176.82491896638774,188.7298714512588,174.4406029792983,166.23451075837693,166.4565541736895,175.5180334337523,179.48518049082267,174.12099706043918,175.60393873128146,173.25729442167366,168.09951519629223,171.23693359169025,185.90245181142052,188.35498056861357,184.92503581776324,179.98055147269687,177.03124719628525,179.1986562465627,172.7976671471863,,,
2000-02-09 22:12:19+00:00,,,,,,212.8391046834216,215.45299917379825,214.08484410192398,200.4179427295914,190.5557689529946,188.23462873071756,196.06065409781615,197.56711662299196,185.91221660606627,178.77073193178168,171.51252300360602,164.42697123239935,165.39226273146036,167.72758413052307,175.55996795155076,179.7133270837741,188.3787182781063,185.2468358708333,185.21153757580305,175.35791170890755,172.27700643972335,173.90880405474317,172.94111595073304,172.30453862797114,176.84264098571435,186.07035602047944,189.69655615992968,194.4393645107874,181.9714310742742,182.40386014666285,197.93555132466904,,,,
2000-03-12 22:12:09+00:00,,,,,,,,193.45406542384185,188.20318174757503,184.7463757929501,175.55249910369605,,,,165.6604553983732,168.16562080128995,162.74415351787354,161.4374222741893,141.81790231286573,155.39675159868668,156.1905397011457,182.68778157317993,181.99332310634455,185.23999136475146,169.16800966993264,156.2971644504398,146.07268043717536,153.7799262479258,146.75168244256383,155.7390172875071,157.9021423553226,159.23971383149217,162.30462339110585,158.98286565919364,175.72331922964275,186.89724709281617,199.67585277462425,140.7310226680833,91.48179172530652,73.22404655190287
2000-03-21 22:06:01+00:00,198.56245903483,217.12742963264085,213.61666684161597,209.94624147654943,207.58874997797764,209.6448242659838,200.44055279427448,203.7796947638982,191.58338960148998,189.552520470199,184.61823686930666,173.05538931310628,176.2318392537577,176.3704809593001,170.90283161858505,168.36381560580975,166.4911254050473,165.2003030694209,165.40902998888438,161.45083266437774,163.0655230513876,155.65089320468203,165.90003382504975,170.72096349801285,170.5637080713991,167.50830164174428,166.33340690831164,163.7359799618427,162.7478459509984,158.12183285098178,160.11113741368294,166.72291400889554,168.96126859341962,165.84851306982875,160.8728891202735,152.99056118649474,137.61203363556962,124.68895181147849,116.64290116772999,114.20858517318919
2000-04-13 22:11:54+00:00,220.2220550066438,234.69734808433844,227.0834475720002,211.90781367217417,214.71329835409807,221.76136954159176,220.54547600161615,222.66557337797082,218.4608070161815,208.5834832847916,197.1823298894513,189.34503500673645,191.0348237444663,197.90111289054286,207.58630007099876,200.10014490804662,186.1280642089646,183.76175797322034,173.7330269502707,166.22742206069995,165.63905937168045,164.77371768613202,167.2171804250677,170.00904301282168,174.26884744145377,183.98685303383866,184.62900629733005,181.93227756540767,174.49719872296848,172.51325472289173,173.6378601905089,175.003647790627,174.9718132183141,174.8801770823802,173.42987095332802,172.94322619501344,161.25551595344805,154.56694316868916,138.24734999364844,124.01446760648798
2000-05-24 22:05:22+00:00,,,,,,,192.0946229975094,182.26267272287382,193.56950833932777,191.37234505893585,203.6164303869952,213.16150791327618,214.45863594706063,210.60106535951704,209.7583190439114,187.13976484914477,187.4223327164252,166.46080148832033,158.0893702419654,173.21633665767524,177.51497276869642,181.79356068927072,169.385972864788,166.22204680192323,169.8533503897691,166.70193921724442,165.64386327111163,170.4479414017643,170.94617781869914,171.6538050337996,175.14076749620122,165.04589352745543,171.13945491359988,169.16438432445656,161.47220579739428,175.49353291392092,175.4443287377804,177.45483328181442,196.87434127990883,
