,dates,chi0495-0000,chi0495-0001,chi0495-0002,chi0495-0003,chi0495-0004,chi0495-0005,chi0495-0006,chi0495-0007,chi0495-0008,chi0495-0009,chi0495-0010,chi0495-0011,chi0495-0012,chi0495-0013,chi0495-0014,chi0495-0015,chi0495-0016,chi0495-0017,chi0495-0018,chi0495-0019,chi0495-0020,chi0495-0021,chi0495-0022,chi0495-0023,chi0495-0024,chi0495-0025,chi0495-0026,chi0495-0027,chi0495-0028,chi0495-0029
0,1985-01-25 14:06:03+00:00,,175.84650759809446,197.9850539098011,,189.39747699404919,176.34869336401525,190.578844754824,123.99383378050274,,,125.26507423578245,133.54622318307815,141.22073215795683,177.5377689448809,163.4822403427534,168.24630304310912,168.2080329405776,166.85726688903543,183.67369367779037,,,,,,74.83296991581891,,,,,173.98768105646906
1,1986-01-12 14:03:06+00:00,,166.6036171848482,174.9529953413229,,200.75198021193358,175.947863836396,162.4866632757126,132.12527591121685,,,116.0909147893954,169.53908884413437,126.89668607720361,173.014211428139,157.8919581363709,147.9389284314389,177.22592240228164,199.4108439148203,153.81192309521327,,,,,,84.12427812268591,,,,,155.27638978054102
2,1986-08-15 14:03:29+00:00,179.0302051921,172.54492901222426,204.54445023737597,221.56899804426877,209.9295121883058,216.51081639553104,216.61757500228452,188.68716048365894,187.1233428194958,172.4535785785608,126.27932537354752,,,,,,,,,,,,,,,,,,,
3,1986-09-16 14:02:21+00:00,190.280507251173,190.1153601634278,204.71673241528296,207.26877038600273,197.077596328497,202.7488379181291,181.8739428501191,187.39518619834885,169.41885892671192,162.38721861112913,170.27557939188023,178.31734170772987,173.16642384013164,171.21029234941616,162.38916955645473,162.07219925513138,166.11956463205155,161.78130883710128,,39.301451179640466,41.53747168931439,44.702812461257594,23.56260596264206,62.15948399529499,24.446280441441395,,,,10.48257912818621,
4,1986-09-25 13:55:54+00:00,221.36549709244034,214.98669540857333,219.4440410443265,222.26176525858813,228.56335747366683,232.83736903666187,210.447292131037,201.56989999858277,177.0749631137789,187.93927339322482,207.30889664908415,200.32318946904095,189.93962279135275,188.01826183381755,177.20549639245607,182.5449164412096,183.44261471918006,190.61258387129797,194.1516218556558,54.749541842702314,47.43556925619731,53.742778503584816,39.3828044718434,71.72959791309417,61.702843247740006,165.7546195374123,166.7664749276798,141.16937360692802,30.779012866175627,
5,1986-10-02 14:01:51+00:00,199.98374969481523,169.71923325211628,200.52244127201445,200.921303118342,202.62863683168064,201.64128065320176,172.1096969704778,157.48054752756826,173.88447669808636,174.96440120396664,190.78829075785828,187.3384607376734,162.89352037707766,159.21205148689882,157.91026650323252,165.06970563589,164.08786301025734,167.3380654628064,173.522676437266,55.38709349189798,56.59970673987662,57.65054741511764,33.624079551528595,67.83394645679628,54.85559838905524,135.43077742661572,144.44489433179922,134.8606576339476,19.745698128041507,
6,1986-10-18 14:01:19+00:00,215.7686966605809,189.4831626028809,197.8136758861343,204.55163015816112,197.10420855900162,220.8964640190402,206.0495203374574,176.77635644432655,174.316948571262,194.15621463117782,227.49498889579215,194.9178141262288,169.80973482337834,165.48240239133244,174.80615929277002,167.18149871242696,162.47762836118892,170.1057627967275,200.53937829714548,177.82365203585982,169.29216637315034,150.1605210511235,146.35848184206284,150.9444935002265,72.61745650360356,151.62902630565787,144.4288417172633,137.19933235594908,126.98048399088566,140.26705909825165
7,1986-12-21 14:00:49+00:00,214.6928622292928,215.0576765579614,213.48330781437704,194.83750968892446,225.237825555994,254.48350581203042,238.34524491107695,213.00811269179815,183.93167808055293,187.06674655859462,222.0046416649902,226.24377927651284,197.58637431892507,203.4360302536552,179.68466618925788,172.7915399569681,172.4188441882637,167.32960203453194,205.55726310492162,213.61836337061652,199.9652488919696,194.3545807193818,187.30458149184733,165.7107925586644,155.31776912629783,184.0540193820697,190.4818395501529,175.45213280897653,158.97087371362562,160.5553703610811
8,1986-12-30 13:54:55+00:00,202.36528714696794,193.54125509223553,194.68758914503138,170.11198864222717,194.95087478169776,228.84464533332604,230.34872849126594,206.59035758798973,164.62843611628773,165.9225597906451,206.78685989741442,207.05018489869133,185.58810282090252,187.5331936375375,174.7652996284311,161.78617377196358,171.68461375713994,166.35504805337564,177.532424471884,192.0591181609579,193.8490402223125,172.01655196926828,172.5057687065057,145.54601178554017,136.98938382411515,154.34938200005715,172.24042254531201,168.22139289360254,151.28239820970984,149.56365809556166
9,1987-01-06 14:01:18+00:00,227.4983127463645,206.7390643596079,219.59998640574122,200.92837654920874,206.3157812188247,246.12941568605137,235.93373720329274,226.9433784942746,181.96473800041215,185.66905362070545,213.0266122489008,213.84361457946815,204.13549493358272,210.3040498189231,187.07420638600067,174.83564563912273,180.7543296323685,175.69706510737157,193.04900366672877,212.91626803261346,206.17374888847087,186.23333665701813,194.08201542809485,169.33303485581484,155.18659423324436,174.1509513753327,184.70414513658574,183.41443409164967,165.90563456305475,160.37326346442984
10,1987-01-22 14:01:45+00:00,200.80095223051086,230.78497447036642,228.5534233058412,212.80194318830817,207.42441663066612,238.47263127070357,250.89850456014403,225.86481328110267,189.99414034658253,178.29910044731923,208.4012533576418,217.4221961782648,206.42722842405703,197.41237697368388,200.9496211192016,175.66445700404125,179.07557788334051,172.24724901289056,198.6498098286189,216.8110728695018,197.93342900170703,181.04065528703705,190.02436638260676,165.16893992507545,166.04930785951888,181.25256273253675,189.48989923607704,186.02918560635106,167.05088228029416,169.30418964195636
