,dates,chi0349-0000,chi0349-0001,chi0349-0002,chi0349-0003,chi0349-0004,chi0349-0005,chi0349-0006,chi0349-0007
0,1985-01-25 14:04:27+00:00,147.16331806547885,120.16194419540169,115.18343815207425,132.10718785040268,141.5960256970701,,,138.80317019612096
1,1986-01-28 14:01:10+00:00,131.89462863962854,115.58553939724209,109.79725971535888,108.6479951299617,115.0708125198394,,,135.92876124556912
2,1986-03-17 14:00:06+00:00,169.9176619225717,,89.2382824660775,98.3686803319394,140.30497420007478,,,125.96193141127227
3,1986-08-15 14:01:53+00:00,128.79651787514064,120.7895330528432,,115.66889536747684,91.7743147977823,75.7743526021207,,
4,1986-09-16 14:00:46+00:00,122.03381008497004,108.65812747000182,96.5070207675386,94.20774932823664,104.52812556182376,104.5361573481762,,81.5169259438832
5,1986-10-11 13:53:47+00:00,138.00201053641194,111.11012026746226,106.7299167558445,100.10719581758313,93.68068839808666,97.29434218513218,121.1691843555493,107.55310334224674
6,1986-11-03 13:59:10+00:00,142.057664095381,118.52724415558566,100.25039985808694,101.07961293478441,108.07189424817189,112.47960873070322,122.66781564551225,134.73814388245495
7,1986-12-21 13:59:13+00:00,122.43155644578795,103.27880762393036,107.19055279405566,115.42614868811302,124.76767749644291,120.69724725496073,136.36305625035274,130.79748713935192
8,1986-12-30 13:53:19+00:00,127.63074891337168,111.25478015879753,115.48339339537353,129.63929386057933,130.04689252105146,132.55472666993006,124.73018978093323,130.0624693766519
9,1987-01-31 13:54:17+00:00,131.959997932199,109.38126214876915,108.4219516130643,141.92680722703673,156.42056090744538,125.25756520598691,109.60533214286414,116.17510386007737
10,1987-02-07 14:00:45+00:00,126.88737408058238,94.43917494965555,101.2160296809035,131.7121225424405,162.68063381056425,138.7303994626643,118.99450410929434,120.10495368823672
11,1987-11-15 14:02:09+00:00,151.01451181913663,127.40417282560128,104.17735895537334,103.02521184188177,136.412673643738,136.10069189728668,120.16605734534433,113.47257654566825
12,1987-12-08 14:08:41+00:00,132.46642980256033,113.51171711638484,118.38856480097085,112.91055535626397,111.2476237403491,112.78227643667394,134.059368773089,128.18670296360696
13,1988-01-02 14:02:54+00:00,142.76178662976466,114.50474835771394,124.73315109327727,140.11429252211784,136.22769331535926,134.6951668125521,123.80162155063188,109.68228781287934
14,1988-01-18 14:03:12+00:00,140.91273077019576,126.53004056155194,119.24935213790094,117.094300903412,151.73333153244312,150.7228708021302,131.50409068714404,117.79010372223652
15,1988-07-03 14:10:55+00:00,,,,,,,,
16,1988-08-04 14:10:58+00:00,143.6596424557466,166.83221372119567,160.59109680001524,148.1648604938231,149.24442214583803,155.05764873550098,143.75689968296794,118.65559129969694
17,1988-09-05 14:11:03+00:00,147.23738540400214,144.27123781912616,142.9532437166838,146.86330463314474,145.30901550011157,137.835760528263,135.368876873039,144.36716796568624
18,1988-09-14 14:04:49+00:00,144.80334209569833,129.57073362743702,130.12236524114365,124.08624835743026,140.85885373569454,140.7601574692957,133.28776316273786,134.55646166038218
19,1988-09-30 14:04:42+00:00,,,,,,,120.41501967350506,123.97940498341144
20,1988-11-08 14:10:51+00:00,123.1631285730177,100.01805546111865,,,,,106.20546294808095,104.08950510459194
21,1988-12-19 14:04:24+00:00,129.6659881413444,114.83746553629774,121.61768234311427,133.95219928891103,138.48420257664645,151.60564745876374,150.2826938883071,146.8436520356211
22,1989-01-20 14:04:03+00:00,141.23692065913244,123.53752879247405,117.98119841269781,132.45304573495994,140.85443173147246,145.51420591157944,160.58266685143982,160.92683655576727
23,1989-10-03 13:59:44+00:00,138.07957157740836,138.1765756646972,138.7921681087142,114.90856121198178,122.48275722368624,129.85161518751656,145.12473298326952,124.15514859202679
24,1989-11-04 13:58:44+00:00,137.87997197853133,114.4883209822898,131.17388582094267,128.8393876456793,127.3730018466189,133.8196354392947,133.8888357879587,128.90402445514607
25,1989-12-22 13:57:19+00:00,131.48532487392492,115.26991073840273,111.76748573347221,119.39717299605321,121.0529373418001,137.64306044266667,136.74127396475606,139.22369834467605
26,1990-05-06 14:00:25+00:00,148.9835702525386,138.05675678864444,148.66573307986735,147.5689357462786,155.90463506033313,167.0716932611208,159.40978411734153,148.13706462317913
