dates,nzd0067-0000,nzd0067-0001,nzd0067-0002,nzd0067-0003,nzd0067-0004,nzd0067-0005,nzd0067-0006,nzd0067-0007,nzd0067-0008,nzd0067-0009,nzd0067-0010,nzd0067-0011,nzd0067-0012,nzd0067-0013,nzd0067-0014,nzd0067-0015,nzd0067-0016,nzd0067-0017,nzd0067-0018,nzd0067-0019,nzd0067-0020,nzd0067-0021,nzd0067-0022,nzd0067-0023,nzd0067-0024,nzd0067-0025,nzd0067-0026,nzd0067-0027,nzd0067-0028,nzd0067-0029,nzd0067-0030,nzd0067-0031,satname
1999-10-04 22:10:38+00:00,,,,,421.97,417.99,419.32,419.61,411.30,406.53,,412.15,411.77,,,408.56,379.35,392.24,,,384.63,,,372.49,374.53,389.13,392.98,391.18,371.17,357.65,343.89,346.37,L7
2000-03-28 22:10:31+00:00,397.15,423.78,435.18,433.53,424.62,419.81,416.25,417.83,416.25,,,381.21,405.31,377.30,,,355.42,,,,,,,,,,,,,,,,L7
2000-04-29 22:09:53+00:00,407.81,422.53,426.41,431.52,421.18,418.73,418.21,419.25,426.53,420.23,414.37,405.38,393.47,397.39,396.29,397.50,377.29,391.33,385.90,382.76,384.31,386.47,380.86,388.65,390.39,393.14,391.69,384.99,371.08,368.87,358.45,368.03,L7
2000-06-16 22:09:50+00:00,,,,,,,,469.21,449.18,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-08-03 22:08:44+00:00,395.15,411.78,423.09,431.12,435.90,434.59,438.64,436.24,426.85,418.63,408.05,398.37,400.94,405.39,415.29,416.44,412.48,401.03,392.83,392.78,395.42,397.82,396.06,400.57,395.61,392.33,384.41,388.37,385.41,380.32,367.76,359.36,L7
2000-08-19 22:08:38+00:00,401.53,409.15,422.78,433.00,426.84,425.26,416.96,409.07,394.20,401.14,405.61,396.50,390.86,395.43,387.30,383.28,377.90,357.68,367.80,374.06,367.51,369.50,367.94,373.00,378.90,382.66,382.94,377.43,367.71,353.73,347.78,333.77,L7
2000-09-04 22:08:22+00:00,383.05,406.84,421.45,429.89,431.41,429.12,418.12,413.20,418.35,417.35,426.84,,414.54,428.48,418.35,397.93,384.14,396.86,398.79,395.80,395.49,397.71,388.94,380.70,362.92,358.34,367.71,375.81,374.42,367.00,325.87,326.13,L7
2000-11-07 22:07:53+00:00,392.22,410.14,423.32,429.28,426.90,426.40,426.24,423.93,420.27,407.33,402.22,394.80,386.43,385.29,384.67,383.19,360.63,377.80,381.00,381.31,386.54,387.51,381.87,383.70,382.76,385.26,389.68,389.67,380.30,360.98,352.01,342.16,L7
2001-05-18 22:07:50+00:00,413.54,425.82,429.40,435.95,434.76,430.15,423.38,417.14,414.37,408.53,396.07,389.08,387.94,402.45,407.72,410.97,401.74,401.78,409.95,400.05,404.90,414.10,407.19,,,,,,,,,,L7
2001-06-03 22:07:16+00:00,409.22,417.42,,427.08,,417.32,407.56,401.53,395.03,391.77,389.28,383.81,387.17,390.02,381.55,380.34,387.89,369.56,372.95,377.89,379.74,382.44,377.17,378.53,380.15,387.25,387.04,380.43,368.66,354.20,351.49,325.23,L7
2001-08-06 22:06:37+00:00,425.07,435.61,,444.46,,,,,404.44,412.32,416.87,418.96,410.65,402.40,395.40,380.00,395.64,,364.92,384.16,386.71,384.89,385.77,390.76,393.98,393.01,386.02,379.74,369.26,360.51,345.40,353.43,L7
2001-11-26 22:06:33+00:00,,,,,,,,,,435.40,432.74,428.95,437.44,,,,438.22,414.51,,,,,,,,,,,,,,,L7
2001-12-12 22:06:14+00:00,401.64,406.48,403.37,404.46,411.64,412.38,415.62,419.21,410.34,410.13,407.82,402.50,400.28,401.23,400.85,393.40,399.72,,363.47,371.84,374.43,377.63,373.20,376.83,380.18,375.58,375.68,372.85,361.79,354.50,349.47,343.46,L7
2002-02-14 22:06:29+00:00,421.06,420.41,420.65,422.87,423.33,419.57,423.48,425.62,421.87,423.49,424.06,417.94,425.31,424.64,428.63,416.13,431.72,386.29,396.05,391.11,387.70,388.08,387.37,387.93,394.81,390.48,387.84,386.85,378.15,365.65,363.88,358.71,L7
2002-03-18 22:06:22+00:00,407.71,418.52,424.27,431.39,428.15,426.47,423.68,418.38,423.93,424.06,426.66,418.37,416.56,412.72,420.32,406.21,412.81,385.00,386.63,378.83,381.52,380.56,376.61,378.62,387.32,385.99,385.97,386.39,376.92,355.59,361.57,354.09,L7
2002-05-21 22:06:17+00:00,408.62,417.31,,420.51,,408.25,406.96,412.17,414.53,405.14,408.90,412.30,406.10,398.44,400.23,387.41,373.77,366.76,390.08,388.31,387.16,389.29,375.80,376.48,378.49,382.54,390.18,388.92,384.58,357.46,337.26,328.96,L7
2002-07-08 22:06:24+00:00,422.43,430.60,,421.23,,402.11,394.69,396.45,383.61,386.88,383.36,375.19,377.89,382.49,378.14,,389.27,,,353.97,354.25,,,,,,,,,,,,L7
2002-08-25 22:06:00+00:00,,,,422.95,,,,388.77,386.09,378.32,370.92,375.77,376.13,371.42,360.10,351.78,367.96,,,335.59,316.42,,,,,,,,,,,,L7
2002-10-12 22:05:14+00:00,,,,,,,,,,,,,364.51,384.99,396.31,388.37,373.41,369.75,382.98,372.99,371.90,372.99,374.92,372.99,367.58,367.88,369.50,362.40,351.87,346.51,342.98,,L7
2002-10-28 22:05:22+00:00,,,,,,408.63,388.47,,408.05,407.26,401.80,400.90,396.95,397.00,396.25,387.60,383.01,381.12,377.50,372.21,375.80,378.39,378.94,376.24,371.28,375.04,372.07,356.54,348.75,345.98,357.03,356.13,L7
2002-11-13 22:05:30+00:00,,,413.70,419.19,417.81,415.69,408.51,395.78,389.50,395.65,393.05,387.83,397.45,397.66,400.88,389.46,379.44,,374.85,366.43,374.35,376.62,369.01,370.26,370.53,368.66,362.91,351.54,346.77,336.75,340.86,336.37,L7
2003-01-16 22:06:02+00:00,427.73,431.29,436.55,433.23,427.63,425.75,428.43,423.24,418.45,426.45,431.12,427.47,420.93,420.03,414.96,427.30,,416.88,401.57,393.61,390.79,388.59,393.30,398.46,389.03,378.16,374.29,367.99,363.69,362.73,372.09,368.00,L7
