dates,satname,nzd0067-0000,nzd0067-0001,nzd0067-0002,nzd0067-0003,nzd0067-0004,nzd0067-0005,nzd0067-0006,nzd0067-0007,nzd0067-0008,nzd0067-0009,nzd0067-0010,nzd0067-0011,nzd0067-0012,nzd0067-0013,nzd0067-0014,nzd0067-0015,nzd0067-0016,nzd0067-0017,nzd0067-0018,nzd0067-0019,nzd0067-0020,nzd0067-0021,nzd0067-0022,nzd0067-0023,nzd0067-0024,nzd0067-0025,nzd0067-0026,nzd0067-0027,nzd0067-0028,nzd0067-0029,nzd0067-0030,nzd0067-0031
1999-10-04 22:10:38+00:00,L7,,,,,437.97,433.99,435.32,437.90,429.59,424.82,427.15,430.44,433.10,447.24,442.59,434.16,411.35,417.84,412.84,404.33,400.63,390.78,385.87,388.49,390.53,403.35,407.20,407.18,387.17,371.87,359.89,364.66
2000-03-28 22:10:31+00:00,L7,416.75,440.11,449.18,445.78,436.87,432.06,428.50,431.83,430.25,,381.31,395.21,421.64,393.63,368.80,,379.92,,339.87,353.29,,263.52,260.34,,,,,,,,,
2000-04-29 22:09:53+00:00,L7,420.61,433.20,435.55,439.52,429.18,426.73,426.21,428.39,435.67,429.37,423.51,414.52,404.14,408.06,406.96,410.30,393.29,404.13,396.57,391.90,392.31,393.58,388.86,396.65,398.39,400.25,398.80,392.99,379.08,375.98,366.45,377.17
2000-06-16 22:09:50+00:00,L7,,,,,,,,440.35,420.32,,,,,,,,,,,,,,,,,,,,,,,
2000-08-03 22:08:44+00:00,L7,373.55,393.78,407.66,417.62,422.40,421.09,425.14,420.81,411.42,403.20,392.62,382.94,382.94,387.39,397.29,394.84,385.48,379.43,374.83,377.35,381.92,385.82,382.56,387.07,382.11,380.33,372.41,374.87,371.91,368.32,354.26,343.93
2000-08-19 22:08:38+00:00,L7,385.93,396.15,411.64,423.25,417.09,415.51,407.21,397.93,383.06,390.00,394.47,385.36,377.86,382.43,374.30,367.68,358.40,342.08,354.80,362.92,357.76,360.83,358.19,363.25,369.15,373.99,374.27,367.68,357.96,345.06,338.03,322.63
2000-09-04 22:08:22+00:00,L7,402.25,422.84,435.16,441.89,443.41,441.12,430.12,426.91,432.06,431.06,440.55,450.38,430.54,444.48,434.35,417.13,408.14,416.06,414.79,409.51,407.49,408.38,400.94,392.70,374.92,369.01,378.38,387.81,386.42,377.67,337.87,339.84
2000-11-07 22:07:53+00:00,L7,405.82,421.47,433.03,437.78,435.40,434.90,434.74,433.64,429.98,417.04,411.93,404.51,397.76,396.62,396.00,396.79,377.63,391.40,392.33,391.02,395.04,395.07,390.37,392.20,391.26,392.82,397.24,398.17,388.80,368.54,360.51,351.87
2001-05-18 22:07:50+00:00,L7,423.54,434.15,436.54,442.20,441.01,436.40,429.63,424.28,421.51,415.67,403.21,396.22,396.27,410.78,416.05,420.97,414.24,411.78,418.28,407.19,411.15,419.66,413.44,,,,,,,,,
2001-06-03 22:07:16+00:00,L7,391.62,402.75,,416.08,,406.32,396.56,388.96,382.46,379.20,376.71,371.24,372.50,375.35,366.88,362.74,365.89,351.96,358.28,365.32,368.74,372.66,366.17,367.53,369.15,377.47,377.26,369.43,357.66,344.42,340.49,312.66
