dates,satname,nzd0483-0000,nzd0483-0001,nzd0483-0002
1999-08-26 22:07:08+00:00,L7,391.72,400.78,394.39
1999-10-13 22:07:36+00:00,L7,375.33,362.42,372.49
1999-11-30 22:07:23+00:00,L7,354.83,352.58,360.64
1999-12-16 22:07:33+00:00,L7,357.19,360.64,367.66
2000-05-08 22:06:20+00:00,L7,377.12,377.16,384.00
2000-06-25 22:05:55+00:00,L7,373.36,376.62,381.44
2000-07-11 22:06:05+00:00,L7,353.42,364.74,370.79
2000-07-27 22:05:48+00:00,L7,375.51,374.75,379.18
2000-08-12 22:05:41+00:00,L7,377.81,379.72,386.39
2000-09-20 22:10:50+00:00,L7,357.94,355.27,367.17
2000-11-16 22:04:56+00:00,L7,360.23,357.91,369.98
2000-12-18 22:04:37+00:00,L7,365.90,367.08,375.50
2001-01-03 22:04:36+00:00,L7,369.07,367.76,379.29
2001-02-20 22:04:36+00:00,L7,374.69,377.54,382.05
2001-03-08 22:04:56+00:00,L7,374.76,379.09,398.01
2001-07-14 22:03:57+00:00,L7,355.71,359.12,374.16
2001-08-15 22:03:02+00:00,L7,371.69,375.48,381.40
2001-11-03 22:02:34+00:00,L7,379.40,379.41,387.51
2002-03-11 22:03:07+00:00,L7,375.20,381.64,386.97
2002-04-12 22:03:25+00:00,L7,389.01,387.27,398.31
2002-05-14 22:02:55+00:00,L7,385.47,383.13,383.16
2002-05-30 22:03:13+00:00,L7,376.58,377.62,379.79
2002-06-15 22:02:43+00:00,L7,377.70,377.13,389.21
2002-08-18 22:02:45+00:00,L7,356.99,355.28,369.49
2002-11-22 22:02:45+00:00,L7,380.27,374.68,377.98
2002-12-08 22:02:27+00:00,L7,365.31,368.15,372.58
2002-12-24 22:02:33+00:00,L7,361.47,367.83,373.07
2003-02-26 22:02:52+00:00,L7,349.23,352.06,359.13
2003-07-28 21:50:52+00:00,L5,625.64,557.52,582.31
2003-08-05 22:02:35+00:00,L7,327.66,330.42,455.79
2003-08-13 21:51:08+00:00,L5,385.95,401.89,432.24
2003-09-14 21:51:42+00:00,L5,365.42,364.40,380.12
2003-09-30 21:52:18+00:00,L5,354.63,357.41,363.63
2003-10-16 21:52:31+00:00,L5,363.24,367.36,393.31
2003-11-17 21:52:57+00:00,L5,353.65,357.57,367.25
2003-12-27 22:03:30+00:00,L7,370.88,366.51,375.54
2004-01-12 22:03:31+00:00,L7,,,380.13
2004-05-03 22:03:47+00:00,L7,381.82,379.90,380.15
2004-05-19 22:03:23+00:00,L7,373.74,378.92,382.85
2004-06-12 21:55:59+00:00,L5,392.05,388.22,393.72
2004-06-28 21:56:28+00:00,L5,379.03,373.20,382.08
2004-07-06 22:03:36+00:00,L7,356.22,370.44,379.93
2004-07-30 21:57:15+00:00,L5,387.66,387.32,394.72
2004-08-15 21:57:37+00:00,L5,372.91,379.04,385.46
2004-09-08 22:02:53+00:00,L7,367.82,368.21,376.59
2004-09-24 22:02:48+00:00,L7,365.86,362.23,367.54
2004-10-10 22:02:43+00:00,L7,,,
2004-10-18 21:58:47+00:00,L5,368.97,372.12,375.21
2004-11-03 21:59:06+00:00,L5,364.70,364.33,371.93
2004-11-19 21:59:42+00:00,L5,,,
2004-12-29 22:03:32+00:00,L7,376.31,,
2005-03-11 22:01:31+00:00,L5,389.27,396.10,411.27
2005-03-19 22:03:54+00:00,L7,351.59,356.32,365.11
2005-03-27 22:01:15+00:00,L5,234.08,163.76,302.30
2005-04-12 22:01:18+00:00,L5,366.26,364.36,373.27
2005-04-20 22:04:08+00:00,L7,374.02,374.19,378.54
2005-05-05 22:07:37+00:00,L5,337.47,333.29,359.08
2005-05-14 22:01:30+00:00,L5,339.73,347.64,366.86
2005-05-21 22:07:44+00:00,L5,477.90,505.52,560.79
2005-06-07 22:04:06+00:00,L7,394.87,392.19,399.94
2005-06-15 22:01:46+00:00,L5,511.00,411.10,548.51
2005-06-23 22:03:37+00:00,L7,392.19,390.81,429.89
2005-07-09 22:04:02+00:00,L7,149.54,133.85,
2005-08-26 22:03:51+00:00,L7,361.37,355.28,365.61
2005-09-19 22:02:44+00:00,L5,374.50,379.94,392.31
2005-09-27 22:03:16+00:00,L7,366.45,364.43,371.33
2005-10-05 22:02:17+00:00,L5,369.23,377.22,382.79
2005-11-06 22:02:22+00:00,L5,373.04,367.77,378.80
2005-11-14 22:04:05+00:00,L7,369.57,370.76,375.83
2006-01-01 22:03:58+00:00,L7,,,
2006-02-26 22:05:22+00:00,L5,372.58,380.33,389.64
2006-03-22 22:04:18+00:00,L7,365.82,367.64,373.43
2006-05-17 22:06:45+00:00,L5,376.99,382.77,382.54
2006-06-26 22:04:32+00:00,L7,149.97,135.94,122.05
2006-07-04 22:07:05+00:00,L5,356.57,362.08,368.54
2006-07-12 22:04:01+00:00,L7,146.84,130.42,
2006-07-28 22:03:54+00:00,L7,385.59,381.67,389.99
2006-08-05 22:07:31+00:00,L5,378.19,374.13,389.68
2006-08-21 22:08:07+00:00,L5,401.63,387.73,386.93
2006-08-28 22:13:59+00:00,L5,,,
2006-08-29 22:03:50+00:00,L7,127.31,,377.33
2006-09-14 22:03:45+00:00,L7,368.14,364.33,371.31
2006-10-08 22:08:40+00:00,L5,389.52,391.06,402.70
2006-10-16 22:04:06+00:00,L7,484.20,358.00,370.53
2006-10-24 22:08:26+00:00,L5,365.08,376.61,378.36
2006-12-11 22:09:16+00:00,L5,366.34,368.12,383.97
2007-03-09 22:04:43+00:00,L7,373.33,368.52,376.36
2007-05-12 22:04:59+00:00,L7,372.97,395.21,382.67
2007-06-13 22:04:28+00:00,L7,406.13,463.78,
2007-07-15 22:04:48+00:00,L7,384.07,384.08,388.27
2007-08-23 22:10:22+00:00,L7,,,
2007-09-01 22:04:31+00:00,L7,371.72,372.30,381.29
2007-09-09 22:07:21+00:00,L5,377.16,380.71,392.06
2007-09-16 22:13:28+00:00,L5,374.19,377.86,386.83
2007-10-02 22:13:18+00:00,L5,354.99,352.40,361.69
2007-11-20 22:04:46+00:00,L7,357.64,357.24,363.10
2007-12-06 22:04:52+00:00,L7,369.30,370.77,382.29
2007-12-22 22:04:56+00:00,L7,366.73,378.47,385.02
2008-01-07 22:04:34+00:00,L7,,380.43,386.10
2008-02-16 22:04:45+00:00,L5,359.62,360.35,369.71
2008-03-27 22:04:21+00:00,L7,365.97,371.03,377.33
2008-04-12 22:04:44+00:00,L7,360.80,361.11,367.66
2008-05-14 22:04:12+00:00,L7,375.00,375.33,378.93
2008-06-22 22:10:03+00:00,L7,,,
2008-07-08 22:09:51+00:00,L7,,,
2008-07-17 22:03:58+00:00,L7,376.84,373.87,377.83
2008-08-02 22:03:50+00:00,L7,379.91,395.64,412.84
2008-08-09 22:09:35+00:00,L7,367.24,366.79,373.06
2008-08-18 22:03:44+00:00,L7,394.15,396.42,399.59
2008-11-14 21:57:52+00:00,L5,379.02,385.18,392.08
2008-11-22 22:03:27+00:00,L7,368.40,366.00,373.67
2009-01-01 21:58:55+00:00,L5,362.74,367.79,377.19
2009-01-17 21:59:20+00:00,L5,352.67,353.83,366.58
2009-01-25 22:04:21+00:00,L7,381.82,386.56,390.59
2009-02-26 22:04:13+00:00,L7,386.36,,
2009-03-14 22:04:21+00:00,L7,374.09,,
2009-03-30 22:04:52+00:00,L7,377.00,375.53,378.69
2009-05-01 22:05:01+00:00,L7,363.14,363.74,376.35
2009-06-02 22:05:03+00:00,L7,138.92,,
2009-06-18 22:05:01+00:00,L7,377.01,380.69,392.57
2009-07-20 22:04:30+00:00,L7,374.59,376.62,373.42
2009-08-05 22:04:48+00:00,L7,384.10,393.72,399.08
2009-08-28 22:10:33+00:00,L7,583.27,585.27,
2009-10-24 22:04:54+00:00,L7,,,376.97
2009-11-25 22:05:21+00:00,L7,355.53,354.60,361.58
2010-01-28 22:05:55+00:00,L7,,,
2010-02-05 22:05:05+00:00,L5,363.41,363.77,373.11
2010-02-13 22:06:06+00:00,L7,367.55,370.11,378.06
2010-03-01 22:06:39+00:00,L7,379.72,385.38,402.47
2010-05-04 22:06:23+00:00,L7,135.28,122.45,
2010-06-12 22:12:31+00:00,L7,,144.81,126.33
2010-07-14 22:12:36+00:00,L7,,,
2010-07-23 22:06:50+00:00,L7,384.15,385.35,385.60
2010-08-08 22:06:48+00:00,L7,371.68,379.65,381.17
2010-08-15 22:12:36+00:00,L7,364.23,354.64,365.35
2010-08-31 22:12:39+00:00,L7,358.32,,
2010-09-09 22:06:53+00:00,L7,391.48,392.82,420.45
2010-09-25 22:06:53+00:00,L7,381.99,378.87,388.82
2010-10-11 22:06:57+00:00,L7,374.04,370.74,379.65
2010-11-28 22:07:05+00:00,L7,352.35,353.35,363.95
2010-12-14 22:07:37+00:00,L7,368.90,361.31,376.89
2010-12-21 22:13:27+00:00,L7,365.75,374.44,381.32
2011-01-30 22:10:20+00:00,L5,,,
2011-02-08 22:04:35+00:00,L5,370.86,373.76,373.26
2011-02-16 22:07:39+00:00,L7,367.43,372.78,378.79
2011-03-12 22:04:07+00:00,L5,365.53,362.33,371.55
2011-03-28 22:04:02+00:00,L5,364.66,360.94,373.88
2011-04-05 22:08:14+00:00,L7,381.49,379.46,385.07
2011-04-12 22:14:00+00:00,L7,,,
2011-04-28 22:14:00+00:00,L7,,440.88,
2011-05-23 22:08:11+00:00,L7,374.93,361.40,373.33
2011-05-30 22:13:59+00:00,L7,375.47,,
2011-06-08 22:08:12+00:00,L7,357.28,359.71,372.10
2011-06-15 22:13:58+00:00,L7,154.99,146.19,124.90
2011-07-01 22:13:54+00:00,L7,,,
2011-07-10 22:08:07+00:00,L7,354.67,350.77,366.02
2011-07-17 22:13:54+00:00,L7,391.63,392.65,415.84
2011-07-26 22:08:05+00:00,L7,359.39,356.68,372.03
2011-08-02 22:13:50+00:00,L7,,,
2011-08-11 22:07:37+00:00,L7,596.89,,
2011-08-18 22:13:47+00:00,L7,362.62,447.35,635.96
2011-08-27 22:07:35+00:00,L7,382.51,384.53,384.99
2011-09-19 22:13:39+00:00,L7,332.12,331.03,347.17
2011-09-28 22:07:51+00:00,L7,388.01,394.98,416.89
2011-11-15 22:08:10+00:00,L7,363.13,376.95,378.62
2012-01-02 22:08:13+00:00,L7,361.44,371.14,
2012-02-19 22:08:44+00:00,L7,,,
2012-02-26 22:14:31+00:00,L7,,,
2012-03-13 22:14:29+00:00,L7,369.44,359.81,368.22
2012-04-07 22:08:16+00:00,L7,377.03,382.38,423.10
2012-04-23 22:08:52+00:00,L7,377.57,378.86,390.25
2012-08-29 22:09:28+00:00,L7,376.57,380.57,388.51
2012-09-21 22:15:53+00:00,L7,,,
2012-11-08 22:16:15+00:00,L7,348.47,343.86,362.35
2012-11-17 22:10:10+00:00,L7,377.06,369.67,377.04
2012-11-24 22:16:23+00:00,L7,,,
2012-12-10 22:16:25+00:00,L7,,,
2013-01-04 22:10:22+00:00,L7,353.26,350.63,
2013-02-21 22:10:46+00:00,L7,369.23,367.93,373.23
2013-02-28 22:16:31+00:00,L7,376.48,374.42,384.75
2013-04-01 22:16:26+00:00,L7,363.15,356.38,370.46
2013-04-17 22:16:21+00:00,L7,151.43,148.90,53.40
2013-04-25 22:22:08+00:00,L8,484.61,439.68,408.18
2013-05-03 22:16:17+00:00,L7,361.00,357.40,365.44
2013-05-11 22:22:18+00:00,L8,,,
2013-06-04 22:16:04+00:00,L7,145.86,363.05,371.01
2013-06-12 22:22:23+00:00,L8,,,
2013-06-13 22:10:16+00:00,L7,367.30,376.33,382.46
2013-06-28 22:22:20+00:00,L8,366.44,373.41,379.38
2013-07-06 22:15:50+00:00,L7,,,
2013-07-07 22:16:35+00:00,L8,384.13,386.39,388.96
2013-07-14 22:22:22+00:00,L8,350.14,350.20,399.61
2013-07-15 22:09:35+00:00,L7,346.88,350.55,365.78
2013-07-22 22:15:43+00:00,L7,389.32,388.66,404.29
2013-07-23 22:16:10+00:00,L8,395.82,396.34,420.47
2013-07-30 22:22:23+00:00,L8,340.93,342.06,376.70
2013-08-31 22:22:26+00:00,L8,,,
2013-09-01 22:10:06+00:00,L7,369.27,375.58,383.32
2013-09-08 22:15:58+00:00,L7,,,
2013-09-16 22:22:21+00:00,L8,,,
2013-09-17 22:09:52+00:00,L7,373.71,372.61,381.04
2013-09-25 22:16:28+00:00,L8,343.69,354.76,364.87
2013-10-02 22:22:16+00:00,L8,374.57,374.94,376.62
2013-10-11 22:16:05+00:00,L8,357.53,355.16,362.20
2013-10-18 22:22:13+00:00,L8,454.21,394.07,373.42
2013-10-26 22:16:27+00:00,L7,,,
2013-10-27 22:16:19+00:00,L8,366.06,368.77,372.81
2013-11-03 22:22:08+00:00,L8,490.20,500.66,535.59
2013-11-04 22:10:19+00:00,L7,,,393.69
2013-11-19 22:22:01+00:00,L8,378.28,383.81,387.14
2013-12-05 22:22:00+00:00,L8,325.87,383.56,366.72
2013-12-13 22:16:43+00:00,L7,,,
2013-12-21 22:21:51+00:00,L8,610.82,617.08,250.19
2013-12-30 22:15:37+00:00,L8,380.82,382.26,381.97
2014-01-22 22:21:31+00:00,L8,357.76,360.86,369.98
2014-02-07 22:21:21+00:00,L8,355.69,369.75,381.43
2014-02-23 22:21:08+00:00,L8,349.09,354.02,360.98
2014-02-24 22:11:19+00:00,L7,352.26,353.57,363.48
2014-03-11 22:20:55+00:00,L8,368.88,370.09,378.91
2014-03-20 22:14:37+00:00,L8,381.85,382.55,386.47
