,dates,chi0236-0000,chi0236-0001,chi0236-0002
0,1984-07-08 14:07:13+00:00,173.28405272221758,187.70478358335626,208.39637354484233
1,1985-07-27 14:08:05+00:00,188.54184462159253,202.1031597422368,220.3941854697804
2,1986-02-04 14:05:35+00:00,197.75071771206288,196.7948011054608,
3,1986-07-30 14:00:52+00:00,198.30456341310673,207.7672798325481,218.7491361693395
4,1986-08-15 14:00:17+00:00,200.0764140512873,207.0035491342164,265.6329738518196
5,1986-08-31 13:59:41+00:00,201.63117743614663,206.39362477929063,283.60671131483167
6,1986-09-16 13:59:10+00:00,198.79963289824883,201.39080115978254,286.1566552547576
7,1986-11-03 13:57:10+00:00,209.4466761412829,210.17827113679775,284.6566548339596
8,1987-02-07 13:59:09+00:00,195.87636232795904,196.39461462310584,
9,1987-11-06 14:06:32+00:00,197.70425159153802,191.32923537312638,269.4292338809248
10,1988-04-30 14:08:28+00:00,198.11073180521421,197.1419888682809,239.67055622559943
11,1988-06-01 14:08:45+00:00,200.0209713241756,209.2433386167682,203.31062603437502
12,1988-08-20 14:09:24+00:00,192.70711760424706,192.00550868021347,208.1897461272944
13,1988-09-05 14:09:27+00:00,183.52816699676507,198.45757641564035,235.94593303932956
14,1988-09-21 14:09:22+00:00,184.5898307836271,194.5535093097555,
15,1989-05-03 14:07:25+00:00,201.86618924121888,205.57545677806903,228.29119389196129
16,1989-08-23 14:04:47+00:00,198.66222270220968,203.8707923584227,216.9451861725473
17,1989-09-24 14:04:23+00:00,195.91624588724815,200.56303943685626,218.20719823811822
18,1990-06-07 13:58:50+00:00,197.17714848912127,197.3529195742458,214.03652962536887
19,1990-07-09 13:58:47+00:00,193.60371145255698,199.4166029517108,215.02389251545435
20,1990-07-25 13:58:43+00:00,195.48917321021406,200.28870447183846,212.8563951123478
21,1990-11-14 13:58:09+00:00,193.25081776066142,198.96155677742794,210.63952117601949
22,1991-01-01 13:58:07+00:00,195.69073591316752,199.96654825978953,
23,1991-02-02 13:59:12+00:00,202.67858588933285,202.67679207535178,
24,1991-09-30 14:02:37+00:00,197.62013534829518,198.98727825256398,
25,1992-02-05 14:02:52+00:00,194.54855461416435,194.70118923209617,211.94500132098804
26,1992-07-14 14:01:16+00:00,181.04010354745483,190.15307909368812,210.19231751266094
27,1992-11-03 13:59:54+00:00,185.64398511455454,190.7307711933206,205.95082428517603
28,1993-01-22 14:00:22+00:00,194.50435799728558,200.06462512581126,212.07671310414588
29,1993-03-27 14:00:49+00:00,189.5923176244006,196.8118382734571,211.7578538464994
30,1993-04-12 14:00:57+00:00,186.19007361242296,193.04188095554503,208.89075333482572
31,1993-05-30 14:01:12+00:00,189.43852233070535,194.84627984526574,207.9532092438777
32,1993-06-15 14:00:46+00:00,177.3070972346881,186.58653945386507,204.81989429217788
33,1993-07-17 14:00:39+00:00,182.98330858153435,189.26912104436906,209.9767482017192
34,1993-10-21 14:00:47+00:00,197.15472990576671,198.87596787037933,
35,1993-11-06 14:00:41+00:00,188.40772100602322,194.98160946928868,206.74148720635804
36,1994-02-26 13:59:30+00:00,204.5844837343339,206.144310612756,
