dates,nzd0011-0000,nzd0011-0001,nzd0011-0002,nzd0011-0003,nzd0011-0004,nzd0011-0005,nzd0011-0006,nzd0011-0007,nzd0011-0008,nzd0011-0009,nzd0011-0010,nzd0011-0011,nzd0011-0012,nzd0011-0013,nzd0011-0014,nzd0011-0015,nzd0011-0016,nzd0011-0017,nzd0011-0018,nzd0011-0019,nzd0011-0020,nzd0011-0021,nzd0011-0022,nzd0011-0023,nzd0011-0024,nzd0011-0025,nzd0011-0026,nzd0011-0027,nzd0011-0028,nzd0011-0029,nzd0011-0030,nzd0011-0031,nzd0011-0032,nzd0011-0033,nzd0011-0034,nzd0011-0035,nzd0011-0036,nzd0011-0037,nzd0011-0038,nzd0011-0039,nzd0011-0040,nzd0011-0041,nzd0011-0042,nzd0011-0043,nzd0011-0044,nzd0011-0045,nzd0011-0046,nzd0011-0047,nzd0011-0048,nzd0011-0049,nzd0011-0050,nzd0011-0051,nzd0011-0052,nzd0011-0053,nzd0011-0054,nzd0011-0055,nzd0011-0056,nzd0011-0057,nzd0011-0058,nzd0011-0059,nzd0011-0060,nzd0011-0061,nzd0011-0062,nzd0011-0063,nzd0011-0064,nzd0011-0065,nzd0011-0066,nzd0011-0067,nzd0011-0068,nzd0011-0069,nzd0011-0070,nzd0011-0071,nzd0011-0072,nzd0011-0073,nzd0011-0074,nzd0011-0075,nzd0011-0076,nzd0011-0077,nzd0011-0078,nzd0011-0079,nzd0011-0080,nzd0011-0081,nzd0011-0082,nzd0011-0083,nzd0011-0084,nzd0011-0085,nzd0011-0086,nzd0011-0087,nzd0011-0088,nzd0011-0089,nzd0011-0090,nzd0011-0091,nzd0011-0092,nzd0011-0093,nzd0011-0094,nzd0011-0095,satname
1999-12-07 22:10:30+00:00,406.77,404.90,409.10,405.56,413.83,406.34,414.64,407.88,,413.90,410.05,412.83,424.64,406.93,405.11,405.08,395.85,,,390.66,396.92,386.41,385.50,390.77,384.43,401.17,374.42,385.52,388.54,378.30,373.62,381.67,390.85,379.35,388.33,384.08,369.45,,383.22,375.83,372.62,,354.01,371.77,371.01,355.85,371.09,378.49,378.21,351.83,375.72,356.34,349.20,363.52,362.78,371.67,365.20,365.93,375.62,369.76,374.71,376.26,380.30,383.10,384.55,389.88,392.21,394.63,394.04,393.47,393.54,386.55,384.20,381.24,377.79,386.91,392.35,394.59,394.07,392.31,391.94,391.51,381.35,389.53,380.98,392.76,412.77,412.27,407.11,404.00,408.12,393.98,345.64,362.23,360.01,383.96,L7
2000-04-29 22:09:53+00:00,427.57,425.88,418.62,416.99,438.34,436.24,444.64,441.49,458.74,446.18,448.33,439.95,436.50,414.21,409.28,432.03,429.10,433.66,426.21,425.73,428.65,416.72,420.88,422.26,409.16,426.79,412.88,407.65,409.30,405.82,401.23,399.45,405.53,397.56,408.53,400.85,397.44,379.85,387.56,392.00,394.44,395.52,382.63,405.20,392.55,380.50,402.56,402.79,390.60,364.11,395.10,391.83,386.27,400.00,390.00,401.40,403.91,401.44,415.56,401.93,400.12,396.65,397.50,393.86,399.73,411.14,419.13,415.94,409.11,400.64,397.05,399.28,394.90,398.55,403.16,410.53,413.14,407.33,407.15,407.63,,,404.08,405.58,391.34,415.16,,404.36,419.46,423.26,,420.17,379.60,385.83,368.57,390.18,L7
2000-05-15 22:09:42+00:00,426.87,426.24,432.69,430.86,440.42,438.01,437.47,438.55,438.49,437.77,441.42,439.21,442.00,437.48,423.56,432.79,431.90,425.47,419.81,425.33,426.97,415.55,420.73,428.99,409.81,409.69,412.94,414.40,418.05,411.56,403.02,408.83,409.01,407.65,410.86,411.10,406.84,394.67,401.36,403.59,401.25,395.56,399.62,398.33,381.95,392.14,394.50,400.70,400.33,382.23,390.75,385.80,386.04,394.29,395.10,396.81,398.41,399.38,403.23,406.98,405.79,404.42,406.71,404.60,405.03,414.98,423.63,424.38,421.63,414.77,412.21,409.20,412.71,414.32,410.66,409.29,411.92,415.89,413.44,411.26,410.79,415.63,415.01,426.06,418.84,432.06,435.59,439.02,437.87,432.68,431.30,429.75,400.45,391.10,382.24,400.49,L7
2000-08-19 22:08:38+00:00,414.36,408.20,408.61,407.92,415.87,420.20,422.30,413.36,418.91,419.32,426.13,420.92,428.07,415.07,403.57,415.44,416.41,412.78,398.39,401.23,400.02,387.49,379.33,387.18,392.12,392.88,394.22,396.97,398.51,393.08,388.82,392.25,399.44,396.29,398.84,394.69,383.67,378.75,381.23,381.30,375.48,361.58,371.75,379.44,372.78,374.82,381.12,382.78,383.82,370.41,376.67,367.83,364.75,378.66,374.43,378.80,375.61,370.90,368.63,375.23,380.38,389.34,390.16,384.81,389.58,396.19,399.04,405.95,404.70,405.14,405.59,404.85,398.99,388.72,379.48,389.71,393.52,401.85,402.59,399.35,398.71,402.88,393.14,403.77,399.96,407.82,418.38,423.57,421.31,418.67,420.04,415.59,378.77,372.36,368.99,386.39,L7
2000-09-20 22:08:03+00:00,423.39,426.42,422.21,407.65,413.76,409.97,418.29,418.09,428.68,415.17,421.09,412.94,420.68,410.34,386.07,420.34,417.27,417.43,405.47,393.94,391.59,385.59,389.23,393.75,385.24,396.82,382.88,397.69,400.64,396.22,393.94,395.34,395.52,389.48,403.36,401.81,399.36,380.33,379.14,383.30,379.50,359.29,363.97,376.36,364.09,359.41,377.84,380.35,381.67,354.95,383.48,382.89,374.38,381.77,376.64,386.68,378.92,383.07,383.52,389.26,387.12,383.47,390.76,388.14,383.34,397.06,407.80,403.99,404.37,405.03,394.98,397.19,394.40,379.74,378.92,377.99,383.25,388.95,390.89,393.72,393.69,385.58,384.12,368.20,389.34,401.31,404.22,398.11,411.55,410.41,404.13,398.87,360.48,359.26,362.15,391.85,L7
2000-10-06 22:07:59+00:00,427.91,429.97,425.16,417.11,425.37,419.08,428.18,422.93,432.87,422.69,427.82,423.68,432.72,418.64,398.24,429.04,418.03,419.47,420.60,417.30,425.75,406.35,403.93,398.53,386.70,401.36,393.27,398.96,400.89,400.46,394.05,400.16,404.40,397.35,405.54,404.25,402.60,392.80,389.08,389.68,383.85,367.88,367.23,389.92,381.75,380.12,395.34,398.19,389.51,361.13,395.97,389.22,390.34,399.19,387.78,391.57,390.91,386.46,389.79,385.85,380.93,384.08,388.50,390.25,398.94,403.99,411.58,410.91,407.62,404.98,414.81,414.68,406.73,400.94,392.04,388.69,388.22,397.15,397.21,407.55,408.44,395.59,390.00,387.01,387.22,403.18,406.74,406.13,410.78,414.43,412.02,407.59,373.78,373.10,372.40,392.64,L7
2000-10-22 22:07:50+00:00,418.15,419.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.59,386.63,387.53,390.24,385.46,360.88,,,,,,,,,,,360.72,338.09,371.57,373.77,363.12,381.66,378.21,387.09,381.32,380.19,386.21,395.84,393.18,394.77,386.75,377.74,379.52,387.53,395.38,400.49,403.61,406.25,397.23,398.78,392.62,390.03,390.66,395.62,392.99,404.59,398.19,398.97,396.16,390.14,385.37,378.44,,388.87,391.98,399.11,416.82,416.72,417.02,423.75,,368.42,355.70,376.05,L7
2001-01-26 22:08:07+00:00,438.57,427.92,432.58,417.76,429.88,424.32,427.09,420.49,437.00,432.30,438.18,434.23,436.60,428.22,407.37,426.62,424.36,416.73,405.15,429.99,425.44,407.83,408.32,412.44,395.79,406.47,396.54,402.73,408.01,397.44,400.00,404.45,410.96,404.70,413.97,407.84,399.24,405.04,385.38,398.47,405.29,377.98,392.45,405.22,394.68,381.14,392.12,395.08,397.53,377.60,396.63,385.51,376.93,383.64,378.52,387.38,383.53,386.76,394.33,392.71,398.28,398.52,403.59,403.48,404.84,409.82,412.21,417.09,418.59,420.88,416.66,411.64,408.41,403.62,392.23,410.58,411.66,412.88,416.49,413.83,412.19,408.64,403.85,415.83,406.77,423.76,432.72,439.62,431.87,430.42,436.85,431.12,388.57,387.93,370.31,392.25,L7
2001-06-03 22:07:16+00:00,430.54,430.93,428.30,431.43,441.91,432.99,438.14,433.50,436.46,426.28,429.55,428.63,430.65,427.32,421.77,421.15,416.59,408.94,399.81,402.87,408.91,398.58,396.54,406.89,393.82,406.14,402.49,408.49,409.91,402.93,402.80,405.51,410.77,403.27,408.87,410.78,398.79,387.84,390.73,390.97,395.01,389.64,395.26,402.14,387.40,395.81,396.93,394.23,384.31,366.39,388.16,381.21,386.87,390.94,390.08,394.76,391.88,392.27,395.68,397.58,398.17,406.27,412.27,415.01,413.09,411.01,411.59,414.61,410.05,404.56,407.58,411.44,406.77,402.21,388.93,399.33,405.15,417.52,419.11,423.16,418.29,417.52,411.68,414.25,417.74,,,,438.33,441.14,438.86,447.42,414.29,389.42,377.07,396.78,L7
2001-09-07 22:06:11+00:00,420.44,421.76,430.21,423.08,431.20,433.59,433.18,436.15,439.50,435.46,435.82,429.60,431.81,418.31,412.32,419.13,420.59,420.25,417.59,418.47,415.62,406.17,396.88,408.39,399.38,402.36,403.69,404.33,412.69,413.11,409.99,417.07,416.12,414.30,414.09,408.49,402.63,394.60,398.65,401.73,403.20,385.38,391.96,389.25,393.38,395.33,399.90,403.55,404.24,378.08,395.66,388.46,391.51,390.58,387.41,395.72,392.12,391.97,387.10,387.20,391.82,397.81,403.36,407.70,403.20,404.19,405.22,408.68,410.75,412.25,418.37,416.33,417.23,414.06,408.74,405.80,402.71,407.78,410.79,413.25,413.40,410.00,409.30,417.27,422.10,424.81,426.00,423.10,421.31,424.56,432.09,425.84,387.38,387.42,383.66,402.57,L7
