dates,nzd0011-0000,nzd0011-0001,nzd0011-0002,nzd0011-0003,nzd0011-0004,nzd0011-0005,nzd0011-0006,nzd0011-0007,nzd0011-0008,nzd0011-0009,nzd0011-0010,nzd0011-0011,nzd0011-0012,nzd0011-0013,nzd0011-0014,nzd0011-0015,nzd0011-0016,nzd0011-0017,nzd0011-0018,nzd0011-0019,nzd0011-0020,nzd0011-0021,nzd0011-0022,nzd0011-0023,nzd0011-0024,nzd0011-0025,nzd0011-0026,nzd0011-0027,nzd0011-0028,nzd0011-0029,nzd0011-0030,nzd0011-0031,nzd0011-0032,nzd0011-0033,nzd0011-0034,nzd0011-0035,nzd0011-0036,nzd0011-0037,nzd0011-0038,nzd0011-0039,nzd0011-0040,nzd0011-0041,nzd0011-0042,nzd0011-0043,nzd0011-0044,nzd0011-0045,nzd0011-0046,nzd0011-0047,nzd0011-0048,nzd0011-0049,nzd0011-0050,nzd0011-0051,nzd0011-0052,nzd0011-0053,nzd0011-0054,nzd0011-0055,nzd0011-0056,nzd0011-0057,nzd0011-0058,nzd0011-0059,nzd0011-0060,nzd0011-0061,nzd0011-0062,nzd0011-0063,nzd0011-0064,nzd0011-0065,nzd0011-0066,nzd0011-0067,nzd0011-0068,nzd0011-0069,nzd0011-0070,nzd0011-0071,nzd0011-0072,nzd0011-0073,nzd0011-0074,nzd0011-0075,nzd0011-0076,nzd0011-0077,nzd0011-0078,nzd0011-0079,nzd0011-0080,nzd0011-0081,nzd0011-0082,nzd0011-0083,nzd0011-0084,nzd0011-0085,nzd0011-0086,nzd0011-0087,nzd0011-0088,nzd0011-0089,nzd0011-0090,nzd0011-0091,nzd0011-0092,nzd0011-0093,nzd0011-0094,nzd0011-0095,satname
1999-12-07 22:10:30+00:00,406.77,404.90,409.10,405.56,413.83,406.34,414.64,407.88,,413.90,410.05,412.83,424.64,406.93,405.11,405.08,395.85,,,390.66,396.92,386.41,385.50,390.77,384.43,401.17,374.42,385.52,388.54,378.30,373.62,381.67,390.85,379.35,388.33,384.08,369.45,,383.22,375.83,372.62,,354.01,371.77,371.01,355.85,371.09,378.49,378.21,351.83,375.72,356.34,349.20,363.52,362.78,371.67,365.20,365.93,375.62,369.76,374.71,376.26,380.30,383.10,384.55,389.88,392.21,394.63,394.04,393.47,393.54,386.55,384.20,381.24,377.79,386.91,392.35,394.59,394.07,392.31,391.94,391.51,381.35,389.53,380.98,392.76,412.77,412.27,407.11,404.00,408.12,393.98,345.64,362.23,360.01,383.96,L7
2000-04-29 22:09:53+00:00,417.17,415.39,413.86,411.27,426.08,421.29,429.64,424.69,458.74,430.04,429.19,426.39,430.57,410.57,407.19,418.55,412.48,433.66,426.21,408.20,412.78,401.57,403.19,406.51,396.80,413.98,393.65,396.58,398.92,392.06,387.43,390.56,398.19,388.46,398.43,392.47,383.44,379.85,385.39,383.91,383.53,395.52,368.32,388.49,381.78,368.18,386.82,390.64,384.40,357.97,385.41,374.08,367.74,381.76,376.39,386.53,384.56,383.69,395.59,385.85,387.41,386.45,388.90,388.48,392.14,400.51,405.67,405.28,401.58,397.06,395.30,392.91,389.55,389.89,390.48,398.72,402.75,400.96,400.61,399.97,391.94,391.51,392.72,397.55,386.16,403.96,412.77,408.31,413.28,413.63,408.12,407.08,362.62,374.03,364.29,387.07,L7
2000-05-15 22:09:42+00:00,420.40,419.01,420.14,417.80,430.86,426.86,432.25,429.31,448.62,432.62,433.27,430.66,434.38,419.54,412.65,423.30,418.95,429.57,423.01,413.91,417.51,406.23,409.04,414.01,401.13,412.55,400.08,402.52,405.30,398.56,392.62,396.65,401.80,394.85,402.57,398.68,391.24,387.26,390.71,390.47,389.44,395.54,378.75,391.77,381.84,376.16,389.38,393.99,389.71,366.06,387.19,377.99,373.84,385.94,382.63,389.96,389.17,388.92,398.14,392.89,393.54,392.44,394.84,393.85,396.44,405.33,411.66,411.65,408.26,402.96,400.93,398.34,397.27,398.04,397.20,402.24,405.80,405.94,404.89,403.73,401.37,403.57,400.15,407.06,397.05,413.33,424.18,418.55,421.48,419.98,419.71,414.63,375.23,379.72,370.27,391.54,L7
2000-08-19 22:08:38+00:00,422.93,420.11,419.97,418.59,431.54,431.48,434.80,431.13,438.71,434.42,438.63,433.36,435.52,422.25,412.14,426.75,425.80,423.97,414.80,417.43,418.55,406.59,406.98,412.81,403.70,409.79,406.68,406.34,408.62,403.49,397.69,400.18,404.66,400.50,406.08,402.21,395.98,384.42,390.05,392.30,390.39,384.22,384.67,394.32,382.43,382.49,392.73,395.42,391.58,372.25,387.51,381.82,379.02,390.98,386.51,392.34,392.64,390.57,395.81,394.71,395.43,396.80,398.12,394.42,398.11,407.44,413.93,415.42,411.81,406.85,404.95,404.44,402.20,400.53,397.77,403.18,406.19,408.36,407.73,406.08,404.75,409.25,404.08,411.80,403.38,418.35,426.99,422.32,426.21,424.87,425.67,421.84,386.27,383.10,373.27,392.35,L7
2000-09-20 22:08:03+00:00,423.05,421.69,420.53,415.86,427.10,426.11,430.68,427.87,436.21,429.61,434.24,428.25,431.81,419.27,405.62,425.15,423.67,422.34,412.47,411.56,411.81,401.34,402.54,408.05,399.08,406.54,400.73,404.18,406.62,401.67,396.75,398.97,402.38,397.75,405.40,402.11,396.83,383.40,387.32,390.05,387.67,377.99,379.49,389.83,377.84,376.72,389.00,391.65,389.11,367.93,386.50,382.09,377.86,388.68,384.04,390.92,389.21,388.70,392.74,393.35,393.35,393.47,396.28,392.85,394.42,404.84,412.40,412.56,409.95,406.39,402.46,402.63,400.25,395.33,393.06,396.88,400.46,403.50,403.52,402.99,401.06,401.36,399.09,400.90,399.87,414.09,419.40,416.26,422.55,421.25,418.49,416.10,379.82,377.14,370.49,392.23,L7
2000-10-06 22:07:59+00:00,424.02,423.34,421.46,416.11,426.75,424.70,430.18,426.88,435.54,428.23,432.96,427.34,431.99,419.15,404.14,425.93,422.54,421.76,414.10,412.71,414.60,402.34,402.82,406.14,396.61,405.51,399.24,403.13,405.48,401.43,396.21,399.21,402.78,397.67,405.43,402.54,397.98,385.28,387.67,389.97,386.90,375.97,377.04,389.85,378.62,377.40,390.27,392.96,389.19,366.57,388.39,383.51,380.36,390.78,384.79,391.05,389.55,388.25,392.15,391.85,390.87,391.59,394.73,392.33,395.32,404.67,412.24,412.23,409.49,406.11,404.93,405.04,401.55,396.45,392.85,395.24,398.01,402.23,402.26,403.90,402.91,399.92,397.27,398.12,397.34,411.91,416.23,414.24,420.19,419.89,416.87,414.39,378.62,376.33,370.87,392.31,L7
2000-10-22 22:07:50+00:00,423.04,422.77,421.46,416.11,426.75,424.70,430.18,426.88,435.54,428.23,432.96,427.34,431.99,419.15,404.14,425.93,422.54,421.76,414.10,412.71,414.60,402.34,402.82,406.14,396.61,405.51,399.24,403.13,405.48,401.43,396.21,399.21,400.91,395.83,402.44,400.49,395.89,381.21,387.67,389.97,386.90,375.97,377.04,389.85,378.62,377.40,390.27,392.96,384.44,361.82,385.59,381.89,377.48,389.26,383.69,390.39,388.18,386.91,391.16,392.52,391.25,392.12,393.40,389.90,392.69,401.81,409.43,410.28,408.51,406.13,403.64,404.00,400.06,395.38,392.49,395.31,397.17,402.63,401.58,403.08,401.56,397.96,395.29,394.84,397.34,408.07,411.38,411.72,419.63,419.36,416.90,415.95,378.62,375.01,368.34,389.60,L7
2001-01-26 22:08:07+00:00,424.48,422.49,422.14,412.61,421.22,418.39,423.96,418.72,429.37,422.37,428.31,422.94,429.52,418.07,398.81,422.86,419.02,416.60,407.40,410.62,410.70,396.81,395.20,397.98,389.96,399.38,391.73,399.09,402.01,396.80,394.20,398.05,400.38,394.89,401.85,399.77,394.07,383.56,383.71,388.19,386.03,366.68,373.85,387.74,378.32,373.87,386.61,389.10,382.65,360.44,384.86,379.84,373.90,384.98,379.12,386.30,382.06,381.48,384.50,387.78,387.98,390.04,391.95,388.88,391.24,398.92,405.20,407.69,407.78,408.46,405.85,405.43,400.23,392.61,386.67,392.52,393.93,401.08,401.07,402.68,401.84,396.57,391.30,390.65,395.82,404.99,410.81,413.31,418.47,418.13,418.01,415.38,375.40,372.21,365.91,387.84,L7
2001-06-03 22:07:16+00:00,434.56,429.43,430.44,424.60,435.89,428.65,432.62,427.00,436.73,429.29,433.87,431.43,433.62,427.77,414.57,423.88,420.48,412.84,402.48,416.43,417.18,403.20,402.43,409.66,394.81,406.31,399.51,405.61,408.96,400.19,401.40,404.98,410.87,403.99,411.42,409.31,399.01,396.44,388.06,394.72,400.15,383.81,393.86,403.68,391.04,388.48,394.52,394.65,390.92,372.00,392.39,383.36,381.90,387.29,384.30,391.07,387.70,389.51,395.00,395.14,398.23,402.39,407.93,409.25,408.96,410.41,411.90,415.85,414.32,412.72,412.12,411.54,407.59,402.91,390.58,404.95,408.40,415.20,417.80,418.50,415.24,413.08,407.76,415.04,412.25,423.76,432.72,439.62,435.10,435.78,437.86,439.27,401.43,388.68,373.69,394.51,L7
2001-09-07 22:06:11+00:00,425.49,426.35,429.25,427.25,436.56,433.29,435.66,434.82,437.98,430.87,432.69,429.12,431.23,422.81,417.04,420.14,418.59,414.60,408.70,410.67,412.26,402.38,396.71,407.64,396.60,404.25,403.09,406.41,411.30,408.02,406.39,411.29,413.44,408.78,411.48,409.63,400.71,391.22,394.69,396.35,399.11,387.51,393.61,395.69,390.39,395.57,398.41,398.89,394.27,372.24,391.91,384.83,389.19,390.76,388.75,395.24,392.00,392.12,391.39,392.39,395.00,402.04,407.81,411.36,408.14,407.60,408.40,411.64,410.40,408.40,412.98,413.88,412.00,408.13,398.84,402.56,403.93,412.65,414.95,418.21,415.85,413.76,410.49,415.76,419.92,424.81,426.00,423.10,429.82,432.85,435.48,436.63,400.84,388.42,380.37,399.67,L7
