,dates,chi0230-0000,chi0230-0001,chi0230-0002,chi0230-0003,chi0230-0004,chi0230-0005,chi0230-0006,chi0230-0007
0,1984-07-08 14:06:50+00:00,179.78057338911069,187.88977333622216,198.78961944241945,202.3961895955354,204.7135036067695,207.0727878198196,205.67895607914892,205.6748049114596
1,1985-07-27 14:08:05+00:00,198.82645823597625,211.30253229820119,207.29563941980126,211.75285861931056,213.09401050690857,216.24966502225095,215.9281247784465,216.97192016407917
2,1986-07-30 14:00:28+00:00,197.65306932560128,210.49792753771567,215.12876930127777,218.2557275391631,218.87518612895116,220.862523229085,223.2822471504573,222.74479353407582
3,1986-08-15 13:59:53+00:00,197.04630675207116,209.89651970853876,211.6278204396652,215.44870931584177,214.52490205668525,218.05014170386113,220.82370630868382,215.84089770612735
4,1986-08-31 13:59:17+00:00,199.83612524614702,213.2720092388844,212.25068638652073,216.76054306767793,214.33190831188824,217.7541059224344,221.20237757104138,209.7493578079916
5,1986-09-16 13:58:46+00:00,199.19811189466384,214.93533690554585,214.181916853539,219.9375001116532,221.39260239560832,222.33464772615787,218.33578925461345,217.2424576391939
6,1987-11-06 14:06:08+00:00,214.1829496387769,219.90871997871358,221.79019379779493,218.37273590634544,217.2904849017645,222.10308804703453,223.8174838566187,223.88195670628738
7,1988-08-20 14:09:00+00:00,207.72262151140745,,,,,,,
8,1988-09-05 14:09:03+00:00,198.2088922347524,209.00079650124286,209.62206743437565,217.3170274434753,216.76376979376778,222.49064377892546,216.76770028436812,217.24994959850403
9,1988-09-21 14:08:58+00:00,209.64262276409087,216.93983684206017,214.57002030499197,220.36230555740855,219.63959848606203,221.22355012067618,218.33238334238155,220.26844762783972
10,1989-05-03 14:07:01+00:00,199.2900507477766,212.88049917376117,219.21700304932835,215.75716509208462,214.6912691685303,218.2803712638991,220.51230396640477,222.0025008092067
11,1989-08-07 14:05:09+00:00,201.77829832738868,213.65029645378903,216.9824940929078,209.51833203993968,211.23158801340134,214.8110417693944,216.75106429545116,216.43216832305114
12,1989-08-23 14:04:47+00:00,214.12510074393634,216.42934107028051,216.8110411933966,220.57387606563245,221.73305335775518,224.60036201035012,223.95111251620995,232.93897294999047
13,1989-09-24 14:03:59+00:00,210.2589037077641,210.95575193029163,214.7139728296081,215.24904045496334,216.8888242261153,221.57250611979433,218.75499534153465,224.34476255673434
14,1990-11-14 13:57:45+00:00,214.30620841411172,221.91558161234929,221.81694433625393,225.9805153175729,225.7731526720395,223.34937741536177,227.47441967981388,228.79760033014722
15,1991-01-01 13:58:07+00:00,210.8607349102749,220.64814696810657,216.95478069222264,216.03939671048437,216.56610606309044,219.15382945376302,222.1794390583795,226.47242203383385
16,1991-02-02 13:58:48+00:00,215.00286021070187,222.33525197272905,228.05520999245698,225.49519885612318,227.8976015829426,221.4189376893449,227.48050021921637,225.83779474530618
17,1991-08-29 14:01:55+00:00,,,,,,,,215.89936958569996
18,1991-09-30 14:02:13+00:00,219.5413851013156,220.7711907611864,214.6457819960092,215.9657121103227,218.08940288143907,219.58147409444234,223.83863635580872,217.70803788815667
