,dates,per0156-0000,per0156-0001,per0156-0002,per0156-0003,per0156-0004,per0156-0005,per0156-0006,per0156-0007,per0156-0008,per0156-0009,per0156-0010,per0156-0011,per0156-0012,per0156-0013,per0156-0014,per0156-0015,per0156-0016,per0156-0017,per0156-0018,per0156-0019,per0156-0020,per0156-0021,per0156-0022,per0156-0023,per0156-0024,per0156-0025,per0156-0026,per0156-0027,per0156-0028,per0156-0029,per0156-0030,per0156-0031,per0156-0032,per0156-0033,per0156-0034,per0156-0035,per0156-0036,per0156-0037,per0156-0038,per0156-0039,per0156-0040,per0156-0041,per0156-0042,per0156-0043,per0156-0044,per0156-0045,per0156-0046,per0156-0047,per0156-0048,per0156-0049,per0156-0050,per0156-0051,per0156-0052,per0156-0053,per0156-0054,per0156-0055,per0156-0056,per0156-0057,per0156-0058,per0156-0059,per0156-0060,per0156-0061,per0156-0062,per0156-0063,per0156-0064,per0156-0065,per0156-0066,per0156-0067,per0156-0068,per0156-0069,per0156-0070,per0156-0071,per0156-0072,per0156-0073,per0156-0074,per0156-0075,per0156-0076,per0156-0077,per0156-0078,per0156-0079,per0156-0080,per0156-0081,per0156-0082,per0156-0083,per0156-0084,per0156-0085,per0156-0086,per0156-0087,per0156-0088,per0156-0089,per0156-0090,per0156-0091,per0156-0092,per0156-0093,per0156-0094,per0156-0095,per0156-0096,per0156-0097,per0156-0098,per0156-0099,per0156-0100,per0156-0101,per0156-0102,per0156-0103,per0156-0104,per0156-0105,per0156-0106,per0156-0107,per0156-0108,per0156-0109
267,2008-02-11 15:02:00+00:00,149.4466279560527,150.80314016092478,154.9523986301547,158.41643531444666,160.98878772231166,161.4480797760539,170.74443723296582,172.5819728462655,181.07498994059347,184.2171793028466,197.62505951776242,194.60942101099675,199.70576480040657,200.35036835087735,201.928639526339,207.8374730080828,212.66347794719087,,215.8170697544424,,226.34492164387157,224.68648746749852,223.57461208006907,218.27559635187714,213.2936672732158,210.4142858652312,203.69441138501523,197.85586350179128,198.99336159775183,192.76444987651556,192.26771913255223,185.3189316118064,182.27478616206525,178.2314153385656,,171.7122954373154,171.22893497652902,170.61834634410286,168.23626604240312,175.6561328306842,177.21758847030904,177.1470021428915,181.95627673187758,188.0106452742669,191.3442630517753,195.87076073821584,199.8485461947343,194.34388667002057,195.29639227897965,202.45987650020552,204.9169302372512,204.96654237184012,202.43168941365573,198.8356655151885,201.0107601449244,190.64246121648642,192.79193248311967,190.85340347021668,193.37081759634876,191.9135260009241,189.87335898440946,187.9453821287654,186.91766124494035,190.22852807542782,186.2096372534628,189.0992174118352,183.0354622654907,185.76041235299775,186.05768267185516,191.49337716287567,189.4890021800209,186.15824165317403,187.23448136772345,187.70485390824126,181.84700245410775,181.05327322434113,184.84349961255,186.55682462946714,189.97806355463456,185.48025811378494,188.00886831715863,186.29803261366575,184.38330002326418,188.53256901039666,191.33936675296718,189.93430493714447,195.3884213613657,199.79891691446787,195.95352489902686,196.46102238975098,192.67953222832344,197.1311079694119,192.9285283217387,189.78960027153627,194.29866435320403,192.92706520168142,194.73056418067682,196.26533250631778,193.78151352149783,191.53407584640343,198.73172447586305,197.91723455319868,201.91409952750928,194.84311454294445,194.53809243000248,196.48935316110072,196.98063354182167,184.29952721227548,172.56538445407858,169.2665897931093
268,2008-02-27 15:01:42+00:00,120.74174708332362,120.4724602434905,128.8073747876239,129.47905392744906,,101.96634807983405,128.91393039207142,147.4181870765751,149.1625375110592,155.90466063056923,164.6279632460593,170.7649927971173,168.0380835137302,167.40604201067183,165.12660649786594,156.40237793374766,160.31450780194433,168.05351733444962,171.00061895162875,167.83822566974504,170.1981976875842,191.7275726357916,198.5991044965259,207.46824614145123,179.01522971830624,175.5681212615134,147.70649556962343,166.25226472685088,144.8163475105794,158.82327105893523,159.8140028602235,151.3793565611968,149.59801901324278,152.1351650931201,127.68765821749952,138.87103716745102,140.9838329539867,147.34820294242726,,,151.87350035985267,155.96859576948052,156.54746605272442,159.0133641362527,159.85181725954618,169.4550209227428,167.59216731590269,178.14516736319925,174.14947046669408,182.01620873283983,170.81062664932816,169.38020770758916,172.57969456682977,,,,,,,,,160.2442092635285,150.4784606226885,155.84049738065744,,,146.0210322381911,144.7649752681799,156.62290120727096,156.25027576738444,,,144.01826399998458,161.74758589519143,167.00975309053217,162.4684403155689,164.53008680657325,159.39852521323846,155.64234899752068,153.43542829900898,163.859006561452,157.41546655566046,154.21116451312267,158.2501780435629,163.05704813589438,161.30683356469402,166.98527237140758,169.4960693880532,166.5862828905317,171.32760917819738,170.66948158238495,170.6103929532949,169.23329301798336,175.54664604407876,171.95621585099252,167.18255247141224,171.31172862932272,173.36978666019874,173.29353703409637,164.5611094114569,156.93640069528544,171.61479968839336,175.81213767452897,184.7187318520162,187.00758175531172,183.70959377254206,184.0140358367575,,,
269,2008-03-06 15:01:30+00:00,135.1630554652233,133.220754421331,130.61853423234555,135.1760742241389,138.4356248258469,132.40156621593954,,,,,,,,,171.11824167497187,177.22574067508373,181.80697435407748,184.2465532246264,188.80139321142065,183.54824481911123,196.87809412383385,193.47567281251332,200.82531899515297,193.0292179286159,186.71017548605408,187.32361283678816,176.6457126626026,179.67197071881466,164.15940314195717,165.48423549567946,161.94032252525164,162.75448741036536,158.27184082239683,147.97835950597812,150.6775177531546,143.22152288550362,139.78375106665538,,,,,,,,,,,,,177.47455284354177,178.52566493360246,176.00676446450393,177.6955324974061,178.99279835345766,175.30989525160243,180.96794948057766,176.22512094136698,175.58961719052934,178.46019085130524,178.64515778550077,176.88674057859768,176.9135053335287,178.51916528720827,173.9924812685471,170.64834522747614,170.40110246509246,169.40754605878016,175.01758594849161,168.60720454889253,170.09160132394808,174.08327771810406,170.82709293465507,169.93223172950533,,,,,,,,,,,,,,177.72516368674792,173.92258358821576,178.596358191065,173.3773789123304,175.25198157002228,169.2944345911352,172.0844081346535,173.37551996573114,171.42130112256115,175.5490504693203,176.22006085017895,177.4811896592539,174.61523571220818,182.0081202413301,178.19372911471862,183.48237889629175,179.84212080006222,182.54031074934784,182.96845088460557,181.090371836988,178.35067817970858,169.85844197943516,157.7674853581231,149.01700671644863
270,2008-03-22 15:01:29+00:00,125.31724035746845,,,,,,,,156.05470797115913,162.83383380794496,159.94735344219688,162.31792732163765,168.91081834812763,171.6339360155058,166.87530105997266,173.89929593429667,186.58994054818248,186.95433571609314,190.8932612655303,191.5666454797209,186.96180123122883,202.37172928742774,203.65737829965113,186.63738921773876,185.656809348584,184.53471197196725,185.21519178314412,176.1786387845129,177.0720800066297,167.45222954552347,,,,,,,,,,,,159.24208814815557,161.53342484398263,170.09879218203943,172.08700397210666,179.19797969394583,175.62539652604448,176.55198380389882,173.34693289887815,178.512563932341,183.32975037665443,182.20392051799163,180.2828680447265,183.48802836457858,176.55124401417973,180.3591551173241,174.34333562266204,177.22872550901786,173.89846681401372,172.76606228220567,173.14580465204253,175.36995164422382,176.48695128244518,170.76195529777658,171.3834644566529,,,,,,,,,,,,,177.32649552266412,175.66935065247588,171.71444119304704,172.15907896130432,174.0014479124796,175.42598991784135,174.15536959009,177.65514557910274,174.4304795568095,174.72745877928182,175.71808990139837,177.38500625461435,173.60990260125067,172.98578221897088,176.1258603976831,173.79692838772016,178.18689654237534,176.56324922368148,177.752908062376,180.29511875351776,182.56139266099524,180.3349479534453,175.71217130357957,181.65832158379382,179.46737258131645,181.58895767603153,,,,,,,
271,2008-03-30 15:00:38+00:00,150.07387843308808,146.26530149335954,148.74288699265122,149.91480550228044,151.9776666467786,154.93798797960346,161.60514151374252,167.35998062015003,168.36785335913495,175.04668290021792,181.8801333959678,185.23782885967609,191.9706263233552,191.91127976138281,192.79789165096435,191.2341161347086,201.11616751384477,202.53549632386122,205.76528879015518,205.92052212913086,210.9343702159292,210.06316599374242,208.1096436221666,209.4965594892592,197.21818113422495,199.60129804888118,191.60825072324477,192.7414272034341,193.59460545698767,186.67808168362924,180.03772014971088,169.3729706597521,172.03441946317835,167.12775486754336,164.0077607681166,163.66249343483406,162.29468467461862,162.343235668082,162.72385918335448,165.38416949930064,173.7112327156097,174.1994697566977,176.31295491318394,181.38952331047116,182.81332343711722,188.42916326270097,190.54359674564068,195.72857260008857,196.77096995706626,196.1875621180138,195.12833217091423,193.6597659478115,193.84273888210126,187.1603697999481,193.36129031496696,189.36700755426904,190.44906081597227,181.58511756616394,190.84701419635755,187.00871276293168,186.79746390179,184.43978028470715,181.93855149703137,185.20309723580783,183.69026399307447,187.14525140749234,183.30185109299012,179.57155057770686,182.467468963713,184.27818599045884,184.06128042638667,187.18007460182886,185.80098687481663,185.4086427396399,182.1263986352259,181.87797860197335,189.05184699950806,185.32671581102827,188.56981704143948,185.34049546678023,187.2026055581777,184.34128648883112,184.00497777048633,184.28904496380275,187.73320583324713,190.08086975566326,194.77070903263333,195.28440806994604,191.47547549221338,189.21397482914654,187.11629960580092,182.72574389007562,188.35361150785124,188.19881330181957,186.74027953624238,184.8248685622168,187.8821343356581,190.82232275755234,191.71110122269863,191.0476782014982,192.75272968595098,197.197219480215,199.7758243068489,196.8264039559781,191.20724877142928,188.85426351356313,182.7473824042634,172.90673029784435,165.53567635380696,157.0109501395085
272,2008-04-07 15:01:29+00:00,,,,158.4034600061494,161.17964447273144,163.49720945287612,168.6000480216721,173.34483498785107,177.5834594151008,183.44096507877288,192.13887177294433,197.41624931792546,197.24272418072331,196.65094255299115,199.34958771945173,197.6371788357976,206.75057781030893,206.2383053849388,212.61716067211157,206.60476582997126,216.58689997160118,217.7275888221512,219.8243787221291,209.79032320449375,,,,,,,,,,,169.66799284499757,167.61071565803053,163.9381715763915,165.61447818416275,167.47882160298934,165.57076723300557,174.58419597576224,178.59308970805148,187.63706291087914,187.30244662284923,189.70008606880936,199.147760151813,196.44082004012895,194.8836218504949,197.26797696778874,196.5200968499853,194.55040856493352,193.6674446902331,199.30499731353973,195.6333142642247,197.56676173371883,191.7479016421398,192.05572250482885,190.0878618352801,179.65410435652984,,,,,,,,,,,,189.8700665915046,187.2447943668928,187.47197536286444,185.30224828489276,186.1173582675082,187.13900687674456,189.97782563242814,190.7950137105139,190.28667423027568,189.80701419365658,193.05264400816975,195.12191167205216,193.53517918505193,193.91260252437192,193.9272583338488,199.2768793199132,194.77040820333372,194.65146331474403,195.6865428824148,191.16604173159772,194.7983514557816,192.9182174882593,191.7868634947558,191.46450282555736,192.36080591705175,,,,,,,,,,,,,,165.0082067705923,159.07902910946015
273,2008-04-15 15:00:40+00:00,133.60022310775054,131.6173851322346,138.08190065680208,135.0643596576558,137.1669046709203,142.74980389070748,143.3056414512492,152.4085824813629,147.02325404978504,158.9154488878863,165.55825300554335,168.21736398136878,176.02542591323436,177.04296667007756,176.3070815495178,178.2309911549805,184.23517955981387,181.87651671253832,189.8249639688422,185.45771073371864,191.00183965657587,185.23951934149957,192.51818693581768,183.27273605380915,181.4048086550005,183.51107257621692,172.79852041191225,174.9190879618074,172.93941879082084,172.43979312298504,166.06627096638533,159.55824207244436,161.96599499643887,158.38671241694882,157.01389050948472,151.89135515639452,147.56055156803765,145.7980200045359,145.64765598288042,147.98327900839465,152.90893567963153,160.3356195651731,163.7478632207462,168.25741069358494,168.6249595278553,179.17217057802458,174.56002665261548,179.16233956627238,176.54175663110445,177.2828403061133,173.56846378340273,177.77289761003922,176.89349332527107,173.62332997155332,170.612566858532,171.6965050495921,173.29181334322635,168.05209788669245,170.31957191666098,169.26036979778036,171.80735231237782,168.21421479815996,170.6418906022833,172.25877563269276,172.82842492192535,175.80993230675176,173.05211730755065,173.51553035612218,167.28574248298312,168.30366797802546,166.7301817115357,171.08653380673928,171.3064676846815,171.03078091517838,171.00344611920292,164.46614615538238,170.34619121415164,170.7783860788113,167.2552187228846,165.89545574676222,167.4348690712361,168.992235028009,170.05455004888086,167.45257045591737,170.93792002128453,172.49735573011995,170.43615937772697,171.83843994500296,167.514923367266,167.30567333721186,168.9787070110803,169.17229399101572,170.94485113868794,166.92921995794345,163.38569995421835,165.1619115741751,165.62111342814103,171.15563414085796,170.56713042830293,,179.04844513411672,179.34593373455917,183.0284164573968,179.29554606223033,178.83512991867414,180.1049589826252,175.61204354049093,166.6976901790499,154.0382762844775,142.03232185040682
274,2008-04-23 15:01:03+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2008-05-01 15:00:14+00:00,136.95671842894484,137.09430716147628,146.52295553865721,146.5703907025129,144.66012197156556,146.26104861597685,152.99564404571362,160.023301226399,165.84885330816783,171.29869098288003,177.1390563844461,183.29003847802576,181.60531784000105,185.22249922214903,183.7967684031797,194.77387857168213,191.79157159693273,193.9885099511803,203.93622245488166,199.1448019768384,203.1774872179807,206.5700615422821,211.3737152523092,200.28635661241162,194.49407366076994,186.75421881922844,187.03665241690135,179.73589764265182,174.32598835242817,169.59344808966614,166.09760639286944,169.5130689592816,163.89379850976644,160.72948451411486,158.05237457047414,152.56158224532786,141.72391399389946,146.48080680140126,145.3077877172475,147.19712116842763,160.3128115128123,158.71081526262856,165.71053902823922,171.03846502109997,177.86851805471903,178.51306411608877,178.7288273660719,178.6703934642462,175.47938427659727,178.88096836840617,178.29696819811815,182.098530870555,181.34549615931786,182.09181464119357,179.7688257534468,184.2750885892938,182.0959364598008,179.69205739573394,175.15245390725238,175.98444862356266,175.23855000513046,172.75033519133513,174.24876405164562,173.0067812103871,173.2217459626384,170.080775439596,172.14677738718817,175.18239282665712,176.52155320785045,174.91872348150977,177.72442537953205,173.4135081833004,174.94197913666767,174.28869319634322,172.13208093054737,169.83001854451373,171.1735368369128,176.12883760874234,170.2837256104831,171.56312720525256,169.63211741825884,168.9161610772646,174.93664591512234,172.8727214096998,174.21423786345662,173.95618760195734,180.8857310085991,179.55834372274174,181.56307572650672,180.7399374423909,180.43862811399703,177.6849347417707,175.38811239703725,176.82096220962353,174.4554590358056,174.94253831573104,179.5484156144253,180.8109025881048,180.1408613991511,179.55769204316468,179.93315127259982,184.99498497944026,187.46847766334005,183.8797989405953,185.96148945351257,189.813918812315,179.66335016695632,172.1329968321349,159.0008077887183,150.0620352138484
276,2008-07-20 14:57:38+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,2008-08-13 15:00:07+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.53755219121155,157.18218554094335,202.54383560605308,,233.21406140559722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.34113727460308,,,,,,154.7996290508334,,205.23374019560606,,,
278,2008-08-21 14:56:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,2008-11-01 14:59:54+00:00,,,,,,,,,188.47293631840023,150.58296110405408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.06082890439083,,,215.76350140213205,,,159.9291571564969,202.14543378065952,,,,,,187.09638385353142,,,,,,,,,,,,,,180.8846729365746,174.67590812395093,,153.65397640796178,,,,,,,,,,,,210.89221471674733,,,,,,,,,,,,,,,,,,,,,
280,2008-11-09 14:54:04+00:00,,,,,,,,,,112.841419227899,141.61884624749442,,,,,,147.45443855146937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.9870430244018,174.26583755210984,154.05161413480235,,,138.53419112842485,164.7420500710281,168.28411297739703,170.33220246887984,166.38375712410095,,,,,,,,,193.432071805541,137.26509787082074,,,,,,,195.19841093162242,198.36245220049116,143.38802873086044,
281,2008-11-17 15:00:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.32124160266713,156.25719631805654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,2009-01-04 15:00:59+00:00,160.15673917180067,,,,,,,,192.8676197354103,212.17435078230096,219.8804420161371,214.2527524327716,205.3810258046945,216.66966428657196,227.8264417390955,,,,,,,,240.74955403786856,227.5032594027021,211.64762595684198,216.28320422077684,217.99713163336435,204.56790447999904,196.5667300454174,197.2788641956477,,,,,,,,,,,174.75970489055825,192.78982280835874,206.4778906263341,193.64470462572797,187.91418144295383,201.85911852543242,194.08472493316276,195.8873567273799,191.1524910230345,190.4201543810095,191.92810106205226,203.99227426961232,190.75295704256277,184.04814066511818,184.91291574018445,196.0293514595336,187.52607125682582,180.68594458407256,185.47348313993933,179.51799382996967,182.2567244921356,182.7712458050577,172.36918146192332,166.54484795362538,174.8770367796368,,,,,,,,,,,,,183.43859919544693,180.01801802220564,185.18259524150164,182.40707216098198,184.03386293504624,183.63284727931745,185.43823262772722,185.33100746813673,185.51606544686032,188.24895994655563,189.03508444279706,188.2882614949141,184.33210660288404,183.22907832304736,193.11121958621646,203.06645841609352,194.20585739027734,197.90552560496693,180.05088594596444,170.7781274133623,186.52793038894265,191.3335713552949,191.34300496436282,200.4379151294029,,,,,,,,,
283,2009-02-05 15:01:09+00:00,172.57410216118657,166.70021370919724,173.9702832950834,,,,,,,,,,219.23321145213018,222.90256901963016,219.7129622309642,225.66645676064934,225.59861037768474,230.95994987214203,227.69850026823931,231.6101827922181,234.89910785700496,239.94363346993612,233.75752196829097,230.0042994415548,221.15385738439477,220.4965178653812,216.11013098084916,211.5759812292142,201.37926299370517,200.740481155815,195.03042051842928,193.84979359401908,195.02008869877423,190.07616277503848,,,,,,,,,,,,208.58868222395262,206.87280546683593,206.141888708057,204.46512988657773,203.1370068233865,206.1600821836909,204.66106570814864,207.51852615464716,205.18757265619675,206.15773763456724,206.3523334519515,206.12675026052682,200.24325373640974,204.0428218534014,202.0822366965923,200.5358516525883,204.24002575088608,198.4990992893687,196.98018884301277,194.2758233360054,198.34529575222555,194.92171396358367,197.416885632264,197.6345043061457,192.3885070067186,,,,,,,,,,,,200.27032890832595,201.79845231062902,197.347714154012,198.0618946957737,203.21292284538612,201.09634790870322,198.56786952898926,198.8522280865142,199.3640182284969,198.59157107017327,198.46042714067184,190.3733334476978,192.53168936294827,194.53585966767776,198.07971877103927,198.01731052889392,202.25392677187457,196.61007119983742,200.98825163226715,202.88697149953805,208.05615025169865,205.21895988526182,201.1420529612402,197.01051868471424,192.87945076355442,,,,
284,2009-03-09 15:01:27+00:00,,,,,,,,,179.22221744834567,185.8287457025161,190.93615651594382,195.8445634431273,194.99030014824305,196.41445697733747,194.57471496416758,195.8602798456778,200.19906757384382,201.6155837026846,203.51613092321165,208.7164752251491,212.40845062267192,214.88481990082863,214.82875236824555,213.04602638737825,205.43347116935612,202.61606489146735,196.99160099913192,190.14878758285843,182.89656887778662,176.36614527928947,,,,,,,,,,,,174.04857894311849,178.57192962630035,184.20170740744763,187.297812816548,193.33754979842516,187.86423903106186,189.2224158813837,187.24750997850288,192.36391581133915,186.39173383061072,187.08145976029613,189.48549695834527,187.6249226858527,186.5934460472274,187.90375120290295,185.3901391523569,184.40749350250923,188.30247919895595,188.97550244711832,185.04598774361895,189.88159461266224,182.82369726044033,181.82678578682186,178.06307590099615,176.8969158990279,,,,,,,,,,,,189.30223183360883,187.639793435356,187.8589897609975,181.71687072299682,185.35533147385962,182.44668805408193,180.55905119253987,182.48663296552854,186.9540236896822,186.8471466157401,186.09921455812756,184.70929963271908,186.05864355399422,187.3581377843531,186.32261554612788,184.52935817866603,185.1815060289623,184.84012858026284,181.7435860298832,187.57423526866754,185.93349374006567,184.05921707138347,188.68120621807583,188.31701021844574,195.63635989616705,179.05416364243513,,,,,,,
285,2009-03-17 14:57:32+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,2009-03-25 15:01:10+00:00,159.55235042042847,161.3412056871747,161.5733846727774,160.87638693144663,165.91944274584915,162.94863218467248,169.59355138992095,,,,,,,,,,208.06568659411238,206.3526810982286,212.02975457321998,218.7866308433285,220.16601646780504,219.8901946276277,219.5066059323569,215.77881806447354,210.0778848762822,201.67341455593782,202.27863453843054,201.03478492596335,191.18680488221304,193.39002278536796,179.9998348718202,183.5104537224623,176.8762944430566,170.77044691707644,170.77677871637056,165.47462196902478,165.08416774379077,161.8078514079871,165.86870019536823,,,,,,,,,,,,196.26313338153525,197.57278714875426,199.05240666966986,196.88754960441256,193.11489424332075,198.71128843765499,194.63333957833044,194.1815712399551,192.2543919380381,190.3237245027078,187.77453864871197,189.93748956608172,194.3110335944288,190.21413467052517,189.3222677734084,182.87788239344465,188.57386359816,191.43422203604368,189.32230594649064,189.57246089109535,185.9466747916354,183.23161328614358,190.07014186181158,187.99025859825684,187.61028124103325,,,,,,,,,,,,187.15561109782658,192.29032982480973,193.0306007645749,192.05211856172411,194.38344935166128,193.2945986320211,189.9184503996721,190.38016482941745,187.96661745703665,186.82137425829853,193.45625630447992,190.44055092706063,193.4508691097637,195.3016374854172,196.33031082513858,202.49236317829624,197.37855381754784,198.94654683646303,195.02448452706486,193.92644576933228,192.36666612019076,185.4204236706284,173.00837025823154,158.38249126900152
287,2009-04-02 14:58:17+00:00,129.02262665916402,139.38674640676632,137.6870584654536,143.0618339835458,147.61276148399423,148.49064267520004,158.44744077820397,158.18742938170854,159.24623254946184,168.59642321831728,178.44300828673235,174.90897981406863,172.09151602420454,176.72510560574355,176.389689113906,181.97917495303227,180.25155024375803,183.0882251852434,186.45738745540234,196.36953293403838,,,190.35001310330694,,183.27556385927556,174.17769530157875,171.37039027422335,,162.02348973965366,,156.36168514638638,155.9662145771653,158.09327160906696,161.38477775582837,154.60198565704536,152.67064348582312,147.46857895480963,147.17550505617322,149.93290490527588,156.6932383851577,155.58980089706537,155.09604654748657,164.3811240772469,169.86184217435357,174.29258753229848,174.3140101122662,186.69808417398505,182.99836463128506,185.85901330100168,182.81201540531956,183.39691431166196,183.51706374293323,185.6999857758222,177.29533642914726,173.5384472291134,171.35124487747333,174.1903456733558,174.885006283255,169.24976022147214,174.13146402376424,172.67622181586378,171.39780518203136,173.07531638257666,173.01366883370304,168.3410615857894,169.2972020968151,167.48584873861563,170.88933301470433,171.6498958248532,165.82816883514218,170.46945921933326,167.9325170049383,171.47181918879173,169.22401263134824,169.4769093192081,161.16066202999136,166.46823471668003,168.1757114648595,170.76981654288176,175.2844097661931,175.50622061434458,171.62324306479937,174.0119000214149,179.8759680344886,174.97137627778028,174.58268423970367,180.55142866892947,181.9515951553185,176.0942421806222,175.20049209572096,171.12313643261263,171.88438585690412,173.40172951238026,175.38672696520663,171.65820313886786,170.93839656087096,173.60947356892407,180.33699548470486,183.39519429310053,182.2621127746607,183.53078709546935,186.09788541521866,188.9738387358808,181.73906904020788,183.59195398020393,178.63227812208257,179.88681401336578,172.72981086181116,159.98903808003277,146.49301963854268
288,2009-04-10 15:01:16+00:00,,,124.9730587170139,130.01173694417957,135.21046689460135,137.86439932678937,144.0413841950182,147.6400951565338,158.94593644578896,166.73319492943622,173.00994974386938,185.030405874289,182.57410863951162,189.01450470139187,186.300200713537,181.28404781417055,174.54814900912453,178.7630626007557,175.13492090593596,181.495999772803,,,195.85028278852792,,,,,,,,,,155.51779776043094,150.33261856964828,158.872919344393,149.35251638437825,147.68754652735484,152.9910232818112,147.98489277665803,149.4893262642456,167.2447755526398,168.85279953548977,169.1892393270612,172.99034241032047,,,,,,,,,210.28020419225084,,,,,187.94202343335672,,,,,,,,,,,,199.13185687975832,203.8761513234735,,189.8688566708178,,,,204.75297392932626,193.32187502812906,194.56887683470157,178.16810957939887,190.27376487723342,181.77377372569785,,,,,184.23340117119366,182.43865546022187,174.65030342367623,180.27237187509164,193.0671387241395,182.25677270100167,184.58734761612874,181.98480823709414,,,,,,,,,,,,,,173.03730544870515,162.67517244778568,155.43879667372306
289,2009-04-26 15:01:20+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.58857152968275,,174.3682509101302,163.6885963691902,147.50314585245425,161.02850454232845,184.51808356508712,153.7793484870651,140.3885822633619,141.74766913166332,139.43735408598144,137.78318056666922,143.47624599129267,156.59612721555106,,,171.1398709668424,160.48300934826395,169.7393021954726,179.21018805142876,179.98820980376263,173.14348139501845,,,,,,,,,,,166.1122283576961,171.8697162710721,170.57836665110992,167.81292101668282,158.28671887636614,159.91767761949237,162.12078718909703,162.1839523203561,160.20080997265302,156.5315519718484,162.09151767695002,,169.99472596935587,180.60115053715091,,,,,,,,,177.06258007100715,172.2915656977759,170.08439068696325,153.18549437034102,,,,,,,,,,,,,,,,,,,,,,,,,
290,2009-05-04 14:58:30+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,2009-05-12 15:01:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,232.4826695729286,212.5157458220514,,,210.42165957994277,127.40473087911106,,,,,,,,,,,,,221.55048001414994,207.50828508124735,,,,,,,,,,,165.15348003602134,,,212.01732549626053,,,,,,210.0585195272582,175.49385272703427,,,,,,,,,,,,,,,,,,,,,,,,,,,175.6890066238858,,,,,,,,,,,,,,,,,,181.60671313593755,
292,2009-05-20 14:58:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,2009-05-28 15:01:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.72693571624188,,,,160.54671425915146,,,,161.3585404073786,,205.01349690845157,230.20952763593726,,,,,,,,,,,,,,,,,182.94916788597973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,2009-06-21 14:59:23+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2009-07-07 14:59:40+00:00,,,,,,,,,,,,,,,,,146.1489215974848,,,,,,,210.1593259061835,,,,,,,,,,,,,,,,,,,165.65613914579478,186.4878620321087,168.26930130674253,198.2711064663732,208.3291517111411,,,,,,,,,,,,205.94128345263474,,243.89642199786437,216.582269990992,,,,,,,,,,,,,150.7753199542778,,,,,,,,,,,,,167.34153981708712,,,,,,,,,,,,,,,,199.20017383953694,209.50065239632534,,,192.64274290817497,198.56104457589726,
296,2009-08-08 15:00:10+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,2009-11-20 15:01:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.23425660796084,169.1771917014451,211.44028945240882,208.29072017916792,190.8510669233549,,226.29706831104053,,,,,,,,,,,,,,,
