dates,nzd0479-0000,nzd0479-0001,nzd0479-0002,nzd0479-0003,nzd0479-0004,nzd0479-0005,nzd0479-0006,nzd0479-0007,nzd0479-0008,nzd0479-0009,nzd0479-0010,nzd0479-0011,nzd0479-0012,nzd0479-0013,nzd0479-0014,nzd0479-0015,nzd0479-0016,nzd0479-0017,nzd0479-0018,nzd0479-0019,nzd0479-0020,nzd0479-0021,nzd0479-0022,nzd0479-0023,nzd0479-0024,nzd0479-0025,nzd0479-0026,nzd0479-0027,nzd0479-0028,nzd0479-0029,nzd0479-0030,nzd0479-0031,nzd0479-0032,nzd0479-0033,nzd0479-0034,nzd0479-0035,nzd0479-0036,nzd0479-0037,nzd0479-0038,nzd0479-0039,nzd0479-0040,nzd0479-0041,nzd0479-0042,nzd0479-0043,nzd0479-0044,nzd0479-0045,nzd0479-0046,nzd0479-0047,nzd0479-0048,nzd0479-0049,nzd0479-0050,nzd0479-0051,nzd0479-0052,nzd0479-0053,nzd0479-0054,nzd0479-0055,nzd0479-0056,nzd0479-0057,nzd0479-0058,nzd0479-0059,nzd0479-0060,nzd0479-0061,nzd0479-0062,satname
1999-08-26 22:07:32+00:00,341.37,339.70,348.41,347.66,357.18,361.11,347.11,344.22,347.37,348.38,347.17,340.27,339.85,343.08,338.86,340.74,343.29,345.18,347.79,340.09,333.92,331.28,333.03,327.48,324.39,321.83,320.98,324.01,325.13,334.33,330.86,332.78,330.39,336.42,335.12,337.46,336.44,329.64,329.83,332.88,325.46,328.68,347.22,343.34,353.77,341.75,350.21,356.90,360.89,349.29,361.80,372.03,,359.05,367.14,363.57,,,317.09,323.50,333.51,360.02,359.97,L7
1999-11-30 22:07:23+00:00,338.46,341.77,346.29,340.89,339.30,347.06,350.17,346.12,348.26,345.77,343.14,344.67,348.69,348.78,344.42,345.57,346.65,345.71,345.13,335.77,335.89,334.58,333.14,333.94,325.94,322.28,323.28,322.05,321.75,330.65,332.98,334.30,331.81,334.12,333.12,328.52,320.88,325.98,323.25,332.83,315.84,316.69,335.20,344.17,348.49,347.59,352.86,356.13,354.36,352.71,347.99,353.10,351.85,359.72,354.98,353.08,342.31,321.82,300.11,299.72,332.70,357.79,361.37,L7
1999-12-16 22:07:09+00:00,,,,,,,,,,,,,,,,,360.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-02-02 22:07:23+00:00,,,,,,,,,,,,339.74,338.58,339.23,347.35,339.00,332.60,328.81,330.92,328.69,327.05,326.73,329.49,326.66,312.97,310.70,309.34,311.73,310.20,323.31,320.44,320.79,319.71,322.82,319.09,321.77,315.79,311.96,312.48,,,,,,,,,,,,,,,340.66,345.31,363.47,349.72,,,,,,,L7
2000-05-08 22:06:20+00:00,338.58,345.19,354.43,355.24,360.38,364.32,358.32,350.53,350.82,351.14,347.21,347.77,353.70,352.07,351.41,350.80,351.91,349.76,344.98,344.75,341.03,336.99,331.63,330.09,329.44,330.61,327.35,328.65,334.98,338.27,339.66,338.52,335.98,336.72,335.06,338.06,331.48,328.04,331.77,332.76,325.53,331.32,347.01,350.09,354.13,349.68,356.37,353.10,352.03,351.88,350.56,351.89,351.59,346.97,354.16,358.68,346.53,321.81,313.44,311.75,338.57,357.19,363.42,L7
2000-05-31 22:12:18+00:00,333.18,336.58,344.71,342.71,343.49,348.58,347.16,344.04,336.84,339.35,340.31,342.68,340.51,335.53,335.38,333.82,338.57,343.48,331.49,321.23,323.27,321.16,316.90,312.63,310.66,311.50,314.52,313.87,318.43,325.61,325.53,325.44,319.80,318.84,317.63,317.73,314.87,311.94,309.93,311.52,306.07,312.78,325.60,329.60,337.40,332.17,338.32,336.51,334.90,326.50,332.02,326.37,319.76,318.33,322.79,324.03,313.04,,270.22,288.07,320.25,344.10,343.08,L7
2000-06-25 22:05:55+00:00,,,352.12,350.63,350.98,357.70,355.48,355.53,355.60,355.44,357.45,357.98,360.12,357.56,359.70,354.04,357.60,353.82,352.85,341.29,342.89,335.43,332.16,331.15,336.94,328.62,,332.43,332.50,338.22,342.69,338.76,334.34,336.92,335.81,334.18,332.11,329.46,331.54,335.93,327.61,333.40,354.95,353.34,355.77,351.69,356.00,358.49,358.40,358.96,357.45,361.29,354.38,364.50,365.21,361.29,347.66,326.29,295.05,315.88,350.26,366.91,374.55,L7
2000-07-27 22:05:24+00:00,331.33,335.50,345.04,342.50,342.50,353.21,352.79,354.49,352.81,351.37,352.76,359.94,362.07,360.12,356.98,358.00,364.21,361.52,363.95,354.23,350.16,345.59,343.12,345.43,338.87,337.02,336.18,343.22,347.26,352.55,355.96,347.92,349.23,346.89,344.93,339.71,336.52,332.82,332.88,337.68,331.41,332.54,351.89,347.33,358.54,349.28,360.13,356.71,358.00,357.67,353.03,355.64,352.94,353.87,357.78,352.88,333.44,323.59,287.75,313.57,338.93,367.81,369.03,L7
2000-08-03 22:11:31+00:00,336.98,342.06,346.96,340.35,347.85,352.52,344.64,346.06,346.00,347.27,348.76,352.75,353.96,354.43,348.55,348.63,351.90,348.16,347.39,343.53,336.59,333.29,329.00,332.89,330.37,331.40,328.50,331.94,340.45,344.42,341.40,341.72,341.23,336.36,336.61,337.67,331.54,325.36,322.21,335.96,330.95,331.60,344.72,347.75,353.88,342.86,350.62,349.64,343.42,343.86,343.09,342.49,343.23,336.51,349.03,359.80,342.08,292.86,280.77,321.08,334.85,351.82,351.05,L7
2000-08-12 22:05:41+00:00,339.53,338.32,343.49,342.68,349.29,352.89,348.20,348.18,347.14,349.21,346.17,350.45,349.90,356.21,347.95,344.02,343.92,344.82,344.52,336.80,332.80,331.19,330.42,333.08,330.58,329.16,324.17,329.98,331.97,339.44,335.83,336.05,335.74,334.05,329.06,329.39,323.49,321.58,322.77,328.62,326.25,329.75,343.18,341.51,345.45,339.88,347.71,345.98,343.25,339.76,343.95,341.87,341.16,333.74,340.56,346.72,318.90,297.93,266.82,304.78,327.58,353.52,352.45,L7
