dates,satname,nzd0479-0000,nzd0479-0001,nzd0479-0002,nzd0479-0003,nzd0479-0004,nzd0479-0005,nzd0479-0006,nzd0479-0007,nzd0479-0008,nzd0479-0009,nzd0479-0010,nzd0479-0011,nzd0479-0012,nzd0479-0013,nzd0479-0014,nzd0479-0015,nzd0479-0016,nzd0479-0017,nzd0479-0018,nzd0479-0019,nzd0479-0020,nzd0479-0021,nzd0479-0022,nzd0479-0023,nzd0479-0024,nzd0479-0025,nzd0479-0026,nzd0479-0027,nzd0479-0028,nzd0479-0029,nzd0479-0030,nzd0479-0031,nzd0479-0032,nzd0479-0033,nzd0479-0034,nzd0479-0035,nzd0479-0036,nzd0479-0037,nzd0479-0038,nzd0479-0039,nzd0479-0040,nzd0479-0041,nzd0479-0042,nzd0479-0043,nzd0479-0044,nzd0479-0045,nzd0479-0046,nzd0479-0047,nzd0479-0048,nzd0479-0049,nzd0479-0050,nzd0479-0051,nzd0479-0052,nzd0479-0053,nzd0479-0054,nzd0479-0055,nzd0479-0056,nzd0479-0057,nzd0479-0058,nzd0479-0059,nzd0479-0060,nzd0479-0061,nzd0479-0062
1999-08-26 22:07:32+00:00,L7,346.13,347.37,356.08,355.78,363.18,368.78,356.97,353.42,355.99,356.50,354.84,349.47,348.47,352.94,348.72,350.60,353.91,355.04,359.29,349.95,344.54,339.40,342.23,337.34,335.01,331.03,330.18,330.01,330.24,340.90,340.06,339.35,338.06,345.62,344.32,344.36,343.70,338.27,337.50,341.51,332.36,333.79,358.72,357.14,366.32,353.25,358.84,369.45,374.69,364.62,375.60,391.74,,386.65,390.14,386.57,,299.10,340.09,336.05,345.01,370.64,375.30
1999-11-30 22:07:23+00:00,L7,332.67,332.44,336.96,331.01,332.00,337.73,338.17,334.92,337.76,335.89,333.81,333.47,338.19,336.78,332.42,333.57,333.73,333.71,331.13,323.77,322.97,324.70,321.94,321.94,313.02,311.08,312.08,314.75,315.53,322.65,321.78,326.30,322.48,322.92,321.92,320.12,312.04,315.48,313.92,322.33,307.44,310.47,321.20,327.37,333.22,333.59,342.36,340.86,337.56,334.04,331.19,329.10,327.85,326.12,326.98,325.08,314.31,279.82,272.11,284.45,318.70,344.87,342.70
1999-12-16 22:07:09+00:00,L7,,,,,,,,,,,,,,,,,349.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-02-02 22:07:23+00:00,L7,,,,,,,,,,,,343.47,342.08,343.23,351.35,343.00,336.91,332.81,335.59,332.69,331.36,330.02,333.22,330.66,317.28,314.43,313.07,314.16,312.27,325.98,324.17,323.46,322.82,326.55,322.82,324.57,318.74,315.46,315.59,,,,,,,,,,,,,,,351.86,354.64,372.80,359.05,,353.09,,,,
2000-05-08 22:06:20+00:00,L7,337.82,343.97,353.21,353.95,359.42,363.10,356.75,349.06,349.45,349.85,345.99,346.30,352.33,350.50,349.84,349.23,350.22,348.19,343.15,343.18,339.34,335.70,330.16,328.52,327.75,329.14,325.88,327.69,334.17,337.22,338.19,337.47,334.76,335.25,333.59,336.96,330.32,326.66,330.55,331.39,324.43,330.51,345.18,347.89,352.13,347.85,354.99,351.10,349.83,349.44,348.36,348.75,348.45,342.57,350.49,355.01,342.86,316.31,309.77,309.75,336.74,355.50,360.98
2000-05-31 22:12:18+00:00,L7,335.39,340.14,348.27,346.47,346.27,352.14,351.73,348.31,340.84,343.11,343.87,346.95,344.51,340.10,339.95,338.39,343.49,348.05,336.82,325.80,328.19,324.92,321.17,317.20,315.58,315.77,318.79,316.65,320.80,328.66,329.80,328.49,323.36,323.11,321.90,320.93,318.24,315.94,313.49,315.52,309.27,315.15,330.93,336.00,343.22,337.50,342.32,342.33,341.30,333.61,338.42,335.51,328.90,331.13,333.46,334.70,323.71,296.83,280.89,293.89,325.58,349.02,350.19
2000-06-25 22:05:55+00:00,L7,,,345.56,343.69,345.85,351.14,347.05,347.66,348.22,348.50,350.89,350.11,352.75,349.13,351.27,345.61,348.52,345.39,343.02,332.86,333.81,328.49,324.29,322.72,327.86,320.75,,327.30,328.13,332.60,334.82,333.14,327.78,329.05,327.94,328.28,325.90,322.09,324.98,328.55,321.71,329.03,345.12,341.54,345.04,341.86,348.62,347.76,346.60,345.85,345.65,344.43,337.52,340.90,345.54,341.62,327.99,296.79,275.38,305.15,340.43,357.83,361.44
2000-07-27 22:05:24+00:00,L7,328.50,330.94,340.48,337.68,338.93,348.65,346.93,349.02,347.69,346.55,348.20,354.47,356.95,354.26,351.12,352.14,357.90,355.66,357.12,348.37,343.85,340.77,337.65,339.57,332.56,331.55,330.71,339.65,344.22,348.65,350.49,344.02,344.67,341.42,339.46,335.61,332.20,327.70,328.32,332.55,327.31,329.50,345.06,339.13,351.09,342.45,355.01,349.26,349.80,348.56,344.83,343.93,341.23,337.47,344.11,339.21,319.77,303.09,274.08,306.12,332.10,361.50,359.92
2000-08-03 22:11:31+00:00,L7,339.26,345.73,350.63,344.23,350.72,356.19,349.35,350.46,350.12,351.15,352.43,357.15,358.09,359.14,353.26,353.34,356.98,352.87,352.89,348.24,341.67,337.17,333.40,337.60,335.45,335.80,332.90,334.81,342.89,347.56,345.80,344.86,344.90,340.76,341.01,340.97,335.01,329.48,325.88,340.09,334.25,334.04,350.22,354.35,359.88,348.36,354.75,355.64,350.02,351.19,349.69,351.92,352.66,349.71,360.03,370.80,353.08,309.36,291.77,327.08,340.35,356.90,358.38
2000-08-12 22:05:41+00:00,L7,341.25,341.10,346.27,345.62,351.46,355.67,351.77,351.51,350.27,352.15,348.95,353.78,353.03,359.78,351.52,347.59,347.77,348.39,348.69,340.37,336.65,334.13,333.75,336.65,334.43,332.49,327.50,332.15,333.82,341.82,339.16,338.43,338.52,337.38,332.39,331.89,326.12,324.71,325.55,331.74,328.75,331.60,347.35,346.51,350.00,344.05,350.84,350.53,348.25,345.32,348.95,349.01,348.30,343.74,348.89,355.05,327.23,310.43,275.15,309.33,331.75,357.37,358.01
2000-09-20 22:10:50+00:00,L7,334.04,330.10,335.22,331.08,335.01,343.70,340.94,345.45,347.18,348.50,349.21,353.80,349.62,352.63,350.95,352.12,352.91,348.26,352.19,345.05,343.03,335.56,330.96,330.21,325.04,324.43,323.86,332.99,339.50,339.74,338.22,337.89,334.37,334.39,329.41,332.97,328.27,328.22,328.11,329.13,321.08,320.88,329.17,338.15,344.51,342.39,350.17,344.00,342.93,331.74,335.71,334.65,328.74,333.93,340.41,376.03,,,246.28,293.52,320.11,350.08,347.21
2000-10-15 22:04:43+00:00,L7,336.35,334.29,338.85,340.31,339.89,346.40,345.08,339.96,341.23,346.03,351.84,350.40,351.52,353.29,350.67,348.38,353.18,352.49,346.68,341.07,337.15,332.62,328.26,327.99,326.03,324.30,321.79,326.02,326.05,332.27,335.48,331.90,332.51,333.84,336.11,334.30,334.46,331.27,333.94,334.28,328.37,327.69,346.77,347.83,356.01,344.97,354.74,353.81,352.93,,,,,,,,,,,,,,
2000-12-02 22:04:33+00:00,L7,339.74,339.75,347.02,344.13,349.55,353.88,349.79,346.55,346.32,348.42,348.51,345.72,347.30,347.77,347.24,345.18,348.80,345.17,345.47,340.50,336.62,332.22,328.19,326.43,328.03,325.43,328.46,327.11,329.18,335.04,335.53,333.84,332.71,333.38,333.12,332.06,326.06,323.36,321.81,322.11,313.37,320.53,335.53,340.96,348.04,340.86,351.28,345.71,342.53,333.90,335.15,331.99,357.78,354.72,352.98,352.21,330.18,318.28,256.44,294.73,316.29,346.64,341.07
2000-12-18 22:05:01+00:00,L7,334.28,336.53,344.74,341.42,341.52,350.98,348.74,349.72,348.59,349.15,347.63,347.32,351.27,346.14,350.36,346.40,343.26,343.36,342.45,339.53,339.39,333.95,331.04,330.90,327.89,325.57,319.06,323.55,325.67,341.69,337.57,336.38,329.42,328.11,331.41,330.19,327.91,324.12,324.06,323.71,321.13,320.56,336.61,339.03,344.72,336.47,345.10,341.92,340.00,333.41,338.59,344.67,352.79,351.48,351.56,354.85,319.78,310.08,241.78,293.70,325.67,351.46,350.36
2001-01-03 22:05:00+00:00,L7,334.72,334.76,335.33,332.43,334.82,345.29,334.86,335.80,335.32,338.38,337.65,332.60,339.42,338.11,334.21,334.71,337.55,333.36,327.36,320.23,324.93,323.72,321.09,320.91,320.96,315.48,315.25,316.95,319.86,326.54,325.24,328.12,325.38,318.37,318.56,318.12,315.71,311.51,313.24,313.94,306.64,315.37,330.11,333.65,,,,,,,,,,,,,,,,,,,
2001-02-20 22:05:00+00:00,L7,353.08,353.21,361.52,356.48,357.94,364.67,360.85,353.77,354.00,354.18,355.39,353.89,356.63,359.16,351.81,351.38,348.36,347.86,346.25,342.10,342.76,340.46,338.12,336.77,332.56,331.53,331.39,330.80,330.22,337.98,339.25,337.29,334.09,333.66,332.22,333.75,329.99,325.74,326.41,330.58,327.16,332.74,346.03,349.06,354.40,342.83,354.12,347.81,348.00,349.54,350.69,353.29,361.04,364.15,374.15,372.44,341.23,,344.74,324.40,334.57,354.49,356.18
2001-02-27 22:10:42+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.87,328.96,331.58,328.51,322.88,,,,,,,,,,,,,
2001-03-08 22:04:32+00:00,L7,374.44,363.02,372.13,365.76,368.25,373.72,370.53,366.22,365.18,365.92,366.09,370.60,370.90,371.40,369.24,369.37,365.41,363.98,362.80,351.48,354.84,355.16,350.87,350.81,342.44,341.93,343.03,343.65,347.57,363.61,381.40,366.80,355.85,345.27,344.87,345.20,340.08,337.72,335.29,339.49,336.48,342.26,,,378.75,362.80,363.60,365.10,371.01,370.72,372.05,372.22,384.85,391.33,393.91,389.23,377.14,,381.17,353.61,354.80,377.96,394.37
2001-03-31 22:10:31+00:00,L7,,,,,,,,,,,341.64,340.23,349.39,352.37,346.44,350.03,347.49,343.59,343.20,335.14,336.06,333.22,333.69,331.55,328.85,329.31,330.06,330.48,334.74,339.30,338.20,336.08,333.52,330.55,327.10,325.20,321.39,318.24,320.55,323.91,319.37,325.01,340.79,342.64,345.40,339.30,349.50,347.63,345.58,340.87,342.86,346.00,351.27,347.27,351.43,348.81,321.14,315.22,288.33,302.51,326.16,350.45,350.89
2001-04-09 22:04:41+00:00,L7,349.90,350.49,353.48,349.78,354.73,363.31,356.93,352.96,349.95,355.62,350.36,350.27,357.16,359.81,352.09,354.55,351.64,350.67,349.96,342.18,339.41,341.68,335.18,330.64,328.94,330.52,325.53,322.54,318.13,333.55,338.32,335.79,338.35,339.51,335.79,336.12,332.54,328.97,329.89,329.89,325.87,328.43,357.70,358.20,364.08,352.85,354.73,355.36,357.91,357.07,356.53,357.71,356.15,367.37,384.15,375.18,,,364.40,335.97,344.18,365.45,364.70
2001-07-05 22:09:45+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-07-14 22:03:33+00:00,L7,,330.90,340.93,341.99,339.12,341.65,338.50,335.85,333.33,337.45,339.32,339.04,341.56,343.66,343.33,337.61,336.92,335.10,331.78,325.39,324.24,321.98,323.14,323.22,319.92,319.44,318.52,324.54,321.10,329.34,328.12,330.91,329.82,327.63,324.83,327.51,322.04,317.36,315.37,321.44,314.68,325.59,344.86,344.11,345.09,340.60,342.66,348.25,347.47,346.19,345.57,347.33,341.12,341.41,347.13,341.49,314.33,306.60,286.64,302.84,329.75,357.25,360.96
