dates,nzd0479-0000,nzd0479-0001,nzd0479-0002,nzd0479-0003,nzd0479-0004,nzd0479-0005,nzd0479-0006,nzd0479-0007,nzd0479-0008,nzd0479-0009,nzd0479-0010,nzd0479-0011,nzd0479-0012,nzd0479-0013,nzd0479-0014,nzd0479-0015,nzd0479-0016,nzd0479-0017,nzd0479-0018,nzd0479-0019,nzd0479-0020,nzd0479-0021,nzd0479-0022,nzd0479-0023,nzd0479-0024,nzd0479-0025,nzd0479-0026,nzd0479-0027,nzd0479-0028,nzd0479-0029,nzd0479-0030,nzd0479-0031,nzd0479-0032,nzd0479-0033,nzd0479-0034,nzd0479-0035,nzd0479-0036,nzd0479-0037,nzd0479-0038,nzd0479-0039,nzd0479-0040,nzd0479-0041,nzd0479-0042,nzd0479-0043,nzd0479-0044,nzd0479-0045,nzd0479-0046,nzd0479-0047,nzd0479-0048,nzd0479-0049,nzd0479-0050,nzd0479-0051,nzd0479-0052,nzd0479-0053,nzd0479-0054,nzd0479-0055,nzd0479-0056,nzd0479-0057,nzd0479-0058,nzd0479-0059,nzd0479-0060,nzd0479-0061,nzd0479-0062,satname
1999-08-26 22:07:32+00:00,341.37,339.70,348.41,347.66,357.18,361.11,347.11,344.22,347.37,348.38,347.17,340.27,339.85,343.08,338.86,340.74,343.29,345.18,347.79,340.09,333.92,331.28,333.03,327.48,324.39,321.83,320.98,324.01,325.13,334.33,330.86,332.78,330.39,336.42,335.12,337.46,336.44,329.64,329.83,332.88,325.46,328.68,347.22,343.34,353.77,341.75,350.21,356.90,360.89,349.29,361.80,372.03,,359.05,367.14,363.57,,,317.09,323.50,333.51,360.02,359.97,L7
1999-11-30 22:07:23+00:00,339.91,340.74,347.35,344.27,348.24,354.09,348.64,345.17,347.81,347.07,345.15,342.47,344.27,345.93,341.64,343.15,344.97,345.44,346.46,337.93,334.90,332.93,333.08,330.71,325.16,322.05,322.13,323.03,323.44,332.49,331.92,333.54,331.10,335.27,334.12,332.99,328.66,327.81,326.54,332.86,320.65,322.69,341.21,343.75,351.13,344.67,351.53,356.51,357.62,351.00,354.89,362.56,351.85,359.38,361.06,358.32,342.31,321.82,308.60,311.61,333.11,358.90,360.67,L7
1999-12-16 22:07:09+00:00,339.91,340.74,347.35,344.27,348.24,354.09,348.64,345.17,347.81,347.07,345.15,342.47,344.27,345.93,341.64,343.15,350.22,345.44,346.46,337.93,334.90,332.93,333.08,330.71,325.16,322.05,322.13,323.03,323.44,332.49,331.92,333.54,331.10,335.27,334.12,332.99,328.66,327.81,326.54,332.86,320.65,322.69,341.21,343.75,351.13,344.67,351.53,356.51,357.62,351.00,354.89,362.56,351.85,359.38,361.06,358.32,342.31,321.82,308.60,311.61,333.11,358.90,360.67,L7
2000-02-02 22:07:23+00:00,339.91,340.74,347.35,344.27,348.24,354.09,348.64,345.17,347.81,347.07,345.15,341.56,342.37,343.70,343.54,341.77,345.81,339.90,341.28,334.85,332.29,330.86,331.89,329.36,321.10,318.27,317.87,319.26,319.03,329.43,328.09,329.29,327.30,331.12,329.11,329.25,324.37,322.53,321.85,332.86,320.65,322.69,341.21,343.75,351.13,344.67,351.53,356.51,357.62,351.00,354.89,362.56,351.85,353.14,355.81,360.04,346.01,321.82,308.60,311.61,333.11,358.90,360.67,L7
2000-05-08 22:06:20+00:00,338.52,343.48,350.36,348.06,349.84,355.69,354.25,348.32,349.54,348.45,345.17,344.06,346.99,346.69,347.73,345.12,347.97,341.43,340.34,336.40,334.66,332.77,331.42,330.23,322.78,321.20,319.99,320.81,322.31,330.74,331.03,331.20,329.17,331.22,329.09,329.45,322.72,321.99,322.50,332.79,320.68,324.00,341.11,347.13,351.31,348.63,354.62,354.62,353.19,352.29,349.27,352.50,351.72,349.12,351.48,358.41,346.19,321.81,306.77,305.74,335.63,357.49,362.39,L7
2000-05-31 22:12:18+00:00,335.88,340.88,349.57,348.98,351.94,356.45,352.74,347.28,343.83,345.25,343.76,343.40,344.26,342.28,344.71,341.21,345.95,340.68,335.80,331.56,330.45,328.29,326.01,323.13,317.69,317.60,317.07,318.08,321.20,329.06,328.54,328.25,325.16,326.13,323.93,325.85,320.71,317.31,318.06,322.14,315.80,322.05,336.31,339.85,345.76,340.93,347.35,344.81,343.46,339.19,341.29,339.13,335.67,335.32,340.75,348.73,336.43,321.81,291.83,299.91,329.41,350.64,353.25,L7
2000-06-25 22:05:55+00:00,335.88,340.88,350.42,349.53,351.62,356.87,353.65,350.03,347.75,348.64,348.32,347.04,348.23,346.10,348.46,344.42,345.17,343.97,340.06,333.99,333.56,330.08,327.55,325.13,322.50,320.36,317.07,321.67,324.03,331.35,332.08,330.88,327.46,328.82,326.90,327.94,323.56,320.35,321.43,326.74,319.74,325.83,342.52,344.34,349.10,344.51,350.23,349.37,348.44,345.78,346.68,346.52,341.91,342.62,346.87,351.87,339.24,324.05,292.90,305.23,336.36,356.07,360.35,L7
2000-07-27 22:05:24+00:00,334.36,339.09,349.07,347.77,349.34,355.95,353.44,351.15,349.02,349.32,349.43,349.62,351.00,348.90,350.16,347.13,348.98,347.48,344.84,338.04,336.88,333.18,330.66,329.19,325.78,323.69,321.85,325.98,328.67,335.59,336.86,334.29,331.81,332.44,330.50,330.29,326.15,322.84,323.72,329.47,322.65,327.51,344.86,345.09,351.46,345.70,352.70,351.20,350.83,348.75,348.26,348.80,344.67,344.87,349.05,352.07,338.08,323.90,291.62,307.32,337.00,359.00,362.52,L7
2000-08-03 22:11:31+00:00,335.02,339.83,348.65,346.29,349.04,355.27,351.68,350.13,348.41,348.91,349.30,352.22,354.07,351.94,350.40,349.06,352.84,351.35,348.13,341.01,338.79,334.49,330.56,330.44,329.26,327.83,326.64,330.02,334.72,339.81,341.05,338.47,336.12,335.15,334.01,333.47,329.30,325.52,325.67,330.77,324.31,328.33,344.83,345.62,351.94,345.14,352.29,350.89,349.35,347.77,347.23,347.54,344.38,344.04,349.79,351.34,336.55,316.14,289.45,310.07,336.57,357.57,360.23,L7
2000-08-12 22:05:41+00:00,335.92,339.53,347.79,345.69,349.08,354.87,351.10,349.81,348.20,348.96,348.78,351.93,353.38,352.65,350.00,348.22,351.35,350.26,347.53,340.31,337.79,333.94,330.54,330.88,329.48,328.05,326.14,330.02,334.26,339.75,340.18,338.07,336.05,334.96,333.18,332.79,328.33,324.87,325.18,330.41,324.64,328.56,344.56,344.94,350.86,344.26,351.53,350.07,348.33,346.44,346.68,346.59,343.84,342.32,348.26,350.57,333.61,312.50,285.68,309.19,335.07,356.89,358.93,L7
