,dates,jap0067-0000,jap0067-0001,jap0067-0002,jap0067-0003,jap0067-0004,jap0067-0005,jap0067-0006,jap0067-0007,jap0067-0008,jap0067-0009,jap0067-0010,jap0067-0011,jap0067-0012,jap0067-0013,jap0067-0014,jap0067-0015,jap0067-0016,jap0067-0017,jap0067-0018,jap0067-0019,jap0067-0020,jap0067-0021,jap0067-0022,jap0067-0023,jap0067-0024,jap0067-0025,jap0067-0026,jap0067-0027,jap0067-0028,jap0067-0029,jap0067-0030,jap0067-0031,jap0067-0032,jap0067-0033,jap0067-0034,jap0067-0035,jap0067-0036,jap0067-0037,jap0067-0038,jap0067-0039,jap0067-0040,jap0067-0041,jap0067-0042,jap0067-0043,jap0067-0044,jap0067-0045,jap0067-0046,jap0067-0047,jap0067-0048,jap0067-0049,jap0067-0050,jap0067-0051,jap0067-0052
0,1984-05-21 00:35:49+00:00,9.075890346014493,8.151894929942888,16.73383029407266,31.86500773989701,,,61.33009473502604,80.36517882568006,93.87019807683697,93.58646654094389,,,65.68763558780739,,82.32851083505903,67.20072537601992,82.70235837405386,83.75232732677814,85.62033872197536,97.45204572728336,97.75939895382145,99.14313761751039,102.04817199802095,102.89351762653438,105.9286082434562,113.31771756261729,116.74829004878809,119.19466659726272,112.78180053666166,,119.83616033334881,117.15154181768384,120.59310487351611,121.74196143862738,115.24742754663012,121.11178939537798,122.40961968988475,118.58115274892222,123.17786695987446,121.12045472793764,122.48273060155623,119.67798518028339,118.51088190013631,114.4824183591215,126.04886550859071,123.90113069197555,,,,,,102.12420177868246,99.19362401053282
1,1984-09-26 00:38:10+00:00,20.447110590105872,19.478258818584546,39.89915771516408,53.32764498734274,66.9197574795903,71.15328456893955,85.3970819618704,100.27704854872889,90.1130418288048,75.24457355360703,,,35.45820424205074,,,,95.37959562041273,95.35766368937455,87.79282904047567,95.69624109219461,105.77023070628123,,,,,,,,,,,133.0365784515049,135.3593913971627,132.31719104137318,131.6701814816881,128.23709210520352,132.37599357475008,128.76512663841555,132.57401952125488,135.16112075587543,130.0358227290257,129.53557986813396,133.95542554229843,126.79065124199282,128.97025282018433,124.94481540237207,,,,,,117.12463831449655,114.74673646601546
2,1984-11-13 00:37:55+00:00,30.00916516438068,40.86987171125196,51.42252709005021,66.0445482734555,76.49786591588652,74.68681201085668,,,,,,107.08961688678775,99.47061923547581,95.1007509144717,104.21537340292689,108.44347240339135,106.65465036046449,,,,,,,,,,,,,,,,,139.3073858133394,134.63294964852824,139.87855787492518,141.21967230785202,142.57721780997085,144.32681782118905,141.54350095997336,141.90743301319912,140.25894434320782,139.6698784272453,142.8842497691794,142.34861263417744,139.87671652110876,134.84122912653325,130.74014010167542,133.42911097191424,125.3444335741768,,,
3,1985-05-24 00:38:10+00:00,31.80344024500773,41.73128881868319,45.38220769595974,53.99167506738152,66.26953815195571,79.71451908117093,93.31067976044368,92.67421557772151,99.06081470315354,101.50040962750023,98.8556647012169,97.58782181978751,74.53936211967934,82.23731107281037,90.56209533319893,91.579767899793,83.48636916933872,93.4053750097123,95.16610551767538,100.70564422695655,105.46154242456096,105.31885979323533,114.00286112869385,115.37304211619184,118.18316569835316,124.21269457634673,123.94432586532075,123.90840699044305,128.12736468561604,127.95009599993834,127.68334338168826,124.6334700562381,126.08162521424451,133.40139856158237,132.2928063643846,132.16633334464785,137.45724794765113,137.2598670629723,135.12103560117384,137.2196336762781,137.40767930057544,135.62116078898353,133.1977134260534,133.40155240246668,134.27900884605202,133.8161922946701,132.09204813736199,127.16906234151894,123.01595549487551,122.55520155761047,121.23577259128024,116.07507896698677,109.93772247969704
4,1985-10-15 00:37:01+00:00,47.07697377446282,48.190118971213934,59.90759203495593,56.87197033518336,42.887952640067276,80.08471291369656,98.01346638897189,92.42283295471823,91.25566681401324,95.58684889416259,98.56536595017373,91.68028203332855,83.26883499686036,80.84043490579779,82.36002613677368,87.09249833516779,88.892430878878,87.04483586014302,98.45545182844009,100.62905480708075,103.56697633933494,100.17945672294847,105.15510537009644,107.77519656808677,114.87632505982866,111.49380967812974,119.2923572400346,121.97665687894765,128.54536104391127,126.1768089384151,127.6983228924752,130.83360366657104,126.87334558812384,135.6300486506331,134.75272656636847,131.78920501626737,130.9385451843739,136.85853303329424,134.83214264717296,131.07823974774024,139.5223228713664,136.6441783811293,139.89243257195315,136.01794522464027,131.6571078745931,133.81725213577073,132.45151759695094,130.73001108919706,114.84452215225232,112.19202987071753,115.46356840106947,112.95890621345403,107.0795578939445
5,1986-02-04 00:35:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1986-06-28 00:31:23+00:00,,,,,,,43.5524238820232,64.17700824333133,62.08305468501669,65.88388208297124,61.65621471919726,58.160635694976776,46.02400126863782,57.56709516373126,43.319250683789214,58.07117383171479,,63.93112176012756,66.48822309369777,71.54078954186778,72.45451483776323,69.5513313882117,75.06727111409992,76.96158832361824,87.84869391835942,91.55319963540184,91.19328979020995,90.57632328099417,106.71506221303987,98.50765606773668,98.96481945504514,96.5160926807041,99.09541943035157,106.03766336756405,97.1878376124677,100.91697919879078,105.85893477318356,108.58960840600184,110.15981808093738,102.33654211835507,103.94380311525829,106.22272376208022,107.53881880974218,109.87447333422939,102.4979009307648,111.17806352259524,109.1873036109887,101.16156156750317,94.05314604169429,87.63707036011397,83.45991364965036,78.7258333817008,73.60632202651082
7,1986-09-16 00:28:35+00:00,17.76626937901449,36.52627840098324,46.166536208268205,44.34878422329754,,62.97506240779688,79.10875396019625,85.60960193644813,90.89136910867259,92.61924785193352,90.1653089828418,88.37830670544355,79.17284049541433,63.8872482698073,69.96011454514357,83.6288078509841,84.9205281062419,75.68007871437682,82.97867694639599,86.84527723493622,89.34930268498536,95.34641920096186,97.0675147473112,95.94565718878971,98.17511220384111,107.29004765616418,113.25414177223729,115.36987405383735,117.2386199179851,118.45965725603622,122.74170124477178,122.79305745195667,122.1621169833972,119.88946001738582,120.9516451936763,119.78363359076165,122.33830432974169,120.77574460096548,118.57432267087054,121.14076351075491,123.6841450279462,124.07898876526109,124.24977476140555,120.47294880742638,130.7529617986875,130.18336440340923,124.80243795166948,123.92693321251984,119.86803502566336,117.40142041106094,111.54689850213602,102.28132087041071,96.56730257313731
8,1986-10-18 00:27:33+00:00,29.51036845048422,34.92241242541671,47.2188825943296,53.410196240266636,37.01563011683708,84.78664497999546,92.65482529345117,100.20848631709889,104.7185487079065,104.26811103732017,104.89291571931605,101.61739469613916,95.39983965216852,98.35437960917518,92.68543756412105,99.44677977681836,104.62182674798919,93.85944339161331,103.28598132703586,103.744769320837,102.9678517865149,106.75889017647081,108.96850100826983,114.79374380012901,116.31410353390767,118.50338600887089,122.31811087214416,130.212498915082,128.08737881431114,134.92775929684478,136.45459050888894,134.49346042132942,132.994852163508,134.87672387190003,131.69684555922018,137.72556953776092,137.64338679979517,134.80748785414912,132.4085937077436,130.02675306372083,132.50958205834885,134.55814016087947,135.20282685943278,139.51195030058676,138.67818653913764,139.04555490618947,137.78851175953292,134.42344230350454,129.70795768573726,125.54370747701095,124.41846732811551,122.66898137724893,113.30259859822243
9,1987-01-22 00:27:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
