,dates,chi0345-0000,chi0345-0001,chi0345-0002,chi0345-0003,chi0345-0004,chi0345-0005,chi0345-0006,chi0345-0007,chi0345-0008,chi0345-0009,chi0345-0010,chi0345-0011,chi0345-0012,chi0345-0013,chi0345-0014,chi0345-0015,chi0345-0016,chi0345-0017,chi0345-0018,chi0345-0019,chi0345-0020,chi0345-0021,chi0345-0022,chi0345-0023,chi0345-0024,chi0345-0025,chi0345-0026,chi0345-0027,chi0345-0028,chi0345-0029,chi0345-0030,chi0345-0031,chi0345-0032,chi0345-0033,chi0345-0034,chi0345-0035,chi0345-0036,chi0345-0037,chi0345-0038,chi0345-0039,chi0345-0040,chi0345-0041,chi0345-0042,chi0345-0043,chi0345-0044,chi0345-0045,chi0345-0046,chi0345-0047,chi0345-0048,chi0345-0049,chi0345-0050,chi0345-0051,chi0345-0052,chi0345-0053,chi0345-0054,chi0345-0055,chi0345-0056,chi0345-0057,chi0345-0058,chi0345-0059,chi0345-0060,chi0345-0061,chi0345-0062,chi0345-0063
10,1986-11-03 13:58:46+00:00,212.38431843309274,219.66070835465985,208.81538464730568,218.47000480071006,231.1492658258279,231.62538110118413,225.40278981132195,220.26338229832024,221.1172362639398,214.2566247275583,200.34300769634712,208.38138414829663,223.8998898789444,221.0282376610008,224.035659366334,224.13636336770395,212.06209340833647,203.1200905428526,218.81674750093828,211.6955503152751,215.52279342649194,216.70548110017154,216.3517573348011,213.64326993888767,220.76537759124832,214.94792516370956,211.24994214704776,221.1243171478057,219.68702807830118,222.09180782433197,208.12022454948618,202.8787845626651,193.04911643132513,199.6485250204707,202.09616374243234,202.5171483602473,219.567383754866,229.91769159549116,235.03245265448294,233.7856395911277,,244.3742047939569,248.56312063019783,263.9106254836578,265.33607345099193,273.0391899504979,260.01267688664024,257.2747140972182,253.65623099996915,244.93941154632557,238.23539648194742,227.8797143716861,216.34715047191483,212.64707055159948,208.75385920580771,195.28322132388314,189.27742024081113,189.78248086688967,202.14476998404854,215.20909142181628,213.39509804489026,219.8277400330643,199.32699625310673,199.4909920506578
11,1986-11-12 13:52:38+00:00,202.3905882342627,211.74136809768075,203.6991587081277,222.5020865037431,224.03220175966197,227.7801174752678,230.02195073829628,211.96802655593848,203.32294514442066,203.08752690815948,200.27086614769365,199.9993066270295,215.44746559412562,215.03492745690846,223.15126033898065,222.389074691678,213.78444865919323,201.60333166514664,215.7761969782983,203.76720999724608,202.18721711185762,216.71056503087476,218.41570076363573,214.9644759651514,216.3212200170707,216.0740992693727,207.71602126831604,221.10223127030562,209.00461555999505,218.33960609673846,206.78334780614998,202.6456204235937,183.25055861020186,192.05887998735344,194.44686697491983,196.4794398739622,208.94651477675504,230.26836988225156,233.1172885441435,235.92439468390629,,,,,246.77605969542566,253.89356919786204,246.2440663796637,244.866421118843,254.24087476137714,243.60512683657475,236.1067371943265,228.40515040329268,216.3394208175659,207.69328260834894,198.8162313271043,195.76931902766358,187.68881678162532,184.82497137641252,201.37406331383946,209.0605277579934,205.73047673508353,217.8143356474681,204.92886957261106,204.44614576338333
12,1986-11-28 13:52:22+00:00,,184.64482449929642,,,195.62477201466214,208.46151335981705,210.92955807311637,196.2555282945044,,,,,,,185.61209611803258,195.76706931107918,196.47908101442974,195.5307255612231,186.08462783595706,,163.54038178446365,186.26261614297394,181.35861802557721,189.4148197483025,192.08276323491833,202.3050035614823,188.91645950030306,202.07979831342553,199.89647028040162,211.31521477228898,199.82795151401433,191.7046811309454,178.69821903135744,172.0374116511469,,,,,,,,,,,,,216.94424024224375,,,,,,,,,,,,166.56683671327434,,181.2779004907125,202.3350641111246,179.97049150815167,168.06890013406598
13,1986-12-14 13:52:49+00:00,209.7480083828061,215.11738140339418,211.26634177395835,212.41355999522716,223.2912097281602,230.41261279823118,236.8421116671114,239.41356703350056,,,,,,,,,,,,,,,,,,,,,,218.14833470351834,208.83913526656798,201.56021774441766,188.45445560955955,192.74617942037037,195.9710898420342,195.94322270765053,202.78346594462081,213.72165433993848,217.34722761461018,219.91785673690248,,230.52452706049678,233.79776473217763,,239.9291490349691,247.9447082741807,,,,,,,,,,,,,206.24791211005237,213.57433364226475,207.9897384209204,220.0417031450021,203.9908669821029,190.91443245489683
14,1986-12-21 13:58:49+00:00,232.67695625335904,233.22403751616554,212.97444554182894,220.46730475289573,227.63841706807972,237.17091614083068,251.6968172975304,247.82103717715,232.49413341187397,226.9965727079839,214.38576712061598,213.17668391123047,230.41143932107167,216.89453373471602,236.73041192136475,239.8910816794085,230.46321190661257,210.09666171937192,224.81919042249234,222.55607814333013,230.5330977116992,230.79599434390403,235.67465141062124,235.9275905513028,223.76209284753958,219.85099379252821,223.87690154518646,231.67768657259535,223.99845831617984,231.82702799833697,214.98822888290533,208.7541634729544,202.1966655202183,204.8168886379009,205.27141032086413,214.56040489769214,218.43237576937696,228.54930989841418,236.73726875473017,231.20013799169914,,241.90062928745525,248.3866699803658,262.3032158589039,257.1909012132952,266.48688599598427,248.62989827860423,258.15588877987176,260.4047725699356,253.37487935414643,250.05875188958424,242.1778863833819,240.37638948006375,235.5943491191875,227.42561935166265,234.59077980694272,208.2069208880295,210.16111688503028,215.621622384165,222.4571027837576,221.93952855479557,224.85502277137175,217.18891388618172,212.6832285650711
15,1986-12-30 13:53:19+00:00,222.158576761705,232.40950305703385,221.97033075065204,213.73829395594242,218.62669504472427,223.74593365615044,232.75880403360014,230.07499805294668,221.83705607761942,217.64474485173838,210.28444740870114,211.18135771001602,216.8009200899349,211.66711429730532,220.3491645595641,222.85441319522835,212.4111019344415,201.56607569388183,216.25627252988045,214.8635393167367,221.2290935066262,221.85335955905506,222.3209754369244,226.10635856734845,218.99353349147367,211.81938346888776,210.8873851065043,219.9429653037959,209.5464664731545,217.77796294935163,207.9921075769175,202.4102124457945,186.18259022622766,200.46574658159653,204.68793505977717,209.8881511187436,219.22599496432355,236.00695414795138,235.09633590915,223.91244709644047,,231.10854633367845,237.51352912578312,235.08341248766467,263.9156928207522,264.5652362203388,253.03856320821464,252.3784247490552,252.11366949865658,234.5720444913976,232.2263645842109,224.35009097077747,222.94423576162205,216.74788571331254,212.04792233030716,212.07590247223453,202.68440708308424,192.62045235380268,199.6294984780109,205.22027381740406,208.63738816897109,216.05303259632382,201.5183412033869,193.99755497318074
16,1987-01-31 13:54:17+00:00,205.10671219812286,213.3728118863568,215.42867975163094,,219.62516241479352,221.93905808603435,227.74557410493912,231.85273310171183,222.21241407844542,216.23256644810527,221.50349776396254,217.6132836668493,200.45238291696265,196.9341425371178,202.50776880141967,220.6800675098528,212.9597049777082,197.71108068364467,219.14192061188672,201.0219763599007,214.78168960758012,223.1791201327874,217.14814835596997,212.8943771031865,216.656956243362,216.51662474308773,209.574114873013,221.71181786984002,217.20784690794846,222.34861545625807,210.0944376294849,205.195968103891,201.01158267260126,215.8328339278582,206.31033478992373,207.5224627768172,224.7028585026611,239.39507600879807,223.5629563206527,228.53364570190382,,229.45259304700178,228.7126611906568,250.8392052100795,266.333288946931,279.05215478938555,259.5007854458971,245.0261156485571,240.09221087445346,240.53017147895648,234.33018575039281,216.9675861894375,217.33183974163285,214.36009119297904,216.77114468336677,210.87326779179193,198.91689288464167,198.20649116612063,201.24500767048502,194.4249096352595,211.59080505854052,216.06066778917472,197.98953372102216,203.37095564187064
17,1987-02-07 14:00:45+00:00,224.8759300321969,229.35265267070037,230.29119495413858,229.79808613823798,226.55370279862217,229.27808433447154,239.19583185349305,239.914999308709,236.03832352987473,230.31009305493157,242.27491319095859,232.59930377595774,222.08051527859186,201.21828783798037,219.4148337738153,233.09627065861605,218.61978475151227,209.0563181088042,224.8807795951396,222.17811271046287,221.5806240926002,231.11056686430067,228.1810230953456,232.7175829456221,229.17532812807286,226.24071980321673,222.13012945096227,241.45508530828022,223.93835536352773,229.81072208617204,218.37422744476382,211.18470270795794,207.5987809529007,222.8786309230788,217.8012110273375,219.84031284025306,230.31931970824988,244.23887141804192,241.91591128594524,240.82733573308556,,237.23591265200008,247.92046020842474,262.17297133708706,273.9238691277132,284.3939507533978,262.74558954176894,244.4609340591762,245.36197294254538,237.11874131062,230.00074863408204,230.77011566395458,226.41724548947533,228.17299267058635,226.54836120418756,219.11729984378502,219.33802636987886,211.8888196872636,216.42269904032054,219.59430787607204,216.83794596283008,219.59777814704364,200.76253013173186,197.51074567136902
18,1987-10-21 14:07:25+00:00,196.3634947489245,194.71732260460595,184.20325773051823,173.35497669718316,204.4482074731273,215.5972669852041,225.3304645408407,216.67723153824738,219.3157519907815,206.68648492186514,192.63191343531042,191.32176548624096,187.41007266392825,197.64162003383262,208.12528205451378,209.75660868618576,203.31007851788544,193.80973720989715,207.96046025865655,199.26775428462244,194.58321510741,201.0310641216165,200.81468977935043,200.8529364252339,212.37760627513003,201.66128032866263,200.2239553209003,206.90776454839244,203.20052727203694,209.21961697127654,199.6283902946309,191.5322739847744,177.15460039454837,191.34475962754348,192.85374973303635,200.80604784994705,216.72235046777206,236.42499245641687,229.28808939700954,227.57319597847163,,209.29506470315087,221.75338931998118,253.94712680190432,267.14939281004087,261.6331733327855,258.5337094888778,238.4560753982047,226.18828130962945,228.19319424934815,214.9953494012722,208.14959128514982,198.08792353437804,178.04908289993037,188.4511958748561,184.08127893079705,176.03177744413287,170.21312318439442,189.27220173900727,184.49275190372268,191.23889438729006,206.4745968567209,186.62728701764104,191.46432416714885
19,1987-11-06 14:07:44+00:00,206.79570799794152,205.16788702087004,196.7854157562425,,220.9207731845001,224.23133144704667,229.3623922716996,226.0819841268889,220.58973094574716,210.88764055214455,199.63910984555048,206.84645492227264,197.17153331977448,193.08069413796915,216.1457428526174,220.43076455064903,209.67830701991497,198.75143708728723,213.69835297219774,199.97270616692748,197.4750149599325,214.1115946097134,211.2526806195113,208.92571539110457,218.2110834734616,216.93257199232698,212.54260175731702,222.35780525879562,210.74622895127754,222.73034590530216,210.86202332352622,202.64473456081134,185.10313087853658,200.77065350885042,202.21549819910285,204.70397827975836,226.4438328853966,245.84234031382957,242.245259498928,238.23757586661947,,,169.6449398690388,256.18337486811333,278.6041637526824,274.5014698930047,269.38828718739944,249.24373618763295,236.31782089502497,228.83608135093033,227.862220470563,225.0997603256662,201.15366316244797,193.9908937700415,190.76167968400063,192.26977084833527,180.34116566170127,172.69587888695764,188.4479909235855,204.7021455772231,208.82436336493117,212.50699552620796,200.22172531692257,204.81330387962464
20,1987-11-15 14:02:09+00:00,204.89727103279745,206.43024892018724,199.78309928043336,196.95579313540873,220.71547539565967,226.09713060810122,228.52123503274908,228.33719164854298,232.35632612593506,217.94173246101386,214.355250870328,221.71187609633128,206.58588520872726,203.47666474202885,222.13965007330088,226.27086276685742,211.39577060781173,200.58763482315538,218.28931198081685,213.14482903005637,214.5575981260166,229.93993901093356,223.1719226501503,213.48840630699328,220.70351417638824,221.0933006999033,212.19084704834637,226.83566369930432,220.94765562760108,223.83849034147414,214.831678945514,210.0318936726335,190.54077281532898,204.5193383413545,205.45391941599343,213.05536495204456,230.2479174289171,252.3303020861861,240.00633169515814,236.57121359598864,,,156.7697060952306,279.51541613356613,299.14881550370717,294.04475146548674,287.4770592426387,261.01224232749576,235.65395807973243,231.9868788346418,232.57035313644886,222.23949254512422,212.71883254379316,209.29161203038402,213.28595907457733,206.59320377773045,194.9915223878239,186.91865070104424,196.7050911256607,212.5039919504594,217.92463915986184,217.43788346908462,201.5373171621216,202.73732978490034
21,1987-12-08 14:08:41+00:00,218.73562851493452,216.37244171335948,211.30215196133236,205.62880761551344,225.51959965759164,226.36555622722705,234.12838526899014,230.9549433668335,235.75626687435636,227.32588332026674,220.7686140393988,223.41087963905534,208.78296316053667,202.93109872597034,214.71808395194927,233.0477369682789,216.46080749661536,206.73733987713038,222.36424692602844,217.53084932354807,217.6250967392285,225.04708535635714,224.92259588845866,217.73632268104348,222.90453684940104,216.29788407535415,217.83692107007133,229.73569278361492,221.5254624027091,229.8313343656904,214.237835245619,210.9649724068911,196.91754233054866,210.34634868276916,208.66835955388822,217.7785473025163,232.95823021363387,244.54327807260694,249.22385009212266,239.37477837075005,,,137.71100073993205,,287.23765008550646,286.823231758348,281.59642278176483,276.15412080554063,264.3775682485502,246.75124420758965,239.22718759420513,235.17692029541814,219.66628381573295,210.58762990157143,207.45787569705897,208.8080553930468,201.1376285837328,196.26437234188882,206.11847597338857,218.7416667194633,224.61321873180367,225.96974642898684,203.31495523906648,211.0825730943394
22,1987-12-24 14:08:32+00:00,215.25744746617198,213.09891603197468,209.953071643423,,221.1944564733412,220.2937958681002,229.05769690020693,232.1569596161334,221.888757153992,228.42722878454876,229.20925933058493,223.28665149577859,203.72233604677456,199.2358142381284,214.38470749903814,221.28691950361466,217.54885031775228,211.2579062160925,218.4616433666638,206.90193539561596,215.94562597092403,220.6209812394003,220.61282360949468,216.93185046417278,222.67123693517783,224.3532500148496,218.6176102953713,230.9486045304784,218.06788696305216,229.7417899932715,212.8053709624234,205.21790939567853,195.65586009488072,208.45989273290994,204.51439456961705,211.79997491211662,233.21583791344926,244.60400265980772,239.06187780438705,240.63255093578073,244.71596143003558,254.49184483365121,160.67644788926444,261.8335375636214,278.23832034909356,282.4761205360415,287.15167935497414,268.45443128042064,262.497540313228,258.4684665814603,242.21328479075868,235.67457427660779,216.52654578971433,212.54721352314368,208.31934994583116,204.5268550884493,204.97444398171282,192.2180617415143,202.98012502046296,211.1466495867691,226.24909535389168,221.92105104048846,195.18028651650548,199.86047675540146
23,1988-01-18 14:03:12+00:00,205.1047848270732,214.0204260832887,218.89304138817278,212.5714208856803,224.0479286326,222.70945168966892,227.35941537374714,236.51703493258051,238.3590291604226,224.3114829378764,230.29990276225413,225.13852366995167,218.70111047441628,193.49646157129234,211.48645029881692,217.57615463226193,215.8564865677342,207.19466423996226,222.19090005765483,214.08120116102768,218.7200641703751,226.2762289247835,218.48375570602727,216.5077433346354,222.3530977873577,226.309723808601,218.76643420872563,228.78669848928092,217.76870410730217,219.2686560060371,204.2148455563843,202.18342979920527,186.13646613579692,209.0167133982863,209.1177829514137,214.86933691004415,230.25568443153605,248.9317469733966,244.81383220841755,236.75199749851328,235.4317165805616,230.6763797601412,171.6368966041001,270.90669109107785,266.83826726027576,269.9194020107351,269.85657235205775,255.12672295788124,244.04807302163954,248.69797659911495,238.36256106952987,231.32776398251846,234.18937593675537,231.318194456053,225.61699405144964,224.54329568688576,214.09250531249697,197.78722226497598,214.0976026580694,217.08172866706002,221.32432353030913,218.6996128504115,205.38755180817338,206.84697629456863
24,1988-02-26 14:09:36+00:00,229.18276875470664,228.08457648512066,230.33602341044312,234.23480839603837,242.97114798002173,241.26404287170146,246.6441775065603,258.2559461213947,250.2876318362647,247.85068525408525,246.9155941054108,258.6182654778531,226.05802646989883,212.28984012274134,224.1715539449958,236.91596697520748,223.58780216404872,214.3050510889587,229.73240894457663,224.32618205549977,233.12839909788926,241.28597676532408,238.341068552973,240.82521663114997,233.82450324039024,229.14797391535407,228.892559735465,241.4475948342229,230.13329825995868,238.7392399405031,223.71195325252143,218.28939100831056,209.4082212659751,225.6115674755937,233.5263884235078,252.06903787218943,264.7381056277387,275.83091280203877,259.58121827901437,245.74389688947653,260.21524060245554,277.27951865686987,,280.55061913948,283.1371679707353,279.3500457033112,277.78883147944504,275.81226065358464,267.6769482510554,251.64355678724147,252.314271674963,244.4601000510927,235.47282090481704,240.70094025118374,244.1020196025533,235.85071789615006,236.08060400504118,233.05596851961235,243.7260601584758,240.1734017173696,241.48889002646206,226.86442978057062,210.1325652681433,219.83664737939333
25,1988-04-30 14:10:04+00:00,220.0187430717107,226.32328879358303,213.2617343159796,222.2967774463192,215.63366975142793,226.8245116178163,221.20962530117822,224.88150866384487,221.66656703704075,225.1087882848503,230.7152246032855,224.79213835183364,214.54373061567142,198.38913124629988,206.47304081309153,213.69543273431083,206.43686660247351,208.66284326251457,211.20822675880075,204.45850037118385,212.4479371842575,216.81585972844533,218.5100144548117,218.1340350454015,221.11777616889066,215.7047845895495,213.8446547169036,218.68913361428753,216.5196569947507,223.6363235848203,210.9229262839905,201.3013084170439,193.1382933384534,212.7451320475858,212.18891181554278,218.98275266030763,233.72625881944418,253.1107233952121,244.9998589995556,242.24011113291573,244.94208048576664,244.17472186160532,,257.84932910679106,270.73421553330866,271.07114045105595,269.176559659541,261.20770034436947,253.70767687513717,254.38221329324656,231.44849226788529,225.24888750598112,215.84259164381174,209.66867070570117,207.5070967551575,210.26121366873443,207.21095786557873,195.39896017633185,204.09466943608095,214.9121068666483,216.55225877562896,215.06277405601148,198.25299974729182,201.36859729188046
26,1988-05-16 14:10:15+00:00,208.6473423743871,206.12024727362268,197.45663465011347,,208.58550105826322,215.32955610509396,214.63099418708677,211.82261932820106,205.2499607622792,209.9754462036665,213.35842796131078,213.0112489969057,187.3372847988561,185.52549356600696,198.79324636570135,210.8792815359875,202.77177128899194,206.21710593554752,210.23890301073504,201.0721820147741,199.68487198334228,207.6774165981965,209.96554832476644,208.921041989434,212.09379220267897,213.628838079381,209.85003381298418,216.62267766797987,210.5958076690268,218.74859019151478,209.88076408503963,201.93325457303402,188.4663094793441,200.76208932458803,193.2888481041885,205.34675405514992,214.02150767880897,233.38291249459684,225.43550463304592,221.4051649942845,229.22275198523303,232.44266831351894,147.41657807583388,,250.92839516852231,243.78460537556293,255.85866541423255,246.6227266699256,244.82164668251113,237.84883661596012,230.03257594649062,220.2112609642832,,,,197.1494818864993,197.2550615555016,194.45091447142374,156.38025079925907,209.6680231732311,202.84132254337612,207.97091788516585,191.89134786813517,183.51483899045382
