,dates,usa_CA_0162-0000,usa_CA_0162-0001,usa_CA_0162-0002,usa_CA_0162-0003,usa_CA_0162-0004,usa_CA_0162-0005,usa_CA_0162-0006,usa_CA_0162-0007,usa_CA_0162-0008,usa_CA_0162-0009,usa_CA_0162-0010,usa_CA_0162-0011
0,1984-05-02 18:13:39+00:00,210.3509139222392,203.34843092399566,203.4855079169314,201.00042691657677,188.60743138328712,193.13981341391923,191.41620435564778,185.48188083170797,189.1554710536456,196.52050035757077,207.0283964732318,207.4153755850121
1,1984-05-11 18:07:47+00:00,226.71928109888225,209.08269861321025,212.5174780417404,213.68425040940076,198.91874749432415,203.76984118350177,199.44024599626798,188.94514950433634,189.2092180727799,190.4827501248415,204.59911661465998,215.69778988902888
2,1984-05-18 18:14:11+00:00,228.11421308633254,213.49073074285596,215.4248184798837,213.89875289849977,194.06822700594319,204.81035891680872,208.6546770305867,197.9037195946034,204.3924397474735,202.78569232473626,209.62599777108923,211.8119221407328
3,1984-05-27 18:08:14+00:00,223.82538164014574,208.17123973065983,208.19650409630208,211.07627833356764,190.54718463317752,194.62078771841763,201.75491260864555,184.20009109370477,189.1535854879129,188.98174507760518,194.92053983675493,207.02539697944974
4,1984-06-03 18:14:34+00:00,226.64846804066423,214.2788163875906,206.87677019128688,205.16839028541978,197.6296568384934,200.34506777194315,193.68534367408984,183.97003811667665,192.63019169136976,192.6649886279596,199.19167896465837,208.13048906614915
5,1984-06-12 18:08:33+00:00,223.86177664173894,206.15485900669233,208.47092294468305,213.53890602098298,200.7945943187549,202.32594661142878,205.32529288574776,187.97602226783792,193.29082505628537,195.3746792168767,193.6934013762409,212.11666914261127
6,1984-06-28 18:08:46+00:00,210.45780792571503,218.76978368492536,215.5397969788076,211.99565535251327,198.90429123529867,208.31334399444773,203.950954406132,191.50760592286963,193.19584221258924,191.11277426760046,195.0654394701005,206.8402000550006
7,1984-07-14 18:08:58+00:00,210.85556732789553,205.2603322591076,208.4607714998178,214.64143641079482,212.4947625135374,214.09395551409924,211.09132583465166,194.156593553876,199.40805563660962,205.82205100902064,210.43612764012153,216.66219861771566
8,1984-08-06 18:15:57+00:00,215.1576709977012,204.91492423843943,214.614795117626,217.05693737710783,210.1655401568346,219.68608166598568,225.25836850431713,202.45817143561112,211.88602745039697,216.46320686573034,213.01483460899422,218.26558735739795
9,1984-09-16 18:10:24+00:00,212.52843192325383,210.84724475088197,210.94010403316446,221.50958964088085,217.33343798208602,229.61212045911606,226.64232042209994,214.0704577664858,220.8333545568284,223.46386450948728,226.56334016666244,225.6855637647318
