dates,satname,nzd0265-0000,nzd0265-0001,nzd0265-0002,nzd0265-0003,nzd0265-0004,nzd0265-0005,nzd0265-0006,nzd0265-0007,nzd0265-0008,nzd0265-0009,nzd0265-0010,nzd0265-0011,nzd0265-0012,nzd0265-0013,nzd0265-0014,nzd0265-0015,nzd0265-0016,nzd0265-0017,nzd0265-0018,nzd0265-0019,nzd0265-0020,nzd0265-0021,nzd0265-0022,nzd0265-0023,nzd0265-0024,nzd0265-0025,nzd0265-0026,nzd0265-0027,nzd0265-0028,nzd0265-0029,nzd0265-0030,nzd0265-0031,nzd0265-0032,nzd0265-0033
1999-08-05 21:46:59+00:00,L7,250.07,241.77,234.97,220.91,213.80,220.91,221.78,220.22,221.01,207.17,196.61,193.45,203.06,210.23,205.80,208.54,234.88,255.73,255.01,251.14,248.00,248.08,243.58,242.86,249.53,264.75,269.34,274.69,300.12,338.18,326.49,326.17,328.13,344.87
1999-08-21 21:46:56+00:00,L7,273.40,265.45,255.76,238.99,228.05,234.38,238.60,235.15,232.81,221.75,219.40,212.66,217.47,223.44,222.28,232.04,252.50,272.40,272.02,266.14,271.89,259.83,269.65,268.95,270.19,274.09,265.51,280.21,314.29,358.46,335.78,325.01,339.96,348.11
1999-09-06 21:46:59+00:00,L7,290.37,268.85,255.58,256.33,265.43,242.06,252.59,246.56,240.01,248.85,241.98,233.46,235.98,244.15,228.41,243.62,265.23,300.26,311.42,302.50,273.49,287.66,284.43,305.70,296.44,272.94,277.41,303.34,339.01,368.80,375.12,336.90,339.84,356.49
1999-09-22 21:47:00+00:00,L7,306.42,283.06,260.17,244.08,239.61,253.17,253.02,245.98,248.87,237.69,233.39,231.59,237.24,243.33,225.40,234.76,267.04,291.02,299.80,297.56,276.09,275.04,279.69,283.19,286.52,272.17,279.56,308.72,350.47,372.34,360.81,360.82,343.60,364.29
1999-10-24 21:46:56+00:00,L7,279.03,253.85,250.60,247.21,240.78,242.17,249.98,245.33,239.56,233.14,230.29,219.15,220.70,226.53,217.01,226.23,260.91,277.95,288.94,274.43,261.00,261.57,263.73,260.39,273.60,280.13,279.37,306.94,328.31,343.94,334.28,337.55,341.93,349.86
2000-01-12 21:46:54+00:00,L7,264.45,246.78,229.93,227.89,224.27,225.24,228.60,227.83,223.70,225.78,216.37,205.50,205.16,212.41,204.45,215.11,242.27,265.90,266.50,256.67,248.80,247.71,250.36,249.85,258.16,263.42,273.88,292.26,312.59,323.03,316.29,324.24,326.95,337.40
2000-02-13 21:46:48+00:00,L7,255.43,237.19,222.72,214.64,211.86,213.48,213.68,214.56,220.05,212.43,193.79,185.27,182.78,189.17,186.10,194.96,225.23,242.70,244.48,238.23,232.99,230.76,238.11,236.74,247.48,251.73,254.22,274.58,293.50,311.98,301.37,306.15,314.63,329.94
2000-04-01 21:46:34+00:00,L7,286.38,273.76,264.53,251.62,241.05,239.48,238.83,243.35,241.04,229.02,225.50,221.37,225.84,227.77,221.61,228.94,256.07,277.42,281.18,276.88,260.55,261.20,267.88,275.56,275.04,276.20,279.90,291.16,317.79,346.50,323.95,322.04,331.52,343.79
2000-05-19 21:46:07+00:00,L7,283.52,263.35,242.31,227.46,215.36,219.94,224.15,223.16,223.28,217.07,210.70,207.07,205.00,213.23,203.82,212.59,240.36,259.02,250.86,245.04,247.23,248.36,248.85,245.34,247.90,265.75,265.83,271.14,307.35,336.65,327.89,322.22,326.11,337.58
2000-08-07 21:45:08+00:00,L7,267.85,251.28,239.00,233.64,226.70,218.39,220.69,230.60,234.71,227.94,213.72,211.73,214.45,218.77,212.32,224.34,242.34,252.44,243.73,245.92,251.95,251.46,249.50,254.20,252.59,265.20,270.24,282.90,304.03,328.36,322.32,323.56,332.57,338.32
2001-04-04 21:44:06+00:00,L7,287.66,272.44,257.44,245.45,240.53,243.95,241.43,244.23,250.61,242.06,234.88,232.42,230.44,236.19,227.68,236.55,256.32,270.85,266.86,259.37,260.45,270.01,277.90,281.06,276.84,275.23,293.78,304.12,330.62,349.98,342.74,334.78,331.76,345.11
2001-04-20 21:44:10+00:00,L7,293.08,263.66,256.70,249.40,244.41,244.62,241.41,239.91,238.85,242.61,236.02,230.16,227.68,238.06,232.48,241.93,265.99,284.16,277.79,270.27,260.41,264.24,267.62,268.73,269.17,283.56,287.96,315.92,333.32,354.83,344.43,343.93,351.00,347.60
2001-05-22 21:43:54+00:00,L7,264.08,250.35,240.20,240.82,232.11,227.00,224.65,231.41,239.08,227.59,212.48,209.29,208.96,231.65,226.11,229.51,247.06,266.38,255.45,254.05,253.48,253.74,256.38,256.55,264.29,270.78,273.52,294.99,327.86,344.75,329.11,329.56,342.34,353.55
2001-07-25 21:43:18+00:00,L7,247.14,233.42,224.91,221.27,206.70,211.76,213.30,219.04,220.57,196.80,189.95,194.26,197.13,206.77,194.95,204.99,235.17,249.99,238.40,236.79,233.01,227.45,230.74,226.82,234.94,261.42,266.66,265.13,287.96,322.28,315.44,315.03,324.20,336.55
2001-08-10 21:43:00+00:00,L7,250.39,236.66,233.63,226.86,210.84,225.10,224.72,226.96,223.16,209.25,200.15,197.04,198.88,203.80,200.84,209.41,228.73,253.27,245.41,244.94,240.92,233.11,240.24,239.70,246.44,264.89,272.32,271.84,293.61,321.60,315.42,319.06,328.93,338.52
