dates,nzd0265-0000,nzd0265-0001,nzd0265-0002,nzd0265-0003,nzd0265-0004,nzd0265-0005,nzd0265-0006,nzd0265-0007,nzd0265-0008,nzd0265-0009,nzd0265-0010,nzd0265-0011,nzd0265-0012,nzd0265-0013,nzd0265-0014,nzd0265-0015,nzd0265-0016,nzd0265-0017,nzd0265-0018,nzd0265-0019,nzd0265-0020,nzd0265-0021,nzd0265-0022,nzd0265-0023,nzd0265-0024,nzd0265-0025,nzd0265-0026,nzd0265-0027,nzd0265-0028,nzd0265-0029,nzd0265-0030,nzd0265-0031,nzd0265-0032,nzd0265-0033,satname
1999-08-05 21:46:59+00:00,251.82,243.04,236.37,222.31,215.36,222.18,223.05,221.49,222.41,208.57,198.17,194.85,204.46,211.79,207.20,209.94,236.44,257.73,257.01,252.89,249.75,249.83,245.58,244.86,251.86,266.31,270.74,276.25,301.68,339.74,327.89,327.73,329.40,346.04,L7
1999-08-21 21:46:56+00:00,265.90,260.00,249.76,232.99,221.38,228.93,233.15,229.70,226.81,215.75,212.73,206.66,211.47,216.77,216.28,226.04,245.83,263.83,263.45,258.64,264.39,252.33,261.08,260.38,260.19,267.42,259.51,273.54,307.62,351.79,329.78,318.34,334.51,343.11,L7
1999-09-06 21:46:59+00:00,274.37,257.21,242.78,243.53,251.21,230.42,240.95,234.92,227.21,236.05,227.76,220.66,223.18,229.93,215.61,230.82,251.01,281.97,293.13,286.50,257.49,271.66,266.14,287.41,275.11,258.72,264.61,289.12,324.79,354.58,362.32,322.68,328.20,345.82,L7
1999-09-22 21:47:00+00:00,293.17,273.42,249.57,233.48,227.83,243.53,243.38,236.34,238.27,227.09,221.61,220.99,226.64,231.55,214.80,224.16,255.26,275.88,284.66,284.31,262.84,261.79,264.55,268.05,268.85,260.39,268.96,296.94,338.69,360.56,350.21,349.04,333.96,355.46,L7
1999-10-24 21:46:56+00:00,268.53,246.21,242.20,238.81,231.45,234.53,242.34,237.69,231.16,224.74,220.96,210.75,212.30,217.20,208.61,217.83,251.58,265.95,276.94,263.93,250.50,251.07,251.73,248.39,259.60,270.80,270.97,297.61,318.98,334.61,325.88,328.22,334.29,342.86,L7
2000-01-12 21:46:54+00:00,280.70,258.60,242.93,240.89,238.71,237.06,240.42,239.65,236.70,238.78,230.81,218.50,218.16,226.85,217.45,228.11,256.71,284.47,285.07,272.92,265.05,263.96,268.93,268.42,279.83,277.86,286.88,306.70,327.03,337.47,329.29,338.68,338.77,348.23,L7
2000-02-13 21:46:48+00:00,258.93,239.74,225.52,217.44,214.97,216.03,216.23,217.11,222.85,215.23,196.90,188.07,185.58,192.28,188.90,197.76,228.34,246.70,248.48,241.73,236.49,234.26,242.11,240.74,252.15,254.84,257.02,277.69,296.61,315.09,304.17,309.26,317.18,332.27,L7
2000-04-01 21:46:34+00:00,273.38,264.31,254.13,241.22,229.49,230.03,229.38,233.90,230.64,218.62,213.94,210.97,215.44,216.21,211.21,218.54,244.51,262.56,266.32,263.88,247.55,248.20,253.02,260.70,257.71,264.64,269.50,279.60,306.23,334.94,313.55,310.48,322.07,335.12,L7
2000-05-19 21:46:07+00:00,286.27,265.35,244.51,229.66,217.80,221.94,226.15,225.16,225.48,219.27,213.14,209.27,207.20,215.67,206.02,214.79,242.80,262.16,254.00,247.79,249.98,251.11,251.99,248.48,251.57,268.19,268.03,273.58,309.79,339.09,330.09,324.66,328.11,339.41,L7
2000-08-07 21:45:08+00:00,270.10,252.92,240.80,235.44,228.70,220.03,222.33,232.24,236.51,229.74,215.72,213.53,216.25,220.77,214.12,226.14,244.34,255.01,246.30,248.17,254.20,253.71,252.07,256.77,255.59,267.20,272.04,284.90,306.03,330.36,324.12,325.56,334.21,339.82,L7
2001-04-04 21:44:06+00:00,270.91,260.26,244.04,232.05,225.64,231.77,229.25,232.05,237.21,228.66,219.99,219.02,217.04,221.30,214.28,223.15,241.43,251.71,247.72,242.62,243.70,253.26,258.76,261.92,254.51,260.34,280.38,289.23,315.73,335.09,329.34,319.89,319.58,333.94,L7
2001-04-20 21:44:10+00:00,280.58,254.57,246.70,239.40,233.30,235.53,232.32,230.82,228.85,232.61,224.91,220.16,217.68,226.95,222.48,231.93,254.88,269.87,263.50,257.77,247.91,251.74,253.33,254.44,252.50,272.45,277.96,304.81,322.21,343.72,334.43,332.82,341.91,339.27,L7
2001-05-22 21:43:54+00:00,256.08,244.53,233.80,234.42,225.00,221.18,218.83,225.59,232.68,221.19,205.37,202.89,202.56,224.54,219.71,223.11,239.95,257.24,246.31,246.05,245.48,245.74,247.24,247.41,253.62,263.67,267.12,287.88,320.75,337.64,322.71,322.45,336.52,348.22,L7
2001-07-25 21:43:18+00:00,264.39,245.97,238.71,235.07,222.03,224.31,225.85,231.59,234.37,210.60,205.28,208.06,210.93,222.10,208.75,218.79,250.50,269.70,258.11,254.04,250.26,244.70,250.45,246.53,257.94,276.75,280.46,280.46,303.29,337.61,329.24,330.36,336.75,348.05,L7
