,dates,chi0131-0000,chi0131-0001
0,1986-02-04 14:04:23+00:00,,
1,1986-09-16 13:57:58+00:00,200.0174526326523,186.11075867147233
2,1987-12-08 14:05:53+00:00,193.13277372372835,180.74383438813774
3,1988-01-09 14:06:25+00:00,193.01939778164913,186.94557303240393
4,1988-01-25 14:06:43+00:00,199.6685090987628,187.33122414428124
5,1988-02-26 14:07:12+00:00,192.13162866062112,188.41015894216633
6,1988-03-13 14:07:22+00:00,186.64370161656007,190.96353695156765
7,1988-03-29 14:07:29+00:00,,
8,1988-06-17 14:08:03+00:00,188.36043354623487,181.20430225117306
9,1988-08-20 14:08:12+00:00,178.22422871414898,177.46913791877748
10,1988-09-21 14:08:10+00:00,193.85011003897836,190.77583513676439
11,1988-11-08 14:08:03+00:00,198.26762938951492,192.7009970252948
12,1989-02-28 14:07:14+00:00,180.5273816212858,179.7291771454472
13,1989-05-03 14:06:13+00:00,198.29031670165134,189.57013590807153
14,1989-09-08 14:03:37+00:00,192.4585817777704,179.2480339776183
15,1989-09-24 14:03:11+00:00,192.3225715190011,184.34766978857425
16,1990-02-15 13:58:56+00:00,194.5769826473055,193.84991961020498
17,1990-04-20 13:57:41+00:00,203.2305150976072,189.50287830218647
18,1990-05-06 13:57:37+00:00,198.09409101287548,185.50402909284625
19,1990-08-26 13:57:21+00:00,207.42823874812007,191.4383945014394
20,1990-09-27 13:57:10+00:00,205.9905185818456,192.45445519261858
21,1990-11-14 13:56:57+00:00,195.58037042200363,184.35017302272175
22,1990-12-16 13:56:53+00:00,205.6444487117902,191.2637155465789
23,1991-02-02 13:58:00+00:00,197.80968021628624,191.03896446046448
24,1991-03-22 13:59:00+00:00,201.40141401470524,191.55308601943153
25,1991-05-25 14:00:04+00:00,182.97398919943163,184.6978893586703
26,1991-06-10 14:00:15+00:00,198.23043778449895,183.82800506640973
27,1991-09-30 14:01:25+00:00,194.37451348904983,187.82192585586375
28,1991-12-03 14:01:54+00:00,197.83624587701823,191.75588916322855
29,1992-01-20 14:01:43+00:00,200.83344382115908,194.04932546012066
30,1992-02-05 14:01:40+00:00,202.8321971642946,195.60521773001403
31,1992-06-28 14:00:40+00:00,,
32,1992-12-05 13:58:39+00:00,191.9967726059464,181.08500263957984
33,1993-01-06 13:58:59+00:00,,
34,1993-01-22 13:59:11+00:00,202.62829536519405,195.17383805011627
35,1993-02-23 13:59:25+00:00,,
36,1993-05-30 14:00:00+00:00,179.73180437932436,181.6839767869691
37,1993-07-01 13:59:50+00:00,185.4392455272693,177.69720009571975
38,1993-07-17 13:59:51+00:00,182.92511635972326,181.01903471493466
39,1994-01-25 13:58:43+00:00,199.1240020850116,194.56181928976267
40,1994-02-10 13:58:34+00:00,198.70991389504465,190.78337776016394
41,1994-02-26 13:58:19+00:00,199.98499982525928,197.29181359424356
42,1994-05-01 13:57:14+00:00,191.180919446234,181.72426606041307
43,1994-05-17 13:56:56+00:00,,176.34288764496756
44,1994-07-04 13:55:53+00:00,178.6132018938518,173.13176611879544
45,1994-07-20 13:55:27+00:00,,152.22208270209885
46,1995-05-04 13:45:34+00:00,191.36691253394807,183.81372139291653
47,1995-10-11 13:38:02+00:00,196.45625567377235,186.4980691361906
48,1995-12-14 13:38:27+00:00,194.6445202596591,190.89532512666517
49,1996-01-15 13:40:45+00:00,191.05952593295126,189.65370770304685
50,1996-01-31 13:41:53+00:00,194.21720200885335,197.32767489402755
51,1996-02-16 13:42:59+00:00,,
52,1996-03-19 13:45:05+00:00,,
53,1996-10-13 13:56:40+00:00,199.2817077303252,187.627909991575
54,1996-12-16 13:59:44+00:00,201.4323881652753,197.48509116562423
55,1997-01-01 14:00:30+00:00,,
56,1997-02-02 14:01:58+00:00,204.71267661670743,190.98709608898497
57,1997-05-25 14:06:11+00:00,192.7859985429404,183.61075686430448
58,1997-06-10 14:06:44+00:00,196.8686282796608,190.3104311695255
59,1997-09-30 14:10:18+00:00,191.6812705438129,189.62221437898708
60,1997-11-17 14:11:32+00:00,196.9503855722757,186.90672376186862
61,1998-02-21 14:13:42+00:00,186.81731687469147,178.9958345003114
62,1998-03-09 14:13:57+00:00,188.49542103054472,192.22256540251232
63,1998-03-25 14:14:11+00:00,,
