,dates,per0198-0000,per0198-0001,per0198-0002,per0198-0003,per0198-0004,per0198-0005,per0198-0006,per0198-0007,per0198-0008,per0198-0009,per0198-0010,per0198-0011,per0198-0012,per0198-0013,per0198-0014,per0198-0015,per0198-0016,per0198-0017,per0198-0018,per0198-0019,per0198-0020,per0198-0021,per0198-0022,per0198-0023,per0198-0024,per0198-0025,per0198-0026,per0198-0027,per0198-0028,per0198-0029,per0198-0030,per0198-0031,per0198-0032,per0198-0033,per0198-0034,per0198-0035,per0198-0036,per0198-0037,per0198-0038,per0198-0039,per0198-0040,per0198-0041,per0198-0042,per0198-0043,per0198-0044,per0198-0045
0,1984-05-08 14:32:57+00:00,164.62231735433045,152.77878098775508,141.0315178622738,149.16382500621467,145.91066376394127,150.80619679169433,153.20867284928255,146.59940949255355,155.27629454263115,180.75263023373617,191.02961622807575,184.30224130228106,178.93969435284015,182.7114669420305,185.64263451765788,188.83000037673554,187.25639876662888,196.41489341667858,213.38993865089947,206.70046744207528,191.02042793860497,193.52133920388886,204.3334702469033,205.4951066370682,198.36453644687333,183.47209736934613,198.381627428409,215.9120853203604,205.93018568526475,192.69621067737455,189.5464684760995,178.84565176614396,174.45804041946897,,162.42534312686604,188.3867209523889,199.35500610835606,184.28615897481305,193.34311807923513,196.79031811109854,178.48068435546662,163.80999264548456,192.2295151627693,187.84925008146854,198.08848268380927,190.48648941315815
1,1984-12-02 14:35:30+00:00,175.0748206769609,169.32170882448156,168.38538761024193,161.81299230696723,156.1438099256216,162.6920748450213,162.34557005435417,169.78215854338708,181.32116510328663,189.72371441102092,207.93873171291546,192.11016766933625,198.724707602141,205.4055084713952,197.09899907582673,203.81468042787873,208.21585159739737,219.62854781973653,220.93952419393827,214.39642150834771,228.76601815673473,218.10708780122127,219.5333434791392,215.7116533021442,213.27140364900043,212.37449230628778,215.08632858381273,217.40685916744545,214.87211423259077,211.21399074698698,212.80903670088276,195.70805126919043,201.31063456932168,224.83480299030703,193.51174983988403,193.52351244142437,208.49433734070917,185.29860567659426,210.2318359453874,214.75815514242356,201.77298113349934,178.45658248527116,210.8048071702063,212.13884822430418,212.35890508124118,195.33565705724595
2,1985-01-03 14:35:49+00:00,,,,,,171.09987265414804,178.22684311574676,178.62753544002828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.24980509825463,221.11487353134362,,,,,,
3,1985-03-24 14:35:57+00:00,177.50085583893963,163.65279872089894,152.38708315546228,143.83926612993417,148.76134166570472,155.8581149169772,153.1628909281775,143.35841013027414,182.8768089445475,201.98477453048577,203.11561315023243,191.52452051996235,172.67346428219525,175.65462182817708,194.8011478353239,213.71039713747558,216.91498834877012,222.72077421360444,209.44340868207735,190.24543995226745,206.67262745778953,198.7879947523906,195.53228564356385,203.92304127370107,212.01679713246085,216.09299049800666,206.02054612909606,209.55866034294695,187.50661093187597,176.84494648200715,206.71090548171426,207.3185509759612,191.71015169997827,199.40791224380268,190.89051993473944,163.37540695865977,172.62885308197224,186.33258367335188,191.29763950415318,198.3101552681182,169.90557931918318,172.03000828451883,196.63461963891595,208.3678974917502,202.45635982246858,191.00973735510186
4,1985-04-09 14:35:54+00:00,160.17783402363614,153.8772012261152,149.0908654303749,145.06326554961746,147.04969049528773,159.96360571921613,155.46713726113566,152.65802748352456,171.22641735982603,195.50271177079594,196.18365512579976,192.678721211107,180.58127165618532,184.04033545128834,194.7299657841204,204.02829254122992,210.70333908379564,209.6432999101698,219.9877782633691,202.59239144582384,205.83161089538078,204.5004248262104,205.1111236578254,213.1040749333881,214.33750783458282,208.01501174562543,210.202072554801,210.8842228703898,179.78790569268475,168.19206628217836,197.84783654344346,204.42590746377502,196.42167047828698,189.345387614671,188.02680473741975,168.02233176183222,167.52968782393145,170.81495425970652,185.080815164878,199.10490408954658,181.37209270886723,160.72940533437287,191.45445779212378,207.4012342355609,199.14271192774976,192.46668266840868
5,1987-11-09 14:33:31+00:00,193.7005417267405,163.9350342942886,153.13830892423192,160.9589521699726,172.790872713702,168.9838745552935,169.7268225026474,178.82760109137695,178.28957112911309,193.3265597683063,205.0900226816096,198.27396683203017,200.03041784840914,205.53972194790288,216.43452246641345,220.97619704902849,208.37504805319062,206.1811617827302,237.02839547033997,240.00407973970835,221.48208467717882,211.58867952546115,223.89145312253356,215.5206459195794,215.23331841697814,208.9219889777807,206.91344192973386,227.27755017321596,227.49179608130623,217.26333494785155,177.6178520330986,179.29577751174307,218.651238647941,213.76812829515322,196.06974413126406,195.29875712323462,197.83201325412458,210.06546181647633,214.25042703268127,197.03487817472006,203.51349750557097,185.75306676009566,207.6999246662346,202.0801672112087,189.996705917074,197.53512743951563
6,1987-12-11 14:34:02+00:00,201.56998488665243,182.5983232671082,153.91652165815708,160.6865980834648,185.51396690834275,183.5777616433263,176.1734573459587,185.3792618626197,193.28871266692624,191.28114749316853,209.94294137266712,204.39499417084312,197.76242540000158,211.42532074832192,213.8439270448665,236.18470792761156,226.340813889284,204.72271697960684,225.6163016721983,248.20994936520242,237.82042997144626,213.15407125826638,220.8344415338456,195.43309310585278,204.1259703011886,205.5159391720722,219.7847100478904,236.11455096603703,233.74434928327315,229.3228918601675,181.4189135969298,169.3608114904647,202.82654498428397,222.8543536157383,183.3979988556228,173.4981557326251,187.81603563060708,202.39390752220075,208.16004617062896,201.84967232981273,209.3245051293664,187.633634655099,199.8821715765875,204.6669287016269,199.87406041988373,221.12513902491986
7,1987-12-27 14:34:18+00:00,194.79019753616845,175.78748506898927,144.85445575740712,146.7279355911208,175.94403557527926,178.4027394822104,170.78971061970714,178.53631240870837,189.07897581460432,183.85792285864363,203.15066546584492,201.77546169964214,200.03244896834818,206.87159484446784,208.86773828794804,,,,,,,,,,,,,,,,,163.4856497852225,199.58408729181406,197.12695399405132,151.91557611925032,176.65181562405465,198.47686035868887,204.5918726510585,208.124783519933,,,,,,,
8,1988-01-12 14:34:35+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.33461970185556,212.73856594623095,218.30492351509577,211.7429431722997,205.98967054878142,204.18859002095306,182.70678985665958,189.98369685575628,194.5103302561427,215.65524407524964,217.02175015549042
9,1988-03-16 14:35:30+00:00,204.06177467163616,183.4619615320678,164.91764743691718,167.760543091357,179.91127149413012,174.68907055615003,184.28724352261162,191.8786433557064,208.17199706802452,208.3834707560834,217.14072141646915,209.83091850946926,207.61164758153117,215.71522555251414,211.27339695743535,208.90591417373378,224.62520714803426,234.54091648497888,243.54777831917573,237.27736785998025,226.45220050147697,226.43543202422427,230.9967387309535,223.7248879806338,220.69574649140606,207.0748658981734,208.2527500245867,217.62999319670251,224.12106152822528,229.3639475949702,218.12904710864507,206.83209309364608,189.88562818575383,213.0994566010251,183.33977435392535,195.27891552104387,201.25817254563773,204.35496693712543,204.38385890015087,208.67580105755334,191.51125656457677,191.80377787844142,217.88548250660727,209.17765823013457,219.22088173195888,212.3075112434931
