dates,satname,sar1403-0000,sar1403-0001,sar1403-0002
1984-06-07 09:34:18+00:00,L5,206.97,204.22,210.16
1984-08-26 09:36:09+00:00,L5,192.54,194.89,198.23
1984-09-11 09:36:14+00:00,L5,184.39,185.10,188.18
1984-10-13 09:36:13+00:00,L5,199.67,190.94,210.77
1985-05-25 09:36:15+00:00,L5,212.50,212.79,215.83
1985-07-28 09:35:58+00:00,L5,214.24,214.55,216.69
1985-08-13 09:35:48+00:00,L5,216.64,217.80,216.54
1985-08-29 09:35:38+00:00,L5,221.64,210.67,214.35
1985-09-14 09:35:25+00:00,L5,210.88,205.61,206.71
1985-12-03 09:34:19+00:00,L5,210.22,206.99,217.84
1986-01-04 09:33:44+00:00,L5,177.89,165.62,191.52
1986-01-20 09:33:24+00:00,L5,195.17,210.19,209.20
1986-05-12 09:30:53+00:00,L5,217.62,218.84,223.86
1986-05-28 09:30:26+00:00,L5,215.39,218.11,223.05
1986-07-15 09:28:53+00:00,L5,201.83,199.07,197.30
1986-09-17 09:26:37+00:00,L5,211.91,212.02,220.82
1986-12-22 09:25:09+00:00,L5,179.50,172.63,166.35
1987-01-23 09:26:04+00:00,L5,204.35,201.51,212.09
1987-03-28 09:28:28+00:00,L5,211.17,207.55,212.40
1987-05-31 09:30:21+00:00,L5,199.25,197.83,205.14
1987-06-16 09:30:43+00:00,L5,184.86,187.62,192.52
1987-07-02 09:31:03+00:00,L5,207.94,209.07,214.10
1987-07-18 09:31:20+00:00,L5,211.54,214.31,219.77
1987-08-03 09:31:49+00:00,L5,204.35,209.38,214.22
1987-08-19 09:32:18+00:00,L5,194.96,200.87,202.00
1987-09-04 09:32:43+00:00,L5,214.33,215.86,218.34
1987-09-20 09:33:05+00:00,L5,208.10,209.87,217.14
1987-10-06 09:33:26+00:00,L5,190.02,184.64,193.39
1987-11-07 09:34:02+00:00,L5,199.15,204.16,214.67
1988-01-10 09:35:05+00:00,L5,209.27,210.84,218.10
1988-01-26 09:35:22+00:00,L5,193.26,203.30,203.99
1988-02-11 09:35:41+00:00,L5,188.63,182.98,194.82
1988-03-14 09:36:03+00:00,L5,206.43,209.53,221.22
1988-04-15 09:36:14+00:00,L5,208.33,222.18,220.67
1988-05-17 09:36:32+00:00,L5,220.80,222.24,221.61
1988-06-18 09:36:43+00:00,L5,211.42,209.16,212.69
1988-07-04 09:36:48+00:00,L5,211.94,210.89,214.10
1988-08-05 09:36:52+00:00,L5,180.45,187.07,202.69
1988-08-21 09:36:53+00:00,L5,194.50,182.52,194.70
1988-09-22 09:36:50+00:00,L5,207.46,208.20,210.24
1988-10-08 09:36:45+00:00,L5,174.28,173.55,181.33
1988-11-09 09:36:45+00:00,L5,203.36,198.87,205.05
1988-12-11 09:36:33+00:00,L5,187.41,177.69,181.09
1988-12-27 09:36:27+00:00,L5,209.72,201.26,213.48
1989-01-12 09:36:20+00:00,L5,204.52,204.14,205.15
1989-01-28 09:36:07+00:00,L5,210.86,218.15,219.45
1989-03-17 09:35:16+00:00,L5,217.43,213.25,214.79
1989-04-18 09:35:07+00:00,L5,197.42,202.19,207.23
1989-05-20 09:34:32+00:00,L5,208.90,212.13,217.61
1989-06-21 09:33:55+00:00,L5,211.86,211.97,215.12
1989-07-23 09:33:21+00:00,L5,202.51,196.31,205.37
1989-08-24 09:32:39+00:00,L5,211.99,202.89,204.41
1989-09-25 09:31:52+00:00,L5,207.23,209.45,220.03
1989-10-27 09:30:51+00:00,L5,205.64,193.94,203.64
1989-11-12 09:30:31+00:00,L5,205.55,208.67,218.10
1989-12-14 09:29:38+00:00,L5,191.74,205.12,183.10
1990-01-15 09:28:33+00:00,L5,202.48,197.07,203.31
1990-01-31 09:28:06+00:00,L5,201.51,203.39,200.15
1990-03-04 09:27:02+00:00,L5,196.66,192.62,205.11
1990-04-21 09:26:22+00:00,L5,205.95,202.27,207.71
1990-05-07 09:26:19+00:00,L5,194.91,205.92,212.74
1990-06-24 09:26:18+00:00,L5,197.59,196.82,200.10
1990-07-10 09:26:16+00:00,L5,209.34,210.19,219.84
1990-07-26 09:26:12+00:00,L5,200.15,204.42,212.41
