,dates,jap0284-0000,jap0284-0001,jap0284-0002,jap0284-0003
0,1984-05-24 01:09:12+00:00,129.4601244025193,133.91245069093776,144.36500486090375,153.65120248704082
1,1984-10-31 01:11:19+00:00,158.09391426910173,161.78762791499884,163.61407983734566,162.95804089799407
2,1985-04-25 01:11:34+00:00,131.6172235781864,132.59913981765948,146.4926615469347,160.8768897834623
3,1985-07-30 01:11:09+00:00,153.12192878396652,152.0221351081907,150.23823914689396,152.61835726993553
4,1985-10-02 01:10:27+00:00,150.4053388777457,147.5890637363769,151.33588507321434,155.21461853690283
5,1985-12-05 01:09:30+00:00,157.13990706458577,160.03941270640217,161.75043312173068,172.678762485301
6,1986-02-07 01:08:13+00:00,154.0318293714389,158.1431076405364,155.8595728585055,151.95528418393891
7,1986-04-12 01:06:50+00:00,163.34654299239136,165.24987163158104,164.03384208803806,160.30307721986225
8,1986-05-30 01:05:35+00:00,116.91833987940292,132.5154593114132,142.01370855290867,150.7102699530259
9,1986-07-01 01:04:35+00:00,143.95464885785572,145.60978573191576,151.22101455636852,153.93255857870182
10,1986-08-02 01:03:28+00:00,163.87825946168718,148.99927876106796,145.8427721270202,139.0046123043781
11,1986-09-03 01:02:16+00:00,128.02867785861113,136.05956334153421,143.01030948174738,152.05598942260218
12,1986-11-06 01:00:09+00:00,145.17263350347125,157.91024311841286,172.54944128228843,178.52394172190367
13,1986-11-22 00:59:28+00:00,142.5550591670492,152.9218399098043,168.2202298002391,175.79827068696596
14,1986-12-08 00:59:53+00:00,148.80423598393725,152.5117199868662,170.34523488381578,178.267043897586
15,1986-12-24 01:00:24+00:00,147.12903590463907,142.76537181374374,157.74616356523518,159.37008100520887
16,1987-02-10 01:01:56+00:00,158.50550188292578,162.11393777411908,171.00541710490273,170.33989963577847
17,1987-02-26 01:02:33+00:00,159.4643336754903,164.09123785888679,166.4900492418565,166.37834894549493
18,1987-05-01 01:04:45+00:00,,,,
19,1987-06-18 01:05:58+00:00,139.8641421256811,138.79533674395603,145.886434561287,153.23000304830234
20,1987-11-09 01:09:17+00:00,153.21183812643562,153.86166821370705,157.16157069066185,161.01249773529412
21,1987-11-25 01:09:36+00:00,148.61724229807618,148.72513563456468,168.84164165872195,168.60728954531902
22,1988-09-08 01:12:07+00:00,147.98891400472684,152.76539885387547,163.26029780289596,176.70554928392917
23,1988-10-26 01:11:54+00:00,145.58901691408715,150.08286661445325,157.94669216605485,163.92083348042027
24,1988-12-13 01:11:44+00:00,149.17189939580032,162.22529681935524,168.32365805102307,167.4847859980223
25,1989-01-30 01:11:21+00:00,154.50951537065413,159.47092613062483,157.9564558897525,165.25374944909936
26,1989-09-27 01:07:04+00:00,144.26685637855007,135.07090398497684,138.05347881411558,134.91029586924023
27,1989-10-13 01:06:36+00:00,145.32163101377301,140.7219628720527,158.6653834414521,177.68050419930557
28,1989-11-14 01:05:34+00:00,,,152.40231330937877,164.23377631823118
29,1989-11-30 01:05:14+00:00,142.2025728608452,131.65524736431087,148.07430884742118,161.10292400042263
30,1989-12-16 01:04:47+00:00,153.11069352213207,154.1130292162016,162.27906065368467,174.7527191782907
31,1990-01-17 01:03:46+00:00,152.6346294674023,149.12804785402687,149.64054810918225,156.94985528785563
32,1990-02-02 01:03:15+00:00,152.52786339960676,160.86846368605464,160.99276457268923,150.36497935321984
33,1990-03-06 01:02:12+00:00,146.91993987817384,148.8637759177297,157.29534729936228,161.77680481357555
34,1990-04-23 01:01:35+00:00,,,,150.9494495125246
35,1990-05-09 01:01:33+00:00,150.57014640511443,150.3490523786797,152.17531272150057,153.5735429606616
36,1990-09-14 01:01:11+00:00,,112.56654426472207,127.1728938557727,129.85469288415132
37,1990-10-16 01:00:55+00:00,152.44711903401057,160.2983047239555,163.3691618658184,166.06364241407462
38,1990-12-03 01:00:31+00:00,149.75265294789193,147.1591248472359,155.1158833159007,160.26000436264496
39,1990-12-19 01:00:51+00:00,157.5323193080282,159.81436726923855,168.91944695605483,172.33595078194304
40,1991-01-04 01:01:16+00:00,149.60723013475982,146.37272582938522,156.14578001168945,163.15450150542637
41,1991-02-05 01:01:51+00:00,163.5085503513488,148.79771957821873,158.67673430516422,162.4015130598342
42,1991-06-29 01:04:27+00:00,136.11094449580654,129.29992837475095,135.21748873731704,138.87093224813245
43,1991-07-15 01:04:37+00:00,146.51792955866077,139.45649567518956,143.2054124029271,127.4524139971924
44,1991-07-31 01:04:49+00:00,134.11813179579013,130.64504804142334,123.94970518099912,114.98464322921265
45,1991-09-01 01:05:04+00:00,110.51248592091093,121.0385874625737,137.10359241291172,141.90577939269545
