,dates,usa_CA_0215-0000,usa_CA_0215-0001,usa_CA_0215-0002,usa_CA_0215-0003,usa_CA_0215-0004,usa_CA_0215-0005,usa_CA_0215-0006,usa_CA_0215-0007,usa_CA_0215-0008,usa_CA_0215-0009,usa_CA_0215-0010,usa_CA_0215-0011,usa_CA_0215-0012,usa_CA_0215-0013,usa_CA_0215-0014,usa_CA_0215-0015,usa_CA_0215-0016,usa_CA_0215-0017,usa_CA_0215-0018,usa_CA_0215-0019,usa_CA_0215-0020,usa_CA_0215-0021,usa_CA_0215-0022,usa_CA_0215-0023,usa_CA_0215-0024,usa_CA_0215-0025,usa_CA_0215-0026,usa_CA_0215-0027,usa_CA_0215-0028,usa_CA_0215-0029,usa_CA_0215-0030,usa_CA_0215-0031,usa_CA_0215-0032,usa_CA_0215-0033,usa_CA_0215-0034,usa_CA_0215-0035,usa_CA_0215-0036,usa_CA_0215-0037,usa_CA_0215-0038,usa_CA_0215-0039,usa_CA_0215-0040,usa_CA_0215-0041,usa_CA_0215-0042,usa_CA_0215-0043,usa_CA_0215-0044,usa_CA_0215-0045,usa_CA_0215-0046,usa_CA_0215-0047,usa_CA_0215-0048,usa_CA_0215-0049,usa_CA_0215-0050,usa_CA_0215-0051,usa_CA_0215-0052,usa_CA_0215-0053,usa_CA_0215-0054,usa_CA_0215-0055,usa_CA_0215-0056,usa_CA_0215-0057,usa_CA_0215-0058,usa_CA_0215-0059,usa_CA_0215-0060,usa_CA_0215-0061,usa_CA_0215-0062,usa_CA_0215-0063,usa_CA_0215-0064,usa_CA_0215-0065,usa_CA_0215-0066,usa_CA_0215-0067,usa_CA_0215-0068,usa_CA_0215-0069,usa_CA_0215-0070,usa_CA_0215-0071,usa_CA_0215-0072,usa_CA_0215-0073,usa_CA_0215-0074,usa_CA_0215-0075,usa_CA_0215-0076,usa_CA_0215-0077,usa_CA_0215-0078,usa_CA_0215-0079,usa_CA_0215-0080,usa_CA_0215-0081,usa_CA_0215-0082,usa_CA_0215-0083,usa_CA_0215-0084,usa_CA_0215-0085,usa_CA_0215-0086,usa_CA_0215-0087,usa_CA_0215-0088,usa_CA_0215-0089,usa_CA_0215-0090,usa_CA_0215-0091,usa_CA_0215-0092,usa_CA_0215-0093,usa_CA_0215-0094,usa_CA_0215-0095,usa_CA_0215-0096,usa_CA_0215-0097,usa_CA_0215-0098,usa_CA_0215-0099,usa_CA_0215-0100,usa_CA_0215-0101,usa_CA_0215-0102,usa_CA_0215-0103,usa_CA_0215-0104,usa_CA_0215-0105,usa_CA_0215-0106,usa_CA_0215-0107,usa_CA_0215-0108,usa_CA_0215-0109,usa_CA_0215-0110,usa_CA_0215-0111,usa_CA_0215-0112,usa_CA_0215-0113,usa_CA_0215-0114,usa_CA_0215-0115,usa_CA_0215-0116,usa_CA_0215-0117,usa_CA_0215-0118
0,1984-05-02 18:13:15+00:00,171.70257842433801,83.40959687713428,59.33120882542891,76.82604229552629,92.45336961290477,108.44889490415513,113.56292103432978,118.73883900959567,124.44446687993234,122.05467767518691,126.26665217982345,,,,,151.3958889169165,147.9816075630634,127.5306447729656,,102.77508117605397,127.64202786556989,146.21870931595893,145.01883741612826,125.39365180262786,,125.28760568570593,121.77640624410671,138.15338732130462,140.28212825618562,125.55899156328914,111.42309017795627,125.46441943330413,141.04416157380743,,135.97602479441935,144.49062537230049,148.21785474114682,150.01728673633315,159.4710486117557,166.9114397606051,170.07155711612873,181.12861391863822,169.76968633163565,,159.83695721632122,177.23205267710767,207.33840130050416,215.91407420520864,222.444300685182,238.90626569618158,243.34008539792623,263.5643104608803,280.426427437791,275.1049404703556,280.3983124914671,278.5608078787224,298.60074136199853,285.5634682182822,281.0297552366212,276.5343634155288,268.80260697850645,270.8753040443313,259.75512787236937,255.49896529904706,246.89928517984245,239.03781441411707,234.84964194341595,221.74234477824936,205.0526670776939,200.00796799413902,197.8347164762554,184.94306124612848,183.53373162260158,182.87668409066063,190.04256481401757,197.48328178969803,191.1968313644678,195.8908880126198,203.633188840504,202.13678637435862,198.66327824987383,183.87336721290393,182.73124679271206,170.36632486430915,175.2878981334867,188.19775760675455,186.84866506324255,197.3787814986302,205.90111456043593,201.50827110444789,199.55170038273639,201.12404033015721,194.55936212159983,183.8021160914111,191.52253760766365,188.6560249102576,197.1013188448684,206.1081286128127,203.35676427144352,191.87509598004948,182.15111876984614,212.49726544377032,206.88617827700935,203.16699820491425,219.62846257488053,215.07648316588973,191.96961064453103,210.22079451349424,221.3048258996958,199.6864108724551,202.9048024272535,218.74692135500723,190.52191483814264,192.8040885278346,189.08672138221186,215.48518696167886,208.519773457071,216.63092529148855,258.4496753246796
1,1984-06-03 18:14:10+00:00,171.66785224517915,85.57072992773722,78.248201417566,98.01499306891256,99.07049480082998,128.17753334104054,139.18933274204585,151.36150755189766,164.05210189477427,156.47036820577418,166.02668487551904,,196.12455788848263,,,,168.71761413101066,166.21188086874315,144.8018935462886,140.90383568181267,148.18367507943802,146.8462396719411,135.09706431904291,154.7064958450945,177.52732374253156,159.7019791724564,140.49135166285757,148.63125706855612,159.26864565037852,157.9809089168565,138.41236804455446,134.65855351735553,153.01549883260145,176.23192086232925,157.3637269189038,155.20104078882747,176.34609743580023,158.19572963202097,161.02394960763874,169.68117461561252,158.16644961314947,172.98181317503065,167.89874885732976,,184.098763676857,207.25950459331497,235.30085070106531,245.96565811583673,245.437527659539,250.8077594158386,258.7253040113499,260.6037229086804,282.4518674120602,286.1221947350716,281.10177704112186,279.86048309613204,292.6410375292603,306.37917614379137,305.8879507051719,294.59616124684686,284.1129533671383,279.57571032495855,276.49661410903474,267.5894020946647,268.07402402575946,258.4578959890374,253.78813383329805,248.70809137310818,240.65010507613096,227.08212681757993,217.50749649650655,208.72020219823585,203.88254312644224,203.19710369107798,201.0123911158489,207.6698157579442,212.96943800938038,223.04332908493802,229.32685287275112,,,,,,,,,,,238.18027456874114,230.90151870558833,207.14907176291294,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1984-06-10 18:20:29+00:00,174.48026960904915,70.37478282338604,62.302865095386736,67.50363583794616,76.1007454288473,94.95984161378553,124.19104587307184,114.78210785206971,141.9339508310387,138.17103449367934,129.03316407315842,145.6264724166751,161.04959512771381,152.87249924257168,156.2312583750349,156.44600507824188,152.80444133114042,141.44058356574334,133.42766652420912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1984-06-26 18:20:42+00:00,172.17764002284738,78.74388625452261,61.756185999414114,64.86549005749617,76.11458424238884,100.85926231290189,117.21852399419987,130.08203296662512,139.79759574402843,149.5571091252072,157.84715932529872,158.75520442079207,168.1009884659885,166.64179387989552,173.00052869550407,158.62168383603597,146.8127905621334,139.80580908877388,,,,,,123.46052210169837,158.83385509791447,166.10460220525562,140.9319452784511,117.64347341726976,139.45627435825318,170.37450336106264,137.6171055560368,144.92296311074338,169.6347485057746,166.14609589939548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1984-09-07 18:16:09+00:00,202.15225974881398,90.63771188630982,78.76772533541308,74.0278782652707,92.35321742137042,108.65429220033454,129.04441915985998,140.61288355390062,152.42160947240606,162.205519870724,169.3969725063942,168.94846614733493,168.3228758373257,173.12613092629672,182.08067356526703,191.34089349342833,196.2744568467736,182.79019804912076,178.94956488209203,171.1732299895139,161.262083235811,150.3606017738944,150.4949486728022,147.16649929853446,150.05511281827717,167.71053617941493,182.26334578715574,174.68682871467973,151.13729800952132,150.3689889078404,146.95730729896673,150.07945791340086,165.08870440299384,166.32604756279068,160.18925915632775,168.53447005246034,177.79207874953988,177.53701257610425,179.3723633709419,192.8121573355112,199.91511360390354,208.79039187287728,202.4194376073237,206.0693801052458,209.97651737412593,219.79390297622143,224.43319189646172,231.33002618636795,228.99610086453788,232.66384780841253,246.2553732439884,248.30539043070735,257.7207826026058,264.9422747943586,276.5270862406967,270.5531830849253,274.0883031510866,276.78092609698854,277.55410756592784,274.0216095817382,275.9138933027351,266.5024457906971,258.2357488093184,260.38898999491926,255.37984821317804,251.02578412242366,245.26524183304943,236.7634618969838,233.88513077415763,222.85386684766158,210.7453949653264,198.8483416099562,188.9608846019462,194.44090612763944,201.82920327209735,213.65320965017156,221.77308644406412,222.00092839459776,226.06081887216587,220.55112769496893,217.83633891006866,212.27912700540352,206.05961843749637,202.88663226748508,207.951400099885,210.38993295203358,215.84789206908988,218.79606696471214,224.58113336982902,222.7426786573491,220.12193786203443,220.84750979164588,222.2577425300825,213.87303043528357,206.7794032047176,205.4603564671521,213.91010729677046,214.439667659981,217.80180000411,217.2413547969668,216.29983030212856,214.6841663635317,220.61751765588525,211.53684141134835,214.23152127494748,220.21025580338096,221.44416703745176,220.86382501115935,222.45750149537645,219.41209976537607,217.89116005092657,209.70998053401357,212.96168363284332,222.51724195206367,220.4608066747588,225.07317245638274,234.10839400256,246.16485381852385,249.68016569136933
5,1984-09-23 18:16:11+00:00,186.61506155317562,68.9030471811225,48.791740088907794,46.990803644081744,74.22979408454586,93.41713713470821,113.70877744647078,124.00854465717833,129.4276275101839,140.94520735707815,144.04902236998532,157.16635212459713,160.7340593021796,162.52723889279918,175.61129956110122,182.82735407214824,179.1990660750531,164.40272580555222,154.0280083581717,151.07922164917602,152.40279922857587,138.6258359242412,145.5156948743426,137.65814090032626,141.34461678689325,153.03467283865064,162.34824983234796,150.11250882040105,145.67360654741037,145.1615482419167,137.1740866649124,141.84566829854361,140.31410192857845,144.54936075606236,139.466948536406,145.89025131547845,161.19263593990325,167.74418725190793,162.2169612814683,179.04125912691308,186.72638234796207,179.39594608280987,183.95499428598356,184.93121988938358,198.04420277022462,207.9291934399626,206.93140447205974,215.46908027736913,217.97405131833696,221.14515404624126,220.53966663142728,226.93030025537777,243.390939637284,252.79855899133509,245.42695999083378,253.96162182960154,247.4142787523969,265.5925489134763,262.5621889529084,265.9099042308508,267.427510216791,265.825795422486,250.44174955442782,250.8639809699626,241.03124519796427,233.4103582664141,230.48034320837903,230.28060842539043,213.97587185819114,207.95033683379907,197.35669965535342,184.35672520471496,179.27494263588835,175.72792225047158,190.07894229945214,201.45424701790446,201.79098418183227,210.3613922576602,214.44642475863145,205.37280067527357,197.7435155432227,185.6078168407761,185.52570449577908,186.83052229197727,188.246587173204,197.0866521719042,197.58399277743735,210.06497533904897,,,,,,,,,,202.968227535332,207.0931551346236,209.9195472297363,202.13629243026728,202.32441266005617,203.89964618506636,203.9509754485967,199.60400758971144,197.72734767867232,207.97561195070952,204.28713495495322,210.88669212224988,206.36545161974567,202.64280907684127,185.18919874371144,191.6815745277944,200.7064783582096,197.49531023745547,205.3252764948697,222.09843071107545,228.99761564539392,245.0043088470182
6,1984-10-25 18:16:05+00:00,204.0291860795343,87.63615491254964,43.87028927230892,44.500779106419145,62.60813019429986,87.41740231271403,106.70074336401318,115.94261664810449,139.83790281945383,141.88187600686103,145.61373736447632,158.17390040103862,163.1918630558244,170.39273612984823,179.8442597062957,182.39369230745095,174.77412815903955,174.72784523677086,177.02351862400133,168.42191179286965,143.79889676765765,152.6215482984719,146.41602938288923,141.1752153388058,148.4950050284122,148.26907564109095,163.0188163566293,166.67706069450065,159.56341678703603,148.9903902101219,130.82837566441978,134.22330942424387,136.56599743002175,140.54593717897325,140.0267956513107,142.62843698396227,154.89368007867205,153.02328380367362,155.71777738134188,164.5687280892138,181.2588111767883,175.314052281913,186.83108305532204,195.00333771407855,200.14494744335616,201.35420380583065,212.4990738920193,213.26639636971765,222.00825847672073,223.55000081579516,223.5860363644498,240.33005934252878,252.57816405739487,252.10083218211793,255.94366704844686,259.60628512263906,257.1886653764217,265.0678067007275,267.96743300379853,269.5202475758446,263.3873462148679,263.09364233769423,264.7897442473096,261.30984728951057,247.26612801704513,243.81864474156154,240.6197947570987,223.4316972362912,212.18579937635099,215.7481054816878,191.23385722809718,187.68059076163695,185.20662310530824,195.57262634147315,199.15550254414515,204.5698662328208,206.79258539013,209.2317341974114,214.17805506676876,213.84652664155306,209.5283108261196,196.35645539010915,190.41022680478687,191.59947235171956,197.5914863957567,199.22268571901677,208.67328944139297,220.396048113408,218.42787015089442,216.88163603112577,214.4166106955943,209.38250972215818,203.81449028277146,201.70197670104656,206.3486066856829,202.07586628454567,196.44272392414553,209.46118525919178,201.32870696226627,208.40367801245668,197.9213424696955,212.9603319565878,203.8530690678063,205.03646085309742,194.1142621747063,210.37015738246154,207.28414457557415,209.2210768119263,213.83854374920514,202.45635261382475,196.25577482175737,182.62762322180464,192.4341086577279,199.6133972849692,208.58772343365808,218.37933316456824,230.02830170858374,236.07301444336355,248.5788798821436
7,1984-11-17 18:22:07+00:00,186.71098340563512,94.96647475485194,41.57569504006131,47.30303934894685,55.484053040723424,82.74443567305191,100.304819997315,123.04379431508525,141.66119593574138,155.74769551007773,151.17706603772487,159.9437946151221,172.28688870248322,176.73950781343413,177.9396384396485,167.61483381774943,167.39046430124478,172.49126013837247,171.16983423177365,178.4144792138063,172.460067995943,161.90653908438063,148.82813537295476,141.01299049255786,142.63717101821936,145.1177064383574,157.26159300240266,158.72565606739983,152.37259871652458,,,,,128.28648247578587,132.95397387456177,144.9669800776546,157.6741287103192,172.36154406497258,171.34332596477861,184.44975802577417,203.28025793673638,201.4662623557244,196.55120517553013,210.47076940019383,222.1909280115438,213.6905582328271,221.0792057746817,221.68242521866227,232.37315458066433,229.29169411627828,240.01859512909343,243.98528960711528,248.0353788416964,253.2504148355095,263.3781725093355,268.71054802879394,275.90022770769724,269.05983980034233,267.00285349605286,,,,280.2540887155625,251.18572179033757,248.7648340862701,238.54929301173559,217.42341837782914,227.347251965486,224.78156728381987,222.3541331868306,,,186.61476453572317,193.10747492487778,204.84537950770294,216.37330000324337,211.47037278867467,211.13920974650287,215.13892274086825,204.19396704666593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1984-12-12 18:16:08+00:00,186.56239562341943,85.93925753431594,39.77757268772091,24.422700908102293,37.49716224337302,78.88753924291919,95.55134672399839,105.53779379156268,113.7618090428836,123.62709733117063,127.48030353719037,134.28797964686905,147.49250134190092,147.67307902016668,154.97507991727326,149.60448058114042,152.56535039537738,156.406570262547,155.38898375389172,143.46617047978765,141.25742619668546,136.12452975158803,137.43119423102766,138.15963772221716,137.03261746692016,148.55837102662562,138.95137374526692,138.84851178801543,134.81494240501095,143.367438352998,140.43870616249154,132.6147198286676,128.88057713760833,120.60421420990416,122.82032884540517,130.30980258731645,144.84018209741527,139.2809444580189,144.8347602428203,166.8080345176793,172.13030888676525,173.89632906712524,169.7733721324447,,,181.83831293231873,193.67314830033894,199.98843623695143,207.0517790112478,200.11718072979528,,201.94892099213652,226.8306049178392,235.53958049568485,238.79883013234704,251.79059312790974,254.9184502929711,262.3568915071467,266.35700857137255,264.0461557868275,266.2091895816662,272.24505835944825,266.5006659596879,256.6599508832558,244.57496899523267,241.74434174815372,223.0373803753863,218.48630642876597,201.11392256701112,201.33123192307963,,184.40056360873467,180.57498926969657,174.34277377800825,,192.45985364313492,187.03768471970744,191.84429482022443,198.96543711238442,179.62524862750325,178.60477647603733,198.70983341947817,193.39745393648283,179.0119395392412,175.95592342226047,182.9906127768538,185.72604630669946,,,179.38184846739242,189.20464856944227,194.58704051669952,166.20445542832834,172.85278205595742,185.60969958217143,180.9088231998286,,183.57414207817797,,,184.15571921080243,203.8218485234089,,162.05968507312318,178.56707454598146,196.63954145449506,182.34202502743048,182.76174544861084,,,,162.6663743165508,182.7818746948414,197.70042483529153,,,,,
9,1985-04-19 18:16:20+00:00,175.24447226602905,82.09036466806407,44.32715852253174,51.46429226647336,70.79073289609408,79.61328196884344,91.43706186833143,90.63173389139996,103.76726405073748,118.45200888181449,117.48792717007228,139.90423823909867,153.60711140649823,157.84978040476923,159.3186341125595,158.47605359560234,169.31188706158497,192.34174809300504,196.61789206722386,199.86697923723398,204.09033273065177,,191.96438167946684,188.3891720942925,164.92263967868004,153.1959777196013,161.08743818172277,161.41355428596697,156.00308807822532,146.32033877729873,138.5560450703531,144.7429584217186,142.1551838312876,136.61433416988524,128.7499077709949,136.28501725824955,146.21074490011048,143.6118187290008,157.8914544762453,172.5210707526221,169.26651963776737,163.51663480794292,165.87930164557687,,202.41684856460625,206.1834902788562,215.0870430001732,231.2107247129702,236.73904144153488,245.55782414919454,232.768363644742,236.8381885228851,227.43973438542554,236.9991474458284,241.40313527766926,247.3628132376699,259.4855526275517,266.0949577285813,269.31747482330854,270.5087248572603,266.87874469127536,261.710526942534,257.8196214197595,253.37125628262532,233.42650204565066,226.07064071007602,219.48110909721714,206.77068107564645,204.0447457390799,207.14571881803215,198.0878169584978,190.0982446465863,177.1799476973252,172.17737171793897,170.4868284254406,180.46385805013523,177.2193675528829,188.61114836708674,194.52130238627046,189.9997708479397,193.69789030945762,183.98160367802825,203.0667215374137,211.81071684593826,201.99867315965966,185.92574943743034,195.7973466261713,214.88198602720703,213.23274315370162,221.8663576202934,223.31520757571502,213.64569607062242,200.09856131779725,202.6484897319123,205.8949331719553,209.95856375851776,196.71792134838262,197.67828502578902,198.89965341910386,204.8947765750844,215.81216326543029,223.8352511423583,206.89070627110794,199.76294977334805,201.22555563444365,222.00273676537213,219.58366380723697,208.53203903669413,186.96530402188446,182.14704113393063,193.43983984693304,209.3286844634128,209.41817896235673,210.66205254146593,231.14644849993397,238.71480980626774,210.5991779418685,202.78917143020237,226.5718195799478
