dates,nzd0253-0000,nzd0253-0001,nzd0253-0002,nzd0253-0003,nzd0253-0004,nzd0253-0005,nzd0253-0006,nzd0253-0007,nzd0253-0008,nzd0253-0009,nzd0253-0010,nzd0253-0011,nzd0253-0012,nzd0253-0013,nzd0253-0014,nzd0253-0015,nzd0253-0016,nzd0253-0017,nzd0253-0018,nzd0253-0019,nzd0253-0020,satname
1999-08-05 21:46:35+00:00,333.04,325.06,317.98,324.09,319.37,311.86,313.05,317.34,323.74,329.51,333.80,335.65,339.18,350.26,354.72,347.70,338.90,327.12,329.25,326.34,332.74,L7
1999-08-21 21:46:33+00:00,336.21,328.87,323.76,329.20,329.56,318.96,321.94,327.68,329.13,344.83,348.62,343.92,348.46,361.28,364.91,354.07,341.88,334.42,330.27,330.01,330.39,L7
1999-09-06 21:46:35+00:00,347.43,330.42,333.41,,,,,,336.74,340.89,344.28,347.57,348.71,358.15,363.57,357.31,343.40,329.26,333.44,332.14,336.63,L7
1999-09-22 21:47:00+00:00,342.16,331.03,331.88,332.41,322.35,326.80,329.01,325.40,333.74,338.78,345.97,346.02,343.21,359.96,360.16,349.09,341.48,330.63,333.04,331.63,337.99,L7
1999-10-24 21:46:56+00:00,347.74,339.81,333.30,333.12,329.00,332.09,338.85,337.79,338.18,347.37,349.39,356.73,354.91,361.21,364.52,357.52,344.41,332.22,335.97,328.94,332.22,L7
2000-02-13 21:46:48+00:00,322.22,311.98,310.64,312.81,312.48,317.52,320.07,322.29,331.38,338.41,344.02,347.36,351.55,355.72,365.46,361.09,344.73,346.59,349.79,349.11,361.29,L7
2000-04-01 21:46:34+00:00,339.81,329.80,323.73,322.17,326.98,330.52,318.99,321.44,329.58,338.23,340.10,346.12,348.33,360.46,370.74,363.38,340.46,331.46,332.91,337.58,339.40,L7
2000-05-03 21:46:19+00:00,,,,,,,,322.94,345.02,341.05,335.04,341.20,340.69,353.61,360.95,353.14,347.26,336.15,338.55,339.52,343.89,L7
2000-05-19 21:46:07+00:00,343.11,330.85,330.94,326.19,326.65,326.46,328.60,329.92,339.54,347.07,342.97,344.73,350.40,,367.07,359.19,354.06,344.29,340.70,345.02,340.94,L7
2000-08-07 21:45:08+00:00,331.51,327.86,324.53,321.95,318.65,322.60,327.05,328.32,306.85,312.65,318.99,336.69,339.02,339.34,359.36,345.82,346.93,343.47,335.75,331.43,331.72,L7
2000-10-26 21:43:58+00:00,346.95,327.59,323.08,322.70,315.80,316.82,321.09,322.25,316.36,326.56,330.52,332.99,329.93,343.42,353.35,345.11,335.13,324.69,327.27,328.28,328.57,L7
2000-11-27 21:44:26+00:00,347.24,340.99,332.68,322.89,322.15,325.22,329.19,325.40,327.80,331.52,337.57,341.05,340.16,347.91,359.26,351.06,340.88,327.30,327.59,327.18,329.70,L7
2001-04-04 21:44:06+00:00,332.44,329.57,320.75,316.03,314.87,323.03,330.98,331.95,330.98,343.57,348.80,350.00,343.97,352.89,353.82,348.92,347.36,338.19,336.54,330.72,340.04,L7
2001-04-20 21:43:46+00:00,340.20,333.95,330.03,331.86,333.36,335.83,338.78,341.03,338.35,352.07,351.71,353.46,348.64,349.35,358.99,353.74,348.16,339.99,340.63,337.51,337.81,L7
2001-05-22 21:43:30+00:00,331.70,326.45,322.73,329.60,326.20,321.16,326.35,333.48,334.40,341.51,342.47,349.55,344.04,,358.17,347.45,342.67,336.74,338.45,336.99,336.12,L7
2001-07-25 21:42:54+00:00,350.49,343.09,344.66,344.18,333.63,336.00,343.21,341.75,350.66,354.68,345.16,355.29,360.84,357.58,370.97,361.88,353.47,347.92,346.23,343.07,357.04,L7
2001-08-10 21:42:36+00:00,340.35,328.41,330.08,327.73,322.38,327.74,333.88,337.40,342.13,342.82,339.95,343.58,344.98,346.01,356.58,346.98,339.57,331.21,333.24,330.82,334.78,L7
2001-08-26 21:42:49+00:00,341.62,323.46,322.01,332.32,335.40,333.11,333.62,336.02,342.56,349.05,345.00,350.51,349.10,353.90,361.76,350.56,340.33,326.68,328.36,330.54,328.07,L7
2001-09-27 21:42:05+00:00,345.28,333.17,337.71,346.92,345.54,346.60,347.35,330.52,340.33,349.86,349.28,353.85,345.83,352.64,364.90,348.22,340.93,335.14,332.64,332.12,332.93,L7
2001-10-13 21:41:51+00:00,340.23,334.85,331.75,328.42,320.11,321.97,338.32,324.81,330.31,337.82,336.94,339.10,332.26,346.50,352.20,351.03,340.00,328.81,326.50,325.06,338.98,L7
2001-10-29 21:42:21+00:00,353.25,332.43,335.11,334.66,325.58,336.38,336.63,334.17,342.80,346.69,341.35,347.10,347.45,353.73,365.03,348.54,338.40,333.15,329.35,330.82,327.17,L7
2002-01-17 21:42:52+00:00,342.77,334.28,325.98,321.40,323.15,330.28,336.81,339.13,345.30,347.13,346.58,353.18,352.97,349.50,359.03,351.41,341.79,342.69,340.25,338.32,332.70,L7
2002-02-18 21:42:30+00:00,345.13,328.68,333.18,335.56,326.89,328.93,332.32,330.63,340.45,346.13,346.35,347.82,352.33,356.29,369.76,358.63,341.61,333.13,334.93,339.95,337.31,L7
2002-04-07 21:42:28+00:00,346.63,341.69,336.89,338.92,334.85,332.55,330.58,329.57,335.43,337.03,344.12,348.74,338.30,348.26,352.53,344.65,337.14,327.19,329.71,328.74,336.67,L7
2002-09-14 21:41:31+00:00,344.52,336.83,335.18,333.36,325.34,323.86,329.76,331.35,332.14,334.51,339.09,347.99,344.87,350.94,358.40,346.99,343.57,339.25,340.09,340.12,346.89,L7
2002-11-01 21:41:54+00:00,,,,,,,323.99,327.67,331.55,341.11,339.24,339.58,339.59,347.55,358.73,345.24,332.28,326.82,324.15,320.86,321.07,L7
2003-01-20 21:42:33+00:00,339.17,330.04,324.99,321.70,316.87,323.28,332.65,335.04,335.59,337.52,340.83,348.25,350.17,348.06,359.72,352.32,337.00,329.82,332.22,326.57,334.93,L7
2003-02-05 21:42:17+00:00,334.05,331.65,321.60,321.24,320.20,319.56,332.03,335.65,333.60,338.29,341.61,352.43,355.37,354.31,357.55,353.48,340.01,331.15,330.52,327.20,334.97,L7
2003-02-21 21:42:44+00:00,342.88,331.12,325.48,325.87,324.80,326.46,330.66,330.46,337.50,336.49,338.79,351.35,347.88,352.42,365.68,357.17,344.22,338.62,339.62,333.69,337.01,L7
2003-04-10 21:42:49+00:00,335.85,324.89,320.95,324.00,317.59,319.96,323.32,326.05,330.20,335.90,339.29,341.22,337.91,345.61,356.16,349.07,331.32,326.43,331.64,325.48,327.76,L7
2003-04-26 21:42:49+00:00,331.94,322.98,320.53,315.69,315.38,313.51,317.52,319.11,323.52,328.51,328.79,334.79,328.32,339.79,349.63,347.57,340.24,333.41,330.90,329.53,332.83,L7
