,dates,usa_CA_0285-0000,usa_CA_0285-0001,usa_CA_0285-0002,usa_CA_0285-0003,usa_CA_0285-0004,usa_CA_0285-0005,usa_CA_0285-0006,usa_CA_0285-0007,usa_CA_0285-0008,usa_CA_0285-0009,usa_CA_0285-0010,usa_CA_0285-0011,usa_CA_0285-0012,usa_CA_0285-0013,usa_CA_0285-0014,usa_CA_0285-0015,usa_CA_0285-0016,usa_CA_0285-0017,usa_CA_0285-0018,usa_CA_0285-0019,usa_CA_0285-0020,usa_CA_0285-0021,usa_CA_0285-0022,usa_CA_0285-0023,usa_CA_0285-0024,usa_CA_0285-0025,usa_CA_0285-0026,usa_CA_0285-0027,usa_CA_0285-0028,usa_CA_0285-0029,usa_CA_0285-0030,usa_CA_0285-0031,usa_CA_0285-0032,usa_CA_0285-0033,usa_CA_0285-0034,usa_CA_0285-0035,usa_CA_0285-0036,usa_CA_0285-0037,usa_CA_0285-0038,usa_CA_0285-0039,usa_CA_0285-0040,usa_CA_0285-0041,usa_CA_0285-0042
0,1984-04-14 18:24:49+00:00,168.7893183323571,161.03859923539258,165.17899625972,163.5004731906165,163.70378254579367,169.26967041539228,181.81199287159205,185.56955143594985,190.53309318300498,184.71894479709078,192.1753849221679,176.61465651780716,189.67071063897134,,166.0439260130466,177.4566519726112,173.9938343002796,173.23432025831687,178.86193668356822,179.78302973984816,186.28912876013175,193.58198164121723,198.84039369485035,174.7460733774414,172.56552137961785,189.95791611607692,215.49283395471622,230.80702042087944,234.2823466237629,223.89016331262718,226.63285661679805,229.45146874796995,233.71340660237587,,205.3713145541656,230.89459812332478,229.81891736041456,226.93594423660912,261.7323405052121,272.4388711305022,258.67136506836067,269.1107959910571,270.1541500032636
1,1984-06-17 18:25:59+00:00,171.85242651282172,164.5173850366065,170.34778406528338,163.73733924380352,160.9379905749393,165.53931832482903,171.53125476441355,163.86372918181164,172.7414170758,159.4192113069387,169.36010606167477,181.5070704803843,187.74793906957063,193.71095567102557,186.06027156396706,179.3184777028013,179.1117508450694,179.30703892182376,166.8395942333581,164.46220017880125,178.53697370750896,182.8204681683869,186.85601900004647,175.6759503436919,162.5169213094641,171.2963976464537,222.11979386369254,228.78756151806667,228.8885849954727,217.85029712339067,227.0807512330952,236.0450412406211,233.10462394562953,,194.8592835437751,196.5749762179198,220.76879390926192,249.26153650542489,265.14495072445925,272.21330056794994,266.7805315867352,261.6802480446705,263.1029839672498
2,1984-07-03 18:26:10+00:00,177.81686577670402,173.79637520929865,169.11675579374548,165.15338208517812,154.4465781435658,158.00559903711815,168.644446399597,169.31434289456425,165.11453054860152,162.78504058885187,165.37598580511224,175.38156814120077,182.50503646840625,191.73978088516597,186.5108586258918,184.30744377710866,179.18912247991994,180.1614588849764,163.1333641234335,150.1504466621244,160.00774069046662,164.60565288119503,172.2480206213919,173.1723292386247,168.6391765749554,177.54734233031593,220.6988985306932,220.66449136839395,215.77175827464407,212.25371988430462,217.2170028863848,222.28325868259182,232.31838264709563,,190.83313574701333,206.92667011465068,218.24803767176763,251.89551762320255,259.610208822954,271.4857270224568,263.9744590986029,260.07096783986947,260.3298944001408
3,1984-07-19 18:26:30+00:00,159.64012716507145,175.359398776083,174.34500895075567,153.9783911959944,151.67708664196456,163.14036802187843,167.3095515968598,160.80711610415196,172.1736050762089,156.74045800895465,158.757802153211,182.222446791057,188.99926810409613,200.65543349248514,199.03193733909572,186.17343671408253,180.61141354747517,169.19065096300247,156.27106671847193,161.57584303420097,188.72001027269616,211.59416024879556,206.95573256921696,205.19079266370377,198.78514027524517,196.26032881749418,209.57265460183362,197.0211358839076,199.38818461663234,199.6722456102511,213.36320334137864,218.040801361069,217.98318620818898,207.53693688830447,197.74940276993522,200.47356517951306,211.6601481059395,251.79188767759487,261.58815205675944,283.21057288765024,277.87514611629564,264.90319212910714,253.7702364568065
4,1984-09-21 18:27:45+00:00,174.81411054894997,166.1979766123118,167.75036008139287,169.27612723110553,163.37721767491485,165.42812640735994,174.15014204577363,176.1100452623581,175.3695405259379,170.47319952122226,172.71856843508704,164.594278704348,172.68081485174287,195.79233855744522,198.51040490320594,207.57722749002025,213.90087322573845,216.4845939149992,201.63134596388088,189.08954856205378,188.33508315258447,195.2842997019009,198.21376367282843,197.62042260812515,193.81075881324358,190.8251690368379,204.49676255572305,196.165581375829,199.3643981609923,204.2730028795419,211.4289096965606,218.58221261659733,212.15291120406619,206.05490945731623,206.8343002809607,214.877288528589,223.77796051820746,231.2386036091855,255.56290528513193,254.7698544613504,264.31395288977257,268.1486211101803,271.4718500184938
5,1984-10-23 18:27:40+00:00,164.02349992431303,162.84919056377083,162.5559752624468,170.58492834916564,167.44793240200914,170.80665373616728,181.39165886791687,177.8549269382795,192.654105394062,186.69797159944113,182.7982977802877,153.54911992982525,164.2086723459622,166.92849084244506,,,,201.80390938897412,203.3947498039033,203.84907819902463,191.02831952937467,201.67770197460084,191.58715973725927,188.33195423222614,194.83953769484597,202.04539298542213,215.675021735165,211.14163327646227,210.66049077183735,208.7424943083416,209.75342519813796,222.78936435258217,224.84503254182542,231.19096710139843,223.51224351781448,216.64629055681252,225.9705203991325,230.89559968968422,259.92945764310537,257.13198983150596,257.7370267006148,266.3007242517047,267.1733510475057
6,1984-12-26 18:27:50+00:00,,,,,,146.34815362088005,153.11561310688694,161.8059920154413,158.46476716407665,157.10556296043242,135.4512723460592,,,,,,,,,,,165.54747744305118,,,,,,,,190.8839150395843,198.78804654314737,206.60340640306578,200.14216169973108,,,,,,,,,,
7,1985-05-03 18:27:48+00:00,179.84479847761506,178.83465343882574,183.2216250731956,180.2187445193607,175.19408021598684,176.78420675366476,186.52406560497477,183.49454883215105,190.0546875370697,195.86298170004275,204.066833525276,195.47387476356974,209.48801329643294,200.86515483807796,205.65358003447722,192.8254058903993,189.967637883574,201.40461643943303,208.1338930029113,213.03205335008295,187.70039371334025,178.33148831607437,173.04532268107025,165.70410899755873,168.30113000945468,187.5040371249254,226.4297018774728,237.01812333977358,221.12353956716854,214.14830156138024,218.3969900251087,223.62928194205563,214.993076585025,191.21828885554078,204.0538635946872,212.46206216484336,233.17948641705112,256.1442462099644,255.04020758478168,254.15921483623185,249.96437659205043,248.79943300793462,252.14863884058497
8,1985-08-07 18:27:22+00:00,193.603435906403,206.20199457112602,195.3308111499591,207.37073207845572,196.331129684135,209.71699309439776,217.63814618616237,201.97320223436333,202.1250101818087,213.3711377873506,213.2666690818402,209.75489605645552,206.46031307541045,196.3610712657607,208.49812662928224,225.00823430240612,,220.15627748807253,211.54045469782204,209.01863854813539,197.89837154382877,192.47593447882605,189.87753652455592,183.78981971778336,181.37906310756026,191.01633319123795,212.52422257679464,221.3102682097721,236.2936745494416,231.29790084505535,222.50852194123806,216.44351641732376,225.0681942469151,223.58569548159483,224.26014097819814,221.20658695402597,220.84831568624395,233.64742773000842,249.24031032954264,257.4872178579314,265.7175406581448,247.27795640795108,255.30245107109593
9,1985-10-10 18:26:39+00:00,178.78583664019786,198.3973652574856,207.28706598071872,212.53062073344955,221.9328292993795,238.77614677092902,230.18804120393958,220.43146136273248,225.44523865484933,220.41734951580509,218.2544876237139,220.62492776779382,218.2909641851895,201.7508035970399,204.12226138923035,207.22268141250774,197.29985396329917,200.70712345069964,207.2789775261783,196.09619266926103,192.0613286912019,191.95039822526772,193.08897536634132,182.02861446639633,176.42581440520723,189.09033541740183,213.34346960921002,215.65478012593846,223.37592765012664,228.2907641863717,223.37100468689064,219.36921616970085,229.65686515757355,219.05932511893042,216.6033538857123,221.1808962452358,218.12988826162018,229.71473365740934,246.1861726719971,246.90112908633333,249.43188096361115,248.25020823058748,251.84409896386532
10,1985-10-26 18:26:27+00:00,158.944151304348,194.01206480368336,200.1990918810073,211.72567192361439,213.08814504661015,216.8310885415204,225.20276574410786,210.69846022007533,224.40554717840214,222.2426806777804,222.61087173518806,200.04180401314176,209.52826484453465,209.0975231385231,185.5932141670047,,,188.2232838720251,180.0813725584377,190.82438914800346,189.2054601180712,191.5579178977714,198.944591383063,188.0866691797941,163.7605978157167,171.80032276272541,189.97563689343977,205.09437976760637,214.17202094749808,218.42034320080288,220.63917537040945,216.73228539412685,227.2273101207775,224.4317645430812,202.23892314620304,205.28921893937033,181.50659682851125,223.8033024111729,226.9635930226454,228.40790415049028,236.5400551927603,242.77457911171567,240.2989489801817
11,1985-11-11 18:26:13+00:00,133.06764419626668,,,188.24671562160077,195.6547910016912,185.64644514569926,197.94218293235542,200.2694584703094,196.3228823035162,195.15812135947115,165.2497881003966,,,,149.17332382952299,,,,,191.0709536994478,181.62202138524404,182.28255856312543,183.3783503809016,159.51367783165335,,,,192.28879089607165,190.81917940614534,196.64813769321896,200.19335964615254,206.07146922475758,221.88835714836839,,180.01669058932876,182.0306069690169,153.76234876329733,202.89240713903206,,223.0069971081115,221.69704665901858,228.2362119631065,241.46607711359016
12,1986-03-19 18:23:38+00:00,127.62048155217029,,130.30770821623923,130.03991506141168,128.2277584120037,151.85671319266362,156.92622863977056,143.72408599949821,144.3118806687235,152.8245363138346,139.042671886177,,,,131.67782054045574,,,,145.2450990007193,142.14937778453267,162.4370607851317,164.3586506723577,173.0405140427468,157.14891712814338,164.4731114250118,170.41978704436778,191.29371399273995,182.32207012855167,200.69622485949628,215.29549883239324,,,247.49263892562414,,,166.27695580028896,142.04829680854087,184.70196726119443,233.95038147834492,246.58314320545725,256.69720873833444,265.3191125989375,254.95367484395342
