,dates,per0151-0000,per0151-0001,per0151-0002,per0151-0003,per0151-0004,per0151-0005,per0151-0006,per0151-0007,per0151-0008
0,1984-12-25 14:41:08+00:00,,,226.08567548849012,216.83187081389792,220.37172042427636,218.7297069229818,,,
1,1985-01-26 14:41:44+00:00,,,,,,,,,
2,1986-02-14 14:37:39+00:00,,173.46706942276697,214.06303135156145,218.71418212791278,184.00760768604346,211.1588633303462,171.8770586402051,172.9925972141137,172.1830443757715
3,1986-04-03 14:36:38+00:00,,,,,,,,,
4,1986-05-05 14:36:17+00:00,206.87416665086135,199.0437187681012,202.90437394841152,200.36073775254627,195.25009745550082,188.15835445566063,195.1705429803481,193.3663973905121,197.60173604681626
5,1986-08-09 14:32:48+00:00,,,,,,,,,
6,1986-08-25 14:32:12+00:00,,,,,,,,,
7,1986-09-10 14:31:38+00:00,,,,,,,,,
8,1986-09-26 14:31:09+00:00,,,,,,,,,
9,1986-10-12 14:30:38+00:00,,,,,,,,,
10,1986-10-28 14:30:05+00:00,196.64409901913922,197.69973208275727,206.44093579040015,200.62326252331331,192.21356048263516,185.2178409324316,189.57080090277228,196.06896373246514,197.73297942124972
11,1986-12-15 14:29:44+00:00,,,,,,,,,
12,1986-12-31 14:30:37+00:00,188.01352694055507,176.17151114285195,178.73293402252128,185.30430751818062,177.9624548640775,172.22126345782942,171.1173706694823,172.22077991611457,166.3187040575571
13,1987-03-05 14:32:27+00:00,195.31268933915177,192.94190924834064,217.54667789032294,211.2029471596661,199.31185295910427,194.3861218756494,193.34408966165898,199.59547395013314,191.85863216269874
14,1987-04-06 14:33:59+00:00,200.4563646818142,186.97203454024006,198.60817365237133,193.83221568809685,189.39290767485377,183.17337667394017,185.88722395082368,189.47518584295312,191.88836703765
15,1987-05-24 14:35:00+00:00,192.3293355712249,181.43472405651377,193.10167088861874,190.3619440465305,192.2091872864229,186.93891182328673,193.9365489330673,198.7934521975047,193.7170984636718
16,1987-06-09 14:35:23+00:00,,,,,,,,,
17,1987-12-18 14:39:32+00:00,205.25064611502407,197.2601569849036,195.77426186789563,197.0206560071745,196.87558597857804,191.5647559439501,193.60539863554413,192.2063126876874,192.23959738938188
18,1988-01-03 14:39:48+00:00,208.5050551799744,199.6945491792389,207.5310142130788,208.85134012413718,197.04898124844433,194.2128974462341,200.23646190405367,200.65006656850466,200.1058439506599
19,1988-03-07 14:41:12+00:00,,,,,,,,,
20,1988-03-23 14:40:56+00:00,200.0115342870178,194.58556306736236,212.11083734377996,199.8676036012467,196.86320125887892,195.9163224696239,202.93967491851396,207.47651850888565,202.6850406003888
21,1988-04-08 14:41:02+00:00,205.87230530467957,204.43869371829226,220.00615939202478,212.0162917041449,208.7492028382605,213.694108771745,211.42275769266848,215.51758147776746,204.99691115152766
22,1988-05-10 14:41:17+00:00,,,,,,,,,
23,1988-06-11 14:41:30+00:00,,,,,,,,,
24,1988-06-27 14:41:35+00:00,,,,,,,,,
25,1988-09-15 14:41:41+00:00,,,,,,,,,
26,1988-11-02 14:41:57+00:00,206.5925756387307,200.91058273731605,211.30005266442762,210.4699333007209,201.3833241251852,200.663902907276,207.36654142306648,211.2786063385119,211.11192155620714
27,1988-12-20 14:41:16+00:00,,,163.21350865370542,211.28331081050754,192.50892367986788,201.55767052067378,,175.59573903165872,242.42961042567399
28,1989-03-10 14:40:26+00:00,,,,,,,,,
29,1989-04-27 14:39:44+00:00,,,,,,,,,
30,1989-05-13 14:39:30+00:00,203.13694057728947,202.69829879558134,210.498482454181,207.64941056309073,202.89652537964713,197.8484162117929,203.03116279234013,204.37630965350516,208.89486009590647
31,1989-06-14 14:38:51+00:00,,,,,,,,,
32,1989-07-16 14:38:17+00:00,,,,,,,,,
33,1989-10-04 14:36:35+00:00,193.80314361678316,188.94187490146916,205.1099626968521,202.42799402154395,197.80063397376895,192.43741418262812,202.67921496814503,204.1834646150513,212.01367777957478
34,1989-12-23 14:34:34+00:00,201.6886149733453,198.35033673492018,202.23694930183208,196.9114112863791,188.19325775002739,182.8968984784185,188.30291488982667,192.46229452543034,200.77765806605188
35,1990-01-24 14:33:08+00:00,201.8949973864968,198.70508821617096,207.948805138243,208.78460653526395,199.2431378478592,193.0338313288091,202.12625023903942,200.91228702350602,201.47998545727782
36,1990-02-09 14:32:37+00:00,180.01417513344407,173.9290708027911,194.06925374197252,187.29518998113622,182.46274378433043,172.61737869169198,178.63834001858228,175.74492330687852,172.725044918339
37,1990-03-13 14:31:57+00:00,192.67416365159713,180.56138033663274,190.14001143483068,185.94778363071978,181.44674096514902,175.4463414643769,182.39835252257336,184.4332133614544,185.74720985684456
38,1990-03-29 14:31:02+00:00,201.32501790756075,198.09678809493423,215.82703977556181,213.54591561106534,206.68409484710736,204.37797428377755,204.66779923079295,211.16885999126816,205.77432878716075
39,1990-04-14 14:31:34+00:00,201.07375816030637,191.4052505660792,206.0386741009607,204.91540963128642,198.19398027911083,194.5845194847554,200.96878926091523,206.14087331288636,197.35481673117414
40,1990-04-30 14:31:01+00:00,204.41223977580015,187.84592043208926,208.7642021692562,198.84637261123376,192.56189013334276,190.1320567656918,190.28496098559404,199.47907128555187,193.40755247671547
41,1990-05-16 14:31:13+00:00,,,,,159.72087633749138,,,,
42,1990-07-03 14:31:05+00:00,,,,,,,,,
43,1990-08-04 14:30:57+00:00,,,,,,,,,
44,1990-08-20 14:30:53+00:00,,,,,,,,,
45,1991-02-12 14:31:42+00:00,,,,,,,,,
46,1991-02-28 14:31:58+00:00,193.8576226848532,186.33427699137522,191.69938190870963,193.51829506345393,183.70884134563622,170.51759253013762,188.5012734625282,193.95243199319486,191.600556965436
47,1991-04-01 14:32:35+00:00,203.0629445067283,203.4316501497034,218.3801829868224,211.8747368507567,206.27759378438483,206.24231690865295,205.84769890402063,208.27862929494503,201.86192691865799
48,1991-04-17 14:32:53+00:00,,,,,,,,,
49,1991-05-19 14:33:26+00:00,,,,,,,,,
50,1991-06-04 14:33:43+00:00,,,,,,,,,
51,1991-06-20 14:33:54+00:00,,,,,,,,,
