,dates,mex0382-0000,mex0382-0001,mex0382-0002,mex0382-0003,mex0382-0004,mex0382-0005,mex0382-0006,mex0382-0007,mex0382-0008,mex0382-0009,mex0382-0010,mex0382-0011,mex0382-0012,mex0382-0013,mex0382-0014,mex0382-0015,mex0382-0016,mex0382-0017,mex0382-0018,mex0382-0019,mex0382-0020,mex0382-0021,mex0382-0022,mex0382-0023,mex0382-0024,mex0382-0025,mex0382-0026,mex0382-0027,mex0382-0028,mex0382-0029,mex0382-0030,mex0382-0031,mex0382-0032,mex0382-0033,mex0382-0034,mex0382-0035,mex0382-0036,mex0382-0037
0,1985-01-16 17:12:25+00:00,180.78615002835522,186.74520442576662,188.35128420797744,198.1369115931665,195.2198392570881,200.62787017211093,194.38765420107177,198.65242247714983,204.3696613970715,205.9204019882464,209.85417449510476,208.21910075725563,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1986-03-15 17:14:19+00:00,199.29739073506062,216.3359049430067,219.6065388073962,224.4625160571724,220.64146924008702,220.33390405847857,217.3659816583992,218.44699323833746,215.43840369122566,210.1313721231383,217.3631285638093,218.42051552903885,218.0650862822542,212.79381842897158,207.84749456854482,203.03390082252676,206.68697310529652,203.01662525012793,207.82518232129428,205.6110475002508,200.45370252087315,189.79822859083555,185.7063145370507,192.54228556194462,209.2760672484953,219.8450620279136,214.28738504544356,207.17214072512095,194.42333467102785,201.41581918871242,199.98667288992317,207.08331832840386,205.16032346658295,214.5451089881852,209.93931409377913,218.63046234527482,218.28041480856027,219.2914618828953
2,1986-04-09 17:07:37+00:00,185.00780710309948,201.43973639272878,208.95694980585947,211.4621118187702,207.5985135376298,209.40561394831192,201.93081902211702,196.41506578399702,202.42681421191466,211.89231203894582,212.15041207395888,207.15377127034563,210.8856483063158,206.06305626142603,203.1147087177065,192.24402722116278,196.48596048186528,195.04149734727235,201.28906546021113,204.0864701164596,198.60035724386105,186.83768531472106,190.29924373224216,177.76957487787132,201.42057411942497,210.00690069560625,209.7383916922898,212.0805033534648,199.04322101494685,203.79038621274444,207.69293210731448,211.55603346751806,211.32235543068094,215.41148052905302,217.4886714537766,207.39885453508487,206.12001068772784,205.32672773061552
3,1990-03-26 17:08:27+00:00,182.82817755209018,193.88479198446439,194.36883413099505,189.49416891220295,194.9329473308141,193.07666445230208,194.36319472855473,189.29324284287796,194.12936107310884,194.07683685355286,199.0529014703493,206.6087463800874,197.9822710888026,203.10889116752952,192.06573679298452,191.4052053225283,189.55607078290862,184.0734926145548,188.61268143618506,188.6577851633754,190.58646977035815,177.02745787133827,179.45514394472025,183.8594526218544,186.6618150719937,194.77837761077456,194.6397050092726,187.49911485006294,179.43509415204784,184.0062288257869,188.66732390414273,194.1999177647434,193.45948877882213,199.9580948120809,199.51995780239739,202.49835825759348,198.18923055952808,198.50744020462926
4,1990-04-11 17:08:26+00:00,194.98040403216055,203.9473725497778,216.17523927673528,214.69359975791588,215.20790741093745,211.67933665861798,216.74262081623235,210.4535544395899,213.2766618041156,215.02415740689705,218.88281416256987,220.36233787810448,220.5331605445771,210.4022619058144,202.52106437244996,204.577794201139,202.83450902860184,199.54660247310653,202.61423215048498,203.3079791490358,201.90984789069012,184.7567964778245,189.25427556322336,185.93219090903386,199.3492718598293,209.49945628906318,209.10415536537673,204.54947131248056,199.1557750820678,197.65001260247035,200.81291510519677,204.03375280628273,207.31434648194846,214.51281269547098,211.30712665831192,208.96922372352546,212.7257531062664,211.62620589507003
5,1990-04-27 17:08:25+00:00,202.74111459608355,214.26840902208656,214.40187393189052,218.49744964581305,220.76073704920384,215.51397833268265,211.66242807869628,210.39892208612,202.60110649145324,208.6378425979027,208.00825075107085,216.6047211957044,211.01263530979998,207.71057566984717,198.44077908941236,197.29656700936155,203.2058561891451,202.79115992452373,204.0360080834726,202.0974053078374,200.5816421513626,189.99166051141765,184.34499406931093,194.76764516904876,211.42880987401097,216.77481828759343,208.0935027272676,201.6904853940655,190.74598877061243,195.36233494045504,199.29043987717122,206.85877164486354,207.4897825997159,207.11816069522519,205.8348046857996,209.8057982370402,214.09538830864045,212.0679179891257
6,1990-05-13 17:08:31+00:00,205.33666841568973,206.86221486015174,213.1179627097776,217.91161331339353,219.6997844453036,218.10447868620798,219.59945339627578,217.99013782727124,220.59272478769384,220.44326570139694,222.00911654295246,229.80314104978197,226.94474175761118,228.1374015117698,213.32941003742266,211.03875750120167,206.8111637000577,202.94165118141618,202.13651598047048,201.50569445191908,200.47638460512482,192.28230610490886,192.65161517348645,195.53035079044562,206.37701818552938,216.53451149146258,210.12658347722999,214.08239451667538,206.19791601982328,205.96519777143192,208.1212870355988,207.93027369614737,215.70874143750737,208.1652560379968,213.12658423045082,208.98382030243033,217.9798314317112,213.70250061444452
7,1992-08-31 17:04:23+00:00,167.92479277963477,176.85357517205844,183.76606683030585,191.2416498596925,183.9233045601432,185.9952207897836,190.8798477287868,191.93509478262976,199.27825121039007,199.0390867961317,206.76694799459656,209.83264700954004,208.98944350488856,206.1272811441354,202.99508852694962,198.82940068323583,203.17873204305104,198.17012784785996,195.0453958145842,197.60041549362032,200.01711493139283,188.736419353014,183.83003257046622,190.41174505215656,207.25565046894425,204.78683977041445,204.97412550658913,199.370542647001,189.59638182870486,189.34356342772213,201.46983044137647,203.37963196606955,206.9481037961278,207.41852466194524,209.36390552096267,205.68537826532688,212.30678486734044,208.21935256858623
8,1992-09-07 17:10:28+00:00,157.7556529613498,175.09445486006575,179.2734469377779,180.05834502460095,183.35844255228506,182.2342287848389,190.23239952731973,193.20504061192415,185.8203847781858,189.30194971347575,192.45589480963622,193.12648238095485,193.80503480827747,194.93935194473246,188.48326571181568,181.53842952589164,191.50279168601304,187.93326835897682,184.184545766167,188.71582107439892,189.90448616593454,179.83446246790146,174.87889749076916,185.1535876653319,204.01372104608689,209.78164229379553,198.8944312479056,192.5140455785494,179.16573775041084,185.64382762000537,189.26730613664756,196.96514840174927,193.24611523629838,197.82772562510976,197.05643172345032,201.695190651028,203.69976322422437,204.0627212341648
9,1993-01-13 17:09:51+00:00,177.7259305578418,182.20724535695305,194.26358398978346,190.62523113860584,195.74415082046534,200.84599320466182,201.72919866185563,208.7232938572266,204.43883437085964,210.92339321335828,216.26537840728406,221.98106931616468,216.9094321513413,219.4321106553548,210.9088480354451,210.29008624018917,205.7489940082427,193.83528966880937,198.23940007330327,206.19878922771446,203.46239150363272,190.4166599761275,187.56391391974705,193.20927249786592,206.5829151576934,215.11225192546033,209.51949318592747,210.90203475670992,196.51006226690373,198.81812017366607,208.50083497052816,198.8315052751177,201.10161676448163,202.4532830719384,203.78415971120322,201.65695492074866,214.69055710986768,213.50033045471164
