,dates,per0214-0000,per0214-0001,per0214-0002,per0214-0003,per0214-0004,per0214-0005,per0214-0006,per0214-0007,per0214-0008,per0214-0009,per0214-0010,per0214-0011,per0214-0012,per0214-0013,per0214-0014,per0214-0015,per0214-0016,per0214-0017,per0214-0018,per0214-0019,per0214-0020,per0214-0021,per0214-0022,per0214-0023,per0214-0024,per0214-0025,per0214-0026,per0214-0027,per0214-0028,per0214-0029,per0214-0030,per0214-0031,per0214-0032,per0214-0033,per0214-0034,per0214-0035,per0214-0036,per0214-0037,per0214-0038,per0214-0039,per0214-0040,per0214-0041,per0214-0042,per0214-0043,per0214-0044,per0214-0045,per0214-0046,per0214-0047,per0214-0048,per0214-0049,per0214-0050,per0214-0051,per0214-0052
0,1985-03-01 14:30:13+00:00,154.7771604478489,162.3403543283882,171.977978438137,188.75190589159763,200.29515792075978,179.4949755044675,178.57459056249246,182.03444222668497,187.90935382264652,176.91178672477952,176.24635968558374,179.32523692704206,185.14615218819034,166.91869354741397,154.9874025033734,163.2406418567837,176.43561317048332,182.17414493427768,171.30128906402047,175.7353720196592,169.48891739041252,179.83114345912153,191.7295245474668,180.82090763952667,157.99479681372907,187.31000230863017,167.57567333551577,170.8531585859525,187.0822467688896,186.02351362724332,186.49541530611907,171.69123701709552,190.14678218667368,192.78729042435387,184.91868503319495,171.48921445408206,180.29541658964544,177.33193539178674,179.38114741783602,182.32259430092608,186.1105414375802,173.07417022694491,161.64403410247266,170.64060890480766,177.8629399218063,183.9443020186812,180.70049660601424,186.71054575718267,190.92411922205247,218.38784971880554,224.92191035525292,221.07974869764215,216.44360407212204
1,1986-11-15 14:18:13+00:00,192.73323617125865,192.23073856354387,189.97582936301083,199.1218524850122,211.10412506039935,199.18627990250036,194.09795197692543,196.04594438708415,190.67815657431345,188.30883132527615,193.4736283128743,194.89953416743543,181.10318841854135,161.5916718406793,165.19660140044655,172.9392257081106,174.60454839708555,168.6308722529486,161.48162259626733,152.5325241400864,155.25746478127854,176.6680554358859,187.68291154274488,179.94435191929338,166.10934097174064,194.31231959658197,166.18304237751295,161.91969748882414,171.33919612241522,173.90018193906658,177.517098998854,182.08929435278282,181.78546725571348,174.84155954431662,174.66040947325445,178.14514417873013,188.66720048608178,190.81068921791604,184.10399598413215,180.51565707763757,189.2530584006904,184.2391464771018,168.95638141329158,176.84662659284476,184.09987611128744,175.3209334520907,173.52060329135733,164.53508845710442,164.5221046105058,194.90411499768805,208.19864109151655,204.6541057004322,209.80515630961753
2,1988-02-06 14:29:16+00:00,207.88077257533666,213.0125444280332,215.11873369466568,228.9233932844444,250.22977207913144,248.90829440520108,239.55926752111074,233.83875267647778,231.16993066824878,226.05172523705525,217.89168188849615,213.69895808266165,203.4063442723809,168.06613034937166,179.041427610581,181.81914464257645,198.2308912588748,203.5926596437149,195.89834713871733,193.2403124735676,188.38154888333847,194.84758374038546,205.28325995344986,196.37267192296713,167.4992281297845,196.35473923170198,175.71677066549293,195.24420534694195,227.32383205652755,212.36060190430683,202.74457101257116,198.01269962175041,204.68658211976106,212.4536647726371,215.67572288584321,205.53485553543877,205.84437100441366,193.99861369489395,191.27956888338812,202.18613346997816,213.56623011992517,204.8975562444955,190.72864058040327,187.6156992069575,196.06036714949795,186.89773846144206,184.33740015705038,179.46137919029493,182.83182454752276,200.6792015041784,210.44882125298543,213.56699494366578,209.85670903938453
3,1988-02-22 14:29:30+00:00,198.7167734801023,207.8504575309909,213.27790065998394,225.05005024380912,241.6068971156908,245.18774594828446,234.61782922564407,227.85820914840062,226.50677590674547,221.3683910550509,214.9972417360368,212.99904577359698,206.37430662620088,174.5105829407863,171.16054194079936,176.43083533577138,187.13373717481758,188.90203486741726,185.06310624040623,183.19361761908348,181.08529555963005,185.96475744912954,194.36626717440183,185.79046377716523,173.69102283468786,197.25502381140575,178.63632742328525,199.97151260505635,219.92136225579847,210.6577654267813,210.32648203252185,212.836527783252,210.5534936814077,182.52412529605337,196.66784530300063,216.14673442954498,205.22418531188848,205.66556588208718,204.65017057483863,184.8353874344954,200.6034972586896,193.93042201097404,186.52150513361502,182.49578133201726,189.9679114671875,185.97608191837014,176.21103174140606,166.0013043354054,180.9251400518321,194.48239276816878,199.50587978866534,205.82311423787988,203.41123095465488
4,1988-04-10 14:29:52+00:00,181.85025188909015,185.17055940619687,188.94984059714125,207.8447873612763,210.05421230859383,218.61757565629182,200.11796724182648,217.34733993366194,196.47468639442752,192.59811878933448,201.47646939711473,201.95028712174832,211.80670405479447,201.65591082615646,170.65813796223802,157.20443720161313,173.41719135953736,170.0969128430623,182.67650120020534,176.4619401264686,167.9499560335359,188.95651376551257,199.4568001407987,187.62756233305265,170.30575162846173,192.7995952779387,165.24179839995668,165.46040156287532,192.07506753452233,200.6467398151091,202.41243843587728,203.17483146188874,219.46555258609922,197.26522606314683,199.1860817954045,204.55459419752316,184.59849284123948,165.21523312959658,190.66577239412865,207.33065740697933,195.51358845221122,178.81608036216596,183.86566057783128,181.68978127095932,185.27566414463874,179.12078987717473,174.12233681170338,161.28010786956082,163.80178380659248,200.61093617319338,213.37239923892207,195.99342861195998,191.1294736121589
5,1988-05-12 14:30:08+00:00,182.22609712984394,195.38370443502552,184.710555421358,197.0428946939139,219.34086606632837,210.2243464830146,188.97748465719172,194.84720699528788,209.70083518647434,205.80452468500602,203.01348005241124,203.20391649290266,198.9528024182842,169.1686927996661,152.15639372568359,178.2273259065244,181.4392639840195,188.39437626250825,178.72166995216656,184.1101462564016,165.71382321688387,189.2485312100302,198.36563579797743,185.5304303576585,169.1696672221288,193.6352202374486,171.21815217301895,178.85118370766764,201.97814417973007,193.92861450801297,169.92646810474182,187.90150796230395,225.54503972796206,183.0980094866888,194.93745469519413,190.74679300291902,160.31818886856976,202.63538267291352,216.23693297189385,182.97215712775315,182.59621422357492,197.55354424807655,184.16321600870234,182.21401775540986,186.1502810017451,180.45839474269061,171.0971078931354,164.7609286978296,162.408131065329,207.28933348370907,201.70329927184508,205.24266517358805,193.2870975776768
6,1988-06-13 14:30:21+00:00,165.60609256349966,,161.7750235500233,179.5980550193765,,,176.9383579381655,182.01848904908204,184.94839475686007,176.51774607759964,167.11883490179193,,178.02115192293994,161.2339873393935,161.3172733554787,165.44043237842766,162.55067564657,175.08884964402856,152.53363423313243,158.15239204457816,159.39127904957522,179.51735243003938,194.49106015372752,185.34657948954018,164.70099816107202,190.1223868459397,158.96079098102356,156.2989531882755,194.90808686493156,185.55617263878423,175.6470638934556,158.4884717621359,188.0847001541732,189.96961793501612,185.79964808141412,180.68702868028865,157.9551452526545,176.26124606522717,191.35263230361733,193.94320105509564,184.0448320747216,167.1758578428172,170.90079166004583,179.394508923965,188.3119088773702,178.04983903398684,177.6080373101605,164.3084646793297,168.0239673405537,198.55963586042822,203.20160884476292,200.74909241901204,199.01852358449977
7,1988-11-04 14:30:24+00:00,,197.15651837908123,,,213.52558174773574,203.18533735264023,,198.6891631627678,211.3241136040616,200.43830932804508,190.64920597481824,204.1816993220047,166.7728185924711,161.72824147343792,,185.045401080683,190.92182830696987,176.06707119967797,153.96943630183983,158.85937457479073,173.38172583669092,185.42571862930032,193.3387057694286,182.569939831924,172.22233976169792,198.62975220226141,172.0855191909003,179.10689771830357,179.91908568862723,173.0004654554102,188.76639827835479,,180.94518178383206,164.42632936358518,202.63896300268323,194.87540539898424,172.88828769789453,180.5754477142419,178.64886285747187,198.17024223989887,201.7939720816339,195.05740703496278,176.78268771946472,179.118206866981,181.60261992554518,176.5917128558429,173.95559863406135,168.82051041267482,168.8210731306817,190.80717272868807,203.48073212037144,210.97977367933564,199.33853778834853
8,1989-08-03 14:26:45+00:00,,,,,192.25759731427524,184.25657670450178,167.57089431042752,,,180.71183172769463,187.21109578952786,182.02015733964134,168.46353984358848,150.89109915118797,138.81035549374295,158.80418981683204,139.6371610182484,,137.58937318492568,157.7853733117494,,,192.33648333080436,184.70985327780687,163.65355346592702,190.52291872363742,,,,170.66392400402245,195.8886279712839,173.24824623929052,179.09730598804097,182.76228233830346,,,171.89879369549396,165.25161289732495,180.81344647393908,176.60306220581012,178.88546854804272,177.37561365665815,167.9347362058734,175.92291727316703,194.99505968765266,179.23017533589493,166.4942887129282,168.5633686872828,169.88041440323065,196.41898324676484,197.87013729771442,179.9868919718057,179.0239375175682
9,1989-08-19 14:26:23+00:00,171.60661519699445,,165.2045096614354,190.30627260225492,199.74336614853132,186.66580447216575,170.21902398760292,,,181.35723159483922,173.4991510985811,163.1786494600058,173.76844715141027,153.3069752360249,148.4483736329469,156.20785571286444,145.26689712766958,,158.23419791043548,159.57960048049546,156.97369470102015,173.65808130537334,190.41651374688337,191.2363160515957,169.3605078134695,193.5874179685797,171.3761542211309,178.45010394837954,170.83438285246558,176.77796951318172,195.26739012139822,171.50162941230465,175.99083729464758,183.68725135741218,,175.45390854409138,168.2849569080864,164.2476332090693,181.7157404683284,172.22251517757567,182.46950081623368,168.64204194535304,167.86245789240976,167.97794977804202,185.84366873757187,169.70037424638508,165.34519697362538,163.5425206073806,159.27195595282436,186.03895407168127,190.78427084295845,181.83863085651313,188.78203211458998
