,dates,nzd0100-0000,nzd0100-0001,nzd0100-0002,nzd0100-0003,nzd0100-0004,nzd0100-0005,nzd0100-0006,nzd0100-0007,nzd0100-0008,nzd0100-0009,nzd0100-0010,nzd0100-0011,nzd0100-0012,nzd0100-0013,nzd0100-0014,nzd0100-0015,nzd0100-0016,nzd0100-0017,nzd0100-0018,nzd0100-0019,nzd0100-0020,nzd0100-0021,nzd0100-0022,nzd0100-0023,nzd0100-0024,nzd0100-0025,nzd0100-0026,nzd0100-0027,nzd0100-0028,nzd0100-0029,nzd0100-0030,nzd0100-0031,nzd0100-0032,nzd0100-0033,nzd0100-0034,nzd0100-0035,nzd0100-0036,nzd0100-0037,nzd0100-0038,nzd0100-0039,nzd0100-0040,nzd0100-0041,nzd0100-0042,nzd0100-0043,nzd0100-0044,nzd0100-0045,nzd0100-0046,nzd0100-0047,nzd0100-0048,nzd0100-0049,nzd0100-0050,nzd0100-0051,nzd0100-0052,nzd0100-0053,nzd0100-0054,nzd0100-0055,nzd0100-0056,nzd0100-0057,nzd0100-0058,nzd0100-0059,nzd0100-0060,nzd0100-0061,nzd0100-0062,nzd0100-0063,nzd0100-0064,nzd0100-0065,nzd0100-0066,nzd0100-0067,nzd0100-0068,nzd0100-0069,nzd0100-0070,nzd0100-0071,nzd0100-0072,nzd0100-0073
0,1999-08-26 22:04:44+00:00,204.61967658603422,187.58905975331322,189.51488412777888,,,165.5197632700918,,,,,200.46577848371257,,205.12789550804374,226.86238245707796,219.84433023255687,213.2281982739447,223.1527828122827,215.20203107706902,218.52698835400597,215.857242458621,187.08898188363435,217.70397152842577,229.47499782010067,213.11474658013904,213.32357756215623,220.9746627178496,,198.022568996226,229.02854130170255,225.64875918987474,221.74205235077343,210.74286680607557,205.90423377744796,218.59692350509224,223.00450287538249,226.7200809655791,235.54594791497803,228.41594944045647,238.5234197843865,231.17106306501003,,224.67157856012892,229.00572635862434,219.59355066341658,215.36265065400724,226.14323143269834,227.79933823604352,236.93576212853358,240.37257987780586,249.02407241248497,233.26370070917162,233.35524906879297,221.5915257027212,225.44025411934072,219.75304052417175,219.73591690822505,222.47757509576326,225.23461153943262,233.7862514610793,246.11873249180493,264.0023250888703,303.7883090403841,263.401771001537,239.98130488290062,235.4660831352014,250.8815022393745,238.60126965088918,232.0760310311383,235.75723540060852,247.23210648606434,243.19537049381083,230.27783560520137,243.29737050415642,235.5808478786586
1,1999-09-27 22:04:48+00:00,190.3513621589094,178.6464096213746,193.8002693090797,160.3872170429642,154.61382167555166,166.27045020548707,,170.76768873100352,167.5985176643444,173.43248264730084,185.06162630707377,193.33537623385268,202.59892904264154,218.6049996357466,,212.24735648939298,226.16658567653215,221.74126670264087,225.39369496356085,221.58545363846386,190.37250272063918,217.65144316596948,226.80052094645842,217.84234892369273,232.27052454172926,226.14308374251192,223.14119317571797,210.1675073932421,229.02990508101698,233.97439139319107,227.0896137864132,202.62679680070408,213.3037201476609,230.4764090552825,220.80182226850866,233.44626834408237,238.21613253762405,240.85858375404734,249.57538977692417,241.63126901205908,246.79138282347787,249.45868127298004,235.26584433989638,217.04827232416866,220.67955664876774,229.19576909751342,238.9281002877126,248.24973311103355,254.17199229315946,252.89022429285995,238.00712634395921,240.561038867413,222.34343683987117,228.69044606344937,241.5242107225575,240.12987978277843,242.68957726164606,243.56721075388384,241.29469916867976,255.80435362821981,270.9351049950016,323.7201871202259,263.77931448773205,238.6419268082431,230.837290744268,246.48613467844825,240.11111694153385,233.6094590393445,234.86595687357564,251.16164297286085,259.1308409139402,244.5739696639734,243.17185250202144,250.7756649082532
2,1999-11-14 22:04:42+00:00,175.4977782227367,149.30185255715853,157.814536699073,,155.82306450561398,174.97686912450257,,160.287588220631,165.34409369377752,170.2743821892499,169.2258897198829,182.06201560619405,191.7648790738923,206.2084560571527,,202.15715051549407,215.74791035879548,216.1728386699492,215.6860606051978,214.67766209816497,194.59874934526013,,225.18390273727655,227.98225871691957,224.48027725585035,229.2146884610756,203.66362314066873,200.95581638384309,235.88841730320738,230.06198210442741,223.3210831808679,203.24328856975634,193.64145944869995,229.79786719481643,227.00357346552082,230.89758605117706,236.2636535270602,234.5536202423635,248.77055527745713,,230.8063439416578,240.08515467923033,240.02634273998612,203.07333931599015,200.12326189075768,216.46925129809895,217.31849983854303,230.86287914874427,245.05685451284046,247.80243399481157,227.9475524751282,239.43592135451283,212.10057795333714,226.9503023751997,220.48130970398566,211.5232108504749,230.2595577526352,240.71077752444754,248.82241752683362,258.64223195439416,271.64833870919267,319.4848267023168,253.18018594247525,237.95090182929525,228.5128864597263,235.99440080986216,236.0538479673588,228.6755023904821,227.9130411928706,238.00229562594203,235.3329861641238,232.82514806133128,239.3558538869452,233.92432797896436
3,2000-05-24 22:03:46+00:00,200.90643962814784,177.3543739778914,166.83780965989658,,177.91761652833455,186.69095268341886,,183.2231203387253,,191.34077329356936,198.04024157759122,199.86421954658823,210.43115736653914,223.25210358417877,216.68003076959087,,221.1010881415886,214.27081203097617,216.68859863199094,216.66937487352246,189.86831840293007,206.01214531789864,220.00749100059159,,215.6257222335372,211.4377601987938,207.12968556402728,203.02157184098883,226.351460082911,,,,,,,,,,,,232.1565625715275,226.46040009845765,242.5317917060236,226.5554907800049,212.78807439459672,229.7448367684765,226.24927719186252,239.00217183332757,242.79165091798063,245.4938659376743,232.65075381598808,232.02935824444222,228.0553526905755,,218.83184758841898,215.6544569839354,220.85309942143581,224.4996078217444,232.1829113748849,243.72763835702403,253.45017959529412,294.5852886094277,255.4882907639976,242.40483397697426,239.3635257113499,251.8110528314183,244.476662733318,240.9339598132677,240.8549425265341,250.10104229167723,248.43049661454626,235.82400854202496,239.35201196182484,232.27123734461608
4,2000-08-12 22:02:54+00:00,,,75.16453405817313,,,,,,,156.51810129651813,162.72517050287368,171.6601598535036,172.38622318388164,185.73233960766552,190.56177278780248,187.42546825296202,202.24734043578988,191.43916248544912,192.88562324405868,188.72561158444245,169.72057459288501,186.7492488691888,198.25593466840664,205.9825545008123,202.79763381313285,195.36110069771175,183.314629315228,184.143978081857,222.1633968691992,214.02805146609197,214.34544491899953,191.44249873133623,184.75965887379513,205.41985202909981,196.56263017046066,191.83072625589574,211.20827787266364,211.53300526877265,215.03664595809317,195.9728761585879,202.09327050644774,202.82794737099064,212.3077838030807,189.48317945528066,179.1748995082041,196.36606195129073,206.95814520554958,214.7153761638846,,207.22245910360016,189.5808404184145,207.135700652983,192.20807238369363,183.88761174706661,188.1783946715974,184.08857915010918,189.67882130620447,204.07721002687364,212.93964297555468,227.1807408347208,237.54111411926962,305.3912635509309,251.77495349942842,,212.8905976336754,224.86274515404705,219.03470513635045,224.20857579634,223.52869212269692,225.57814250846923,217.58755770927675,208.0524092404148,213.89987884379258,206.26814952352456
5,2000-09-13 22:02:26+00:00,177.67989155776752,144.58445332540606,121.29554592303295,,124.64575139453524,120.58966716855033,,139.46453285140944,147.53944580620077,164.41027878823093,167.05466823455507,166.48801906508623,177.97224566538202,202.18700261538618,187.4139255184838,182.0281201398672,193.9839335198619,187.26238714658922,203.3437163078902,,157.97375198198202,181.54748609240244,200.91495785448916,200.4789269386003,211.60674938632286,194.53605773487425,181.2878233958526,179.89724541756394,208.66825479191846,207.3728120516052,196.23365096951895,191.30809804806103,187.22503460316594,195.85597851776305,199.08240584313137,,206.52560304347668,204.57051503751129,208.99493413551394,201.15210003844354,205.80632498761588,203.16278899792147,202.3845100976085,196.6262284819929,192.3128031528624,208.53726942120363,204.91306459689466,212.22375782536733,229.69556218981725,223.2624515289308,191.67632764094685,194.64521930098073,193.3202995522325,192.7854553476107,180.52324337530948,185.83314620733668,197.03700762344445,205.2790645631167,220.0541504923437,222.75061587075632,235.33758640505576,302.70159781004884,243.49427232398224,220.76708562318288,211.38848289047303,223.05774562290262,215.7898661048157,210.39567906388066,213.2381187326377,223.02904249980676,217.5409880196695,197.840288793797,205.9410290784603,193.30246145747614
6,2000-12-18 22:02:14+00:00,171.17690315254765,153.00984749866976,124.93202862627936,,141.0428760802685,144.07037086032776,142.7619496344386,138.40280571069192,136.97590411055242,147.48153649904134,157.70350843036312,161.7552633225936,164.7075905574177,176.6523662880779,174.54111652418993,154.5136356639197,173.14292421297773,,166.98846791557014,168.54224032773894,154.9232795693652,174.45068992937652,187.33064321985847,179.97497548386738,189.82211448915584,181.85010379653923,177.0671590470594,156.24438393783666,176.60463125623355,180.57517201216598,194.36770803097792,178.38784298978624,179.77334777266606,190.57555067656574,183.7842513298261,195.12814373498503,194.7352998603398,185.5346516977825,189.65177056772572,188.34033181162445,191.34800463368177,194.7002947764349,199.0556537486715,183.67035093562578,173.16093313248385,186.4215786456161,188.56662443516586,184.1468790804317,204.15909391424873,210.4623664184504,191.7267860971211,197.13283109207788,178.27940206391057,169.5076833253509,166.1113656319399,169.49430572764118,164.5715857925831,174.92257936227725,186.5354119183802,192.26253933652566,212.26105554736142,264.4717866029911,228.20897968733695,212.61562197954697,,204.08273949791854,205.53116188482164,196.3996196344776,202.04322214960035,212.1635122919673,202.04006592170657,182.7753710321054,193.36971648607357,187.68217909546794
7,2001-01-03 22:02:12+00:00,190.7782601994656,171.4790938845249,,180.41401732891657,165.71388975962236,162.032184434326,,170.51634625812923,173.38325160470143,178.90185351469782,164.26284130437276,172.82922059296246,174.33784300450807,202.6050571258763,,176.30187298049248,196.07833620802066,189.02697559875585,187.36446281947232,,,,,208.6745248215658,207.4171421548511,194.88456622447956,192.3604520963745,172.3537320428922,200.40882349963158,216.04011095574072,214.99842217544247,196.89517187884718,187.70410558624872,204.25986755891483,205.41012752133122,213.35619770258404,218.76337342549772,204.67376148652295,210.04898996614176,210.2144556942396,215.77230122755265,209.39123705480318,219.5121621581966,213.33211224332572,197.88894020598434,210.20130582667238,208.12914380529944,206.5216140745454,220.47257776136712,230.2152307990395,217.45868840404714,223.04211092911854,201.77458604901474,191.31339795657846,191.77161606231522,192.10474968391873,186.11169266682936,201.5498103392589,212.3692117724196,221.78720199792468,237.39768512494942,300.22849241336377,238.27006075529093,226.18730417163601,217.53804332422067,229.29001216298474,216.6511372262632,213.160218978765,223.9387559392844,230.94495551278118,217.591295061469,199.0818526486575,217.01710919530282,209.1821555612216
8,2001-03-24 22:01:59+00:00,173.65428818437053,150.82337716096353,151.92005943110217,,163.5857002366591,160.97975500983765,154.5796554132878,157.29113602204467,150.76127128903443,152.23432710547752,157.09882176535632,154.61071388086341,164.11884191937634,185.12439764502736,186.77551900015467,178.4010871003696,183.17356301986888,182.32894045823804,,158.40076816461513,155.4318988359219,149.8852401694727,183.46179974861926,193.0447673992326,204.04368463870804,194.64497593455698,179.28428172063445,176.3543533104931,207.01596236136578,207.5447922369568,201.1003298463622,,205.4603196970344,199.33535815520503,194.81214893861736,203.69718429035038,207.5301792389307,,202.04476969339206,186.2280605798737,192.16779135946217,208.14778089446915,218.17949576550586,196.57373539898097,182.90222762358948,194.25179916397934,205.8218788825797,207.2915311765576,218.95699600644014,224.4505350710003,213.62291876109188,200.59324363849458,195.65135147502164,181.82212252740112,189.83509269752662,192.76872568343907,206.03427878777933,209.1872419789003,220.7875967773171,204.26999752791028,226.2523138588862,291.40497102897456,242.22318968971652,225.8319707410557,210.34416262546475,221.2894199509443,218.42610238008345,221.0604292390469,216.99495616493147,225.2585367629836,213.73317971692526,196.50428543931542,,
9,2001-05-11 22:01:45+00:00,,,,,,,126.745560204588,129.49412261174214,126.71534169991301,128.0432573898163,139.9672994148141,153.01024825123352,149.51977900890301,153.60139417058986,,153.18886490576728,177.58529515373553,182.57765720665344,,177.47592348884342,158.49218629337477,,,,,,,,,,,,,,,,,193.79084044216697,195.13386888281093,182.46788683487944,186.61574984394474,194.76320378109753,199.80619886089698,191.05282468305657,184.63801644870813,187.74243810587387,180.24812440333525,189.17540759933604,197.85389151492632,215.31886474104783,194.8614152362868,197.25221295673583,190.7467559442913,180.1428335843093,172.41030501427605,170.75045981025002,,,,190.67032730944823,212.65000878537995,271.28372772403657,224.228546053996,219.2774730386824,196.21060608652567,218.23873790427453,219.87995894044377,214.6510617118408,214.5168299533312,210.65005429463355,,180.2858850160136,,185.70299976422487
