dates,sar2469-0000,sar2469-0001,sar2469-0002,sar2469-0003,sar2469-0004,satname
1984-04-13 09:26:43+00:00,,214.90,,219.33,256.80,L5
1984-05-06 09:33:03+00:00,212.74,217.50,233.91,225.24,244.50,L5
1984-07-18 09:28:46+00:00,217.98,220.68,235.72,230.94,244.52,L5
1984-08-03 09:29:20+00:00,218.61,222.10,237.26,234.56,244.92,L5
1984-08-19 09:29:27+00:00,218.63,220.82,237.51,234.57,244.65,L5
1984-08-26 09:35:45+00:00,213.14,216.98,230.92,231.28,241.24,L5
1984-09-04 09:29:37+00:00,215.04,218.36,232.29,232.74,241.63,L5
1984-09-20 09:30:04+00:00,213.76,218.71,232.46,232.06,241.85,L5
1984-10-13 09:35:49+00:00,213.47,218.54,231.55,233.26,238.52,L5
1984-12-09 09:29:34+00:00,215.73,220.49,224.91,232.87,238.50,L5
1985-01-17 09:36:05+00:00,213.78,218.96,215.54,228.89,237.86,L5
1985-03-15 09:29:58+00:00,208.17,213.01,195.48,223.46,235.26,L5
1985-04-16 09:30:15+00:00,207.79,210.11,172.94,220.36,232.22,L5
1985-04-23 09:35:59+00:00,210.15,211.68,188.63,224.16,233.87,L5
1985-05-02 09:29:43+00:00,210.84,211.02,197.82,225.59,235.58,L5
1985-06-03 09:29:40+00:00,212.72,213.06,204.36,228.67,236.89,L5
1985-06-10 09:35:50+00:00,205.31,206.59,207.95,226.89,235.03,L5
1985-06-26 09:35:47+00:00,204.68,206.57,209.95,226.54,234.97,L5
1985-07-05 09:29:33+00:00,204.97,206.88,211.61,226.66,235.66,L5
1985-07-12 09:35:41+00:00,205.97,208.34,214.14,227.48,236.21,L5
1985-08-13 09:35:25+00:00,206.44,208.72,221.86,229.46,235.80,L5
1985-08-22 09:29:32+00:00,207.27,209.24,223.38,229.48,236.82,L5
1985-11-10 09:28:33+00:00,210.35,215.58,226.87,228.16,238.13,L5
1985-11-26 09:28:17+00:00,210.35,214.24,226.87,228.16,237.62,L5
1985-12-03 09:33:55+00:00,210.69,213.62,225.17,225.64,237.04,L5
1986-01-04 09:33:20+00:00,218.25,218.38,234.50,227.17,242.38,L5
1986-01-13 09:26:58+00:00,211.16,214.33,234.56,222.63,241.66,L5
1986-02-21 09:32:17+00:00,209.24,209.10,,218.05,240.40,L5
1986-03-25 09:31:37+00:00,203.67,204.08,,215.63,238.59,L5
1986-05-12 09:30:29+00:00,202.04,200.41,235.69,218.54,238.47,L5
1986-05-21 09:24:03+00:00,204.10,202.47,235.80,221.00,239.19,L5
1986-07-31 09:27:55+00:00,207.26,203.37,236.05,225.25,237.72,L5
1986-08-16 09:27:20+00:00,209.94,206.97,239.04,228.03,238.85,L5
1986-09-10 09:20:39+00:00,210.62,211.53,239.04,230.23,239.98,L5
1986-09-17 09:26:13+00:00,211.06,212.65,237.65,230.59,240.22,L5
1987-01-16 09:19:18+00:00,213.81,220.15,226.76,234.52,243.25,L5
1987-01-23 09:25:40+00:00,210.17,218.63,216.77,230.96,242.67,L5
1987-02-08 09:26:15+00:00,203.60,219.05,204.57,226.83,243.31,L5
1987-03-21 09:21:38+00:00,194.00,214.61,191.86,222.03,243.89,L5
1987-04-29 09:29:06+00:00,200.85,217.06,200.63,225.70,243.41,L5
1987-05-15 09:29:33+00:00,199.57,214.09,201.67,225.58,241.69,L5
1987-06-09 09:23:59+00:00,200.60,213.90,203.95,226.24,242.03,L5
1987-06-16 09:30:19+00:00,198.65,210.62,203.64,224.55,239.11,L5
1987-06-25 09:24:44+00:00,201.05,211.84,207.63,226.10,239.87,L5
1987-07-11 09:25:03+00:00,202.84,212.84,210.52,227.86,240.43,L5
1987-07-18 09:30:57+00:00,203.37,212.16,214.55,227.71,238.81,L5
1987-08-03 09:31:25+00:00,204.19,211.76,218.30,228.46,237.98,L5
1987-08-12 09:25:31+00:00,207.93,212.04,224.30,230.39,237.86,L5
1987-08-19 09:31:54+00:00,208.15,211.87,224.26,230.15,237.53,L5
1987-09-04 09:32:19+00:00,208.47,211.59,224.74,229.80,237.65,L5
1987-09-13 09:26:45+00:00,209.17,212.18,225.12,229.52,237.85,L5
1987-09-20 09:32:42+00:00,210.49,212.10,225.56,229.31,237.56,L5
1987-10-06 09:33:02+00:00,210.65,212.59,225.92,229.16,238.00,L5
1987-10-31 09:27:40+00:00,210.76,212.23,224.98,228.05,237.23,L5
1987-11-16 09:28:03+00:00,213.29,213.17,223.41,227.07,237.48,L5
1987-12-02 09:27:54+00:00,213.29,213.17,223.41,227.07,237.65,L5
1988-01-10 09:34:42+00:00,215.58,214.46,218.20,224.90,238.42,L5
1988-01-19 09:28:41+00:00,216.09,213.99,213.44,223.81,238.40,L5
1988-02-11 09:35:17+00:00,214.01,210.85,206.74,221.49,237.69,L5
1988-02-20 09:29:38+00:00,211.97,209.05,201.97,220.54,238.15,L5
1988-04-15 09:35:50+00:00,209.75,207.18,190.85,220.21,237.95,L5
1988-05-01 09:35:57+00:00,206.91,207.14,191.22,221.06,236.63,L5
1988-06-11 09:30:29+00:00,205.04,207.38,198.27,224.90,237.16,L5
