,dates,usa_CA_0138-0000,usa_CA_0138-0001,usa_CA_0138-0002,usa_CA_0138-0003,usa_CA_0138-0004,usa_CA_0138-0005,usa_CA_0138-0006,usa_CA_0138-0007,usa_CA_0138-0008,usa_CA_0138-0009,usa_CA_0138-0010,usa_CA_0138-0011,usa_CA_0138-0012,usa_CA_0138-0013,usa_CA_0138-0014,usa_CA_0138-0015,usa_CA_0138-0016,usa_CA_0138-0017
0,1984-05-11 18:07:47+00:00,219.9808023640253,199.79795349919775,201.17824126617148,198.52262020897896,204.5908091070233,210.0180882747099,220.5743054274389,217.3099652441722,205.56871096401852,199.72423550284807,207.24938507296747,213.75908455047448,198.5789349235227,197.8762075819663,184.45657034626691,185.187525661945,193.86728375447706,193.22148999020777
1,1984-05-27 18:08:14+00:00,218.29453676793264,198.95327483880214,204.04669841355673,196.5728981362635,203.5076370684556,205.46709713144134,210.1905697264511,209.4445790703164,195.74987972637123,193.54215846409085,199.61187950853773,201.97789043060237,198.91136319306207,192.78362244406813,170.54228017355643,175.88903933739118,181.15524397371942,180.60342201852225
2,1984-06-12 18:08:33+00:00,213.91548743629247,209.05626298415262,203.10587206096045,199.08500546496484,199.2633457059306,204.32020020367526,210.82009760486062,206.14525250397497,193.97609316802777,192.65299036872779,,,,,,,,
3,1984-09-16 18:10:24+00:00,214.4626136959912,202.23750216066594,203.49676453423834,199.021835245442,208.49174949394774,207.43583126628954,215.63531036345182,205.86279729935592,197.8813986497412,201.0744163616938,208.32719158536628,210.40371593738,205.73062008366514,203.02842743512656,194.67469886220545,206.86641553820274,207.52336143493403,203.41448706252595
4,1984-10-02 18:10:24+00:00,216.9638260274299,213.03763867032126,212.1927400187713,214.699651435076,218.85739957236075,216.6824202882247,219.6863800587501,213.065807226826,202.02124045162802,198.3647490805555,204.19306441131744,204.18240865254594,204.91138277028566,205.9267103317304,189.41096191744418,203.08136915933613,209.56702640140333,205.4887450814415
5,1984-10-18 18:10:21+00:00,223.73348910158933,205.55366126560784,204.27184435373786,209.9861568543791,214.2054146690714,208.00950050291164,220.59195120381366,211.1359958574607,204.43567321858131,197.05765809022603,206.56062607931665,208.36543070611663,205.7714562152747,203.19371298377877,186.55616996948427,191.17375671300715,193.84743656705288,199.67513053056723
6,1984-11-19 18:10:10+00:00,208.60102537408773,185.01006100662528,200.24877704853336,192.8993542770194,200.17498853396498,204.590371853533,208.9811513661283,202.41263741846893,180.33249723259644,194.0349483249899,201.79162278231715,198.64870184202601,188.7567506792654,191.78352387954322,179.93333834090993,184.04686803733105,192.76822446881806,185.91766879877775
7,1985-01-22 18:10:40+00:00,174.16209702903683,165.47358294359697,182.71544219981718,186.844029889662,194.63209467198675,182.475420539112,193.44171085268619,193.7809930317619,177.40176755610258,178.2542875999594,182.90292401700472,183.81268662028816,,,,173.78229316406384,178.27683260119858,172.29231889142778
8,1985-06-15 18:10:23+00:00,205.5155945867917,204.1829385261271,208.80629529092215,207.40208934347493,207.4781762973458,207.1103645172896,211.02338457512653,199.76445966047717,196.35861082276952,204.17134435736205,198.48564081322766,196.49280749680514,189.0819754273537,195.4666600594048,187.12931045664652,188.20075676490987,196.21924128533615,188.61138562042737
9,1985-08-02 18:10:04+00:00,208.33818591450057,213.81753579864372,219.58478456061198,212.60369139791538,219.94994559794458,216.93674534757554,214.41068614291538,217.5374039525211,214.04606888444994,217.86231881130098,217.19827545644767,218.74565853949116,207.59638576138235,215.46263417387377,210.80312263582863,214.5494440921777,215.67980494127454,221.2036879574777
10,1985-08-18 18:09:54+00:00,220.25920207904034,225.14430060396433,229.3692231925997,226.0351571313081,226.0547878392201,219.38710939364967,222.85196115766155,215.87431404293113,207.28155062745338,214.99477629077563,216.1257250536297,214.7306799686253,203.11010798271894,207.7940204670012,207.89572795295845,212.31174951636262,221.5243082247894,221.48244063244974
11,1985-10-05 18:09:21+00:00,204.93402338399036,196.10585315664238,211.81805850317772,198.0012280987812,209.08617765115255,205.78038541352632,210.70813437315974,210.22271903530705,201.44114148237526,205.86392063094166,204.1372184505791,199.81425513528677,191.76880349337893,205.53864835938438,208.10820497339154,214.2338966402448,223.4410635276069,226.84758078694063
12,1985-10-21 18:09:10+00:00,206.9405712269622,195.04792389944316,199.0615541821133,200.7571024273331,200.10869603356434,196.78335963106588,202.1641655669069,195.24631422232878,189.57052201402922,192.90187735530003,203.6797587172448,206.41155855456725,203.52174224846536,216.28168537396496,206.89414798195222,214.97201286309075,229.3749601837245,228.717705048246
13,1985-12-08 18:08:22+00:00,,179.17559116866812,202.71073677046155,190.88802396121008,207.66626649561337,206.6240954010506,203.11205195754684,196.61384359132762,190.35322064887754,192.1316562570678,203.95210926381554,208.77532944704132,207.7608371514262,206.0354314871501,193.66435897016254,209.35030079684987,211.2612934562256,203.95561807745042
14,1986-01-09 18:07:47+00:00,181.3509229444242,176.86910523221044,196.09294114579887,194.78003118696813,195.7961590811865,195.65928646009536,204.77809029176296,199.4159962409127,193.188825379702,193.4035451261933,196.60556220524228,199.5368353950875,197.0311250932564,201.60006431588695,167.83492744640256,197.738916362429,203.4515553451426,191.7473162569226
15,1986-01-25 18:07:27+00:00,176.61836601199013,171.7020652703202,192.95789096253378,185.63000654729626,192.01432277228986,194.42216773774334,200.61747586364737,200.61353530892563,183.47106438837716,190.82138836654076,191.00529796309132,197.06583624151722,196.98675961779958,193.19132368746642,168.39390259571374,185.2734723517496,184.71987668371645,184.1500268488068
16,1986-02-26 18:06:42+00:00,176.66198199112682,158.65739512172405,180.89047751096098,159.89354736868867,180.12477997304183,184.8547272722243,187.44044863032354,184.50011258346711,165.82184948398006,172.0965870922693,179.26845043453017,178.4200311734649,,,,171.92871983626156,187.18455464988722,174.68550630302119
17,1986-03-14 18:06:23+00:00,,182.05816449468,200.11651267371752,186.42543613198586,201.01792237789076,192.48466767933635,205.72594476549853,209.2635387699136,194.15745143288564,188.4776072011437,196.49580650507082,202.34747267024704,196.98582696822837,191.34320524741764,172.6013456063114,183.08767833843427,203.7396773940272,191.37089219959032
