,dates,per0037-0000,per0037-0001,per0037-0002,per0037-0003,per0037-0004,per0037-0005,per0037-0006,per0037-0007,per0037-0008,per0037-0009,per0037-0010,per0037-0011,per0037-0012,per0037-0013,per0037-0014,per0037-0015,per0037-0016,per0037-0017,per0037-0018,per0037-0019,per0037-0020,per0037-0021,per0037-0022,per0037-0023,per0037-0024,per0037-0025,per0037-0026,per0037-0027,per0037-0028,per0037-0029,per0037-0030,per0037-0031,per0037-0032,per0037-0033,per0037-0034,per0037-0035,per0037-0036,per0037-0037,per0037-0038,per0037-0039,per0037-0040,per0037-0041,per0037-0042,per0037-0043,per0037-0044,per0037-0045,per0037-0046,per0037-0047,per0037-0048,per0037-0049,per0037-0050,per0037-0051,per0037-0052,per0037-0053,per0037-0054,per0037-0055,per0037-0056,per0037-0057,per0037-0058,per0037-0059,per0037-0060,per0037-0061,per0037-0062,per0037-0063,per0037-0064,per0037-0065,per0037-0066,per0037-0067,per0037-0068,per0037-0069,per0037-0070,per0037-0071,per0037-0072,per0037-0073,per0037-0074,per0037-0075,per0037-0076,per0037-0077,per0037-0078,per0037-0079,per0037-0080,per0037-0081,per0037-0082,per0037-0083,per0037-0084,per0037-0085,per0037-0086,per0037-0087,per0037-0088,per0037-0089,per0037-0090,per0037-0091,per0037-0092,per0037-0093,per0037-0094,per0037-0095,per0037-0096,per0037-0097,per0037-0098,per0037-0099,per0037-0100,per0037-0101,per0037-0102,per0037-0103,per0037-0104,per0037-0105,per0037-0106,per0037-0107,per0037-0108,per0037-0109,per0037-0110,per0037-0111,per0037-0112,per0037-0113,per0037-0114,per0037-0115,per0037-0116,per0037-0117,per0037-0118,per0037-0119,per0037-0120,per0037-0121,per0037-0122,per0037-0123,per0037-0124,per0037-0125,per0037-0126
0,1985-10-05 15:03:08+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.95409437657486,193.16638880313303,178.4470760748097,174.69463847012935,178.98693365610697,194.25550969338616,198.41386171313343,202.62570410979495,190.55014095713395,171.41075798497357,161.85522467430016,156.16873155623085,156.57717952606674,,,,,,,,,,,,,,,,,,225.90766839546447,228.1709254769656,233.3179083587496,252.54849175729214,264.2721121961116,267.7266689094727,276.4527545533523,274.8097094461225,,,,,,,,,,,260.41393239483216,255.15133590398523,231.12353172566202,,,,,,,,193.7880569499848,193.92404326292956,192.33035503172476,203.80226295374652,209.61655235455672,,,,,,,,,,,,,,,,,,,279.8842496653587,274.43250475140644,268.1220936253904,254.98145017072346
1,1985-12-08 15:02:09+00:00,,,,,,181.65864216560146,192.5685258460116,201.458727539626,206.7108085521459,208.1723433598191,210.4995570107089,219.66439475776568,214.79224623857212,216.8519804329986,199.1818992476415,211.7999393646195,206.2603771493393,223.91087193631978,230.0610138725964,232.64978947482217,240.33951891233752,236.7978002609268,233.119629156699,230.86471848966355,224.8356506660632,220.0440698071891,222.7928823767195,219.83707668557128,217.83130632443505,214.23181152193288,212.27919533307306,201.73709263406334,201.4497093847112,197.53613625686657,187.9779399778577,195.79435124618624,201.98838570269723,204.12669326641992,,,,200.19365358627675,187.54219418614466,173.56866730900833,166.39400913860885,165.7228014383133,175.79028170962087,188.7279893027467,189.62442053817765,192.27812521184057,183.55098717200718,168.85756369960075,160.41428499476382,151.10498438596426,143.36751240860278,139.23679598400622,143.8840722548336,151.83624522709184,142.69686512278042,159.86866118746968,172.1492328030324,164.71360583425064,167.38851894632543,168.9684328433138,198.2631432936318,226.3728783022462,196.01679412291605,195.98603170999695,202.57827008808778,206.54751973737746,205.72409219688285,217.53772171456222,221.2314966695184,225.49631388532458,230.0626572152215,247.54155881704537,258.904152298259,267.0125556791595,269.5640493411078,262.5138329854536,258.4770544099191,239.19197954846672,,,,,,,,,264.66605256819093,256.1001513300351,245.66515779074268,227.78983301178965,214.0276821722281,196.00724246727916,176.90290413385196,164.32074436758802,170.2530229131425,183.2712350855321,190.2591450499259,198.97635248324175,205.57346043400986,211.03258609476688,213.57358724230832,214.44498420534657,214.97223372129864,227.04756459081676,231.48169048237423,224.65424815952218,217.7271426002494,209.01871203911122,214.57989776588045,224.579156571254,221.7094027402859,226.35206405564395,248.55257988629057,259.0539158180577,,278.5146942987511,283.73151669103413,286.6387856961132,280.6072663381161,280.0386996460697,284.59537683762983,280.6231467832207,267.20297386177117
2,1986-05-17 14:58:41+00:00,196.4051821566136,199.75304615463588,197.22244149841129,193.57898198048315,196.35266517538216,198.27998130907326,201.615102320095,217.86263936638574,218.14977247740313,215.21616783541702,216.36871478673078,222.8467540746231,217.57030560828457,223.18407411168005,221.74959603602417,218.17714168943735,220.55702846178514,223.17070030813588,227.53125073300964,238.29548858969787,245.05329639610972,235.25816879129368,226.34955083782057,235.28076327075476,,,,,,,,,,198.0987219667836,189.25258949873898,191.31861627131804,186.95836996049928,167.83866351376116,,,158.52910266288023,181.37870130965683,182.9939243133656,179.88303576955755,177.65708773726797,184.16483297847333,191.10507215158796,220.24911221086683,183.2240668314962,172.95862941456062,,,,,,,,,161.26044143188636,164.33672618601648,187.40144566353786,172.21852105613561,138.59770493916662,,171.5027494770659,188.14221408134938,192.52013363937687,194.41853578256047,202.06665283635255,201.54451346013172,212.25511451137322,216.06825677876353,222.1861888012514,221.4540588067112,218.4039936165775,237.33568876343526,245.89541612521936,253.45611617368985,258.11442881435937,257.6968833630052,245.55529829358326,,,,,,,,,,,225.70689707859776,224.0862049731689,223.71541163770232,209.58159678810716,194.17594795600615,172.16979856522997,161.49539659432986,167.06883814529237,,,,,,,,,,248.9255428847885,247.83574753913086,229.9124508421383,224.6492273609993,229.08055384789628,233.78219277862024,236.95062354168763,,253.63422155139196,244.7888577780924,,243.45730934623117,247.06840438297644,248.99163802079713,242.67467183034321,,,,
3,1986-10-08 14:53:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,236.86140450457373,223.70364369367846,222.67805361655041,224.44391564818642,223.4612682288595,218.13783968520505,224.68503841420292,216.73095826011772,216.9890481501744,212.96910517308024,212.2889911145283,209.7247114727753,209.02130327605238,206.99110549048865,,,,,,,,,172.0067359963876,177.07664322960215,194.9309903655537,,,,,,,,,,,,158.48575318443454,183.58425710699987,176.64444600537956,182.55808516977078,170.54317107617624,185.06636683344198,190.7091977645662,199.7034730603977,203.88883807708797,214.04274322801393,214.16386335898136,213.22982341093226,221.55469448393796,226.37568846239006,225.45740741180603,239.00879067142634,250.65508501834745,259.0710084579088,266.419378298993,275.62804379114266,266.7131875309734,262.18189511705356,248.55639531428818,240.12839873985143,224.2288311445431,224.55468221382344,225.01615728140877,232.1433572936856,239.0012410745237,244.6158766769252,251.99959402864297,257.420195950651,253.1756248870898,226.8804699083032,218.44464486978097,204.0703721319025,185.29265202440175,161.8972293716713,153.0199473100097,155.59099911169872,180.90117996083964,193.09468911092753,198.31464176492477,212.05924225102288,218.0171840054085,221.31754884502007,218.3097528773412,221.44051792756267,229.9213414117374,237.17298621245936,230.23094275579928,220.47824239310373,219.64143560753666,220.33370264643742,229.96208828473254,230.53836816701434,236.6094290192644,258.416576784133,269.70390600893114,269.24791035310056,270.7500963726586,270.44553265813653,271.6531156022244,267.5415513429514,,,,
4,1986-11-09 14:52:45+00:00,185.19956115137143,186.5514200594107,197.83421512583368,194.4531002583019,188.99915103673334,183.07865806441282,194.3484403412997,200.18212844615974,204.1094386032179,209.2644223706193,212.37034098688235,209.41976834897554,215.56288639111403,211.39770616137508,214.53651783532763,212.0435234217125,212.8904827994505,217.5783773766728,224.49853232547625,230.59262519608558,235.55375383619867,234.83451880601206,229.72327090580038,226.9191524672614,224.12065481430278,219.76996748035629,212.8777189846919,211.84229604705845,213.75829680245943,208.42186744958167,206.51399666485864,204.1406484379498,200.5218967660997,189.37872077086143,190.04779474185645,195.67321990415837,195.59034415694012,198.3775165376032,196.95069496221583,197.88481056025472,196.51756749538032,194.23954095264256,188.40644993603908,176.76878044648132,174.63068748880244,173.4203914468706,191.44770634391313,202.54794272402822,207.6200318451058,209.20781264379787,190.12286480910325,176.82257648333788,173.93997281460022,161.4365841915225,151.42259463421738,145.7082769871456,149.7387170112213,154.04896471756308,145.39574917893037,161.3190047914349,172.17112547443793,173.3903471528137,171.6055311039753,170.59249155033336,170.46957839316798,178.48644078989042,182.16265665864438,184.79513208957684,187.46230188864595,190.3795194034013,192.8341194619806,205.21509184974033,217.7321134388677,223.9030286517874,227.4463508012865,237.6870007703103,245.68245954191894,260.0373754958744,262.9764680563359,255.69620175518872,244.26938130923708,232.45148672415996,227.70532637264785,219.98608645336844,218.94002260651575,220.71979132115757,223.42616389507643,229.4885194460668,252.036892792675,255.39168423653578,252.2086689152099,248.37446534617607,234.59292765813422,222.13702745410075,207.87881033840767,195.75547642152296,169.14683945864635,156.88813683807882,168.42914867558267,178.05616815163285,193.15152627006321,191.5579788400844,206.30349330662182,217.88755928350432,218.03647890643438,218.13684107975365,220.57217982643556,235.93999632368514,234.799954180528,227.98312768098873,219.8041111118665,211.67486977192436,208.56808025274398,215.62265987981053,226.7744957673792,233.67401220571872,247.25894417745775,262.8702231933019,265.1357858046753,262.72683822569644,261.46976208149493,268.4837171934174,264.9612455868014,262.03054686902647,257.1881820808105,249.79290738853817,237.002930683059
5,1986-12-11 14:52:44+00:00,202.41663481067542,207.50442273658211,214.4892125497666,219.4126186741872,211.8195458465852,202.37020967892659,216.02999966088368,226.77860896016523,230.70695443894934,227.64735920777207,229.53234783442184,228.1585889748797,233.44453961194876,229.97053252285613,229.40768954438252,230.8302584697691,231.77136153153833,239.06523337866147,240.14125789337373,236.93657524619584,243.99027414268647,244.447626508717,241.715297818814,243.9951848074136,237.90246758688212,228.9956756479116,229.22546348076406,228.36036593477567,227.4090566126128,225.64551400472095,224.6570471914653,217.6549993149669,215.9509852136647,218.7198446169354,214.43353002231976,213.466605225193,215.3183899365862,214.80806626533504,204.58489994100606,209.68063787958715,209.25293062880462,210.3707600839743,201.07076987099663,192.74847483868456,186.6369760568206,181.91205712519957,201.34918653010692,214.7863930568116,213.72523925006516,217.82396703140728,204.53184499507955,192.91189508267362,180.18015889942012,170.3375045746881,162.41967290457353,155.64170532368672,159.47393573860415,160.32178441436892,156.3978462231062,167.01403803680066,176.7860343575722,175.3868525368632,180.09189690508933,172.10522050373663,174.01604624140893,176.24242818383357,187.89682873135934,192.72687834043384,193.98447941910626,199.6852586964518,202.43247289058607,210.3652579022197,227.4053755671207,239.6817287980809,252.8058599539929,256.7961757949109,272.3396562021395,273.11398508552065,269.98326013635636,259.68263388381655,252.03776917368626,241.64912194696964,239.61246280521476,232.7948217228501,240.33555434840633,236.5460846317217,242.3014463709569,249.0457706631656,265.35079997507427,270.65638833050264,267.47400701317963,252.7812185162619,237.84818400990045,226.1918015289994,218.47267709232187,196.58526554248945,184.89458154028603,173.06481670965195,183.68905106039048,192.31094614791965,197.259651436196,207.37131376099347,213.32462471284688,222.35234672883044,227.51399077343274,225.31225294947637,231.6207356085182,243.19610627126784,252.33820753044603,246.61703288132657,239.5358590585638,231.97572703051213,236.90299297596525,242.5944537714403,247.7063704300043,259.79254527394824,271.2332790416482,272.5158219281242,276.6390818717989,275.37626759207546,272.8745463009419,272.75081385547713,269.2902540849716,266.77171642141764,271.91467245411934,267.5427119607672,262.07341105071896
6,1990-01-20 14:56:25+00:00,197.21814200158428,208.8188639019652,214.44216553221491,211.25911630034665,199.7419485199817,191.66046549190278,200.96123842689022,215.5186685371847,220.71461122776418,217.0499986255899,218.9360515858608,226.26908495794473,228.25734338830804,219.12739903961858,220.3749882487828,220.6000294652546,220.88700450305518,225.55443403803645,235.09699344970474,237.09036118070432,241.493090784872,249.75162950190511,247.21705552533285,244.7594532456207,232.95990196613542,233.93931199719566,225.38885109935606,228.222542102153,230.9139552395849,230.419923271987,226.45270358666505,223.89676571535102,217.7797180555644,213.48954714706989,205.83225712446162,210.25262622776995,207.93081276538956,212.01550960785727,207.8866726113551,208.37261272640018,206.42379077887804,207.41533138263014,193.8576096629661,181.4760920537065,173.13697430312368,178.6626315975893,193.1068538296489,211.99338083574756,220.43530630089452,224.5197106527002,202.28070950377904,183.39746961048067,166.46611837676235,158.07175173302258,145.25903367412093,140.2835388395038,146.6277688664868,152.32556281632682,144.8227448165799,161.56931172445775,172.27525484279423,171.56225593758785,176.34520922632993,174.63332682581682,180.39529062444072,182.72193013364927,187.90204890308382,196.595078915785,203.687054770084,209.65960522938997,217.12816887900738,224.355971567868,228.4890833407183,234.3378117765217,243.0165347269511,248.9191981441958,259.02309407961235,272.67421560751757,271.0859092085584,264.3179526635016,252.43042463888733,241.71223556020686,230.8403053169871,223.2085608716932,231.03855102065629,233.67673676446185,236.68887925051985,243.8186951836709,261.7269599460477,264.3220468285976,263.25366319881175,258.6269835803872,252.3101022632429,241.44412174066548,231.92685464015292,210.6482320811536,191.50623902985916,179.48528189567875,189.20885266085273,197.79619940209946,204.30546303805974,209.79767068164205,221.19735530026549,234.82007116635205,228.52925617834012,231.4516470318382,230.63722533881452,257.7907080800557,253.33780474060842,244.10401764110657,237.49623481860905,228.9363400511231,233.40603500687695,238.28103580896266,245.82431626226023,257.72243355015235,273.1457025816744,275.9470363654535,281.05088469260164,281.2880217426663,271.2731431662073,270.60177158945004,259.2725142497524,255.43130251463816,252.6938054579038,250.7129409618575,231.54813753551426
7,1990-02-21 14:55:23+00:00,197.30590605718743,202.41970253758745,211.05142156270261,210.05731752889739,207.699833007807,200.42835326924993,214.37403830908585,223.16316179149425,230.72401893857568,219.2879238612051,220.31118221254388,231.89333454585574,229.9378326269683,222.99525974200998,226.74155098519492,230.5998896845425,227.5314897987986,237.66982938718016,240.2741513748912,241.21000929102848,249.05294197195653,250.78157700577586,244.43933907553892,253.98041157971943,248.1584936433912,245.0437901994816,235.20615537632,235.00810619432747,231.3361395420285,227.7944486045253,226.46100115490478,222.39051805745862,211.74674730964082,213.3267167166115,211.77190479479663,214.38703538046246,212.1208664876639,214.56748010872153,202.95950417267278,206.59068877547912,205.5824614661987,208.55968105663345,192.6695045530447,193.79373164106462,187.15805096160787,191.12664179192757,200.26827697933868,224.05055132957054,227.69619580164525,227.752101415421,206.70674393468977,196.58542700848454,177.3021610461568,176.0101713431531,174.701608293881,163.33592673590755,161.76945037049683,168.34085731894862,162.09934379338543,171.67188954223116,180.63408580280162,186.15297112514503,187.56078944792597,188.45960734158194,186.59347198451889,192.14993633726988,199.73797752551852,210.2585306817394,212.60171999295682,214.95466520463407,216.30307616619743,222.250194978423,231.6400702271511,244.46704076386956,246.71889279697533,255.64200941492004,268.64768840767266,275.60959179455017,273.2541702947815,265.92412130454073,254.08013132649316,244.42931516253327,237.57970941880654,233.5098453347744,238.24333544351174,236.88540271616384,243.4137988447971,251.0872910330696,260.2642908624218,262.6585772965855,266.65693760891224,264.3704524069289,249.08494749587797,241.5247130378499,236.31569062811602,220.85029044564521,195.71065204870257,180.27988054265887,181.3639437465776,200.39856755456358,212.37541490599477,214.56782476131008,216.09356133442884,222.51769141559308,227.60894757060743,232.09207843442664,241.43830328721722,253.64640646783354,263.90090699933853,258.6607931881122,246.9623270444763,232.12781891263307,229.87482378356748,239.243158992404,239.93388740884927,255.40843617608948,276.34221697377967,287.91476253181554,289.67953602767,286.3655159920081,278.85287451693404,275.2653605759193,263.2885096455865,247.76880839149834,252.48945877065137,248.2327015393576,216.39916793112062
8,1991-03-28 14:55:37+00:00,,,217.7932408252453,218.729029653597,214.75475396883286,206.5290618867508,214.35585903726894,222.2900799676225,230.97819125260023,231.38932226184448,230.72447810796993,239.40658360490065,238.78448061707763,238.5837326687964,233.42264705393566,233.35448313296823,231.48016864798035,232.13115435853632,241.42529606872642,244.37972507686666,251.0860101071868,252.378171190003,249.88091648967486,253.28744104063406,244.37129781249834,234.83853456571507,238.93430542433399,234.4635952508474,230.86009213055888,228.715797260631,233.60557972017955,225.80550012484036,224.28329009287128,217.25318650997363,216.10257724848577,213.60718284256043,212.54675945237722,210.6956681940312,203.71347385767666,206.07302283076393,209.12891562904497,202.65173976775114,192.66128870372475,185.18558996379355,186.32805834796844,179.2250343215013,194.7158378862585,209.69260612705835,213.48214330347264,217.9629952056299,206.19310358196407,191.8399335567373,176.402294823639,173.9377682509721,169.76499305493542,161.03692785951122,162.68085171044123,167.21504175117548,161.54710156717601,172.74098308257555,,,,,,,,214.29919615398748,215.33370170753838,221.07173154300028,227.46389908504364,238.41083850605392,,,,,,,,,,251.28161981979065,240.0821018216833,232.9288363204459,240.42337548872786,237.03681831001109,241.4155246898568,250.20762915803502,262.54595717166495,271.32855525727626,275.2091022561609,275.4482356206951,254.40216526567502,246.6266325203169,237.4511833714081,226.63003131622196,202.18823860528278,,,,188.05999811314047,222.90502531813777,230.22828162143043,237.41395383685546,236.36900113811993,239.50857761962976,247.2136517815898,265.47344173810654,271.85527530864476,264.9050625854471,250.57831810558883,239.57226572397906,240.26589393426343,,,,,,,,,,,,,,223.07516203305192
9,1991-04-13 14:55:59+00:00,201.22270766827995,211.95867826017545,215.49048584098645,216.7024967110642,212.05473741046922,201.95060245897483,221.55486206017324,231.37936648977177,231.23669334976827,233.15298354944176,230.14503683552192,238.16769229010637,238.0192169488679,237.5899522829386,231.55422775783745,232.9721404231156,236.55179577059985,244.02379777670197,247.0172053635792,252.6550776336925,252.85760542769233,254.8106940302207,251.4253217981446,253.79646925290172,252.9770022637306,245.724324075975,245.77557838852775,242.11547052821143,242.0080211184329,237.3236343242801,237.56626853363727,226.7385367057398,219.455478847392,219.85859724012894,217.05979278685462,215.71021638987725,218.7208472509488,217.28754698360694,211.60231214915342,209.3680050829668,210.76826792114295,207.64161510760218,193.0697078715834,191.63501782999057,179.52260524787948,180.04761745242382,204.6724459980183,220.2687736488398,223.28623130841763,226.9679508810538,211.28592311561098,193.58690235622694,184.32666602518222,175.4953073157301,168.3550937139313,153.68398066637542,170.36981598179844,172.0945284601035,166.98030317858547,182.67676483851272,195.43400788850016,191.6971607960557,190.9646862121633,191.79873698922307,191.25730363097037,198.85141251193852,214.411951959998,219.9461054755611,222.0523375526258,227.5219809116795,231.21954896079765,232.88642787879334,241.740581192611,246.1351007112059,248.81580598007554,254.4172098616862,270.4676937889032,278.85657559963084,277.81947035507955,267.31408624736116,260.92207403828087,248.32384756494284,238.50095232324347,227.8670576547488,236.10728454895263,234.86586866690112,247.73559819318967,253.1193242603961,266.6678708576965,273.6418646037945,277.67799016999186,275.2876396233229,258.829162415111,244.84004797055007,235.74035356385036,218.73054638861115,202.48045073626218,197.1203354165889,198.41290822182506,202.86434381904175,211.46686748884684,221.62631808086186,230.51554112256593,237.4023129906184,237.52313417464862,239.07920993687793,246.9980834538868,265.29291224408405,271.9951079497576,261.99243003832765,248.71506217495795,240.7807215651316,240.52358235716136,248.23221222719704,252.0336069452547,266.65611372269075,283.0465186121955,293.9668310628678,294.86784105971617,291.42568654735777,291.7710546930001,278.9966884560491,268.1237701612404,255.50076115757287,256.70119763875425,246.0486877556678,219.5113360893209
