,dates,usa_HI_0045-0000,usa_HI_0045-0001,usa_HI_0045-0002,usa_HI_0045-0003,usa_HI_0045-0004,usa_HI_0045-0005,usa_HI_0045-0006,usa_HI_0045-0007,usa_HI_0045-0008,usa_HI_0045-0009,usa_HI_0045-0010,usa_HI_0045-0011,usa_HI_0045-0012
0,1999-07-01 20:59:08+00:00,229.22188135863175,215.62485489479678,220.70365857048046,217.92937600888365,218.7831519465675,210.04833345658167,232.99900224450457,229.52088212009966,214.8762523494726,232.3147553921919,210.564513537116,211.89924217686553,205.78513063933786
1,1999-08-02 20:59:19+00:00,231.33212896821868,225.57403355620022,223.64946174895053,222.00725189033687,232.5568263922604,216.49654445495094,228.85113220004718,235.81906622829555,227.34079863366068,235.0436970964687,223.28259714594154,221.1851309314212,212.2040835862743
2,1999-09-03 20:59:21+00:00,231.03844876180978,218.57509494662182,223.7860735312532,216.758447278895,224.99853575430987,215.6167506634307,223.07424606480097,223.9839412814925,219.33725199553933,232.56558695105807,222.95428298152027,219.40072917821564,213.59969270880998
3,2000-01-09 20:59:15+00:00,220.6047938218831,210.51866899607847,215.70245714387946,207.78296234523003,218.1696518101274,216.88669041087127,215.6596784893122,217.70727224814024,218.25711203721903,226.9476251063146,215.57394601156713,204.75357969114847,198.94938883542835
4,2000-01-25 20:59:13+00:00,230.56137422868397,220.72408633768498,217.82378823887578,213.48891752817585,225.98286673183162,216.15884757929598,218.56767049748484,221.79144846172574,220.19007282695318,230.5550310949195,218.3356275200793,209.26196391058357,204.83590815885432
5,2000-02-26 20:59:03+00:00,,,,,,,,,,,,,
6,2000-06-01 20:58:19+00:00,227.30041538719885,222.0896244670785,220.99738442692768,224.19048353624714,230.65145307046186,218.47976984893847,226.09751388619483,229.99222571583766,234.1799950606999,238.3161513345029,212.7089127648568,212.91372227843766,211.56732135632961
7,2000-07-19 20:57:48+00:00,226.90824943346237,223.10230342414414,220.7751804963057,221.5582077235647,222.05285384463042,223.80927095768664,220.8468183614672,230.23480991750895,233.77787591638346,236.6291818139578,211.61004110075436,216.11415840683378,208.6768584397064
8,2000-08-20 20:57:27+00:00,,225.36377553250725,225.29898111429657,221.91086339697327,224.85768480002642,207.68962628513947,221.4999423171126,226.12253886343606,228.55634676721047,229.6422488773019,213.58341044128252,210.70426938084606,216.69312358042077
9,2000-09-21 20:56:52+00:00,223.03352303922975,212.95928519549193,211.83481027950182,211.91607170771877,214.2333603453417,205.58996308953593,228.31701069515162,216.85516525031125,214.08126754926934,214.27311319290214,203.65003591128314,192.82412826277962,203.57153583736797
10,2000-11-08 20:56:43+00:00,219.76634346579854,204.81564153434212,213.65760403968525,209.14809977361753,209.96704031697104,205.5465665510553,206.34274842798732,206.7206556822595,216.2847311412059,209.2266721010193,203.22164891379887,194.34609293510886,190.16641304994096
11,2000-11-24 20:56:45+00:00,,,,,,199.02456750347352,196.7519859713139,201.88170038919054,197.04215701302186,206.5178032014027,195.13940463522545,,
12,2000-12-10 20:56:47+00:00,222.4506639763354,215.3135688773372,213.27538464863864,212.45718091821044,218.57976110219923,212.04979527158685,223.08085418368483,218.15526220118755,221.4345547249785,229.13963867181,220.67041759119041,206.60928354631966,194.13633059906536
13,2000-12-26 20:56:52+00:00,229.0899285352342,209.27448169922167,209.2313666709903,206.77877763043884,214.23576668748842,207.22066527291463,223.9299908388098,207.914800519755,216.47053278228407,204.46981628673018,198.65752636167846,192.36528819106857,186.68943710020807
14,2001-01-11 20:56:53+00:00,232.9922240572399,221.1416325755403,220.78205687910585,218.80343511748097,217.67081042487857,212.22984583558238,226.80646198834444,225.5383800875209,223.91048156725012,230.6224573967529,215.18926493479427,207.5289951771455,200.3831907563918
15,2001-02-12 20:56:50+00:00,224.5774123802329,223.27087194350105,230.81914373799054,223.63323973455698,,,,,,,,,
