,dates,usa_HI_0045-0000,usa_HI_0045-0001,usa_HI_0045-0002,usa_HI_0045-0003,usa_HI_0045-0004,usa_HI_0045-0005,usa_HI_0045-0006,usa_HI_0045-0007,usa_HI_0045-0008,usa_HI_0045-0009,usa_HI_0045-0010,usa_HI_0045-0011,usa_HI_0045-0012
0,1999-07-01 20:59:08+00:00,231.48134546181242,217.88431899797746,222.84420351033583,220.64073293270047,221.49450887038432,212.7596903803985,236.6963071406184,232.0627792361779,218.2654485042436,235.2197806677099,213.27587046093282,214.61059910068235,208.4964875631547
1,1999-08-02 20:59:19+00:00,231.81947481239422,226.06137940037576,224.11115781185367,222.59206690334753,233.14164140527106,217.0813594679616,229.64860721778896,236.36733030299303,228.071817399924,235.67028461040866,223.8674121589522,221.76994594443187,212.78889859928495
2,1999-09-03 20:59:21+00:00,228.4737462997772,216.01039248458923,221.3563554093276,213.6808043244559,221.92089279987076,212.5391077089916,218.87746021783855,221.09865101170584,215.49019830249046,229.26811235701618,219.87664002708115,216.32308622377653,210.52204975437087
3,2000-01-09 20:59:15+00:00,221.24679044221656,211.16066561641193,216.3106644684059,208.55335828963018,218.94004775452754,217.65708635527142,216.71021841349423,218.42951844601538,219.22010696771923,227.77304933245762,216.34434195596728,205.52397563554862,199.7197847798285
4,2000-01-25 20:59:13+00:00,231.12645803362682,221.28917014262782,218.35913079092688,214.16701809410725,226.66096729776302,216.83694814522738,219.49235308739128,222.42716774228643,221.03769853436742,231.2815674155603,219.0137280860107,209.94006447651498,205.51400872478573
5,2000-02-26 20:59:03+00:00,,,,,,,,,,,,,
6,2000-06-01 20:58:19+00:00,227.80380877602897,222.5930178559086,221.474283426872,224.79455560284327,231.255525137058,219.0838419155346,226.9212485224623,230.55854327827154,234.93508514394506,238.96337140585592,213.31298483145292,213.5177943450338,212.17139342292575
7,2000-07-19 20:57:48+00:00,228.9762572818869,225.17031127256865,222.7343458263921,224.03981714167412,224.53446326273985,226.29088037579606,224.2308312043437,232.56131874698656,236.87988768902025,239.2880490476465,214.0916505188638,218.5957678249432,211.15846785781582
8,2000-08-20 20:57:27+00:00,,225.31126290520083,225.24923230947996,221.84784824420558,224.79466964725873,207.62661113237178,221.4140125633385,226.06346215771634,228.47757782625087,229.57473264219368,213.52039528851483,210.64125422807837,216.63010842765308
9,2000-09-21 20:56:52+00:00,220.2788268036398,210.20458895990197,209.2250980563113,208.6104362250108,210.92772486263374,202.28432760682796,223.80932594600438,213.75613198527253,209.94922319588437,210.73136089000076,200.34440042857517,189.51849278007165,200.26590035466
10,2000-11-08 20:56:43+00:00,218.6840813282945,203.73337939683807,212.632303067313,207.84938520861266,208.66832575196617,204.24785198605042,204.5717740211625,205.50311077756743,214.6613379349498,207.83519220994265,201.922934348794,193.04737837010398,188.86769848493608
11,2000-11-24 20:56:45+00:00,,,,,,199.29230025581396,197.11707608814177,202.1326998445097,197.3768229534474,206.80465972176745,195.40713738756588,,
12,2000-12-10 20:56:47+00:00,222.95269681524272,215.81560171624452,213.75099470655084,213.05962032489924,219.18220050888803,212.65223467827565,223.90236246553317,218.7200491449583,222.1876039833395,229.78510946469083,221.27285699787922,207.21172295300846,194.73877000575416
13,2000-12-26 20:56:52+00:00,229.85351983432895,210.0380729983164,209.95476895434322,207.69508718935253,215.15207624640212,208.13697483182833,225.1795038736921,208.7738407312366,217.61591973092618,205.45157652842343,199.57383592059216,193.28159774998227,187.60574665912176
