,dates,aus0317-0000,aus0317-0001,aus0317-0002,aus0317-0003,aus0317-0004,aus0317-0005,aus0317-0006,aus0317-0007,aus0317-0008,aus0317-0009,aus0317-0010,aus0317-0011,aus0317-0012,aus0317-0013,aus0317-0014,aus0317-0015,aus0317-0016,aus0317-0017,aus0317-0018,aus0317-0019,aus0317-0020,aus0317-0021,aus0317-0022,aus0317-0023,aus0317-0024,aus0317-0025,aus0317-0026,aus0317-0027,aus0317-0028,aus0317-0029,aus0317-0030,aus0317-0031,aus0317-0032
0,1987-05-22 23:08:32+00:00,199.8855505340558,205.57676643306158,206.25127247306384,213.51020438354897,215.99723435916002,224.75715198586352,225.17560725499862,224.62830532738815,225.25720221287818,223.87287796112722,223.74434813789753,225.43262781286927,219.17579976838107,223.70544052103543,220.17227122132823,223.00942109303725,225.26012816304882,229.86557284432212,229.90726086890064,226.7400592978055,229.13164456593213,224.69940821051713,224.77741900435544,232.37047202126527,232.339063789047,235.15876295807348,242.42218816040258,251.5924952171182,251.20163746516545,265.258395040742,262.626728475595,258.0821467829475,252.28016737386972
1,1987-05-29 23:14:53+00:00,201.94274846644834,210.20081811118743,210.46535525669003,211.362474747428,214.32894679322078,221.69421553000518,225.92355554462685,220.87229226399117,214.21110100648357,214.91752983024696,220.95774630129043,223.5769379657576,225.2805660924894,222.51934578166268,217.87220923005273,214.76883378710352,219.53280564251625,224.6173409786836,230.35185127284933,227.106782650456,225.57817343350453,221.14209813439382,222.94725730344257,232.9974405128697,233.75440311999773,234.44993659120078,238.33063074207755,246.21370768513668,255.3840577778889,258.2598092845189,258.81067434000283,259.2434663272817,256.4473206813509
2,1987-08-17 23:16:48+00:00,241.25832843655573,234.15072423926455,226.42474976824855,242.47083602169988,245.52077101318957,238.7660267223743,236.72197325375834,221.25721787080298,240.58976897009302,233.88536307846203,230.67429537622326,233.69508900607477,236.01241986752888,232.63392159123302,228.0815392760547,238.66186149872618,233.60001189355586,241.52818274580767,248.16986037321686,236.05257950847908,228.19973177375883,235.08409171162373,239.3756251254086,236.1408500014009,239.26680930757342,233.34087675147413,248.86759550310816,253.6580978094446,257.17797663312734,262.8283098900936,263.4071037263151,254.73453348634416,256.29354748529744
3,1987-09-02 23:17:14+00:00,215.05812054575884,213.62637790591776,214.42780725886468,217.4670388471263,220.7577111716483,219.85362478868987,223.3759283096184,226.70762454243598,219.87896318795364,208.78552873991202,207.47676923821686,215.25453505350978,216.93787742235293,220.45277077312704,215.22906339382521,210.85674037947436,212.11064314821152,218.9225780944773,221.69345563711028,222.47290775725455,218.8009100893641,218.37261698156502,216.49051963216627,217.8450072797974,223.5409205370261,229.46195286853572,231.0081906217836,239.84457949638514,242.33473238938234,255.03000624356912,251.66775936531553,247.02302291260352,245.26931787227315
4,1987-09-18 23:17:38+00:00,237.81553133356547,234.31498265902343,238.43602419306282,234.89347579549465,236.81433237389152,236.99810777808997,236.4879534742868,234.02172837552087,224.88007007351897,226.76100693170932,228.7839621409094,227.30293045148915,235.72352107303172,236.2032481667197,235.02997631770066,235.40150869608092,230.83814699590772,228.4268196250678,230.65949082988584,234.08859183354858,231.1001069097263,230.7518596173341,226.98415770669783,233.20126087362084,235.20906064051516,237.0613571746047,244.5400180313068,245.30546245952354,252.66050709185564,249.7155849664533,255.01322396301927,253.96099878246395,254.30231635682
5,1987-09-27 23:11:39+00:00,243.6320749291589,244.96231315397054,242.15406000025945,239.8098935565895,241.28019171221752,247.6524755785356,246.20037982934076,241.7924281052819,241.06751952013258,235.71440107933304,233.56658360677935,239.85376119223352,244.83389288697586,246.52473862571827,243.6137706389507,243.32258896814955,240.27225678342805,237.25404855146283,236.4506305451232,243.83054114759884,238.52562349978612,237.65391648820997,235.67990767776715,238.88659757152746,240.35240192962198,244.86400549602686,246.21505648770648,250.24197974870668,252.93681015070163,260.6476322607632,255.24684736303712,257.930880225922,254.897196633021
6,1987-10-04 23:17:58+00:00,226.50327362226122,225.93806390303587,221.34276206668142,226.94005643189556,228.1986175643209,225.85361294310908,233.96737044753192,232.13963621150037,234.04067875458583,233.77857871319455,227.90442588336944,227.4482625130926,230.13838693595943,227.5384111668173,231.6823399745909,224.9638837018052,228.2111402011765,223.62734416065092,230.85696485763583,226.6835214643372,226.3941380981462,228.04039783588203,227.22549726345204,221.2876538929994,227.929766313308,228.87802183948634,237.2354804380054,239.9958022871345,250.1522690744676,253.99954138355952,256.8387204249485,250.802956809042,243.45612116156823
7,1987-10-13 23:11:57+00:00,230.59898832896977,225.76691198474046,224.67698882259535,224.68001034808427,223.26569704952158,231.27666896961304,237.12072950612392,235.76997200378855,239.3282385861863,242.4259416884992,234.16496941715832,234.17180618657045,235.31741393816154,234.09845323431762,227.76143875544548,229.91301219619015,231.09130169642853,230.14035328311493,227.89176265037716,228.0454593314823,225.88746907495167,228.30968603424057,225.2547482035403,224.5630063819941,226.46627659949786,232.5063777252006,236.22206249101995,241.54027473587215,248.17689189911093,256.0502023424337,252.98513040991304,256.09294261319013,244.0973564102232
8,1987-10-20 23:18:15+00:00,220.28149209040393,213.33297743513467,216.01601661489812,225.46860292595576,231.39790634916602,236.569764489955,233.85623408194218,234.54909128738404,230.65867604379733,230.23166918269044,227.581876730851,229.62088268363095,214.23755346812513,214.26591942003935,222.0013566824421,220.3365016462943,228.22991721248877,220.54784025373206,214.94141736557356,225.9626850394413,223.79224280353074,219.39716557944544,218.9067201425485,222.11549658903866,228.83213617813954,228.11381569752697,232.6522180017502,232.25469857196234,243.0966660921828,254.22922885914838,283.3619144349787,247.10204940394672,246.96962708978734
9,1987-10-29 23:12:13+00:00,237.39968404638194,228.53555051506626,228.94059681575897,230.1608168002104,233.2726453024681,240.3571430971633,249.51820616911846,248.09670618188244,242.08668270001297,235.71008666765155,243.6799233759304,247.09208703355856,238.80304849168027,229.33060145829012,229.1491166232209,233.7435573119646,239.7514374878475,233.8364843380715,234.1427969019181,238.37361632530877,237.17779388637783,232.26599548509515,229.96961660011758,231.10800946468387,233.64514919268532,239.43481397838733,239.51329822965224,240.8931495487361,250.80347073199658,257.41875243443656,256.7857832063848,258.2923762817139,248.5350088396202
