dates,satname,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0036,nzd0347-0037,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0055,nzd0347-0056,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0066,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070
2005-05-24 21:50:38+00:00,L7,344.79,332.16,321.96,324.31,338.95,339.03,343.85,342.95,361.36,373.57,364.80,358.12,352.74,349.24,345.41,334.56,331.97,344.08,354.70,346.71,,,,,357.91,361.69,347.93,347.60,356.52,357.79,371.24,387.44,373.99,369.22,361.74,356.18,364.72,372.51,358.46,,,372.23,367.90,356.20,,,,342.07,344.49,352.32,363.55,353.35,352.52,359.61,354.72,349.07,351.61,360.59,354.51,355.92,355.74,357.02,362.06,,,,344.54,340.56,339.66,344.73,352.51
2005-05-25 21:42:16+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-01 21:48:30+00:00,L5,333.17,319.90,311.77,312.17,325.36,331.30,329.66,331.36,352.53,362.22,347.42,342.84,334.84,338.65,333.93,321.84,313.16,324.09,337.70,335.75,332.10,346.17,347.28,359.56,364.30,365.79,350.69,,,,,,,,,,,,,,,360.10,356.21,341.66,330.45,334.01,335.13,331.86,334.42,346.52,357.29,346.64,340.96,350.22,333.09,334.66,339.39,343.54,341.66,342.58,341.60,346.31,347.61,348.61,362.58,351.31,340.95,337.56,339.71,341.03,337.99
2005-06-10 21:42:24+00:00,L5,325.44,321.12,302.40,289.77,261.38,203.11,153.82,110.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-25 21:50:27+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-07-12 21:42:35+00:00,L5,317.22,305.38,291.41,294.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-12 21:50:23+00:00,L7,330.83,317.16,308.15,319.94,340.04,336.11,,,,,340.13,335.59,332.14,343.93,334.85,310.64,325.25,333.32,335.14,337.17,334.88,346.07,350.69,358.14,355.16,346.34,341.57,334.31,345.24,348.11,,,,,,336.20,349.15,344.79,345.81,351.54,350.30,345.68,351.16,344.15,341.45,338.81,332.71,330.35,330.08,337.86,348.64,343.99,338.47,,,,322.43,338.15,338.62,343.20,342.89,345.81,339.59,337.05,351.80,348.20,333.30,330.05,328.31,331.28,336.60
2005-08-20 21:49:06+00:00,L5,348.11,330.70,321.38,328.85,342.10,345.13,352.55,358.63,367.78,373.36,366.53,353.52,347.50,360.94,343.93,331.28,338.92,348.50,356.45,351.57,350.47,360.85,361.10,374.75,375.91,371.81,360.83,350.30,352.68,352.52,355.40,366.54,366.01,368.67,360.94,357.08,360.19,361.76,369.49,367.94,372.92,369.97,367.65,365.82,361.60,362.19,352.97,350.05,343.67,352.42,357.48,352.95,345.44,355.76,342.81,338.22,342.70,353.11,355.21,357.34,359.86,357.73,358.57,369.37,374.86,372.27,358.52,347.37,342.91,345.09,345.75
2005-08-28 21:50:16+00:00,L7,334.58,325.55,318.57,317.91,332.98,338.39,339.54,341.92,351.30,358.56,358.84,351.57,340.79,346.72,,,,,,336.07,344.90,358.51,355.08,362.31,359.02,359.91,350.84,337.37,343.57,344.92,358.85,377.44,359.13,350.70,347.77,342.20,349.21,352.43,350.06,353.09,,,,350.53,351.51,341.43,334.30,338.25,333.28,342.23,354.67,352.53,345.39,347.12,336.60,331.51,337.66,349.74,349.28,351.76,,,,355.26,365.05,357.41,347.24,338.21,335.30,339.03,345.26
2005-08-29 21:42:58+00:00,L5,344.25,332.71,323.19,321.44,346.28,341.33,341.67,345.61,355.36,362.08,365.15,358.05,351.45,354.01,348.99,333.08,340.61,346.74,346.04,346.80,350.52,365.23,363.05,369.42,368.62,367.40,364.15,350.76,354.35,351.39,362.05,379.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-09-29 21:50:07+00:00,L7,348.99,331.99,326.98,327.77,338.15,336.63,334.50,340.23,350.52,,,,,338.20,343.34,328.12,330.64,339.84,346.48,344.86,348.06,361.47,358.19,362.17,363.42,363.76,349.12,349.00,355.58,354.12,365.41,385.05,370.44,,,,,,,355.23,352.71,357.23,360.41,351.87,343.28,341.71,340.27,337.45,337.19,350.15,360.05,358.47,355.20,363.29,346.30,337.46,,,,350.96,353.43,355.81,357.02,361.73,366.08,360.65,351.61,347.35,344.29,349.34,356.85
2005-10-07 21:49:06+00:00,L5,332.53,319.30,310.59,317.90,328.89,326.50,321.68,328.67,341.04,348.52,348.13,338.11,320.96,319.89,313.97,300.01,305.44,323.56,328.48,330.73,336.40,347.62,347.26,343.82,352.90,350.55,341.55,339.70,342.07,340.60,356.28,357.84,336.48,337.19,331.83,345.67,348.53,344.68,336.40,339.80,342.30,352.87,351.83,340.30,334.72,332.60,332.13,332.90,331.29,339.49,349.41,350.30,347.39,345.76,,,,,,,,,,,,,,,,,
2005-10-31 21:50:23+00:00,L7,363.15,344.85,336.05,341.94,353.17,346.29,345.15,350.45,371.22,375.62,379.10,384.06,368.47,368.26,359.28,353.13,355.56,355.51,372.51,363.63,363.93,,,,,377.79,363.28,361.52,363.19,362.70,378.71,399.65,391.72,369.99,364.29,355.86,366.30,373.64,367.01,362.11,379.50,385.71,389.43,363.67,353.99,,,,337.82,358.47,367.91,361.71,365.01,370.59,353.23,348.61,357.05,368.00,366.66,363.12,367.75,370.07,367.49,369.02,,,,341.48,345.18,349.52,358.00
2005-11-08 21:49:16+00:00,L5,320.53,311.32,299.98,310.56,324.50,323.22,325.41,335.80,344.92,335.58,328.87,326.59,311.48,311.88,307.64,305.03,309.95,316.02,327.26,324.52,324.67,337.39,339.44,344.90,348.41,346.98,335.68,337.20,338.12,339.38,354.68,349.46,332.04,328.55,331.12,333.66,342.11,340.49,328.20,340.18,335.63,339.35,338.33,332.62,320.52,327.06,324.79,319.13,321.06,337.65,348.76,343.66,341.24,345.16,333.47,314.02,321.28,327.81,329.08,330.87,330.21,333.26,330.64,333.63,351.26,341.26,332.46,327.08,325.72,334.21,339.23
2005-11-16 21:50:33+00:00,L7,353.99,326.41,,,,,,345.83,356.87,359.56,358.33,360.72,343.90,345.32,342.78,335.57,338.06,344.19,349.16,346.60,349.26,357.77,350.86,355.90,359.77,366.58,353.86,346.64,,,,374.61,363.29,352.40,353.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-19 21:50:58+00:00,L7,329.92,314.81,302.48,305.93,324.88,325.59,332.25,339.58,348.72,345.77,341.86,347.64,329.94,322.04,323.87,322.03,326.47,330.08,,,,,,340.22,349.40,350.65,342.34,331.88,339.73,340.36,350.72,368.38,348.99,350.37,340.04,341.88,345.80,342.74,342.05,357.14,356.91,358.32,352.82,,,,324.21,325.66,331.04,335.43,345.93,344.04,338.49,338.44,328.29,332.42,339.07,339.33,339.30,345.19,343.36,342.54,343.42,,,,330.26,326.56,326.47,330.80,332.89
2006-01-20 21:44:49+00:00,L5,329.72,309.21,276.64,258.62,221.22,167.36,120.16,78.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-27 21:51:10+00:00,L5,361.51,340.41,325.88,333.20,354.32,360.87,362.97,372.18,380.48,372.58,360.88,368.76,354.02,349.79,348.84,347.77,351.64,354.94,362.56,362.40,358.74,368.49,374.47,379.30,380.84,383.95,370.27,364.51,363.46,369.64,381.72,402.99,398.21,374.24,364.92,357.68,369.94,361.49,364.37,376.67,378.42,379.57,374.68,362.39,350.96,350.94,354.11,348.09,348.26,356.92,370.93,372.09,372.36,374.82,356.00,360.58,362.33,362.77,353.54,355.69,358.15,358.92,360.79,364.32,373.99,373.10,361.08,350.16,357.74,361.59,365.65
2006-02-20 21:51:07+00:00,L7,340.51,328.94,324.13,324.65,341.71,339.63,346.33,349.89,356.72,364.03,357.40,349.80,348.16,344.20,,,,,,329.80,327.69,347.19,356.77,359.72,358.00,354.95,356.89,347.93,347.30,348.37,352.40,372.62,376.23,355.84,350.87,350.80,350.97,347.47,351.09,355.15,,,,340.76,339.58,336.28,332.03,339.04,339.42,341.12,349.68,347.87,351.54,349.50,340.95,338.99,342.72,347.41,344.23,346.46,,,,350.53,357.25,349.54,337.06,336.74,331.08,336.37,345.27
2006-02-21 21:45:32+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-02-28 21:51:52+00:00,L5,337.43,330.48,328.08,330.10,339.45,339.50,345.85,353.42,361.00,367.10,363.58,357.68,346.99,343.12,338.99,332.57,337.17,345.90,352.54,352.91,349.12,358.59,361.91,366.08,364.04,360.95,365.41,374.97,365.56,356.90,365.41,381.36,372.44,359.71,349.09,347.84,349.65,345.09,348.52,362.37,366.94,364.82,361.83,357.59,356.25,343.36,341.43,346.88,344.97,356.68,361.21,355.55,349.44,357.07,349.64,343.76,345.85,354.09,353.01,355.36,349.36,358.59,366.12,361.90,364.01,359.66,347.87,348.82,343.00,344.22,353.73
2006-03-09 21:45:52+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-05-27 21:51:06+00:00,L7,339.81,336.29,328.38,334.62,344.47,347.20,351.09,360.74,369.27,364.13,,,,,322.74,328.70,337.97,341.45,347.02,359.75,361.38,365.50,361.70,364.87,365.73,368.13,363.61,365.11,365.65,357.41,366.31,386.43,374.84,362.56,348.55,,,,,,370.58,357.34,349.63,354.34,348.98,345.62,340.40,345.91,350.50,359.79,365.49,354.45,353.64,359.16,348.11,343.02,,,,,356.69,362.89,361.96,361.85,366.37,359.92,348.53,345.00,344.76,345.64,352.53
2006-06-13 21:47:25+00:00,L5,,,,309.46,323.90,328.53,336.43,341.70,345.91,350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-29 21:47:40+00:00,L5,603.94,581.14,550.94,533.44,520.58,479.98,438.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-15 21:47:54+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-22 21:54:10+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.98,344.00,341.44,342.73,351.88,352.53,345.90,341.62,355.75,360.12,359.18,351.47,356.67,347.26,343.64,345.39,349.32,355.93,353.06,353.45,355.71,355.16,348.94,358.54,355.75,,,,,
2006-07-30 21:50:44+00:00,L7,334.31,323.13,311.71,319.56,337.53,338.47,336.71,342.83,,,,,,,,,,,,,,,,,359.94,361.43,349.03,349.77,350.56,343.73,356.09,371.26,,,,,,341.39,346.70,356.87,352.37,348.19,342.38,337.01,336.45,345.64,349.16,340.05,339.22,347.15,352.11,349.55,346.09,346.85,336.44,,,,346.29,349.87,349.58,351.27,349.57,346.50,356.01,349.33,340.19,335.92,335.26,339.01,347.41
2006-08-15 21:50:43+00:00,L7,325.02,311.71,304.77,305.18,319.65,322.25,324.45,329.01,,,,,322.31,323.74,324.71,309.60,304.99,321.58,325.17,324.31,322.06,335.64,336.16,343.43,349.49,352.05,338.96,332.27,332.66,328.42,341.58,355.91,,,,,,324.18,336.56,342.20,334.30,335.76,338.02,333.74,332.20,332.71,331.58,320.72,324.60,338.97,345.10,335.84,336.58,337.80,326.36,,,,336.12,337.62,335.65,337.96,334.92,333.97,348.17,336.76,328.11,326.21,325.44,329.80,334.05
2006-08-23 21:54:35+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.81,360.68,358.41,354.11,354.67,349.18,344.95,347.82,359.98,360.20,353.03,346.43,357.95,333.43,327.69,347.09,355.84,349.29,355.39,357.07,360.84,359.68,360.64,365.28,359.28,348.29,345.07,345.30,338.59,346.81
2006-08-31 21:50:40+00:00,L7,329.73,318.74,310.20,315.06,322.06,327.57,329.38,329.37,338.01,344.79,343.00,336.37,326.86,331.60,327.87,318.50,320.71,336.69,333.78,330.60,331.46,,,,,346.47,342.34,330.91,334.70,332.42,347.92,368.96,359.85,349.84,336.46,333.14,352.07,347.55,342.53,348.99,346.30,344.72,347.82,343.55,336.82,,,,328.46,345.38,353.93,347.50,346.74,345.90,334.82,330.06,341.02,350.01,345.58,347.59,346.37,347.51,347.33,348.55,,,,329.73,328.93,334.06,339.61
2006-09-16 21:50:34+00:00,L7,340.30,326.93,310.57,313.78,325.43,328.52,331.00,335.19,346.60,,,,319.37,332.31,327.65,318.17,320.52,333.75,338.24,337.48,337.94,341.49,343.72,352.25,359.53,362.39,340.06,332.45,338.92,334.78,348.73,377.85,,,,,,,342.69,348.42,345.44,352.22,343.44,336.31,331.66,336.90,337.13,336.53,334.20,347.21,352.09,346.60,345.30,351.90,344.14,,,,341.71,346.78,340.61,343.49,344.55,346.86,356.06,347.01,334.20,331.49,329.39,334.84,340.03
2006-10-10 21:55:08+00:00,L5,330.78,314.83,305.18,307.81,320.62,325.14,327.31,335.95,342.89,347.43,340.44,328.48,317.17,321.57,320.37,317.67,317.09,320.36,323.65,323.03,323.26,335.21,337.19,347.13,356.94,352.38,339.30,337.29,337.23,343.64,351.45,369.64,355.02,343.19,337.00,339.33,342.44,340.43,340.27,349.54,350.08,350.01,340.33,332.89,327.20,331.97,332.58,332.53,330.05,338.67,349.38,343.22,341.57,342.88,337.22,329.91,333.96,332.05,331.36,334.32,332.71,332.09,329.07,337.16,351.16,345.73,336.80,329.60,324.75,325.78,336.95
2006-11-20 21:49:20+00:00,L5,342.80,319.68,307.75,309.78,323.57,329.54,336.08,335.69,343.57,351.11,352.05,344.67,333.07,340.00,331.95,334.37,331.09,337.44,342.52,343.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.73,,,68.62,,,,,,,345.68,337.20,341.70,344.20,348.79,358.04,351.48,341.34,,,,
2006-11-27 21:55:35+00:00,L5,326.01,308.85,300.59,307.18,321.18,333.40,337.22,338.42,341.37,346.51,347.68,340.89,314.85,310.39,301.74,309.30,307.98,315.95,324.14,328.70,331.88,330.48,325.69,337.13,341.27,338.64,334.56,331.81,328.67,332.24,342.18,365.18,340.99,338.18,340.38,335.52,354.92,347.33,348.42,340.67,344.21,354.68,345.56,330.19,327.90,324.93,321.38,323.52,325.24,329.74,330.88,337.99,339.51,342.89,333.25,337.65,343.32,339.67,344.02,346.75,324.00,316.23,328.72,331.42,335.03,330.37,321.28,318.46,315.88,323.71,334.77
2006-12-06 21:49:29+00:00,L5,344.41,319.91,314.95,322.61,336.90,341.61,348.63,353.80,358.98,361.55,361.30,351.63,334.02,328.26,322.47,324.83,328.85,334.21,336.66,336.28,341.88,347.99,339.12,348.03,351.23,368.69,334.51,337.79,342.28,339.88,351.20,371.22,366.96,351.17,354.31,357.03,363.96,361.57,357.49,358.16,353.98,356.90,356.81,346.20,333.19,327.90,328.60,325.98,326.29,346.04,340.09,346.99,351.71,352.24,336.51,338.71,349.09,352.75,347.09,349.90,341.81,337.16,336.39,339.95,347.21,336.64,324.93,320.55,324.74,335.69,337.19
2006-12-13 21:55:43+00:00,L5,333.11,320.83,313.32,316.45,327.40,333.62,342.11,347.68,355.65,366.64,337.36,334.34,329.61,332.37,324.71,322.82,321.98,324.05,330.79,329.56,330.77,341.28,338.58,341.41,343.21,352.14,338.71,332.97,334.62,332.10,346.34,371.58,361.23,350.03,348.90,351.02,375.94,350.53,334.37,345.79,346.88,346.13,350.35,335.74,327.66,318.82,319.51,320.43,319.68,330.26,340.98,339.33,338.62,338.57,327.33,329.50,341.33,345.07,338.08,352.57,321.89,320.59,326.68,327.64,335.31,328.61,317.12,312.91,317.02,323.84,334.16
2007-01-22 21:51:19+00:00,L7,338.36,317.83,309.78,310.39,326.21,334.70,334.50,335.48,343.80,351.69,353.76,347.74,330.72,,,,,,326.12,336.37,331.62,345.58,342.59,345.29,350.16,346.94,343.68,340.67,337.32,340.48,347.58,364.10,351.42,345.25,342.02,345.33,354.37,350.70,350.93,,,,340.09,336.89,331.47,331.82,330.49,329.23,329.82,335.12,336.98,338.34,339.08,339.97,334.68,334.85,341.00,341.72,337.03,,,,,345.19,348.91,340.31,331.75,325.48,324.73,329.29,335.50
2007-01-30 21:56:00+00:00,L5,357.70,337.58,331.49,334.65,347.47,354.95,359.34,364.16,372.88,375.38,379.96,391.71,361.82,359.79,353.96,350.58,348.24,356.72,362.29,362.79,360.54,366.31,366.55,376.99,371.83,369.07,356.57,349.75,353.36,355.59,365.77,389.69,386.67,373.80,367.70,374.16,378.15,378.57,377.16,384.45,387.23,386.72,387.74,364.87,361.90,355.50,354.69,349.75,343.62,352.31,363.03,360.10,360.62,361.74,355.10,354.16,354.49,369.17,358.74,365.10,359.26,359.28,362.21,368.40,374.44,367.45,342.72,336.27,341.56,348.11,352.72
2007-02-08 21:49:50+00:00,L5,330.06,311.44,308.63,312.78,326.04,329.88,333.32,337.25,345.31,350.03,353.94,349.32,333.43,330.92,321.95,319.60,324.67,328.52,335.97,337.60,333.85,351.03,344.78,341.95,341.20,346.15,336.09,327.04,329.01,330.38,341.78,362.67,359.08,343.94,342.90,345.80,356.33,351.57,350.96,358.14,359.39,359.51,356.66,344.28,334.70,324.53,319.92,324.51,321.88,330.12,338.14,336.81,334.13,338.85,328.05,332.29,335.74,343.82,336.60,338.91,343.73,342.36,343.33,348.95,347.60,338.28,320.97,322.04,321.40,327.47,329.60
2007-05-30 21:51:18+00:00,L7,353.17,333.43,322.54,321.24,335.92,338.16,346.34,347.63,380.37,389.17,391.62,372.79,,,,,351.76,352.88,358.60,349.87,348.89,361.49,365.63,369.27,368.33,370.89,354.11,346.23,356.98,354.37,370.49,390.42,373.65,362.29,353.63,363.36,368.36,,,,,369.86,349.49,347.12,337.85,340.37,340.20,335.86,334.60,344.79,358.54,354.30,356.22,360.06,346.94,342.07,359.70,362.10,,,,341.14,346.61,353.63,359.23,348.02,335.90,335.47,340.93,347.68,355.52
2007-10-05 21:50:42+00:00,L7,,,,,333.40,342.31,349.55,352.55,366.08,374.64,366.74,354.86,345.80,345.83,339.37,327.76,331.68,336.75,347.56,357.88,356.39,357.51,360.12,365.61,367.17,,,,,348.82,358.96,376.52,364.75,358.63,354.48,349.34,361.56,363.66,369.82,369.39,364.31,363.01,355.36,354.18,349.46,350.30,347.41,,,,,353.59,354.27,356.06,343.75,344.38,344.56,352.78,352.53,353.79,354.10,355.24,353.74,358.24,364.60,358.19,,,,338.20,341.50
2007-11-06 21:51:05+00:00,L7,347.29,329.45,314.29,321.55,,,,,365.89,380.81,368.82,360.67,352.63,348.54,342.52,342.01,338.50,351.81,362.86,359.59,349.89,365.23,364.87,367.56,369.57,365.85,342.97,342.79,349.24,,,375.27,374.12,356.56,357.80,354.61,362.36,358.09,365.20,367.82,364.11,358.43,355.99,354.16,356.19,352.15,348.21,341.52,342.49,355.61,364.45,,,,,335.68,349.09,355.92,354.80,355.88,352.06,351.48,353.49,358.50,368.34,361.47,349.17,342.74,344.46,,
2007-11-22 21:51:13+00:00,L7,,,,,,335.83,358.61,365.63,374.65,374.63,367.28,352.41,349.79,350.37,345.29,341.74,339.91,351.99,363.76,354.26,351.55,359.41,360.03,362.79,367.37,,,,,339.84,359.17,379.87,370.13,359.25,348.20,347.90,364.45,358.29,367.62,369.43,358.77,363.35,357.71,359.29,361.61,347.75,342.10,,,,,349.63,345.19,357.19,346.18,343.43,350.32,363.74,354.31,355.89,357.58,351.27,350.08,362.58,368.65,356.00,,,,340.70,352.78
2008-02-26 21:51:16+00:00,L7,338.16,326.05,318.54,325.12,335.63,,,,334.56,338.97,341.04,341.63,334.46,336.58,326.97,314.13,311.21,327.21,332.70,339.15,344.33,345.93,350.38,355.56,354.77,356.24,351.75,349.09,346.29,,,,354.27,344.22,337.84,338.11,345.73,340.94,341.85,349.21,350.96,346.33,343.10,344.81,343.19,336.26,334.74,333.38,334.98,342.46,345.30,,,,326.18,328.59,332.08,335.30,333.67,342.60,345.94,345.22,345.37,344.05,349.20,344.27,334.38,329.65,329.81,332.78,
2008-05-16 21:51:02+00:00,L7,349.80,339.54,334.74,338.97,343.74,345.85,345.46,342.93,359.90,356.01,353.41,359.29,357.29,351.51,350.51,336.36,330.01,346.68,352.48,344.62,353.73,,,,,369.61,359.64,355.30,354.82,354.49,367.67,383.95,372.69,363.37,354.95,351.42,360.14,353.78,358.18,369.09,366.60,349.11,351.03,363.97,357.08,,,,333.67,355.35,362.95,358.67,356.33,362.64,347.72,345.03,350.73,358.40,352.95,357.16,356.54,354.69,358.37,367.79,,,,338.39,346.42,349.63,357.63
2008-06-01 21:50:54+00:00,L7,334.98,333.06,326.83,334.21,,,,,348.04,354.80,366.25,361.98,,,,,571.23,536.78,536.83,,,,,,,,,,,497.63,,,363.46,352.20,349.03,338.29,346.96,347.18,338.26,346.07,362.48,351.07,348.38,360.54,384.78,383.48,404.62,,317.86,328.26,324.94,,,,324.56,319.57,320.61,314.86,313.82,332.83,326.52,,,,,,,,,,
2008-07-03 21:50:35+00:00,L7,,,,,,,,,,,,,,,326.90,,,,,334.34,334.83,347.80,360.77,357.47,360.82,358.51,343.97,342.91,350.04,349.49,360.43,378.80,360.77,352.99,337.08,345.91,348.89,345.34,342.15,,,,350.22,347.93,341.61,334.30,331.63,327.48,332.72,349.47,356.35,349.65,344.04,351.68,342.56,333.45,344.05,350.42,352.55,349.86,,,349.40,357.92,363.26,346.05,338.42,334.70,335.88,340.48,344.17
2008-08-04 21:50:16+00:00,L7,334.11,323.27,319.88,321.54,340.10,338.68,331.00,331.45,344.62,347.39,,,,,313.46,305.33,307.75,326.75,333.96,333.21,336.85,350.79,353.41,356.71,356.55,355.39,341.83,336.29,343.83,347.02,357.99,363.35,353.25,341.05,336.06,,,,,351.47,352.75,361.36,361.78,343.46,336.82,339.74,336.61,331.59,334.25,343.25,353.40,348.41,349.68,350.32,335.61,336.74,,,,342.73,345.57,343.86,346.68,348.58,358.38,346.85,335.05,331.40,330.38,337.34,339.13
2008-08-20 21:50:10+00:00,L7,327.08,319.95,309.12,315.95,331.37,328.58,321.89,330.27,339.87,343.82,339.61,333.13,319.72,319.43,315.74,,,,,328.52,333.72,342.30,348.75,353.95,355.40,357.45,341.17,329.51,336.24,334.79,347.16,365.48,351.82,342.74,332.28,326.97,341.21,341.74,343.80,348.95,,,343.73,334.65,330.07,329.28,327.48,322.14,321.70,330.13,342.23,342.52,341.24,345.86,332.63,328.83,339.28,340.84,338.18,342.22,,,337.61,342.54,353.49,342.48,329.77,327.60,326.66,330.38,338.25
2008-09-21 21:49:53+00:00,L7,328.69,316.04,303.46,312.23,329.21,323.26,327.04,326.96,331.53,340.10,333.92,329.80,323.64,325.19,321.52,307.03,307.63,315.96,327.46,,,,,354.45,359.81,359.47,339.21,332.14,333.96,335.68,344.48,356.41,345.51,337.51,321.78,319.95,345.67,340.39,338.64,346.23,346.26,346.80,344.36,,,,339.52,333.14,328.46,332.16,339.34,337.64,339.68,338.93,327.53,328.90,334.23,337.02,333.88,341.81,339.34,336.92,337.13,,,332.32,316.35,315.65,315.87,322.98,330.70
2008-12-10 21:50:30+00:00,L7,356.83,343.29,329.71,334.18,352.51,351.16,354.17,362.75,364.52,363.96,360.27,353.40,352.74,345.34,344.96,335.72,345.07,350.17,361.88,,,,,,367.19,371.06,369.69,359.44,360.34,363.96,370.11,389.99,374.39,361.97,361.62,365.94,367.00,362.25,368.99,372.99,367.75,364.63,367.55,,,,348.69,356.03,353.35,351.64,360.78,359.77,361.70,363.53,355.12,350.02,358.41,361.56,358.13,357.82,,,,,,,,,,,
2009-02-28 21:51:05+00:00,L7,347.23,327.20,324.73,320.82,334.01,326.33,327.16,337.81,347.87,342.66,342.34,347.92,323.11,324.40,314.33,310.46,322.69,334.02,345.73,339.47,337.25,,,,,343.07,342.21,343.12,351.81,347.40,348.16,358.98,356.14,338.21,336.60,333.75,339.76,340.17,346.99,349.84,348.30,350.19,350.24,340.77,,,,,330.49,335.36,339.56,336.61,336.06,336.73,327.66,327.51,339.91,344.95,342.48,341.90,342.19,344.92,345.16,343.55,,,,322.15,323.09,327.84,332.21
2009-04-17 21:51:24+00:00,L7,,,313.42,321.21,336.25,337.99,338.89,341.15,350.49,349.28,342.51,342.75,333.79,332.99,323.49,320.66,327.10,340.79,339.45,339.52,345.08,356.13,352.41,,,,,342.18,348.03,345.28,358.76,374.21,363.62,348.07,340.12,339.14,347.13,346.17,339.98,344.54,351.58,352.93,345.52,340.37,334.65,333.55,,,,338.37,348.26,340.26,337.41,340.69,338.62,332.74,341.42,341.59,341.03,338.06,341.35,343.92,345.60,345.38,354.16,,,,330.31,332.35,338.28
2009-06-04 21:51:29+00:00,L7,325.19,323.24,312.56,,,,,,,,,,,,,,,,,335.43,349.00,357.91,352.23,361.58,364.30,,,,,,,,,,,,,,,,,,345.52,342.89,339.58,338.48,335.16,328.09,329.46,345.72,,,,357.73,336.70,332.48,338.08,346.14,346.45,346.18,350.89,347.80,348.77,352.82,362.65,350.90,337.24,335.16,,,
2009-07-06 21:51:24+00:00,L7,332.62,324.40,315.55,319.40,333.83,329.20,336.77,338.56,340.06,346.41,,,,326.98,322.72,321.05,317.68,331.92,332.13,337.21,353.91,364.71,361.42,364.97,369.55,363.42,347.40,342.92,344.63,349.84,366.60,378.38,361.21,,,,,,350.56,360.69,355.28,357.52,342.33,343.58,349.40,362.72,,,,,,,,,339.07,330.86,,,341.97,353.12,347.77,350.69,353.29,360.04,367.95,350.36,341.91,339.25,339.07,341.55,349.22
2009-08-07 21:51:14+00:00,L7,353.16,333.04,321.48,325.88,337.03,335.53,336.51,336.02,,,,351.04,336.56,338.84,334.78,329.92,327.96,334.46,336.42,344.01,356.64,362.47,359.89,368.09,368.24,369.03,343.92,344.39,350.85,346.19,358.80,,,,,,353.97,350.68,354.19,357.67,357.29,354.29,355.55,360.68,357.33,358.86,348.05,344.21,343.03,350.28,361.19,355.83,356.11,357.84,,,,357.43,352.06,355.80,358.87,360.17,356.46,366.75,372.25,356.53,343.05,342.18,341.63,343.14,350.40
