dates,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0036,nzd0347-0037,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0055,nzd0347-0056,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0066,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070,satname
1999-08-28 21:53:59+00:00,331.8881818181818,331.1281818181818,325.0781818181818,319.0281818181818,329.53818181818184,337.2481818181818,340.74333333333334,340.08000000000004,350.63,364.8281818181818,357.8933333333333,354.4633333333333,346.8,351.27142857142854,349.4214285714286,339.31,326.78,331.2733333333333,340.74333333333334,344.0733333333333,348.1781818181818,344.90000000000003,347.26000000000005,362.8433333333333,371.12333333333333,371.2,357.91,348.8881818181818,346.49,340.54,352.1781818181818,374.3633333333333,364.03,350.74,344.4281818181818,347.47,359.22,358.05333333333334,361.12,369.2181818181818,367.7033333333333,352.4833333333333,340.78000000000003,345.9281818181818,348.15000000000003,351.8281818181818,349.56,344.55,338.28000000000003,346.96,362.5133333333333,356.0233333333333,354.7933333333333,358.25,346.2333333333333,342.5833333333333,356.95000000000005,362.4433333333333,366.40000000000003,367.6881818181818,363.18,360.93,360.61,369.5333333333333,370.1033333333333,357.46,345.13,339.61,338.74,342.48,,L7
1999-09-29 21:54:04+00:00,337.97727272727275,324.01727272727277,310.72727272727275,305.3172727272727,323.51727272727277,331.91727272727275,337.7655555555555,334.11,347.87,354.51727272727277,356.46555555555557,356.98555555555555,340.76,346.65,341.31,323.47,326.68,326.2055555555555,340.6355555555555,330.25555555555553,333.89727272727276,346.27,349.28,363.46555555555557,367.3955555555555,372.17,354.1166666666667,347.23727272727274,348.83,345.0266666666667,356.39727272727276,370.09555555555556,358.2,355.25,346.15727272727275,353.48,362.6,361.52555555555557,360.96,365.34727272727275,363.56555555555553,356.31555555555553,348.07,350.52727272727276,347.77,345.97727272727275,341.88,337.96,341.87,352.3,364.8855555555555,358.96555555555557,354.81555555555553,358.26,355.28555555555556,347.90555555555557,353.18,362.05555555555554,363.51,362.54727272727274,359.51,363.97,363.42,369.68555555555554,372.67555555555555,361.32,343.96,342.31,342.53,344.7,353.85,L7
2000-01-19 21:53:49+00:00,343.5945454545454,328.0345454545454,310.8445454545454,310.71454545454543,332.2845454545454,336.46454545454543,337.1722222222222,334.04,338.93,358.42454545454547,368.58222222222224,369.09222222222223,339.24,333.15285714285716,324.1928571428572,326.86,322.78,336.2522222222222,341.97222222222223,328.8522222222222,339.71454545454543,348.42,353.95,358.7922222222222,357.64222222222224,354.89,355.0266666666667,348.95454545454544,349.07,351.44666666666666,354.13454545454545,368.27222222222224,360.63,349.3,352.2945454545454,352.89,358.72,345.5622222222222,353.38,376.07454545454544,371.4122222222222,368.27222222222224,354.43,353.67454545454547,338.06,336.4145454545454,343.71,332.75,335.16,345.19,351.19222222222226,359.6722222222222,351.63222222222225,348.02,344.45222222222225,351.8722222222222,359.38,360.2422222222222,349.48,350.87454545454545,347.62,351.95,352.74,351.07222222222225,355.4922222222222,345.11,335.63,332.78,330.66,333.62,341.96,L7
2000-05-26 21:53:00+00:00,339.48636363636365,335.81636363636363,316.81636363636363,319.61636363636364,338.55636363636364,345.3863636363636,354.59444444444443,365.27,364.64,374.49636363636364,378.59444444444443,365.01444444444445,348.15,354.2142857142857,343.7942857142857,334.59,339.3,345.6644444444445,350.84444444444443,343.57444444444445,342.5163636363636,357.89,356.84,366.68444444444447,362.8644444444445,363.81,346.7333333333333,344.85636363636365,350.9,349.9833333333333,364.4763636363636,383.6644444444445,368.47,353.48,355.9063636363636,349.33,356.73,366.75444444444446,370.2,361.3363636363636,364.99444444444447,363.27444444444444,354.6,344.68636363636364,347.39,346.31636363636363,347.94,342.86,346.35,366.72,363.77444444444444,353.40444444444444,361.95444444444445,368.07,351.6644444444445,346.31444444444446,358.34,367.0444444444445,363.83,363.55636363636364,360.89,359.71,363.41,358.62444444444446,364.24444444444447,349.85,338.19,338.01,340.7,341.45,350.66,L7
2000-07-13 21:52:31+00:00,,,,,,,,,,,,,,,,,,,,,,,,,361.71777777777777,,,,,,,,,,,,,,,,,,359.08,345.09,342.19,360.22,351.14,346.14,350.26,347.39,360.54777777777775,358.54777777777775,349.47777777777776,353.49,354.77777777777777,355.1877777777778,339.38,352.6377777777778,366.94,364.5,361.47,359.55,353.98,360.2677777777778,357.79777777777775,346.11,340.6,334.5,337.16,336.34,350.11,L7
2000-07-29 21:52:14+00:00,321.47272727272724,314.75272727272727,308.0627272727273,313.04272727272723,331.69272727272727,336.00272727272727,331.77,341.53000000000003,354.27000000000004,360.94272727272727,350.36,339.78,337.68,342.32714285714286,333.7471428571428,314.96,319.67,332.12,337.99,335.85,335.75272727272727,350.04,354.77000000000004,359.33,358.6,354.85,354.37,,,,,,,,,,,,,,,,350.57,339.54272727272723,342.25,355.13272727272727,364.35,348.79,351.51,350.68,360.94,357.35,353.44,349.58,348.41,354.5,352.98,348.14,354.68,363.75272727272727,367.66,362.62,360.69,359.65,359.05,341.39,334.1,331.3,334.43,338.63,344.55,L7
2000-08-14 21:52:08+00:00,325.5018181818182,322.4418181818182,311.4018181818182,303.1518181818182,323.9018181818182,330.1118181818182,329.01444444444445,333.08,343.17999999999995,348.9018181818182,340.65444444444444,336.87444444444446,323.02,320.19428571428574,315.32428571428574,316.89,323.35,332.34444444444443,336.58444444444444,329.62444444444446,328.1018181818182,343.48999999999995,341.75,347.75444444444446,348.47444444444443,350.1,350.8833333333333,349.1118181818182,341.35999999999996,334.1433333333333,347.9018181818182,366.84444444444443,352.36,341.60999999999996,333.0318181818182,338.46999999999997,351.35999999999996,342.84444444444443,346.35999999999996,352.7918181818182,353.46444444444444,351.78444444444443,340.27,338.02181818181816,332.76,339.9818181818182,335.7,334.84,334.29999999999995,340.14,348.97444444444443,341.06444444444446,341.37444444444446,344.37,338.47444444444443,340.89444444444445,349.37,351.8544444444445,354.04999999999995,356.1218181818182,353.21,351.9,349.67999999999995,351.88444444444445,354.97444444444443,343.42,331.54999999999995,327.15999999999997,327.29,330.68,338.27,L7
2000-12-04 21:51:22+00:00,342.39181818181817,322.6718181818182,312.4218181818182,321.2418181818182,334.1218181818182,344.5618181818182,352.2055555555555,356.18,368.02000000000004,370.58181818181816,363.91555555555556,360.15555555555557,343.79,345.32428571428574,334.9242857142857,329.26,327.73,340.62555555555554,344.90555555555557,339.18555555555554,336.4318181818182,356.82,359.41,357.90555555555557,360.0155555555555,365.31,350.2866666666667,346.1518181818182,351.46000000000004,340.24666666666667,344.39181818181817,369.5155555555555,360.57,351.14,349.5618181818182,355.22,364.62,346.79555555555555,349.19,359.8418181818182,360.59555555555556,361.79555555555555,356.87,352.4318181818182,339.55,342.8618181818182,343.76,342.12,347.28000000000003,358.99,360.96555555555557,357.40555555555557,352.7655555555555,354.24,350.41555555555556,,,,,,,,,,,,,,,,,L7
2001-01-05 21:51:28+00:00,351.3872727272728,330.66727272727275,330.7572727272727,329.83727272727276,347.1872727272727,355.6972727272728,363.9,368.46999999999997,379.40999999999997,377.6372727272728,371.27,375.06,355.19,347.45714285714286,348.84714285714284,339.19,338.85,352.13,362.13,362.84,362.49727272727273,367.08,368.87,370.59,370.33,371.95,363.33,354.73727272727274,361.21,354.38,369.6972727272728,390.24,370.76,357.17999999999995,359.1872727272727,358.23999999999995,366.63,364.18,370.53999999999996,374.3772727272727,374.01,369.88,365.89,359.28727272727275,347.54999999999995,358.23727272727274,360.78,353.78,358.09999999999997,366.92,371.23,362.19,366.62,364.8,362.09,357.8,369.34,373.41,369.77,366.55727272727273,366.87,370.94,368.71,364.7,365.23,354.42,345.32,343.25,341.03,345.06,355.1,L7
2001-04-27 21:51:07+00:00,334.32727272727277,323.73727272727274,315.15727272727275,313.91727272727275,321.71727272727276,331.46727272727276,338.37666666666667,341.48,353.19,365.33727272727276,368.06666666666666,361.0166666666667,348.29,347.32428571428574,337.89428571428573,324.51,328.35,339.94666666666666,346.1066666666667,342.2166666666667,337.91727272727275,345.22,353.33000000000004,360.7966666666667,358.49666666666667,358.55,350.71,353.90727272727275,352.41,340.01,353.33727272727276,374.7966666666667,370.17,353.70000000000005,354.9472727272728,360.1,362.13,356.7866666666667,356.89000000000004,357.17727272727274,359.7066666666667,363.4866666666667,364.88,360.08727272727276,345.42,344.9372727272727,343.35,339.69,346.5,356.02,361.18666666666667,352.31666666666666,349.9166666666667,356.88,352.3866666666667,342.8266666666667,350.13,358.5566666666667,357.93,356.7572727272727,359.63,363.59000000000003,363.70000000000005,363.62666666666667,362.75666666666666,351.74,340.12,336.91,336.94,338.52,349.63,L7
2001-05-13 21:50:57+00:00,335.52181818181816,324.8518181818182,315.1518181818182,325.7418181818182,340.01181818181817,335.2318181818182,342.58,344.71,354.53,367.6218181818182,371.74,361.13,347.91,347.53714285714284,338.82714285714286,327.72,321.97,337.91,343.44,347.38,344.8218181818182,354.65,358.01,356.95,356.56,357.48,350.01,349.8018181818182,347.47,340.12,347.5518181818182,368.91,364.71,352.47,352.8018181818182,360.55,358.26,356.54,352.23,355.7218181818182,357.86,360.95,361.48,350.2818181818182,341.15,343.20181818181817,338.17,334.1,346.85,355.37,361.6,351.25,349.4,356.53,353.28,347.4,352.07,364.5,359.62,354.6618181818182,360.74,362.93,359.29,360.43,362.27,351.62,339.83,336.19,335.88,340.4,349.32,L7
2001-06-14 21:50:38+00:00,333.7054545454546,323.57545454545453,312.24545454545455,313.98545454545456,336.49545454545455,345.07545454545453,349.2411111111111,351.26,357.66,377.67545454545456,377.14111111111106,369.7811111111111,344.62,346.34,337.88,340.25,343.87,341.9211111111111,345.7811111111111,335.45111111111106,339.79545454545456,359.35,359.5,365.4311111111111,363.70111111111106,367.32,350.0833333333333,352.72545454545457,353.32,350.1633333333333,365.3454545454546,383.2711111111111,358.65,345.83,346.05545454545455,356.86,360.75,352.1811111111111,370.77000000000004,364.8954545454546,364.19111111111107,363.3711111111111,359.89,353.16545454545457,345.48,346.54545454545456,340.28000000000003,341.51,351.62,357.67,353.9611111111111,352.0511111111111,348.57111111111107,350.14,351.0511111111111,347.9311111111111,347.05,367.4711111111111,361.78000000000003,358.19545454545454,359.16,363.76,363.31,362.0911111111111,365.19111111111107,350.98,340.38,336.46000000000004,337.3,339.47,344.82,L7
2001-07-16 21:50:23+00:00,326.01181818181817,315.5518181818182,314.1018181818182,308.3218181818182,324.2518181818182,331.4918181818182,324.6733333333333,336.06,360.25,354.20181818181817,355.5233333333333,346.3433333333333,333.96,326.14,317.96,322.78,317.76,332.9433333333333,337.0233333333333,331.50333333333333,325.5418181818182,331.39,344.11,351.3933333333333,352.4833333333333,347.47,336.42,338.5418181818182,342.21000000000004,330.04,342.3718181818182,375.6433333333333,356.71,343.63,330.0018181818182,349.35,356.65000000000003,353.6333333333333,359.38,361.76181818181817,359.0433333333333,358.3933333333333,360.91,338.08181818181816,333.04,334.1318181818182,334.98,330.53000000000003,332.34000000000003,346.53,349.6533333333333,334.0733333333333,342.25333333333333,346.65,337.4633333333333,328.9433333333333,347.21000000000004,356.2933333333333,,,,,,,,,,,,,,L7
2001-09-18 21:49:29+00:00,347.2154545454546,330.7154545454546,322.67545454545456,324.24545454545455,339.7654545454546,341.44545454545454,343.7233333333333,345.29,354.3,361.7154545454546,354.55333333333334,348.6933333333333,340.38,347.80857142857144,334.87857142857143,326.33,326.35,328.7033333333333,339.9833333333333,351.9033333333333,343.79545454545456,353.38,355.72,366.75333333333333,371.2233333333333,368.49,356.15,343.9654545454546,343.06,347.08,352.99545454545455,365.1133333333333,360.2,350.18,349.92545454545456,349.67,363.6,357.5833333333333,360.0,368.04545454545456,367.37333333333333,370.9533333333333,362.32,348.72545454545457,352.23,358.0854545454546,361.37,354.79,338.46,339.88,356.6933333333333,356.9033333333333,354.8933333333333,358.72,357.6733333333333,350.0433333333333,351.35,358.1733333333333,364.52,363.42545454545456,362.91,360.41,359.08,358.62333333333333,362.0833333333333,351.22,338.78,331.3,329.44,332.66,340.39,L7
2001-10-04 21:49:17+00:00,354.43545454545455,336.8354545454546,320.98545454545456,317.75545454545454,339.56545454545454,343.5254545454546,352.5466666666667,365.53000000000003,365.81,368.8454545454546,362.81666666666666,357.2866666666667,345.79,345.07714285714286,343.4971428571428,330.84,329.79,335.7266666666667,338.6066666666667,342.06666666666666,348.0154545454546,355.14000000000004,353.91,370.31666666666666,365.99666666666667,369.08,348.7,341.36545454545455,343.52000000000004,344.88,360.0154545454546,373.1566666666667,364.63,354.89000000000004,355.23545454545456,357.68,364.52000000000004,354.5966666666667,357.97,363.88545454545454,364.9766666666667,363.4566666666667,359.18,352.1454545454546,347.91,351.2654545454546,353.33000000000004,354.32000000000005,348.31,345.59,359.94666666666666,359.7866666666667,357.2666666666667,362.25,356.1166666666667,351.06666666666666,357.3,366.0366666666667,366.11,366.49545454545455,363.24,363.01000000000005,363.11,363.9066666666667,365.44666666666666,350.08,333.78000000000003,332.56,334.93,336.11,343.43,L7
