dates,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0036,nzd0347-0037,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0055,nzd0347-0056,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0066,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070,satname
2002-02-25 21:49:59+00:00,,,,,,,,,,,,,,,,300.99,301.46,312.3355555555555,332.9555555555555,342.03555555555556,335.56545454545454,338.68,347.38,359.99555555555554,361.3255555555555,358.7,348.0866666666667,336.0254545454546,334.15,335.50666666666666,354.98545454545456,374.98555555555555,356.62,350.45,347.7754545454546,351.5,362.21,357.74555555555554,360.45,366.47545454545457,362.90555555555557,362.47555555555556,364.62,362.04545454545456,352.34999999999997,352.47545454545457,345.72999999999996,342.87,346.89,350.7,358.3355555555555,354.94555555555553,348.74555555555554,353.11,345.92555555555555,342.6355555555555,351.4,357.34555555555556,365.86,369.69545454545454,365.59,361.51,356.56,358.69555555555553,363.53555555555556,350.16,337.74,336.57,337.58,341.48,347.05,L7
2002-07-19 21:49:21+00:00,334.91545454545457,311.72545454545457,313.05545454545455,326.8354545454546,339.07545454545453,338.86545454545455,340.84777777777776,345.90999999999997,358.46,364.99545454545455,363.52777777777777,347.79777777777775,343.04,350.63142857142856,350.07142857142856,335.17,323.76,331.0177777777778,342.36777777777775,342.15777777777777,343.68545454545455,348.0,346.84,358.61777777777775,356.0077777777778,351.79,338.3433333333333,333.22545454545457,336.05,336.31333333333333,350.92545454545456,363.27777777777777,368.45,359.75,351.54545454545456,352.84,358.81,363.41777777777776,363.34,352.24545454545455,366.8377777777778,375.46777777777777,367.03999999999996,349.86545454545455,344.18,341.12545454545455,340.69,328.63,328.51,343.66,359.0777777777778,355.05777777777774,355.1877777777778,358.41,348.35777777777776,339.52777777777777,,,351.46999999999997,357.16545454545457,352.01,350.86,351.26,359.4577777777778,367.2077777777778,352.0,341.95,337.40999999999997,334.75,339.33,342.27,L7
2002-08-20 21:49:10+00:00,335.5527272727272,317.34272727272725,311.20272727272726,317.26272727272726,331.03272727272724,322.8627272727272,326.9788888888889,331.53,342.78,358.47272727272724,354.5988888888889,340.9988888888889,332.46,340.8628571428572,335.8128571428572,330.3,318.52,319.9688888888889,328.9688888888889,332.7188888888889,345.17272727272723,351.77,351.95,357.9488888888889,350.0688888888889,352.41,344.5566666666667,334.22272727272724,335.78999999999996,334.3666666666667,344.71272727272725,365.8488888888889,360.54,354.69,346.96272727272725,345.46999999999997,349.36,349.3288888888889,352.59,360.17272727272723,360.8188888888889,350.80888888888893,348.31,352.3627272727272,345.90999999999997,333.1127272727272,331.46,332.47999999999996,332.9,340.32,,,,343.65,331.3488888888889,334.1588888888889,,,341.56,349.65272727272725,352.63,347.8,350.63,349.3888888888889,359.2688888888889,347.99,338.32,331.40999999999997,327.23,327.74,336.74,L7
2002-10-16 21:42:36+00:00,344.16545454545457,322.8954545454546,306.5254545454546,316.63545454545454,334.3354545454546,337.04545454545456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-10-23 21:48:51+00:00,355.5718181818182,328.14181818181817,318.2318181818182,325.52181818181816,343.1718181818182,346.27181818181816,353.8966666666667,351.91999999999996,354.89,356.9818181818182,352.4666666666667,342.9666666666667,337.57,336.7085714285714,335.65857142857146,328.36,328.39,336.93666666666667,340.37666666666667,341.4066666666667,342.3618181818182,343.13,352.71,359.74666666666667,360.49666666666667,363.78,345.44,341.9118181818182,342.51,342.42,352.8218181818182,370.43666666666667,364.15,355.84,350.3718181818182,355.59,365.53999999999996,363.8066666666667,366.96999999999997,364.8618181818182,367.0766666666667,369.43666666666667,359.21,353.2218181818182,343.4,337.9218181818182,339.90999999999997,339.37,344.37,351.48,357.75666666666666,353.7866666666667,354.1666666666667,358.96,351.93666666666667,348.49666666666667,348.42999999999995,354.3866666666667,356.32,360.4718181818182,356.0,355.09,354.45,355.2066666666667,360.2866666666667,351.25,340.15999999999997,334.0,333.36,335.51,338.76,L7
2002-12-26 21:49:23+00:00,341.0836363636364,325.0836363636364,311.2336363636364,315.39363636363635,333.0536363636364,341.07363636363635,341.6111111111111,347.14000000000004,354.03000000000003,356.37363636363636,346.76111111111106,346.1511111111111,336.52,340.18857142857144,331.05857142857144,319.4,321.58,329.63111111111107,336.4611111111111,336.2411111111111,333.00363636363636,340.77000000000004,350.06,357.88111111111107,356.7911111111111,359.69,334.8233333333333,335.1536363636364,339.32000000000005,335.7333333333333,349.8436363636364,371.89111111111106,355.29,346.29,348.19363636363636,349.79,355.0,356.14111111111106,350.26000000000005,353.64363636363635,361.6711111111111,355.9711111111111,346.66,342.81363636363636,340.49,339.3436363636364,342.88,340.15000000000003,344.47,357.01,363.2711111111111,357.26111111111106,354.2111111111111,359.54,350.9311111111111,343.5511111111111,351.06,356.6111111111111,349.92,356.4036363636364,358.41,357.65000000000003,356.47,357.0311111111111,369.9111111111111,360.78,343.76000000000005,338.55,341.44,338.21,344.43,L7
2003-01-27 21:49:33+00:00,332.54545454545456,315.19545454545454,309.22545454545457,316.03545454545457,333.49545454545455,334.43545454545455,335.91777777777776,336.59999999999997,349.7,355.93545454545455,350.7477777777778,345.98777777777775,331.9,324.16142857142853,318.72142857142853,319.77,327.44,329.4377777777778,337.97777777777776,333.3977777777778,331.36545454545455,346.78999999999996,341.40999999999997,346.9577777777778,352.1977777777778,351.94,337.62333333333333,329.79545454545456,336.42,340.74333333333334,349.4054545454546,370.92777777777775,352.37,344.37,344.9054545454546,342.28,354.2,346.6477777777778,346.25,354.85545454545456,357.21777777777777,354.48777777777775,350.28999999999996,339.2654545454546,329.99,323.11545454545455,323.34999999999997,325.46,331.55,336.94,344.2677777777778,341.7077777777778,339.35777777777776,344.0,333.7677777777778,329.52777777777777,338.69,344.4977777777778,337.03999999999996,339.57545454545453,342.47999999999996,344.4,346.89,349.4477777777778,352.9377777777778,343.94,332.65999999999997,328.25,327.62,332.07,333.73,L7
2003-03-16 21:49:46+00:00,346.2845454545454,331.83454545454543,320.2945454545454,320.27454545454543,356.61454545454546,353.27454545454543,339.50666666666666,346.45,358.07,361.11454545454546,354.8466666666667,355.0966666666667,341.8,343.93571428571425,336.8957142857143,330.16,331.66,332.0566666666667,341.0166666666667,338.69666666666666,340.6545454545454,354.13,349.47999999999996,359.49666666666667,363.8666666666667,355.86,354.35,355.6545454545454,353.40999999999997,354.87,356.70454545454544,372.0466666666667,374.2,363.88,349.7245454545454,352.47999999999996,356.72999999999996,353.7066666666667,354.33,361.8545454545454,360.8366666666667,360.0466666666667,359.88,350.0345454545454,341.32,339.49454545454546,347.21999999999997,358.4,357.82,353.78,356.1066666666667,352.31666666666666,351.69666666666666,349.99,348.6466666666667,342.25666666666666,338.62,352.2366666666667,341.77,348.2245454545454,354.94,362.03,353.4,355.0766666666667,356.7966666666667,355.75,342.96999999999997,341.78999999999996,334.84,339.49,352.99,L7
2003-05-03 21:49:49+00:00,356.1227272727273,334.9327272727273,322.34272727272725,327.58272727272725,340.8127272727273,343.4327272727273,351.8855555555555,359.12,357.33,365.6227272727273,369.09555555555556,354.8855555555555,346.14,353.62,345.22,336.45,341.46,348.75555555555553,344.68555555555554,347.66555555555556,353.02272727272725,358.53999999999996,359.95,364.16555555555556,362.56555555555553,363.07,361.6466666666667,364.82272727272726,360.14,358.2366666666667,366.72272727272724,383.80555555555554,372.42,354.03999999999996,353.14272727272726,359.96,364.34,357.79555555555555,359.60999999999996,361.02272727272725,364.72555555555556,360.55555555555554,363.16999999999996,357.90272727272725,353.96999999999997,345.19272727272727,346.53999999999996,343.7,349.9,361.06,362.02555555555557,355.35555555555555,354.10555555555555,359.22,355.66555555555556,344.03555555555556,349.59,359.50555555555553,354.84,352.97272727272724,352.9,362.46999999999997,361.79999999999995,363.15555555555557,365.19555555555553,358.16,347.88,343.65999999999997,342.46,344.27,345.82,L7
2003-07-30 21:37:45+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,345.6666666666667,,,,,,,,,,,,,,,363.2488888888889,353.03999999999996,344.6645454545454,333.39,343.1545454545454,342.78,335.71,332.19,342.08,354.4388888888889,346.8988888888889,341.4588888888889,352.1,336.2888888888889,335.0788888888889,336.99,344.1988888888889,350.40999999999997,347.76454545454544,350.37,351.61,348.92,353.3888888888889,361.7288888888889,348.04,337.21999999999997,329.07,330.75,331.86,335.44,L5
2003-10-18 21:39:00+00:00,343.48090909090905,334.23090909090905,325.97090909090906,325.37090909090904,338.84090909090907,343.37090909090904,345.3066666666667,352.66,366.43,370.36090909090905,366.0966666666667,361.4666666666667,357.65,360.3628571428572,346.52285714285716,327.43,342.0,339.06666666666666,340.5566666666667,345.87666666666667,343.96090909090907,356.23,355.38,358.75666666666666,363.5266666666667,362.34,349.59,362.41090909090906,362.96000000000004,357.78,368.5609090909091,397.0166666666667,380.13,370.76,356.11090909090905,348.46000000000004,365.5,358.4266666666667,367.21000000000004,356.42090909090905,358.12666666666667,362.7966666666667,350.39,352.90090909090907,349.75,350.11090909090905,349.2,343.61,342.01,351.14,364.8366666666667,355.9866666666667,353.2666666666667,357.47,346.6166666666667,346.2866666666667,349.63,363.8566666666667,366.85,358.8309090909091,359.53000000000003,360.6,359.92,358.5566666666667,365.74666666666667,361.45,346.99,343.15000000000003,348.05,356.36,358.52,L5
2003-11-19 21:39:26+00:00,343.27181818181816,332.3618181818182,323.3518181818182,326.4418181818182,344.46181818181816,346.9718181818182,359.0077777777778,358.65,354.89,358.08181818181816,348.1277777777778,351.10777777777776,344.15,340.4928571428572,335.6828571428572,332.54,339.53,346.67777777777775,348.41777777777776,341.78777777777776,347.02181818181816,364.09,359.82,366.22777777777776,366.47777777777776,367.05,360.3833333333333,356.8618181818182,364.01,362.8833333333333,376.1918181818182,376.11777777777775,367.97,358.22,351.4118181818182,348.91,354.62,345.1277777777778,347.4,351.45181818181817,348.78777777777776,351.8877777777778,353.55,357.5418181818182,350.78,350.27181818181816,361.01,344.75,335.28,355.46,368.2577777777778,365.41777777777776,357.61777777777775,357.28,330.59777777777776,322.09777777777776,328.39,347.7577777777778,347.06,351.1918181818182,352.96,354.57,353.31,367.27777777777777,367.42777777777775,355.98,343.39,340.68,342.5,347.84,358.64,L5
2003-11-28 21:33:21+00:00,339.5918181818182,327.5418181818182,316.4318181818182,319.39181818181817,333.5318181818182,336.9418181818182,346.1477777777778,349.75,358.74,357.6918181818182,353.86777777777775,,,,,,,,,,,,,361.8277777777778,358.0877777777778,,,,,,,,,,,,,,,,,,,,,,346.59000000000003,351.40000000000003,342.39,354.23,367.67777777777775,366.4477777777778,362.04777777777775,365.03,347.17777777777775,328.4577777777778,,,,,,,,,,,,,,,,L5
2003-12-13 21:49:49+00:00,360.20363636363635,336.64363636363635,324.8036363636364,336.07363636363635,343.3436363636364,349.5336363636364,354.68666666666667,,,,363.37666666666667,360.19666666666666,351.45,350.6957142857143,344.17571428571426,336.81,349.74,355.9766666666667,361.9566666666667,359.1066666666667,355.1036363636364,376.96,366.48999999999995,371.9766666666667,364.2866666666667,368.5,359.92,358.07363636363635,366.56,360.54,370.2836363636364,,,,,,367.57,364.50666666666666,361.54999999999995,366.2836363636364,370.6666666666667,372.7266666666667,373.47999999999996,364.7336363636364,353.75,354.18363636363637,351.35999999999996,347.88,347.14,357.86,365.4566666666667,365.4866666666667,359.0466666666667,,,,,365.0566666666667,361.64,360.88363636363636,,,,,,,,,,,,L7
2004-01-22 21:39:52+00:00,348.14727272727276,325.67727272727274,317.77727272727276,324.8872727272728,338.52727272727276,342.07727272727277,348.63,356.7,367.34,362.70727272727277,356.08,357.32,351.07,345.4871428571428,335.46714285714285,327.28,327.3,349.82,354.28,347.39,339.91727272727275,361.04999999999995,367.46,363.54,360.44,360.64,354.85,355.83727272727276,364.19,368.89,381.36727272727273,395.4,365.04,363.19,355.1272727272727,357.09,361.53999999999996,353.61,350.72999999999996,347.71727272727276,355.4,358.7,355.56,345.74727272727273,337.47999999999996,344.2572727272727,349.69,349.94,353.46,354.34,367.14,357.98,354.65,356.55,345.71,335.47,346.34999999999997,354.03,345.12,346.24727272727273,350.28,351.85999999999996,349.95,353.03,360.73,353.3,347.82,348.27,346.86,350.0,354.45,L5
