dates,nzd0347-0000,nzd0347-0001,nzd0347-0002,nzd0347-0003,nzd0347-0004,nzd0347-0005,nzd0347-0006,nzd0347-0007,nzd0347-0008,nzd0347-0009,nzd0347-0010,nzd0347-0011,nzd0347-0012,nzd0347-0013,nzd0347-0014,nzd0347-0015,nzd0347-0016,nzd0347-0017,nzd0347-0018,nzd0347-0019,nzd0347-0020,nzd0347-0021,nzd0347-0022,nzd0347-0023,nzd0347-0024,nzd0347-0025,nzd0347-0026,nzd0347-0027,nzd0347-0028,nzd0347-0029,nzd0347-0030,nzd0347-0031,nzd0347-0032,nzd0347-0033,nzd0347-0034,nzd0347-0035,nzd0347-0036,nzd0347-0037,nzd0347-0038,nzd0347-0039,nzd0347-0040,nzd0347-0041,nzd0347-0042,nzd0347-0043,nzd0347-0044,nzd0347-0045,nzd0347-0046,nzd0347-0047,nzd0347-0048,nzd0347-0049,nzd0347-0050,nzd0347-0051,nzd0347-0052,nzd0347-0053,nzd0347-0054,nzd0347-0055,nzd0347-0056,nzd0347-0057,nzd0347-0058,nzd0347-0059,nzd0347-0060,nzd0347-0061,nzd0347-0062,nzd0347-0063,nzd0347-0064,nzd0347-0065,nzd0347-0066,nzd0347-0067,nzd0347-0068,nzd0347-0069,nzd0347-0070,satname
2005-02-17 21:50:40+00:00,345.62,326.98,315.80,320.83,337.12,341.45,344.23,353.54,363.64,366.02,357.14,348.83,344.09,347.35,341.11,332.77,329.03,332.93,342.07,341.66,345.41,351.68,351.70,360.00,363.21,364.38,347.05,341.76,343.35,342.58,356.10,373.76,364.46,352.69,345.76,351.97,359.11,356.59,362.39,364.79,366.91,364.30,357.24,347.21,346.57,346.90,346.39,342.31,340.66,351.27,360.92,356.22,354.49,357.34,345.20,341.53,344.01,352.32,350.49,353.36,353.84,352.80,354.04,359.23,359.39,354.34,340.32,334.75,336.30,341.43,348.58,L7
2005-04-06 21:50:40+00:00,346.05,327.05,317.19,322.41,337.91,343.60,344.91,355.76,366.13,365.88,356.47,348.40,343.02,345.25,338.64,329.70,327.60,333.23,342.64,343.02,344.97,353.37,352.81,359.65,363.09,364.13,347.49,342.17,343.35,342.85,355.17,372.13,364.25,353.80,347.45,352.43,361.07,357.66,359.34,364.00,367.34,366.13,356.90,347.17,347.58,347.81,345.41,342.13,342.24,352.12,362.29,357.70,356.93,357.62,344.71,341.62,344.74,351.93,349.50,351.96,353.00,353.17,353.04,360.32,359.58,353.90,339.24,334.11,335.80,340.39,348.23,L7
2005-04-22 21:50:35+00:00,343.70,326.12,317.22,324.08,338.41,344.25,344.51,350.90,361.48,362.53,353.95,346.50,339.56,342.92,335.61,326.73,326.00,334.15,341.67,342.00,343.27,351.85,351.16,358.08,361.51,360.53,344.90,340.92,340.70,338.83,351.00,370.83,363.49,353.76,346.55,348.02,358.71,356.38,356.85,359.37,365.61,364.76,355.94,347.71,345.29,345.29,342.54,340.49,343.99,352.24,362.38,358.41,356.77,355.71,343.30,339.27,341.92,347.79,345.48,348.81,350.35,351.75,352.25,358.96,357.88,351.84,336.79,332.39,334.38,337.86,345.17,L7
2005-05-08 21:50:39+00:00,341.55,325.23,316.48,325.51,340.61,348.92,346.61,345.92,358.97,360.95,352.53,346.63,338.36,342.40,335.57,327.00,325.88,334.56,342.62,342.94,343.92,351.85,351.16,358.08,361.51,361.60,346.74,344.21,344.05,342.90,353.74,373.33,367.93,357.27,352.57,350.56,361.26,357.49,357.41,359.52,366.09,363.06,356.38,349.67,343.73,343.29,341.65,340.13,344.23,351.52,361.38,359.04,356.37,350.96,340.86,336.99,340.18,345.48,343.86,346.11,348.32,350.15,350.93,357.85,358.07,351.79,337.23,333.18,333.98,337.57,345.75,L7
2005-05-24 21:50:38+00:00,341.32,325.71,316.75,324.55,339.31,345.14,346.99,342.17,354.58,360.07,353.15,346.76,338.57,342.08,335.39,326.75,325.78,336.30,343.46,343.57,344.13,352.77,351.87,357.72,359.62,360.13,346.34,343.96,345.57,345.56,356.71,373.94,367.92,359.32,354.29,350.23,360.73,358.57,356.04,359.38,364.46,363.31,358.57,351.06,342.74,342.09,341.27,339.64,343.92,350.94,360.87,356.93,354.41,350.47,342.38,337.71,340.69,346.46,343.98,346.50,349.16,350.58,351.70,358.31,357.69,351.73,337.69,333.76,334.04,337.87,345.89,L7
2005-06-01 21:48:30+00:00,339.96,324.73,315.88,322.16,336.53,341.79,342.83,340.09,353.48,359.90,351.67,345.58,337.50,341.10,334.73,325.55,323.48,334.10,342.18,342.06,341.64,351.21,350.65,357.50,359.87,360.47,346.57,343.96,345.57,345.56,356.71,373.94,367.92,359.32,354.29,350.23,360.73,358.57,356.04,359.38,364.46,362.57,357.97,349.57,340.64,340.57,340.03,338.35,342.48,350.05,359.94,354.76,351.27,349.90,340.71,336.85,340.12,345.59,343.35,345.69,347.88,349.73,350.79,356.51,357.89,351.21,337.78,333.92,334.39,337.87,343.62,L5
2005-06-10 21:42:24+00:00,338.85,324.70,314.76,318.01,336.53,341.79,342.83,340.09,353.48,359.90,351.67,345.58,337.50,341.10,334.73,325.55,323.48,334.10,342.18,342.06,341.64,351.21,350.65,357.50,359.87,360.47,346.57,343.96,345.57,345.56,356.71,373.94,367.92,359.32,354.29,350.23,360.73,358.57,356.04,359.38,364.46,362.57,357.97,349.57,340.64,340.57,340.03,338.35,342.48,350.05,359.94,354.76,351.27,349.90,340.71,336.85,340.12,345.59,343.35,345.69,347.88,349.73,350.79,356.51,357.89,351.21,337.78,333.92,334.39,337.87,343.62,L5
2005-07-12 21:42:35+00:00,335.86,323.67,313.63,315.78,337.39,342.17,343.19,338.39,351.66,360.20,352.15,346.38,338.58,340.57,334.50,323.98,321.09,334.88,342.29,342.12,341.09,351.51,352.02,359.82,361.43,360.96,346.66,345.66,348.84,350.50,361.37,375.49,369.13,361.92,355.01,348.66,358.62,356.99,354.39,358.17,363.37,361.72,356.00,346.84,340.10,341.47,340.79,339.00,344.01,351.22,361.28,355.10,351.76,349.77,338.96,335.02,337.80,344.24,342.18,344.26,346.84,348.44,350.05,355.54,359.64,351.99,338.83,334.98,335.49,339.05,343.97,L5
2005-08-12 21:50:23+00:00,335.53,323.89,312.92,314.42,336.55,339.16,339.11,335.19,350.34,361.38,353.31,346.55,339.08,342.19,335.70,323.15,322.32,335.75,342.75,342.04,338.82,349.48,350.82,359.55,360.19,359.28,346.30,344.79,349.99,352.11,362.10,380.01,371.06,366.46,357.66,346.85,356.21,353.63,353.66,356.73,361.01,360.41,355.38,346.22,339.40,339.56,339.21,337.87,341.75,348.59,357.74,351.92,347.32,348.21,339.58,334.89,336.16,344.76,343.31,345.51,346.67,348.63,349.89,352.22,359.23,351.57,338.74,335.02,335.38,338.92,343.52,L7
2005-08-20 21:49:06+00:00,336.00,324.39,312.53,313.28,333.99,336.01,336.20,334.08,352.74,362.34,354.32,346.52,338.14,344.27,336.63,322.20,322.84,336.55,343.51,342.27,338.50,349.53,350.35,360.17,360.44,359.31,347.08,344.17,349.73,351.56,356.90,372.53,367.64,365.06,356.69,347.33,355.86,354.18,354.34,355.26,360.70,359.90,355.52,348.19,341.90,341.59,338.76,337.79,341.17,347.72,355.18,349.14,342.90,346.51,338.59,334.34,336.22,344.92,345.11,346.31,346.37,348.79,349.68,352.74,360.68,353.33,340.87,335.98,335.43,338.96,340.99,L5
2005-08-28 21:50:16+00:00,335.93,324.55,313.19,313.93,333.94,336.64,337.26,335.55,352.64,361.85,355.08,347.36,338.66,344.75,336.63,322.20,322.84,336.55,343.51,341.48,339.69,351.15,351.26,360.66,360.35,359.49,347.63,343.15,348.64,350.06,357.83,373.99,366.14,362.37,355.07,346.63,354.87,354.00,353.74,354.95,360.70,359.90,355.52,348.56,343.36,341.66,338.22,337.93,340.25,347.12,355.22,349.82,343.52,346.80,338.37,334.04,336.49,345.63,345.72,347.08,346.37,348.79,349.68,353.21,361.43,354.03,341.75,336.34,335.51,339.11,342.02,L7
2005-08-29 21:42:58+00:00,336.41,325.10,313.89,314.51,335.28,336.88,337.38,336.39,352.45,361.38,355.90,348.25,339.74,345.43,337.90,323.21,324.83,337.50,343.37,341.77,340.78,352.73,352.52,361.42,360.98,360.01,349.16,343.81,349.09,349.80,358.01,374.42,366.14,362.37,355.07,346.63,354.87,354.00,353.74,354.95,360.70,359.90,355.52,348.56,343.36,341.66,338.22,337.93,340.25,347.12,355.22,349.82,343.52,346.80,338.37,334.04,336.49,345.63,345.72,347.08,346.37,348.79,349.68,353.21,361.43,354.03,341.75,336.34,335.51,339.11,342.02,L5
2005-09-29 21:50:07+00:00,337.04,325.36,314.68,315.47,335.01,336.08,335.84,335.99,351.27,361.38,355.90,348.25,339.74,343.92,337.85,323.03,324.76,337.06,343.03,341.56,341.02,353.20,352.60,360.78,360.65,359.84,348.69,343.83,349.30,349.79,358.32,375.13,365.69,362.37,355.07,346.63,354.87,354.00,353.74,354.27,358.23,358.94,355.58,348.41,342.81,341.09,337.89,337.36,339.50,346.90,355.15,350.35,344.78,348.57,338.88,333.80,336.49,345.63,345.72,346.99,346.63,349.09,349.87,353.60,361.22,354.13,342.33,337.05,335.89,339.74,343.44,L7
2005-10-07 21:49:06+00:00,336.63,324.38,314.16,315.71,335.66,335.80,335.07,336.25,351.08,360.60,355.14,347.79,338.56,342.08,335.71,321.21,323.98,336.14,341.79,339.90,341.25,353.56,353.01,359.97,360.52,359.39,347.96,343.47,349.33,349.33,359.31,373.91,361.27,356.42,349.66,346.46,354.62,354.26,352.45,353.04,356.01,358.09,355.51,349.00,342.55,340.16,337.22,337.22,338.14,345.92,355.02,350.54,345.96,349.32,338.88,333.94,336.27,345.40,345.49,346.57,345.96,348.11,349.11,352.49,361.13,354.40,342.61,337.03,335.59,339.55,343.44,L5
2005-10-31 21:50:23+00:00,337.86,325.11,315.25,317.62,336.82,336.11,335.19,337.50,353.00,362.13,357.36,351.33,341.94,344.59,338.23,324.15,327.76,337.23,344.96,342.08,343.85,354.76,354.30,361.02,361.16,360.86,349.53,344.84,350.17,350.22,360.90,375.76,362.66,356.46,350.85,348.05,355.75,357.74,353.94,354.37,358.72,360.49,360.46,350.47,343.24,340.34,337.75,337.10,336.03,345.77,355.59,351.05,347.61,350.93,340.15,334.66,338.63,348.50,347.96,348.43,348.89,351.18,350.67,353.75,361.91,355.63,343.64,337.46,336.20,339.79,344.22,L7
2005-11-08 21:49:16+00:00,337.49,324.73,314.76,317.68,336.64,335.96,335.60,340.07,353.60,360.35,355.57,349.96,340.20,342.66,336.20,323.52,327.28,336.24,344.36,341.38,342.98,353.91,353.76,360.55,361.00,360.77,350.19,345.16,350.00,350.05,361.66,374.15,360.40,354.05,349.61,347.91,355.21,356.60,351.67,353.66,356.42,360.18,360.18,349.54,342.61,341.16,337.51,335.98,334.73,346.23,356.30,351.40,347.87,353.56,341.07,333.98,338.47,348.23,347.45,348.55,348.99,351.15,350.42,353.06,362.82,355.99,344.00,337.79,336.58,340.63,345.27,L5
2005-11-16 21:50:33+00:00,338.40,324.59,314.76,317.68,336.64,335.96,335.60,339.99,353.33,359.65,355.29,350.48,339.91,342.36,336.31,324.13,327.76,336.48,344.29,341.43,343.10,353.82,352.92,359.42,360.37,360.84,350.13,344.84,350.00,350.05,361.66,373.54,359.94,352.96,349.45,347.91,355.21,356.60,351.67,353.66,356.42,360.18,360.18,349.54,342.61,341.16,337.51,335.98,334.73,346.23,356.30,351.40,347.87,353.56,341.07,333.98,338.47,348.23,347.45,348.55,348.99,351.15,350.42,353.06,362.82,355.99,344.00,337.79,336.58,340.63,345.27,L7
2006-01-19 21:50:58+00:00,341.37,325.99,317.32,322.31,338.06,336.85,337.37,342.99,354.21,358.13,355.64,352.19,340.36,341.99,336.20,325.19,330.97,338.32,344.92,342.31,344.65,355.11,353.96,358.66,360.85,360.92,350.96,344.55,349.57,349.36,360.97,373.24,359.06,352.60,348.49,348.21,354.22,353.95,351.04,354.97,357.49,360.43,360.54,350.73,344.69,342.77,337.38,336.30,334.52,346.03,356.07,352.78,348.58,353.61,340.27,333.89,338.82,348.49,348.48,349.95,350.75,351.96,350.81,354.29,363.56,357.56,344.55,337.90,336.64,341.18,346.34,L7
2006-01-20 21:44:49+00:00,341.02,324.98,313.82,322.31,338.06,336.85,337.37,342.99,354.21,358.13,355.64,352.19,340.36,341.99,336.20,325.19,330.97,338.32,344.92,342.31,344.65,355.11,353.96,358.66,360.85,360.92,350.96,344.55,349.57,349.36,360.97,373.24,359.06,352.60,348.49,348.21,354.22,353.95,351.04,354.97,357.49,360.43,360.54,350.73,344.69,342.77,337.38,336.30,334.52,346.03,356.07,352.78,348.58,353.61,340.27,333.89,338.82,348.49,348.48,349.95,350.75,351.96,350.81,354.29,363.56,357.56,344.55,337.90,336.64,341.18,346.34,L5
2006-01-27 21:51:10+00:00,341.93,325.68,314.28,322.69,338.73,338.22,338.86,344.57,355.62,358.49,355.05,352.73,340.39,341.59,336.35,326.23,331.82,338.87,345.64,343.36,345.03,355.54,355.17,359.61,361.82,362.07,351.91,345.50,350.00,350.55,362.03,374.99,361.92,353.79,349.15,347.87,355.07,353.85,351.59,356.45,359.06,361.62,361.26,351.07,344.42,342.66,338.36,336.65,335.26,346.18,356.57,353.86,350.35,354.87,341.32,336.23,340.81,348.94,347.83,349.55,350.44,351.68,350.64,354.25,363.27,358.29,345.63,338.32,337.99,342.33,347.23,L5
2006-02-20 21:51:07+00:00,342.72,326.64,315.56,322.96,339.13,338.48,339.86,345.38,356.04,359.01,356.38,354.90,342.20,340.36,335.50,327.46,331.66,338.28,345.50,342.22,344.26,355.67,355.85,358.79,361.20,362.53,353.04,346.91,350.52,350.87,363.26,377.13,364.93,354.09,349.64,349.60,355.31,353.76,350.49,356.05,358.12,362.80,361.79,349.18,342.36,339.81,336.87,336.69,335.87,346.47,357.30,355.12,353.14,355.83,342.55,338.18,344.76,350.81,348.42,349.61,349.95,351.53,351.14,354.93,363.38,356.99,344.93,338.68,338.50,343.55,349.64,L7
2006-02-28 21:51:52+00:00,342.59,326.33,315.54,324.43,338.71,337.90,340.00,346.21,356.81,359.30,355.48,354.88,341.34,338.06,333.96,327.08,330.91,337.88,346.09,343.42,343.64,353.93,355.42,357.53,360.54,361.78,353.14,350.36,352.45,352.01,363.83,376.86,365.52,354.31,348.97,349.37,354.61,352.00,349.51,356.58,358.75,362.37,361.17,349.43,342.33,339.24,337.13,337.16,336.80,347.56,357.35,354.78,353.06,356.24,343.70,339.06,345.17,350.43,348.09,349.36,349.02,351.93,352.66,355.01,361.72,356.11,344.15,339.44,338.72,343.34,349.82,L5
2006-05-27 21:51:06+00:00,339.96,326.80,314.37,324.69,339.60,341.08,345.95,353.24,361.49,361.12,355.72,355.76,344.53,339.56,329.90,328.72,334.27,339.38,345.98,347.50,345.23,356.23,360.00,360.44,362.13,362.25,358.43,355.51,354.97,353.34,361.71,380.61,372.22,358.80,349.09,349.32,353.93,349.04,351.34,362.68,365.43,361.83,356.96,350.31,345.69,340.58,337.16,339.84,341.83,348.62,357.17,353.43,351.96,354.20,343.40,342.28,347.31,350.69,347.34,350.51,348.71,352.77,354.36,355.65,360.68,356.22,343.68,340.18,339.13,342.12,348.27,L7
2006-06-13 21:47:25+00:00,339.96,326.80,314.37,322.05,336.84,338.84,344.18,351.12,358.71,359.10,355.72,355.76,344.53,339.56,329.90,328.72,334.27,339.38,345.98,347.50,345.23,356.23,360.00,360.44,362.13,362.25,358.43,355.51,354.97,353.34,361.71,380.61,372.22,358.80,349.09,349.32,353.93,349.04,351.34,362.68,365.43,361.83,356.96,350.31,345.69,340.58,337.16,339.84,341.83,348.62,357.17,353.43,351.96,354.20,343.40,342.28,347.31,350.69,347.34,350.51,348.71,352.77,354.36,355.65,360.68,356.22,343.68,340.18,339.13,342.12,348.27,L5
2006-07-22 21:54:10+00:00,341.10,331.30,323.88,324.09,337.63,339.76,344.53,351.19,358.68,359.90,357.23,355.36,345.66,342.01,328.80,327.56,333.47,339.37,345.98,347.50,345.23,356.23,360.00,363.16,363.15,363.00,360.58,359.42,356.78,354.83,362.12,381.12,375.23,358.36,349.02,348.41,354.14,348.81,351.95,362.19,365.94,355.96,351.22,347.01,343.68,341.32,339.81,340.87,341.57,349.45,356.53,353.23,351.90,354.08,344.36,341.04,344.86,348.48,347.47,348.71,347.20,352.30,352.59,352.55,358.18,354.23,345.17,341.71,340.14,342.62,349.57,L5
2006-07-30 21:50:44+00:00,338.30,329.92,323.29,323.72,337.47,338.73,343.35,349.80,356.27,359.52,360.99,354.24,348.18,344.20,324.37,323.54,330.48,337.17,343.28,345.73,344.17,355.33,358.37,361.50,362.24,361.67,359.00,359.73,357.56,351.85,360.38,378.28,372.04,357.13,347.45,349.87,350.71,346.77,351.04,360.26,361.92,352.12,346.64,344.92,343.57,343.25,341.80,342.25,342.12,350.70,356.21,351.92,349.28,352.22,343.25,338.74,342.23,347.44,349.65,350.99,349.06,354.12,354.45,352.44,358.65,353.21,343.68,341.89,338.83,341.64,350.10,L7
2006-08-15 21:50:43+00:00,337.56,327.69,320.99,321.81,336.09,337.70,342.23,348.56,356.27,359.52,360.99,354.24,344.02,341.44,328.20,322.96,326.04,335.70,340.97,342.76,341.22,352.80,355.21,359.77,361.75,361.81,356.78,356.15,354.49,348.84,358.86,376.24,372.04,357.13,347.45,349.87,350.71,343.22,349.65,357.83,357.11,350.76,346.59,344.55,343.07,342.98,341.59,340.15,340.37,350.34,356.08,350.84,348.48,351.68,341.83,338.74,342.23,347.44,348.86,350.10,348.29,352.67,352.78,351.08,358.94,352.33,342.35,340.54,338.22,341.51,349.32,L7
2006-08-23 21:54:35+00:00,335.36,326.30,319.13,320.37,333.80,336.05,339.92,346.66,353.64,355.74,357.75,351.85,337.85,336.34,328.20,322.96,326.04,335.70,340.97,345.13,343.62,352.72,352.73,357.52,361.11,361.95,355.38,356.75,354.82,347.68,358.76,375.28,365.84,354.05,342.32,341.48,344.98,340.09,347.35,357.02,357.11,351.29,348.09,345.66,343.79,344.22,342.62,339.31,340.33,351.53,355.73,349.74,346.02,350.81,338.87,332.76,339.78,345.70,347.53,349.70,348.78,353.12,352.79,350.66,357.79,351.67,342.41,340.02,338.54,339.22,346.65,L5
2006-08-31 21:50:40+00:00,336.29,325.47,316.76,319.05,332.61,336.13,339.54,345.05,350.82,352.75,350.50,343.87,335.78,337.85,328.94,323.11,325.40,337.07,339.16,341.51,341.84,352.28,350.65,356.15,361.92,361.40,352.28,348.59,349.97,344.06,357.72,375.82,367.55,356.38,342.67,341.32,358.07,344.25,348.91,355.90,354.45,349.85,347.42,345.10,342.21,345.33,343.80,338.73,338.98,351.55,356.57,350.31,347.14,351.17,338.07,332.41,341.98,348.78,348.33,350.28,350.18,353.05,351.88,350.48,357.82,351.24,342.21,338.33,338.18,339.85,346.74,L7
2006-09-16 21:50:34+00:00,337.21,325.84,315.61,318.24,331.51,334.96,338.24,343.54,349.95,352.75,350.50,343.87,330.58,336.25,328.78,322.06,324.37,336.41,339.10,340.64,341.02,348.88,348.53,355.07,361.48,361.72,349.95,345.47,347.87,342.31,356.06,376.37,367.55,356.38,342.67,341.32,358.07,344.25,347.49,354.15,352.75,350.27,346.92,343.92,340.78,344.01,342.77,338.45,338.36,351.01,356.02,349.86,346.94,351.37,339.01,332.41,341.98,348.78,347.32,349.78,348.90,351.76,350.93,350.05,357.65,350.65,340.72,337.28,336.82,339.13,345.74,L7
2006-10-10 21:55:08+00:00,337.37,324.92,314.78,317.53,331.01,334.70,338.03,343.94,350.43,353.59,349.81,340.51,329.83,334.94,328.84,323.07,324.80,334.93,337.74,338.61,339.07,347.32,347.55,355.25,362.17,361.50,349.33,345.35,347.34,343.61,356.74,376.82,366.84,355.13,343.67,345.05,353.72,344.92,347.43,354.53,353.39,351.17,346.91,343.41,339.89,343.28,342.31,338.60,338.00,350.40,356.19,349.96,347.03,351.39,339.60,333.51,341.83,346.76,346.10,348.56,347.80,350.17,349.28,349.44,358.07,351.18,341.22,337.17,336.24,338.46,345.83,L5
2006-11-20 21:49:20+00:00,337.41,323.63,313.24,316.09,329.44,333.36,336.96,342.01,348.19,351.89,348.55,339.90,329.04,334.64,328.36,323.86,324.76,334.35,337.54,338.55,339.07,347.32,347.55,355.25,362.17,361.50,349.33,345.35,347.34,343.61,356.74,376.82,366.84,355.13,343.67,345.05,353.72,344.92,347.43,354.53,353.39,351.17,346.91,343.41,339.89,343.28,342.31,338.60,338.00,350.40,356.19,349.96,347.03,351.39,339.60,333.51,341.83,346.76,346.10,347.60,346.05,348.69,348.05,348.75,357.25,350.47,340.55,337.17,336.24,338.46,345.83,L5
2006-11-27 21:55:35+00:00,337.83,321.47,311.03,314.20,328.62,333.89,337.89,342.15,347.09,352.27,351.42,343.23,329.14,332.84,328.11,324.17,323.30,333.35,336.97,336.15,336.77,342.74,342.73,353.19,360.88,359.58,347.08,342.58,343.96,341.85,355.96,376.83,363.35,354.10,347.45,346.36,357.41,347.25,349.24,353.76,351.43,352.92,348.23,342.34,339.09,342.56,341.82,337.63,336.39,348.73,354.11,349.99,346.99,351.79,339.57,336.03,344.24,347.81,347.16,348.61,344.28,345.24,346.52,347.37,355.99,349.22,338.89,335.61,334.68,338.11,346.34,L5
2006-12-06 21:49:29+00:00,338.63,321.26,311.50,315.12,329.52,334.73,339.06,343.42,348.76,353.79,353.36,344.87,329.81,332.16,327.28,324.24,324.07,333.45,336.90,336.15,337.59,343.76,341.98,352.13,359.25,360.86,345.27,341.88,343.70,341.55,355.26,376.00,364.21,353.32,349.12,348.98,359.01,349.62,350.40,354.37,351.78,353.35,349.17,342.76,338.42,340.71,340.15,336.15,335.25,348.42,352.54,349.64,347.50,351.82,339.21,336.45,345.03,348.61,347.14,348.72,344.02,344.42,345.49,346.62,354.99,347.80,337.12,333.71,333.42,337.79,345.17,L5
2006-12-13 21:55:43+00:00,338.47,321.54,312.03,316.30,330.45,335.88,340.38,344.84,351.03,357.50,351.47,343.90,330.48,332.82,327.54,324.70,324.44,332.86,336.72,335.83,337.23,344.01,342.08,351.12,357.57,360.31,344.92,341.26,343.06,340.81,354.73,376.08,364.73,353.68,350.01,350.41,363.15,350.25,348.86,353.74,351.60,353.03,349.64,342.43,337.69,338.69,338.27,334.82,333.99,347.00,351.81,349.01,346.94,350.97,338.38,336.08,345.07,348.77,346.63,349.41,342.37,342.59,344.21,345.28,353.53,346.35,335.32,331.81,332.08,336.76,344.51,L5
2007-01-22 21:51:19+00:00,339.31,321.80,312.44,316.34,330.88,336.68,340.88,345.10,351.49,358.10,353.23,345.87,331.84,332.82,327.54,324.70,324.44,332.86,336.66,336.84,337.69,345.46,343.37,351.72,357.80,359.85,345.67,342.15,343.38,341.61,355.05,375.97,364.51,354.09,350.34,351.38,363.02,351.24,349.98,353.74,351.60,354.16,350.71,343.53,338.03,338.19,337.56,334.70,334.04,346.61,351.30,348.60,347.08,351.25,338.58,337.39,346.83,350.47,346.41,349.81,342.07,342.04,344.06,346.58,354.70,346.75,335.76,331.98,332.27,337.01,344.70,L7
2007-01-30 21:56:00+00:00,340.15,322.14,313.31,316.74,330.38,336.72,341.24,345.14,352.66,359.01,355.32,350.35,333.64,334.61,329.36,326.36,325.88,334.40,338.22,338.58,339.20,347.00,345.20,353.62,357.27,358.91,344.95,340.48,342.02,341.46,354.18,375.89,365.96,355.35,351.40,353.07,364.04,354.25,351.81,355.54,354.32,356.77,353.93,344.92,339.26,337.73,336.61,334.23,333.38,345.62,350.77,348.15,347.30,350.99,339.13,338.33,346.72,351.56,346.16,349.93,341.54,341.44,343.58,347.10,354.63,346.81,334.61,330.62,331.28,336.17,343.32,L5
2007-02-08 21:49:50+00:00,339.88,321.65,313.36,316.86,330.63,336.79,341.34,345.33,352.83,358.94,356.09,351.16,334.53,335.15,329.46,326.60,326.67,334.64,338.77,339.14,339.43,348.24,345.95,353.25,356.34,358.40,344.73,339.85,341.43,340.98,353.77,375.48,366.35,355.06,351.38,353.30,363.91,354.65,352.39,356.53,355.58,357.76,354.75,345.47,339.41,337.08,335.61,333.92,332.81,344.86,350.32,347.77,346.64,350.64,338.69,338.52,346.29,351.62,345.94,349.53,342.39,342.13,344.31,347.90,354.82,346.80,333.98,330.44,331.08,336.14,342.90,L5
2007-05-30 21:51:18+00:00,343.47,323.99,317.28,320.18,333.99,339.54,344.89,348.60,360.35,366.52,363.77,358.70,341.00,338.61,331.48,330.23,333.94,338.21,342.52,342.75,341.98,352.95,350.21,354.60,355.05,359.70,344.57,339.74,342.93,342.72,354.64,375.80,367.44,355.26,352.35,356.96,366.81,360.51,356.24,362.17,362.40,362.91,357.44,346.47,338.38,333.78,332.86,331.58,329.81,340.44,347.01,346.64,347.28,349.35,338.68,339.31,347.56,353.21,345.71,352.19,342.28,339.25,341.98,348.01,352.96,344.00,329.52,326.08,329.11,336.12,341.63,L7
2007-10-05 21:50:42+00:00,346.17,328.27,317.38,316.08,331.38,336.69,343.76,345.49,369.04,378.07,375.35,359.99,346.40,346.38,339.87,328.31,337.54,340.98,349.25,350.59,349.10,356.22,359.59,363.61,364.21,363.35,347.58,339.23,349.98,348.72,360.89,379.29,364.60,356.28,350.22,352.17,361.89,364.04,370.22,369.76,364.69,363.15,349.56,347.58,340.78,342.27,340.74,329.33,329.44,337.79,351.00,350.66,352.54,354.23,342.47,339.68,348.85,353.61,352.96,354.19,354.53,345.12,346.34,352.39,357.74,349.27,329.37,328.94,333.39,339.11,344.33,L7
2007-11-06 21:51:05+00:00,343.59,326.54,313.52,316.50,331.38,336.69,343.76,345.49,365.33,376.54,370.73,357.77,345.12,343.46,337.53,331.16,335.19,342.15,351.34,351.49,347.11,357.12,359.25,362.48,363.74,361.22,342.34,337.87,346.47,348.72,360.89,375.28,364.84,353.71,350.30,350.32,360.09,358.31,364.77,366.04,361.65,359.48,349.87,347.82,344.08,343.61,341.27,332.49,333.65,343.56,354.34,350.66,352.54,354.23,342.47,336.09,346.83,351.93,350.74,352.10,350.15,345.29,346.28,352.17,358.60,350.89,336.34,332.90,335.54,339.11,344.33,L7
2007-11-22 21:51:13+00:00,343.59,326.54,313.52,316.50,331.38,332.82,344.47,347.54,364.48,373.14,366.95,353.51,342.01,341.52,336.23,330.44,333.19,341.69,351.53,349.69,345.52,355.19,356.95,359.64,361.96,361.22,342.34,337.87,346.47,342.84,356.43,373.25,362.66,351.91,346.86,346.53,358.85,355.39,362.61,364.25,357.77,357.95,349.64,348.36,346.28,342.31,339.15,332.49,333.65,343.56,354.34,346.98,347.34,351.32,340.79,335.24,345.20,351.97,348.59,350.25,349.29,344.45,344.31,352.08,357.93,349.25,336.34,332.90,335.54,335.75,342.90,L7
2008-02-26 21:51:16+00:00,343.44,328.27,316.94,323.86,338.58,333.92,347.99,352.39,357.70,364.89,358.60,350.02,342.82,342.74,336.16,328.82,327.74,339.56,349.34,350.68,348.35,354.98,356.81,360.51,362.53,361.81,348.02,346.65,348.48,340.14,353.48,370.49,362.97,352.07,347.20,344.90,356.62,353.47,359.22,362.18,357.76,355.74,351.26,351.21,350.83,344.72,341.21,338.12,339.26,349.75,355.64,346.83,345.78,351.04,338.16,335.83,341.98,349.56,346.79,350.14,350.38,348.90,348.30,353.65,360.11,352.61,342.44,336.86,337.90,336.50,341.05,L7
