,dates,chi0408-0000,chi0408-0001,chi0408-0002,chi0408-0003,chi0408-0004,chi0408-0005,chi0408-0006,chi0408-0007,chi0408-0008,chi0408-0009
0,1985-03-05 14:11:29+00:00,150.2742442214218,136.49422954712668,144.59199489506378,140.66089802874276,141.8468607043739,144.7938647037068,134.0540251440452,126.33633760937222,129.98605690713597,135.87373394757842
1,1986-02-04 14:07:59+00:00,152.2151991703332,134.40248957961205,144.37924186153487,144.96979943193125,146.44586326362162,148.32552335785783,135.25750016323244,128.27604754417564,127.03252083473656,140.0214109491614
2,1986-08-15 14:02:41+00:00,139.94225217021156,120.90386577978279,131.23942095752025,129.01671139711752,131.9993923590766,137.94137689997717,112.75551790260728,108.40946666190396,111.71111851522303,129.8022196097512
3,1986-09-16 14:01:33+00:00,147.20837377473643,130.5270954423398,135.4901510627624,134.71230412940054,137.7909545128757,142.21529018838382,126.37145021134367,117.0740907431587,120.18822458735048,126.69785860985722
4,1986-10-18 14:00:32+00:00,152.165652408174,143.33618301270806,149.14988837506982,146.8516852649126,143.949998785696,143.94111598479455,143.51544855431084,132.92808137321137,131.03381128477702,140.7311452973035
5,1986-11-03 13:59:58+00:00,163.59168459263748,122.53881385236002,154.77259666817613,171.81985390529155,170.3228816338427,,,,,
6,1986-12-21 14:00:01+00:00,150.3278842520089,153.51866458225612,142.7059103019414,152.47084337268626,144.9092531869002,154.27233689175694,147.56482115508263,139.13122384324393,137.82917527460987,143.87930893231896
7,1987-01-06 14:00:30+00:00,151.33194873112467,137.4432715333225,141.37165789795813,141.2932076284266,134.53479928252304,135.35642064234128,131.18748993419604,126.22230270199971,123.03280271799306,135.16918620134265
8,1987-01-22 14:00:58+00:00,152.50034191322413,132.0558118071696,135.46982549099164,139.10902745055807,137.24680661315358,139.18121822973168,133.34442877862514,123.47592772343809,122.08810292807588,136.0589658884491
9,1987-02-07 14:01:33+00:00,146.51060356703027,138.20241101207046,138.7986455370746,147.26589730215193,145.01813481627667,149.8589187546239,136.46471333374322,129.00684153382971,126.41963576552988,138.4961736629604
10,1998-03-09 14:17:33+00:00,180.66374437947266,137.70253116018088,146.23473900525283,147.01999941002896,137.5366070180935,140.66417606904656,134.40138633126952,127.1758647857177,119.89611811649979,135.44107056743968
11,1998-03-25 14:17:47+00:00,175.7238843648562,138.4485587755425,146.70374719453426,146.6378107936785,141.6054847299595,148.08288311369773,137.0353724412689,133.14924048100215,127.71104149609356,139.7586667132732
12,1998-07-31 14:19:24+00:00,,,,,,,,,,
13,1998-09-17 14:19:50+00:00,176.7335151869793,133.2386748618641,122.98183644329008,124.21321764245313,139.02363820918364,159.3192457942678,,,,
14,1998-12-06 14:20:01+00:00,159.6741268055228,150.69304282029725,166.65468681556519,168.8052746675805,,170.92149351168388,,,,157.19457871416054
15,1998-12-22 14:20:06+00:00,160.40146326081293,164.45510175760805,168.47381066573894,166.80033389634406,,180.9336755026636,,,,151.210649781819
16,1999-09-20 14:17:38+00:00,156.132150505433,137.6669037508804,146.65076482825978,140.06924873610444,140.7641363348357,142.7817278624777,127.59037893335946,124.72955555774351,123.54794252952485,133.8084037660698
17,1999-09-28 14:34:03+00:00,162.87953817521066,187.97604435677937,204.68507252059564,163.6408744868484,151.09015527480474,150.11123997014795,138.8977872306375,131.71917958193384,132.3375315260665,142.17226294703175
18,1999-10-06 14:17:39+00:00,160.1536296673184,,197.12715364397607,158.12698940969088,149.3087006407533,155.6404491485421,145.69570309539495,132.03902344380268,132.1742016625023,140.48224920972999
19,1999-10-14 14:34:02+00:00,,,,162.11924931049774,147.46982376094448,142.38631949844788,130.53801024905016,128.50805855453308,119.55528330011109,130.02291663697292
20,1999-10-30 14:33:56+00:00,160.6867022518978,179.45049271092125,190.21078520509187,186.03713193361747,178.1844586924103,193.35357232985527,147.6950005652391,145.8832988612408,136.0820183689386,134.86150605624428
21,1999-12-25 14:16:08+00:00,173.36201078272234,179.4717548951854,201.2593284422053,198.20194868260015,183.0248759406578,166.86987951237856,204.12092374741357,198.2042232245839,172.77792934867398,152.79514686299396
22,2000-01-18 14:33:49+00:00,163.6285412795518,175.08351267921572,208.48197215222865,206.7252703586563,200.8466785656239,174.07890344034638,187.95615170573305,180.44107392445028,186.67454297533016,146.3923881315597
